run_id,group,N,placement,k,rep,gpu_skip_pct,npu_skip_pct,worst_sap,mean_sap,median_sap,p10_sap,sap_small,sap_medium,sap_large,deadline_margin_ms_mean,per_stream_json,t_start,t_end,period_ms,fps,detector,dataset,timestamp
rev30_1782625012,N4,4,GGGG,0,2,0.0,0.0,0.1149,0.15075,0.13855,0.11685,0.00782,0.16808,0.4587,-18.457,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.12141, ""sap_s"": 0.01638, ""sap_m"": 0.17493, ""sap_l"": 0.5773, ""skip"": 0.0, ""eff_mean_ms"": 15.117, ""infer_mean_ms"": 15.117}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.21102, ""sap_s"": 0.00143, ""sap_m"": 0.19304, ""sap_l"": 0.64696, ""skip"": 0.0, ""eff_mean_ms"": 14.826, ""infer_mean_ms"": 14.825}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.15568, ""sap_s"": 0.00345, ""sap_m"": 0.2575, ""sap_l"": 0.34881, ""skip"": 0.0, ""eff_mean_ms"": 14.832, ""infer_mean_ms"": 14.832}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.1149, ""sap_s"": 0.01001, ""sap_m"": 0.04686, ""sap_l"": 0.26173, ""skip"": 0.0, ""eff_mean_ms"": 14.732, ""infer_mean_ms"": 14.732}]",1782625114.581,1782625123.519,33.333,30.0,yolo11s,argoverse-hd-val,1782625123
rev30_1782625012,N4,4,GGNG,0,2,0.0,2.47,0.1149,0.14167,0.12039,0.11624,0.00927,0.13828,0.49533,-19.332,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.12141, ""sap_s"": 0.01638, ""sap_m"": 0.17493, ""sap_l"": 0.5773, ""skip"": 0.0, ""eff_mean_ms"": 14.142, ""infer_mean_ms"": 14.142}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.21102, ""sap_s"": 0.00143, ""sap_m"": 0.19304, ""sap_l"": 0.64696, ""skip"": 0.0, ""eff_mean_ms"": 14.013, ""infer_mean_ms"": 14.013}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.11937, ""sap_s"": 0.00049, ""sap_m"": 0.18146, ""sap_l"": 0.33518, ""skip"": 2.47, ""eff_mean_ms"": 17.909, ""infer_mean_ms"": 17.909}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.1149, ""sap_s"": 0.01001, ""sap_m"": 0.04686, ""sap_l"": 0.26173, ""skip"": 0.0, ""eff_mean_ms"": 13.849, ""infer_mean_ms"": 13.849}]",1782625123.519,1782625133.794,33.333,30.0,yolo11s,argoverse-hd-val,1782625133
rev30_1782625012,N4,4,GGNN,0,2,0.0,1.7,0.08238,0.13341,0.12013,0.09332,0.0089,0.18399,0.61213,-21.313,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.12141, ""sap_s"": 0.01638, ""sap_m"": 0.17493, ""sap_l"": 0.5773, ""skip"": 0.0, ""eff_mean_ms"": 11.972, ""infer_mean_ms"": 11.971}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.21102, ""sap_s"": 0.00143, ""sap_m"": 0.19304, ""sap_l"": 0.64696, ""skip"": 0.0, ""eff_mean_ms"": 12.069, ""infer_mean_ms"": 12.068}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.11884, ""sap_s"": 0.00045, ""sap_m"": 0.18193, ""sap_l"": 0.33437, ""skip"": 1.8, ""eff_mean_ms"": 16.663, ""infer_mean_ms"": 16.663}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08238, ""sap_s"": 0.0014, ""sap_m"": 0.02365, ""sap_l"": 0.21102, ""skip"": 1.59, ""eff_mean_ms"": 16.788, ""infer_mean_ms"": 16.788}]",1782625133.794,1782625143.287,33.333,30.0,yolo11s,argoverse-hd-val,1782625143
rev30_1782625012,N4,4,GNNN,0,2,0.0,0.75,0.083,0.12892,0.12103,0.0943,0.01638,0.17493,0.5773,-22.267,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.12141, ""sap_s"": 0.01638, ""sap_m"": 0.17493, ""sap_l"": 0.5773, ""skip"": 0.0, ""eff_mean_ms"": 11.066, ""infer_mean_ms"": 11.066}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19063, ""sap_s"": 0.00101, ""sap_m"": 0.17345, ""sap_l"": 0.6121, ""skip"": 1.35, ""eff_mean_ms"": 17.651, ""infer_mean_ms"": 17.651}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12065, ""sap_s"": 0.00049, ""sap_m"": 0.18131, ""sap_l"": 0.33878, ""skip"": 0.67, ""eff_mean_ms"": 16.96, ""infer_mean_ms"": 16.959}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.083, ""sap_s"": 0.0014, ""sap_m"": 0.02398, ""sap_l"": 0.21224, ""skip"": 0.23, ""eff_mean_ms"": 16.733, ""infer_mean_ms"": 16.733}]",1782625143.287,1782625153.087,33.333,30.0,yolo11s,argoverse-hd-val,1782625153
rev30_1782625012,N4,4,NNNN,0,2,0.0,0.34,0.08338,0.12626,0.11522,0.09106,0.00353,0.13045,0.43251,-16.197,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.10898, ""sap_s"": 0.01137, ""sap_m"": 0.14237, ""sap_l"": 0.56449, ""skip"": 0.23, ""eff_mean_ms"": 17.388, ""infer_mean_ms"": 17.387}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19124, ""sap_s"": 0.00101, ""sap_m"": 0.17337, ""sap_l"": 0.61392, ""skip"": 0.22, ""eff_mean_ms"": 17.048, ""infer_mean_ms"": 17.048}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12146, ""sap_s"": 0.00049, ""sap_m"": 0.1816, ""sap_l"": 0.33895, ""skip"": 0.22, ""eff_mean_ms"": 17.248, ""infer_mean_ms"": 17.247}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08338, ""sap_s"": 0.00125, ""sap_m"": 0.02444, ""sap_l"": 0.21268, ""skip"": 0.68, ""eff_mean_ms"": 16.861, ""infer_mean_ms"": 16.861}]",1782625153.087,1782625162.77,33.333,30.0,yolo11s,argoverse-hd-val,1782625162
rev30_1782625012,N4,4,GGGG,1,0,28.56,0.0,0.09666,0.13346,0.1165,0.09975,0.00725,0.14687,0.4045,-4.488,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.10695, ""sap_s"": 0.01524, ""sap_m"": 0.13716, ""sap_l"": 0.46604, ""skip"": 28.47, ""eff_mean_ms"": 28.861, ""infer_mean_ms"": 28.86}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20418, ""sap_s"": 0.00137, ""sap_m"": 0.19133, ""sap_l"": 0.62907, ""skip"": 26.09, ""eff_mean_ms"": 28.388, ""infer_mean_ms"": 28.388}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.12605, ""sap_s"": 0.00292, ""sap_m"": 0.22995, ""sap_l"": 0.28651, ""skip"": 32.02, ""eff_mean_ms"": 29.314, ""infer_mean_ms"": 29.313}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.09666, ""sap_s"": 0.00947, ""sap_m"": 0.02903, ""sap_l"": 0.23638, ""skip"": 27.66, ""eff_mean_ms"": 28.819, ""infer_mean_ms"": 28.819}]",1782625162.77,1782625178.398,33.333,30.0,yolo11s,argoverse-hd-val,1782625178
rev30_1782625012,N4,4,GGNG,1,0,14.21,0.22,0.09752,0.1351,0.11661,0.10194,0.00924,0.12453,0.47109,-8.287,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.11224, ""sap_s"": 0.01634, ""sap_m"": 0.15405, ""sap_l"": 0.52861, ""skip"": 14.16, ""eff_mean_ms"": 25.035, ""infer_mean_ms"": 25.035}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20965, ""sap_s"": 0.00143, ""sap_m"": 0.19212, ""sap_l"": 0.64189, ""skip"": 11.96, ""eff_mean_ms"": 24.935, ""infer_mean_ms"": 24.935}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12099, ""sap_s"": 0.00053, ""sap_m"": 0.18153, ""sap_l"": 0.338, ""skip"": 0.22, ""eff_mean_ms"": 16.682, ""infer_mean_ms"": 16.681}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.09752, ""sap_s"": 0.00995, ""sap_m"": 0.02742, ""sap_l"": 0.24277, ""skip"": 16.51, ""eff_mean_ms"": 25.169, ""infer_mean_ms"": 25.168}]",1782625178.398,1782625192.349,33.333,30.0,yolo11s,argoverse-hd-val,1782625192
rev30_1782625012,N4,4,GGNN,1,0,8.26,0.45,0.08352,0.13261,0.11877,0.09346,0.00888,0.17841,0.59903,-10.268,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.11666, ""sap_s"": 0.01632, ""sap_m"": 0.16427, ""sap_l"": 0.5562, ""skip"": 7.29, ""eff_mean_ms"": 23.019, ""infer_mean_ms"": 23.019}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20936, ""sap_s"": 0.00143, ""sap_m"": 0.19255, ""sap_l"": 0.64186, ""skip"": 9.23, ""eff_mean_ms"": 23.112, ""infer_mean_ms"": 23.112}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12088, ""sap_s"": 0.00049, ""sap_m"": 0.18157, ""sap_l"": 0.3382, ""skip"": 0.67, ""eff_mean_ms"": 16.561, ""infer_mean_ms"": 16.561}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08352, ""sap_s"": 0.0014, ""sap_m"": 0.02443, ""sap_l"": 0.21265, ""skip"": 0.23, ""eff_mean_ms"": 16.401, ""infer_mean_ms"": 16.401}]",1782625192.349,1782625205.344,33.333,30.0,yolo11s,argoverse-hd-val,1782625205
rev30_1782625012,N4,4,GNNN,1,0,11.87,1.5,0.0831,0.12761,0.11831,0.0928,0.01615,0.16125,0.53897,-9.734,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.11545, ""sap_s"": 0.01615, ""sap_m"": 0.16125, ""sap_l"": 0.53897, ""skip"": 11.87, ""eff_mean_ms"": 23.599, ""infer_mean_ms"": 23.598}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19072, ""sap_s"": 0.00101, ""sap_m"": 0.17321, ""sap_l"": 0.61312, ""skip"": 2.02, ""eff_mean_ms"": 17.483, ""infer_mean_ms"": 17.483}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12117, ""sap_s"": 0.00049, ""sap_m"": 0.18507, ""sap_l"": 0.33756, ""skip"": 1.35, ""eff_mean_ms"": 16.942, ""infer_mean_ms"": 16.942}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.0831, ""sap_s"": 0.0014, ""sap_m"": 0.02384, ""sap_l"": 0.21188, ""skip"": 1.14, ""eff_mean_ms"": 17.056, ""infer_mean_ms"": 17.056}]",1782625205.344,1782625218.273,33.333,30.0,yolo11s,argoverse-hd-val,1782625218
rev30_1782625012,N4,4,NNNN,1,0,0.0,0.68,0.08236,0.12589,0.11505,0.09032,0.00356,0.12956,0.43199,-15.564,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.1089, ""sap_s"": 0.01134, ""sap_m"": 0.14006, ""sap_l"": 0.5645, ""skip"": 0.91, ""eff_mean_ms"": 17.947, ""infer_mean_ms"": 17.946}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.1911, ""sap_s"": 0.00101, ""sap_m"": 0.17328, ""sap_l"": 0.61328, ""skip"": 0.67, ""eff_mean_ms"": 18.001, ""infer_mean_ms"": 18.001}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12119, ""sap_s"": 0.00049, ""sap_m"": 0.18142, ""sap_l"": 0.33898, ""skip"": 0.22, ""eff_mean_ms"": 17.698, ""infer_mean_ms"": 17.698}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08236, ""sap_s"": 0.0014, ""sap_m"": 0.02347, ""sap_l"": 0.2112, ""skip"": 0.91, ""eff_mean_ms"": 17.432, ""infer_mean_ms"": 17.431}]",1782625218.274,1782625228.646,33.333,30.0,yolo11s,argoverse-hd-val,1782625228
