epoch,util_gpu,util_mem,mem_used_mib,power_w
1782625871.606,0,0,3698,100.4
1782625871.807,0,0,3698,154.1
1782625872.007,0,0,3698,154.1
1782625872.208,0,0,3698,154.1
1782625872.408,65,5,3698,227.4
1782625872.609,65,5,3698,227.4
1782625872.809,65,5,3698,257.1
1782625873.010,65,5,3698,257.1
1782625873.210,65,5,3698,257.1
1782625873.410,70,5,3698,248.3
1782625873.611,70,5,3698,248.3
1782625873.811,70,5,3698,254.3
1782625874.012,70,5,3698,254.3
1782625874.212,70,5,3698,254.3
1782625874.413,71,5,3698,259.7
1782625874.613,71,5,3698,259.7
1782625874.814,71,5,3698,258.8
1782625875.014,71,5,3698,258.8
1782625875.214,71,5,3698,258.8
1782625875.415,71,5,3698,255.1
1782625875.615,71,5,3698,255.1
1782625875.816,71,5,3698,255.9
1782625876.016,71,5,3698,255.9
1782625876.217,71,5,3698,255.9
1782625876.417,73,5,3698,260.7
1782625876.618,73,5,3698,260.7
1782625876.818,73,5,3698,255.7
1782625877.019,73,5,3698,255.7
1782625877.219,73,5,3698,255.7
1782625877.419,74,5,3698,254.0
1782625877.620,74,5,3698,254.0
1782625877.820,74,5,3698,256.6
1782625878.021,74,5,3698,256.6
1782625878.221,74,5,3698,256.6
1782625878.422,73,5,3698,265.1
1782625878.622,73,5,3698,265.1
1782625878.823,73,5,3698,261.9
1782625879.023,73,5,3698,261.9
1782625879.223,73,5,3698,261.9
1782625879.424,61,4,3698,250.3
1782625879.624,61,4,3698,250.3
1782625879.825,61,4,3698,251.2
1782625880.025,61,4,3698,251.2
1782625880.226,61,4,3698,251.2
1782625880.426,82,6,3698,278.2
1782625880.627,82,6,3698,278.2
1782625880.827,82,6,3698,317.0
1782625881.028,82,6,3698,317.0
1782625881.228,82,6,3698,317.0
1782625881.428,95,7,3698,328.2
1782625881.629,95,7,3698,328.2
1782625881.829,95,7,3698,333.0
1782625882.030,95,7,3698,333.0
1782625882.230,95,7,3698,333.0
1782625882.431,93,7,3698,333.8
1782625882.631,93,7,3698,333.8
1782625882.832,93,7,3698,335.7
1782625883.032,93,7,3698,335.7
1782625883.233,93,7,3698,335.7
1782625883.433,94,7,3698,339.6
1782625883.634,94,7,3698,339.6
1782625883.834,94,7,3698,341.8
1782625884.035,94,7,3698,341.8
1782625884.236,94,7,3698,341.8
1782625884.436,0,0,3698,260.9
1782625884.637,0,0,3698,260.9
1782625884.837,0,0,3698,139.5
1782625885.038,0,0,3698,139.5
1782625885.238,0,0,3698,139.5
1782625885.439,0,0,3698,101.3
1782625885.639,0,0,3698,101.3
1782625885.840,0,0,3698,199.1
1782625886.040,0,0,3698,199.1
1782625886.241,0,0,3698,199.1
1782625886.441,71,5,3698,264.4
1782625886.642,71,5,3698,264.4
1782625886.842,71,5,3698,264.7
1782625887.043,71,5,3698,264.7
1782625887.243,71,5,3698,264.7
1782625887.444,73,5,3698,267.6
1782625887.644,73,5,3698,267.6
1782625887.845,73,5,3698,270.4
1782625888.045,73,5,3698,270.4
1782625888.245,73,5,3698,270.4
1782625888.446,74,5,3698,272.6
1782625888.646,74,5,3698,272.6
1782625888.847,74,5,3698,268.8
1782625889.047,74,5,3698,268.8
1782625889.248,74,5,3698,268.8
1782625889.448,65,4,3698,265.3
1782625889.649,65,4,3698,265.3
1782625889.849,65,4,3698,265.1
1782625890.049,65,4,3698,265.1
1782625890.250,65,4,3698,265.1
1782625890.450,70,5,3698,261.3
1782625890.651,70,5,3698,261.3
1782625890.851,70,5,3698,261.3
1782625891.052,70,5,3698,261.3
1782625891.252,70,5,3698,261.3
1782625891.453,78,5,3698,273.1
1782625891.653,78,5,3698,273.1
1782625891.854,78,5,3698,271.6
1782625892.054,78,5,3698,271.6
1782625892.255,78,5,3698,271.6
1782625892.455,76,5,3698,276.7
1782625892.655,76,5,3698,276.7
1782625892.856,76,5,3698,278.3
1782625893.056,76,5,3698,278.3
1782625893.257,72,5,3698,273.0
1782625893.457,72,5,3698,273.0
1782625893.658,72,5,3698,273.0
1782625893.858,72,5,3698,276.6
1782625894.059,72,5,3698,276.6
1782625894.259,0,0,3698,253.6
1782625894.460,0,0,3698,253.6
1782625894.660,0,0,3698,253.6
1782625894.861,0,0,3698,165.3
1782625895.061,0,0,3698,165.3
1782625895.262,0,0,3698,100.1
1782625895.462,0,0,3698,100.1
1782625895.663,0,0,3698,100.1
1782625895.863,0,0,3698,148.9
1782625896.064,0,0,3698,148.9
