directory,filename,best_deployment,best_throughput,best_drop_rate,better_combination,better_throughput,better_drop_rate,diff
results,performance_20251224_083336_model_schedules_m_r_r_v_y_x2.json,combination_5,15.25,521.0,combination_25,16.74,646.0,1.4899999999999984
results,performance_20251224_090002_model_schedules_m_r_t_y_x2.json,combination_9,17.0,661.0,combination_2,18.48,705.0,1.4800000000000004
results,performance_20251224_052259_model_schedules_g_m_r_r_s_t_test.json,combination_40,21.74,283.0,combination_14,23.21,431.0,1.4700000000000024
results,performance_20251224_052259_model_schedules_g_m_r_r_s_t_test.json,combination_40,21.74,283.0,combination_56,23.21,335.0,1.4700000000000024
results,performance_20251224_083336_model_schedules_m_r_r_v_y_x2.json,combination_5,15.25,521.0,combination_12,16.72,812.0,1.4699999999999989
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_194,23.1,141.0,1.4600000000000009
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_40,23.1,156.0,1.4600000000000009
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_1,23.29,210.0,1.4499999999999993
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_136,23.09,194.0,1.4499999999999993
results,performance_20251224_075835_model_schedules_m_r_r_t_y_test.json,combination_10,15.17,516.0,combination_20,16.61,570.0,1.4399999999999995
results,performance_20251224_075315_model_schedules_m_r_r_test.json,combination_7,21.14,851.0,combination_2,22.58,945.0,1.4399999999999977
results,performance_20251224_083336_model_schedules_m_r_r_v_y_x2.json,combination_5,15.25,521.0,combination_28,16.67,698.0,1.4200000000000017
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_154,23.06,167.0,1.4199999999999982
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_36,23.06,192.0,1.4199999999999982
results,performance_20251224_061843_model_schedules_g_m_r_r_t_test.json,combination_15,20.62,368.0,combination_13,22.03,429.0,1.4100000000000001
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_2,23.05,325.0,1.4100000000000001
results,performance_20251223_153839_model_schedules_g_m_r_r_s_s_t_test.json,combination_23,22.33,179.0,combination_4,23.74,275.0,1.4100000000000001
results,performance_20251229_180806_model_schedules_g_m_r_r_s_s_t_v_y_test.json,combination_25,20.99,198.0,combination_257,22.4,315.0,1.4100000000000001
results,performance_20251224_085814_model_schedules_m_r_r.json,combination_6,20.04,715.0,combination_5,21.45,797.0,1.4100000000000001
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_10,23.24,379.0,1.3999999999999986
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_124,23.04,281.0,1.3999999999999986
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_126,23.04,185.0,1.3999999999999986
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_96,23.04,191.0,1.3999999999999986
results,performance_20251224_055051_model_schedules_g_m_r_r_s_t_x3.json,combination_10,20.86,290.0,combination_54,22.25,418.0,1.3900000000000006
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_232,23.03,231.0,1.3900000000000006
results,performance_20251224_090334_model_schedules_m_r_t_y_x3.json,combination_12,16.31,697.0,combination_8,17.69,757.0,1.3800000000000026
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_66,23.02,270.0,1.379999999999999
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_8,23.02,186.0,1.379999999999999
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_26,23.01,166.0,1.370000000000001
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_256,23.0,178.0,1.3599999999999994
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_47,23.0,188.0,1.3599999999999994
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_104,22.98,186.0,1.3399999999999999
results,performance_20251224_052259_model_schedules_g_m_r_r_s_t_test.json,combination_40,21.74,283.0,combination_12,23.07,402.0,1.3300000000000018
results,performance_20251224_090334_model_schedules_m_r_t_y_x3.json,combination_12,16.31,697.0,combination_14,17.63,769.0,1.3200000000000003
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_5,22.96,264.0,1.3200000000000003
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_59,22.96,285.0,1.3200000000000003
results,performance_20251223_160629_model_schedules_g_m_r_r_s_s_t_v_test.json,combination_13,23.97,99.0,combination_5,25.29,171.0,1.3200000000000003
results,performance_20251224_052259_model_schedules_g_m_r_r_s_t_test.json,combination_40,21.74,283.0,combination_52,23.06,322.0,1.3200000000000003
results,performance_20251224_072843_model_schedules_m_r_r_s_s_x2.json,combination_18,22.47,346.0,combination_11,23.79,493.0,1.3200000000000003
results,performance_20251224_084037_model_schedules_m_r_r_v_y_x3.json,combination_13,15.19,591.0,combination_1,16.5,613.0,1.3100000000000005
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_3,23.15,346.0,1.3099999999999987
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_147,22.94,249.0,1.3000000000000007
results,performance_20251224_092330_model_schedules_r_t_v_y_x2.json,combination_4,20.47,483.0,combination_12,21.77,497.0,1.3000000000000007
results,performance_20251224_084037_model_schedules_m_r_r_v_y_x3.json,combination_13,15.19,591.0,combination_28,16.48,669.0,1.290000000000001
results,performance_20251224_075835_model_schedules_m_r_r_t_y_test.json,combination_10,15.17,516.0,combination_18,16.46,574.0,1.290000000000001
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_171,22.92,311.0,1.2800000000000011
results,performance_20251224_061843_model_schedules_g_m_r_r_t_test.json,combination_15,20.62,368.0,combination_10,21.9,484.0,1.2799999999999976
results,performance_20251224_065719_model_schedules_g_m_r_t.json,combination_6,20.44,489.0,combination_2,21.72,561.0,1.2799999999999976
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_149,22.91,180.0,1.2699999999999996
results,performance_20251224_090334_model_schedules_m_r_t_y_x3.json,combination_12,16.31,697.0,combination_9,17.57,722.0,1.2600000000000016
results,performance_20251223_153839_model_schedules_g_m_r_r_s_s_t_test.json,combination_23,22.33,179.0,combination_39,23.59,271.0,1.2600000000000016
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_128,22.9,192.0,1.259999999999998
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_225,22.9,172.0,1.259999999999998
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_72,22.89,187.0,1.25
results,performance_20251224_072843_model_schedules_m_r_r_s_s_x2.json,combination_18,22.47,346.0,combination_20,23.72,389.0,1.25
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_187,22.88,167.0,1.2399999999999984
results,performance_20251224_061843_model_schedules_g_m_r_r_t_test.json,combination_15,20.62,368.0,combination_29,21.84,437.0,1.2199999999999989
results,performance_20251224_045508_model_schedules_g_m_r_r_s_s_t.json,combination_11,25.44,171.0,combination_100,26.64,271.0,1.1999999999999993
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_48,22.84,200.0,1.1999999999999993
results,performance_20251224_085626_model_schedules_m_r_r_x3.json,combination_8,19.96,800.0,combination_2,21.15,1003.0,1.1899999999999977
results,performance_20251224_061843_model_schedules_g_m_r_r_t_test.json,combination_15,20.62,368.0,combination_14,21.81,468.0,1.1899999999999977
results,performance_20251229_180806_model_schedules_g_m_r_r_s_s_t_v_y_test.json,combination_25,20.99,198.0,combination_140,22.17,366.0,1.1800000000000033
results,performance_20251224_042719_model_schedules_g_m_r_r_s_s_t_x3.json,combination_29,24.09,131.0,combination_2,25.27,340.0,1.1799999999999997
results,performance_20251224_055051_model_schedules_g_m_r_r_s_t_x3.json,combination_10,20.86,290.0,combination_12,22.04,380.0,1.1799999999999997
results,performance_20251224_055051_model_schedules_g_m_r_r_s_t_x3.json,combination_10,20.86,290.0,combination_51,22.04,346.0,1.1799999999999997
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_104,23.01,244.0,1.1700000000000017
results,performance_20251224_082636_model_schedules_m_r_r_v_y_test.json,combination_1,17.02,478.0,combination_6,18.19,544.0,1.1700000000000017
results,performance_20251224_075835_model_schedules_m_r_r_t_y_test.json,combination_10,15.17,516.0,combination_6,16.34,567.0,1.17
results,performance_20251224_053655_model_schedules_g_m_r_r_s_t_x2.json,combination_9,21.48,255.0,combination_21,22.64,380.0,1.1600000000000001
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_150,22.8,184.0,1.1600000000000001
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_192,22.8,218.0,1.1600000000000001
results,performance_20251229_180806_model_schedules_g_m_r_r_s_s_t_v_y_test.json,combination_25,20.99,198.0,combination_142,22.15,377.0,1.1600000000000001
results,performance_20251223_153839_model_schedules_g_m_r_r_s_s_t_test.json,combination_23,22.33,179.0,combination_104,23.48,215.0,1.1500000000000021
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_247,22.78,240.0,1.1400000000000006
results,performance_20251223_153839_model_schedules_g_m_r_r_s_s_t_test.json,combination_23,22.33,179.0,combination_49,23.46,249.0,1.1300000000000026
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_236,22.76,328.0,1.120000000000001
results,performance_20251224_083336_model_schedules_m_r_r_v_y_x2.json,combination_5,15.25,521.0,combination_16,16.37,688.0,1.120000000000001
results,performance_20251224_075835_model_schedules_m_r_r_t_y_test.json,combination_10,15.17,516.0,combination_22,16.29,566.0,1.1199999999999992
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_114,22.75,148.0,1.1099999999999994
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_249,22.75,184.0,1.1099999999999994
results,performance_20251224_042719_model_schedules_g_m_r_r_s_s_t_x3.json,combination_29,24.09,131.0,combination_96,25.19,336.0,1.1000000000000014
results,performance_20251224_072843_model_schedules_m_r_r_s_s_x2.json,combination_18,22.47,346.0,combination_26,23.57,363.0,1.1000000000000014
results,performance_20251224_083336_model_schedules_m_r_r_v_y_x2.json,combination_5,15.25,521.0,combination_23,16.35,649.0,1.1000000000000014
results,performance_20251224_084037_model_schedules_m_r_r_v_y_x3.json,combination_13,15.19,591.0,combination_10,16.29,675.0,1.0999999999999996
results,performance_20251224_084037_model_schedules_m_r_r_v_y_x3.json,combination_13,15.19,591.0,combination_7,16.29,654.0,1.0999999999999996
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_137,22.74,184.0,1.0999999999999979
results,performance_20251224_070856_model_schedules_g_m_x3.json,combination_3,71.47,388.0,combination_1,72.56,424.0,1.0900000000000034
results,performance_20251224_055051_model_schedules_g_m_r_r_s_t_x3.json,combination_10,20.86,290.0,combination_2,21.95,377.0,1.0899999999999999
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_102,22.73,304.0,1.0899999999999999
results,performance_20251224_052259_model_schedules_g_m_r_r_s_t_test.json,combination_40,21.74,283.0,combination_62,22.82,433.0,1.0800000000000018
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_72,22.91,284.0,1.0700000000000003
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_2,22.9,219.0,1.0599999999999987
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_88,22.7,180.0,1.0599999999999987
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_191,22.69,222.0,1.0500000000000007
results,performance_20251224_063243_model_schedules_g_m_r_r_t_x3.json,combination_5,22.88,505.0,combination_27,23.93,561.0,1.0500000000000007
results,performance_20251224_055051_model_schedules_g_m_r_r_s_t_x3.json,combination_10,20.86,290.0,combination_27,21.9,421.0,1.0399999999999991
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_28,22.68,181.0,1.0399999999999991
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_85,22.68,165.0,1.0399999999999991
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_21,22.67,220.0,1.0300000000000011
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_252,22.67,187.0,1.0300000000000011
results,performance_20251224_063243_model_schedules_g_m_r_r_t_x3.json,combination_5,22.88,505.0,combination_17,23.91,515.0,1.0300000000000011
results,performance_20251224_091958_model_schedules_r_t_v_y_test.json,combination_15,21.01,290.0,combination_7,22.04,298.0,1.0299999999999976
results,performance_20251224_083336_model_schedules_m_r_r_v_y_x2.json,combination_5,15.25,521.0,combination_24,16.27,761.0,1.0199999999999996
results,performance_20251224_090002_model_schedules_m_r_t_y_x2.json,combination_9,17.0,661.0,combination_3,18.01,815.0,1.0100000000000016
results,performance_20251224_072843_model_schedules_m_r_r_s_s_x2.json,combination_18,22.47,346.0,combination_25,23.48,363.0,1.0100000000000016
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_133,22.65,363.0,1.009999999999998
results,performance_20251224_075835_model_schedules_m_r_r_t_y_test.json,combination_10,15.17,516.0,combination_15,16.17,598.0,1.0000000000000018
results,performance_20251224_061843_model_schedules_g_m_r_r_t_test.json,combination_15,20.62,368.0,combination_1,21.62,480.0,1.0
results,performance_20251229_180806_model_schedules_g_m_r_r_s_s_t_v_y_test.json,combination_25,20.99,198.0,combination_18,21.99,276.0,1.0
results,performance_20251224_090334_model_schedules_m_r_t_y_x3.json,combination_12,16.31,697.0,combination_13,17.3,746.0,0.990000000000002
results,performance_20251224_075835_model_schedules_m_r_r_t_y_test.json,combination_10,15.17,516.0,combination_5,16.16,651.0,0.9900000000000002
results,performance_20251224_055051_model_schedules_g_m_r_r_s_t_x3.json,combination_10,20.86,290.0,combination_16,21.84,388.0,0.9800000000000004
results,performance_20251229_180806_model_schedules_g_m_r_r_s_s_t_v_y_test.json,combination_25,20.99,198.0,combination_111,21.96,296.0,0.9700000000000024
results,performance_20251229_180806_model_schedules_g_m_r_r_s_s_t_v_y_test.json,combination_25,20.99,198.0,combination_45,21.96,342.0,0.9700000000000024
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_65,22.81,266.0,0.9699999999999989
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_120,22.61,184.0,0.9699999999999989
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_143,22.61,172.0,0.9699999999999989
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_238,22.61,297.0,0.9699999999999989
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_13,22.6,203.0,0.9600000000000009
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_184,22.6,300.0,0.9600000000000009
results,performance_20251223_160629_model_schedules_g_m_r_r_s_s_t_v_test.json,combination_13,23.97,99.0,combination_75,24.93,127.0,0.9600000000000009
results,performance_20251229_180806_model_schedules_g_m_r_r_s_s_t_v_y_test.json,combination_25,20.99,198.0,combination_131,21.95,316.0,0.9600000000000009
results,performance_20251223_160629_model_schedules_g_m_r_r_s_s_t_v_test.json,combination_13,23.97,99.0,combination_193,24.92,148.0,0.9500000000000028
results,performance_20251224_072843_model_schedules_m_r_r_s_s_x2.json,combination_18,22.47,346.0,combination_22,23.42,352.0,0.9500000000000028
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_103,22.78,363.0,0.9400000000000013
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_254,22.58,296.0,0.9399999999999977
results,performance_20251224_055051_model_schedules_g_m_r_r_s_t_x3.json,combination_10,20.86,290.0,combination_18,21.79,371.0,0.9299999999999997
results,performance_20251224_083336_model_schedules_m_r_r_v_y_x2.json,combination_5,15.25,521.0,combination_29,16.18,630.0,0.9299999999999997
results,performance_20251224_075503_model_schedules_m_r_r_t_test.json,combination_12,22.86,444.0,combination_7,23.78,454.0,0.9200000000000017
results,performance_20251224_055051_model_schedules_g_m_r_r_s_t_x3.json,combination_10,20.86,290.0,combination_22,21.78,350.0,0.9200000000000017
results,performance_20251224_053655_model_schedules_g_m_r_r_s_t_x2.json,combination_9,21.48,255.0,combination_25,22.4,470.0,0.9199999999999982
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_167,22.55,371.0,0.9100000000000001
results,performance_20251224_083336_model_schedules_m_r_r_v_y_x2.json,combination_5,15.25,521.0,combination_7,16.15,752.0,0.8999999999999986
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_199,22.53,163.0,0.8900000000000006
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_10,22.52,153.0,0.879999999999999
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_205,22.52,253.0,0.879999999999999
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_193,22.51,209.0,0.870000000000001
results,performance_20251224_061843_model_schedules_g_m_r_r_t_test.json,combination_15,20.62,368.0,combination_18,21.49,437.0,0.8699999999999974
results,performance_20251224_084037_model_schedules_m_r_r_v_y_x3.json,combination_13,15.19,591.0,combination_19,16.05,683.0,0.8600000000000012
results,performance_20251224_061843_model_schedules_g_m_r_r_t_test.json,combination_15,20.62,368.0,combination_28,21.48,453.0,0.8599999999999994
results,performance_20251224_061843_model_schedules_g_m_r_r_t_test.json,combination_15,20.62,368.0,combination_5,21.48,455.0,0.8599999999999994
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_109,22.49,173.0,0.8499999999999979
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_54,22.48,249.0,0.8399999999999999
results,performance_20251224_070239_model_schedules_g_m_t_x2.json,combination_7,30.72,525.0,combination_2,31.56,598.0,0.8399999999999999
results,performance_20251229_180806_model_schedules_g_m_r_r_s_s_t_v_y_test.json,combination_25,20.99,198.0,combination_311,21.83,262.0,0.8399999999999999
results,performance_20251224_083336_model_schedules_m_r_r_v_y_x2.json,combination_5,15.25,521.0,combination_3,16.09,714.0,0.8399999999999999
results,performance_20251224_084037_model_schedules_m_r_r_v_y_x3.json,combination_13,15.19,591.0,combination_23,16.02,688.0,0.8300000000000001
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_80,22.47,197.0,0.8299999999999983
results,performance_20251224_084037_model_schedules_m_r_r_v_y_x3.json,combination_13,15.19,591.0,combination_31,16.01,679.0,0.8200000000000021
results,performance_20251224_061843_model_schedules_g_m_r_r_t_test.json,combination_15,20.62,368.0,combination_22,21.44,456.0,0.8200000000000003
results,performance_20251224_075835_model_schedules_m_r_r_t_y_test.json,combination_10,15.17,516.0,combination_19,15.99,569.0,0.8200000000000003
results,performance_20251224_055051_model_schedules_g_m_r_r_s_t_x3.json,combination_10,20.86,290.0,combination_57,21.67,454.0,0.8100000000000023
results,performance_20251224_073543_model_schedules_m_r_r_s_s_x3.json,combination_23,23.32,356.0,combination_12,24.13,381.0,0.8099999999999987
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_245,22.45,139.0,0.8099999999999987
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_125,22.64,345.0,0.8000000000000007
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_14,22.44,323.0,0.8000000000000007
results,performance_20251223_153839_model_schedules_g_m_r_r_s_s_t_test.json,combination_23,22.33,179.0,combination_103,23.13,268.0,0.8000000000000007
results,performance_20251224_084037_model_schedules_m_r_r_v_y_x3.json,combination_13,15.19,591.0,combination_14,15.98,675.0,0.7900000000000009
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_45,22.63,371.0,0.7899999999999991
results,performance_20251224_061843_model_schedules_g_m_r_r_t_test.json,combination_15,20.62,368.0,combination_2,21.41,436.0,0.7899999999999991
results,performance_20251224_053655_model_schedules_g_m_r_r_s_t_x2.json,combination_9,21.48,255.0,combination_20,22.27,364.0,0.7899999999999991
results,performance_20251224_081936_model_schedules_m_r_r_t_y.json,combination_21,16.81,568.0,combination_25,17.59,665.0,0.7800000000000011
results,performance_20251224_072843_model_schedules_m_r_r_s_s_x2.json,combination_18,22.47,346.0,combination_9,23.23,473.0,0.7600000000000016
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_160,22.4,239.0,0.759999999999998
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_39,22.4,191.0,0.759999999999998
results,performance_20251224_090334_model_schedules_m_r_t_y_x3.json,combination_12,16.31,697.0,combination_16,17.06,717.0,0.75
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_38,22.39,171.0,0.75
results,performance_20251224_052259_model_schedules_g_m_r_r_s_t_test.json,combination_40,21.74,283.0,combination_22,22.49,337.0,0.75
results,performance_20251229_180806_model_schedules_g_m_r_r_s_s_t_v_y_test.json,combination_25,20.99,198.0,combination_475,21.74,258.0,0.75
results,performance_20251224_055051_model_schedules_g_m_r_r_s_t_x3.json,combination_10,20.86,290.0,combination_64,21.6,364.0,0.740000000000002
results,performance_20251229_180806_model_schedules_g_m_r_r_s_s_t_v_y_test.json,combination_25,20.99,198.0,combination_109,21.73,322.0,0.740000000000002
results,performance_20251224_061843_model_schedules_g_m_r_r_t_test.json,combination_15,20.62,368.0,combination_27,21.36,465.0,0.7399999999999984
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_145,22.38,178.0,0.7399999999999984
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_16,22.38,155.0,0.7399999999999984
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_216,22.37,171.0,0.7300000000000004
results,performance_20251223_160629_model_schedules_g_m_r_r_s_s_t_v_test.json,combination_13,23.97,99.0,combination_97,24.7,150.0,0.7300000000000004
results,performance_20251224_052259_model_schedules_g_m_r_r_s_t_test.json,combination_40,21.74,283.0,combination_21,22.47,354.0,0.7300000000000004
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_123,22.56,223.0,0.7199999999999989
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_108,22.36,185.0,0.7199999999999989
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_113,22.35,159.0,0.7100000000000009
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_177,22.35,178.0,0.7100000000000009
results,performance_20251224_075835_model_schedules_m_r_r_t_y_test.json,combination_10,15.17,516.0,combination_3,15.88,608.0,0.7100000000000009
results,performance_20251224_083336_model_schedules_m_r_r_v_y_x2.json,combination_5,15.25,521.0,combination_8,15.96,649.0,0.7100000000000009
results,performance_20260112_141147_model_schedules_resnet_x2.json,combination_2,89.39,57.0,combination_1,90.09,96.0,0.7000000000000028
results,performance_20251224_072843_model_schedules_m_r_r_s_s_x2.json,combination_18,22.47,346.0,combination_3,23.17,465.0,0.7000000000000028
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_224,22.34,225.0,0.6999999999999993
results,performance_20251224_082636_model_schedules_m_r_r_v_y_test.json,combination_1,17.02,478.0,combination_11,17.71,582.0,0.6900000000000013
results,performance_20251223_153839_model_schedules_g_m_r_r_s_s_t_test.json,combination_23,22.33,179.0,combination_73,23.02,232.0,0.6900000000000013
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_127,22.52,230.0,0.6799999999999997
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_206,22.32,186.0,0.6799999999999997
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_56,22.32,302.0,0.6799999999999997
results,performance_20251224_084037_model_schedules_m_r_r_v_y_x3.json,combination_13,15.19,591.0,combination_29,15.87,803.0,0.6799999999999997
results,performance_20251224_035931_model_schedules_g_m_r_r_s_s_t_x2.json,combination_70,21.84,118.0,combination_80,22.51,296.0,0.6700000000000017
results,performance_20251224_063243_model_schedules_g_m_r_r_t_x3.json,combination_5,22.88,505.0,combination_9,23.55,621.0,0.6700000000000017
results,performance_20251224_075835_model_schedules_m_r_r_t_y_test.json,combination_10,15.17,516.0,combination_29,15.84,595.0,0.6699999999999999
results,performance_20251224_053655_model_schedules_g_m_r_r_s_t_x2.json,combination_9,21.48,255.0,combination_28,22.15,424.0,0.6699999999999982
results,performance_20251223_170443_model_schedules_g_m_r_r_s_s_t_v_x2.json,combination_180,21.64,95.0,combination_41,22.31,443.0,0.6699999999999982
results,performance_20251224_081936_model_schedules_m_r_r_t_y.json,combination_21,16.81,568.0,combination_16,17.47,809.0,0.6600000000000001
