detector,params_M,phase,n_streams,bg_level,infer_mode,placement_name,placement_spec,mean_sap,worst_sap,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_skip
yolo11s,9.4,multistream,4,L1_light,single,SizeAware,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1401,0.1091,12.1,NPU,2,0.1113,0.0119,0.1445,0.5698,0.0,NPU,22,0.1908,0.0007,0.1767,0.6149,0.0,GPU,3,0.1494,0.0034,0.2541,0.3405,9.2,GPU,21,0.1091,0.01,0.0415,0.2524,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yolo11s,9.4,multistream,4,L1_light,single,SizeBlindRev,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1368,0.0869,11.9,GPU,2,0.1172,0.0164,0.1663,0.5555,6.4,GPU,22,0.2104,0.0014,0.1926,0.6433,8.3,NPU,3,0.1325,0.0015,0.211,0.3471,0.0,NPU,21,0.0869,0.0034,0.0285,0.2208,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yolo11s,9.4,multistream,8,L1_light,single,SizeAware_NPU4,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1933,0.059,24.6,NPU,2,0.1111,0.0119,0.1437,0.5697,1.1,NPU,22,0.1912,0.0007,0.1767,0.6148,2.0,NPU,13,0.1968,0.0038,0.0877,0.42,0.5,NPU,16,0.3328,0.006,0.4568,0.6432,1.1,GPU,3,0.0821,0.0016,0.1726,0.1172,81.9,GPU,21,0.059,0.0077,0.0103,0.163,84.3,GPU,14,0.3601,0.0574,0.2057,0.5611,34.7,GPU,4,0.2134,0.0,0.1298,0.5325,51.4
yolo11s,9.4,multistream,8,L1_light,single,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1804,0.0822,24.8,GPU,2,0.0822,0.012,0.0866,0.3716,93.5,GPU,22,0.1853,0.0011,0.1877,0.5595,89.4,GPU,13,0.133,0.0084,0.0888,0.332,36.5,GPU,16,0.1858,0.007,0.5341,0.3208,91.3,NPU,3,0.131,0.0015,0.2087,0.3449,1.8,NPU,21,0.0858,0.0034,0.0278,0.2191,2.1,NPU,14,0.42,0.0433,0.1754,0.6244,0.3,NPU,4,0.2204,0.0,0.0818,0.5754,1.1
