cell,repeat,log_or_stream_id,sap,sap_small,sap_medium,sap_large,offline_map,infer_ms_mean,skip_pct,model_sha,run_timestamp,notes
int8_ft_local,0,6,0.1497,0.0215,0.1386,0.4454,0.2061,9.96,0.0,ea091a9dc2485a79,1781336189,
int8_ft_local,0,7,0.2045,0.0,0.1748,0.3751,0.2404,9.7,0.0,ea091a9dc2485a79,1781336194,
int8_ft_local,0,8,0.1154,0.0513,0.1328,0.4908,0.1368,10.44,0.0,ea091a9dc2485a79,1781336205,
int8_ft_local,0,9,0.1921,0.0078,0.2008,0.3527,0.2285,10.33,0.0,ea091a9dc2485a79,1781336213,
int8_ft_local,0,10,0.1271,0.0242,0.1148,0.2813,0.1687,9.93,0.0,ea091a9dc2485a79,1781336218,
int8_ft_local,0,11,0.1624,0.0062,0.1319,0.3852,0.1747,10.6,0.0,ea091a9dc2485a79,1781336230,
int8_ft_local,0,12,0.4406,0.0878,0.4196,0.7954,0.4466,10.34,0.0,ea091a9dc2485a79,1781336235,
int8_ft_local,0,13,0.2217,0.0266,0.2803,0.3537,0.2524,9.99,0.0,ea091a9dc2485a79,1781336245,
int8_ft_local,0,14,0.3314,0.1166,0.328,0.4598,0.3516,9.63,0.0,ea091a9dc2485a79,1781336256,
int8_ft_local,0,15,0.1018,0.0291,0.1368,0.2866,0.1648,9.81,0.0,ea091a9dc2485a79,1781336265,
int8_ft_local,0,16,0.3761,0.0122,0.584,0.6902,0.4083,10.08,0.0,ea091a9dc2485a79,1781336270,
int8_ft_local,0,17,0.2216,0.0223,0.2232,0.5362,0.243,10.4,0.0,ea091a9dc2485a79,1781336276,
int8_ft_local,0,18,0.1823,0.027,0.0949,0.7138,0.1961,9.72,0.0,ea091a9dc2485a79,1781336286,
int8_ft_local,0,19,0.1397,0.0324,0.1367,0.3924,0.2155,10.18,0.0,ea091a9dc2485a79,1781336291,
int8_ft_local,0,20,0.1274,0.0227,0.1491,0.304,0.1925,10.09,0.0,ea091a9dc2485a79,1781336297,
int8_ft_local,0,21,0.1797,0.0469,0.0521,0.3257,0.3196,10.12,0.0,ea091a9dc2485a79,1781336303,
int8_ft_local,0,22,0.1917,0.0134,0.2281,0.5432,0.1946,10.72,0.0,ea091a9dc2485a79,1781336310,
int8_ft_local,0,23,0.1564,0.0614,0.1598,0.4425,0.2483,10.16,0.0,ea091a9dc2485a79,1781336315,
int8_ft_local,1,0,0.0706,0.03,0.1365,0.3924,0.0855,9.67,0.0,ea091a9dc2485a79,1781336325,
int8_ft_local,1,1,0.0796,0.004,0.0843,0.2993,0.0981,9.59,0.0,ea091a9dc2485a79,1781336334,
int8_ft_local,1,2,0.1084,0.0307,0.1448,0.4673,0.1348,10.65,0.0,ea091a9dc2485a79,1781336341,
int8_ft_local,1,3,0.2711,0.0372,0.3301,0.4527,0.4266,10.37,0.0,ea091a9dc2485a79,1781336347,
int8_ft_local,1,4,0.1243,0.0021,0.1412,0.2424,0.1243,10.23,0.0,ea091a9dc2485a79,1781336354,
int8_ft_local,1,5,0.3336,0.0441,0.218,0.4419,0.3551,10.27,0.0,ea091a9dc2485a79,1781336359,
int8_ft_local,1,6,0.1497,0.0215,0.1386,0.4454,0.2061,9.98,0.0,ea091a9dc2485a79,1781336365,
int8_ft_local,1,7,0.2045,0.0,0.1748,0.3751,0.2404,10.03,0.0,ea091a9dc2485a79,1781336370,
int8_ft_local,1,8,0.1154,0.0513,0.1328,0.4908,0.1368,10.57,0.0,ea091a9dc2485a79,1781336381,
int8_ft_local,1,9,0.1921,0.0078,0.2008,0.3527,0.2285,10.53,0.0,ea091a9dc2485a79,1781336389,
int8_ft_local,1,10,0.1271,0.0242,0.1148,0.2813,0.1687,10.04,0.0,ea091a9dc2485a79,1781336395,
int8_ft_local,1,11,0.1624,0.0062,0.1319,0.3852,0.1747,10.42,0.0,ea091a9dc2485a79,1781336406,
int8_ft_local,1,12,0.4406,0.0878,0.4196,0.7954,0.4466,10.27,0.0,ea091a9dc2485a79,1781336411,
int8_ft_local,1,13,0.2217,0.0266,0.2803,0.3537,0.2524,9.73,0.0,ea091a9dc2485a79,1781336421,
int8_ft_local,1,14,0.3314,0.1166,0.328,0.4598,0.3516,9.65,0.0,ea091a9dc2485a79,1781336432,
int8_ft_local,1,15,0.1018,0.0291,0.1368,0.2866,0.1648,9.77,0.0,ea091a9dc2485a79,1781336441,
int8_ft_local,1,16,0.3761,0.0122,0.584,0.6902,0.4083,10.07,0.0,ea091a9dc2485a79,1781336446,
int8_ft_local,1,17,0.2216,0.0223,0.2232,0.5362,0.243,10.27,0.0,ea091a9dc2485a79,1781336452,
int8_ft_local,1,18,0.1823,0.027,0.0949,0.7138,0.1961,9.68,0.0,ea091a9dc2485a79,1781336462,
int8_ft_local,1,19,0.1397,0.0324,0.1367,0.3924,0.2155,10.14,0.0,ea091a9dc2485a79,1781336467,
int8_ft_local,1,20,0.1274,0.0227,0.1491,0.304,0.1925,10.34,0.0,ea091a9dc2485a79,1781336473,
int8_ft_local,1,21,0.1797,0.0469,0.0521,0.3257,0.3196,10.16,0.0,ea091a9dc2485a79,1781336479,
int8_ft_local,1,22,0.1917,0.0134,0.2281,0.5432,0.1946,10.7,0.0,ea091a9dc2485a79,1781336486,
int8_ft_local,1,23,0.1564,0.0614,0.1598,0.4425,0.2483,10.16,0.0,ea091a9dc2485a79,1781336491,
int8_ft_local,2,0,0.0706,0.03,0.1365,0.3924,0.0855,9.97,0.0,ea091a9dc2485a79,1781336501,
int8_ft_local,2,1,0.0796,0.004,0.0843,0.2993,0.0981,9.7,0.0,ea091a9dc2485a79,1781336511,
int8_ft_local,2,2,0.1084,0.0307,0.1448,0.4673,0.1348,10.49,0.0,ea091a9dc2485a79,1781336517,
int8_ft_local,2,3,0.2711,0.0372,0.3301,0.4527,0.4266,10.16,0.0,ea091a9dc2485a79,1781336523,
int8_ft_local,2,4,0.1243,0.0021,0.1412,0.2424,0.1243,10.42,0.0,ea091a9dc2485a79,1781336531,
int8_ft_local,2,5,0.3336,0.0441,0.218,0.4419,0.3551,10.41,0.0,ea091a9dc2485a79,1781336536,
int8_ft_local,2,6,0.1497,0.0215,0.1386,0.4454,0.2061,9.87,0.0,ea091a9dc2485a79,1781336542,
int8_ft_local,2,7,0.2045,0.0,0.1748,0.3751,0.2404,9.72,0.0,ea091a9dc2485a79,1781336547,
int8_ft_local,2,8,0.1154,0.0513,0.1328,0.4908,0.1368,10.59,0.0,ea091a9dc2485a79,1781336557,
int8_ft_local,2,9,0.1921,0.0078,0.2008,0.3527,0.2285,10.43,0.0,ea091a9dc2485a79,1781336565,
int8_ft_local,2,10,0.1271,0.0242,0.1148,0.2813,0.1687,10.22,0.0,ea091a9dc2485a79,1781336571,
int8_ft_local,2,11,0.1624,0.0062,0.1319,0.3852,0.1747,10.58,0.0,ea091a9dc2485a79,1781336582,
int8_ft_local,2,12,0.4406,0.0878,0.4196,0.7954,0.4466,10.4,0.0,ea091a9dc2485a79,1781336588,
int8_ft_local,2,13,0.2217,0.0266,0.2803,0.3537,0.2524,9.77,0.0,ea091a9dc2485a79,1781336598,
int8_ft_local,2,14,0.3314,0.1166,0.328,0.4598,0.3516,9.78,0.0,ea091a9dc2485a79,1781336608,
int8_ft_local,2,15,0.1018,0.0291,0.1368,0.2866,0.1648,9.76,0.0,ea091a9dc2485a79,1781336618,
int8_ft_local,2,16,0.3761,0.0122,0.584,0.6902,0.4083,10.07,0.0,ea091a9dc2485a79,1781336623,
int8_ft_local,2,17,0.2216,0.0223,0.2232,0.5362,0.243,10.15,0.0,ea091a9dc2485a79,1781336628,
int8_ft_local,2,18,0.1823,0.027,0.0949,0.7138,0.1961,9.75,0.0,ea091a9dc2485a79,1781336638,
int8_ft_local,2,19,0.1397,0.0324,0.1367,0.3924,0.2155,10.12,0.0,ea091a9dc2485a79,1781336644,
int8_ft_local,2,20,0.1274,0.0227,0.1491,0.304,0.1925,10.15,0.0,ea091a9dc2485a79,1781336650,
int8_ft_local,2,21,0.1797,0.0469,0.0521,0.3257,0.3196,10.27,0.0,ea091a9dc2485a79,1781336656,
int8_ft_local,2,22,0.1917,0.0134,0.2281,0.5432,0.1946,10.59,0.0,ea091a9dc2485a79,1781336662,
int8_ft_local,2,23,0.1564,0.0614,0.1598,0.4425,0.2483,10.21,0.0,ea091a9dc2485a79,1781336668,
stretch_ft_allgpu_vlm,0,2,0.0254,0.0059,0.0213,0.1183,,335.05,94.7,ft_pt,1781336941,stretch_internal_only
stretch_ft_allgpu_vlm,0,22,0.2092,0.0504,0.2862,0.2857,,303.18,100.0,ft_pt,1781336941,stretch_internal_only
stretch_ft_allgpu_vlm,0,3,0.033,0.0034,0.0662,0.0328,,333.94,95.5,ft_pt,1781336941,stretch_internal_only
stretch_ft_allgpu_vlm,0,21,0.0607,0.0187,0.0065,0.1026,,358.29,95.0,ft_pt,1781336941,stretch_internal_only
stretch_ft_allgpu_vlm,1,2,0.0306,0.0065,0.0229,0.1371,,339.88,100.0,ft_pt,1781336962,stretch_internal_only
stretch_ft_allgpu_vlm,1,22,0.2093,0.0474,0.2888,0.2639,,344.82,100.0,ft_pt,1781336962,stretch_internal_only
stretch_ft_allgpu_vlm,1,3,0.0327,0.0028,0.0466,0.0365,,300.08,100.0,ft_pt,1781336962,stretch_internal_only
stretch_ft_allgpu_vlm,1,21,0.0618,0.0198,0.0062,0.1012,,333.17,100.0,ft_pt,1781336962,stretch_internal_only
stretch_ft_allgpu_vlm,2,2,0.0219,0.007,0.0256,0.0952,,306.85,95.2,ft_pt,1781336983,stretch_internal_only
stretch_ft_allgpu_vlm,2,22,0.2051,0.0459,0.2778,0.2727,,320.9,94.4,ft_pt,1781336983,stretch_internal_only
stretch_ft_allgpu_vlm,2,3,0.0364,0.0043,0.0483,0.0412,,357.8,100.0,ft_pt,1781336983,stretch_internal_only
stretch_ft_allgpu_vlm,2,21,0.0595,0.0214,0.0072,0.0993,,339.2,100.0,ft_pt,1781336983,stretch_internal_only
stretch_ft_allnpu_vlm,0,2,0.1086,0.0307,0.1446,0.4622,,18.54,0.9,ft_single,1781336996,stretch_internal_only
stretch_ft_allnpu_vlm,0,22,0.1917,0.0135,0.2281,0.5424,,18.48,1.3,ft_single,1781336996,stretch_internal_only
stretch_ft_allnpu_vlm,0,3,0.27,0.0372,0.3299,0.4505,,18.38,0.9,ft_single,1781336996,stretch_internal_only
stretch_ft_allnpu_vlm,0,21,0.1789,0.047,0.0518,0.3239,,18.28,1.1,ft_single,1781336996,stretch_internal_only
stretch_ft_allnpu_vlm,1,2,0.108,0.0308,0.1437,0.462,,18.09,1.8,ft_single,1781337010,stretch_internal_only
stretch_ft_allnpu_vlm,1,22,0.1917,0.0134,0.2278,0.5432,,18.49,1.1,ft_single,1781337010,stretch_internal_only
stretch_ft_allnpu_vlm,1,3,0.2709,0.0376,0.3296,0.452,,18.07,1.1,ft_single,1781337010,stretch_internal_only
stretch_ft_allnpu_vlm,1,21,0.1794,0.0473,0.0517,0.3249,,18.03,0.5,ft_single,1781337010,stretch_internal_only
stretch_ft_allnpu_vlm,2,2,0.108,0.0306,0.1444,0.4638,,18.26,1.1,ft_single,1781337024,stretch_internal_only
stretch_ft_allnpu_vlm,2,22,0.1923,0.0134,0.2283,0.5428,,18.63,0.9,ft_single,1781337024,stretch_internal_only
stretch_ft_allnpu_vlm,2,3,0.2707,0.0377,0.3283,0.4524,,18.15,1.1,ft_single,1781337024,stretch_internal_only
stretch_ft_allnpu_vlm,2,21,0.1797,0.0466,0.0521,0.3258,,18.28,1.1,ft_single,1781337024,stretch_internal_only
