bg_level,n_streams,placement_name,placement_spec,mean_sap,worst_sap,sap_var,mean_map,worst_map,mean_latency,frame_skip_total,n_active_streams,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_lat,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_lat,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_lat,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_lat,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_lat,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_lat,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_lat,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_lat,s7_skip
L1,5,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1352,0.0884,0.001546,0.2284,0.1448,25.0,80.5,5,21.2,GPU,2,0.1043,0.0157,0.1346,0.4847,0.1448,29.34,30.1,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,21.04,0.0,GPU,13,0.1706,0.0092,0.1018,0.3775,0.2346,23.79,15.0,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,20.43,0.0,GPU,21,0.0884,0.0098,0.0218,0.227,0.273,30.39,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.134,0.0836,0.00181,0.2225,0.1428,25.11,86.9,5,21.5,GPU,2,0.103,0.0158,0.1329,0.4747,0.1428,30.32,33.3,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,20.82,0.0,GPU,13,0.1775,0.0092,0.1021,0.3844,0.2318,24.15,17.1,GPU,3,0.1146,0.0032,0.2222,0.2467,0.3116,30.28,36.5,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,19.96,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1385,0.0827,0.00229,0.223,0.1393,27.97,131.7,5,17.4,GPU,2,0.0987,0.0147,0.1223,0.4371,0.1393,33.59,45.6,GPU,22,0.2023,0.0014,0.1902,0.6136,0.2035,33.14,43.2,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.36,0.0,NPU,3,0.1213,0.0005,0.1814,0.339,0.2899,20.33,0.2,GPU,21,0.0827,0.0092,0.0188,0.215,0.2613,33.4,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1378,0.0836,0.002322,0.2228,0.1436,26.79,111.8,5,17.4,GPU,2,0.1019,0.015,0.1272,0.4607,0.1436,31.33,36.3,GPU,22,0.2033,0.0014,0.1899,0.6186,0.2108,31.77,39.6,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.42,0.0,GPU,3,0.1128,0.0026,0.2172,0.2518,0.312,31.38,35.9,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.141,0.0965,0.001611,0.2299,0.1329,22.33,31.3,5,20.3,NPU,2,0.1089,0.0113,0.1417,0.564,0.1329,21.01,0.7,NPU,22,0.1909,0.0009,0.1734,0.6127,0.1996,20.79,0.7,GPU,13,0.1875,0.0091,0.1055,0.3952,0.2413,22.37,9.8,NPU,3,0.1212,0.0005,0.1815,0.3386,0.2899,20.81,0.9,GPU,21,0.0965,0.0098,0.0271,0.241,0.286,26.69,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.14,0.0836,0.001716,0.226,0.1329,22.1,30.9,5,20.3,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,20.61,0.0,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,20.56,0.0,GPU,13,0.1821,0.0092,0.1059,0.3896,0.2413,22.5,10.8,GPU,3,0.1341,0.0031,0.2454,0.3062,0.3293,26.66,20.1,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1437,0.0943,0.00199,0.2297,0.1329,22.98,39.3,5,16.9,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,20.59,0.0,GPU,22,0.2061,0.0014,0.1908,0.6305,0.2189,27.64,22.4,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,18.81,0.0,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,20.55,0.0,GPU,21,0.0943,0.0103,0.0248,0.2394,0.2861,27.33,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1459,0.0836,0.002129,0.226,0.1329,23.48,34.4,5,18.7,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,20.83,0.0,GPU,22,0.2065,0.0017,0.1924,0.632,0.2189,27.66,17.6,NPU,13,0.1874,0.0038,0.0859,0.399,0.2209,20.92,0.1,GPU,3,0.1428,0.0034,0.2465,0.318,0.3304,27.48,16.7,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.53,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1408,0.0836,0.002165,0.2215,0.1329,22.24,29.6,5,20.3,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,20.73,0.0,GPU,22,0.2068,0.0014,0.1917,0.6329,0.2167,26.9,20.6,GPU,13,0.1833,0.0093,0.1072,0.39,0.2413,22.46,8.7,NPU,3,0.1212,0.0005,0.1816,0.3389,0.2899,20.54,0.2,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.57,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1411,0.0961,0.001617,0.2287,0.1487,23.22,42.8,5,17.0,GPU,2,0.1093,0.0164,0.1473,0.5141,0.1487,27.95,19.5,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,20.77,0.0,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,18.91,0.0,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,20.4,0.0,GPU,21,0.0961,0.0098,0.0292,0.2363,0.2845,28.05,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.142,0.0836,0.001759,0.2253,0.1487,22.8,32.8,5,16.9,GPU,2,0.113,0.0159,0.1556,0.5348,0.1487,27.21,16.2,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,20.74,0.0,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,18.79,0.0,GPU,3,0.1346,0.0034,0.2402,0.3068,0.3302,26.97,16.5,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1386,0.0836,0.001833,0.2211,0.148,22.15,29.6,5,20.1,GPU,2,0.1105,0.0161,0.1511,0.5141,0.148,26.71,20.3,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,20.87,0.0,GPU,13,0.1864,0.0094,0.1072,0.3932,0.241,22.19,9.3,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,20.62,0.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.36,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1422,0.0836,0.002257,0.2211,0.1487,23.0,40.3,5,16.9,GPU,2,0.1103,0.016,0.1498,0.5356,0.1487,27.99,20.4,GPU,22,0.2082,0.0015,0.1915,0.6368,0.2189,27.69,19.8,NPU,13,0.1874,0.0038,0.086,0.399,0.2209,18.87,0.1,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,20.29,0.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.143,0.1058,0.001461,0.226,0.1329,21.09,10.0,5,17.0,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,20.43,0.0,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,20.51,0.0,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,18.85,0.0,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,20.38,0.0,GPU,21,0.1058,0.0101,0.0374,0.2505,0.2865,25.26,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1443,0.0836,0.001806,0.2224,0.1329,21.06,6.8,5,16.9,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,20.41,0.0,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,20.45,0.2,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,18.78,0.0,GPU,3,0.1504,0.0034,0.2553,0.3181,0.3315,25.27,6.5,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1398,0.0836,0.001997,0.2181,0.1329,20.41,2.2,5,19.0,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,20.25,0.0,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,20.45,0.0,GPU,13,0.1936,0.0094,0.109,0.4025,0.2415,21.03,2.2,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,20.28,0.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1422,0.0836,0.002307,0.2179,0.1329,21.23,7.9,5,16.9,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,20.59,0.0,GPU,22,0.2094,0.0014,0.1929,0.6416,0.2189,25.81,7.9,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,18.78,0.0,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,20.49,0.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,5,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1404,0.0836,0.001774,0.2173,0.1492,20.85,7.5,5,16.7,GPU,2,0.1183,0.016,0.1689,0.5558,0.1492,25.39,7.5,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,20.24,0.0,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,18.55,0.0,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,20.18,0.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,19.91,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1,6,Naive_allGPU+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1553,0.0665,0.010143,0.2068,0.096,43.83,382.9,2,23.7,GPU,2,0.0847,0.0119,0.0902,0.3784,0.096,51.92,83.5,GPU,22,0.1866,0.001,0.1881,0.5697,0.1481,48.67,77.6,GPU,13,0.1484,0.0086,0.0918,0.3497,0.1851,30.88,31.0,GPU,3,0.0853,0.0018,0.1674,0.1562,0.2145,51.59,79.7,GPU,21,0.0665,0.0075,0.0116,0.1784,0.193,48.7,79.2,GPU,14,0.3604,0.0574,0.2061,0.5584,0.4041,31.24,31.9,,,,,,,,,,,,,,,,,,
L1,6,SizeAware+Oracle,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.18,0.0778,0.012955,0.2587,0.1329,26.75,125.9,4,23.2,NPU,2,0.109,0.0113,0.1422,0.5659,0.1329,21.6,0.2,NPU,22,0.1912,0.001,0.1734,0.614,0.1996,21.57,0.2,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,20.04,0.0,GPU,3,0.0991,0.0023,0.1974,0.2199,0.2808,35.21,50.8,GPU,21,0.0778,0.0095,0.0148,0.2081,0.2406,35.56,51.8,GPU,14,0.4156,0.0571,0.2113,0.6281,0.4776,26.54,22.9,,,,,,,,,,,,,,,,,,
L1,6,SizeBlindRev+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1793,0.0829,0.012343,0.2526,0.1313,26.47,127.7,4,23.1,GPU,2,0.0962,0.0141,0.1171,0.4483,0.1313,34.87,52.2,GPU,22,0.2,0.0014,0.1893,0.608,0.1978,35.06,50.9,GPU,13,0.1644,0.0089,0.0986,0.3698,0.2189,26.6,23.8,NPU,3,0.1212,0.0005,0.1814,0.339,0.2899,21.22,0.2,NPU,21,0.0829,0.0014,0.0235,0.212,0.2268,21.15,0.5,NPU,14,0.4113,0.0137,0.199,0.6552,0.4512,19.92,0.1,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1633,0.0687,0.010432,0.2184,0.1329,35.99,289.2,3,23.5,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,20.69,0.0,GPU,22,0.1894,0.0012,0.1891,0.5753,0.1551,46.48,76.2,GPU,13,0.1489,0.0088,0.0922,0.3503,0.178,30.42,32.9,GPU,3,0.09,0.0016,0.1825,0.1639,0.2307,44.86,74.0,GPU,21,0.0687,0.0087,0.0114,0.1861,0.1904,43.77,73.0,GPU,14,0.3741,0.0556,0.2065,0.5754,0.4233,29.75,33.0,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1605,0.0672,0.011721,0.2213,0.1032,37.12,292.8,3,23.6,GPU,2,0.0857,0.0124,0.0934,0.3897,0.1032,47.53,76.2,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,20.61,0.0,GPU,13,0.1528,0.0087,0.0921,0.3558,0.1892,30.43,32.0,GPU,3,0.0838,0.0026,0.1742,0.1577,0.2181,47.36,74.2,GPU,21,0.0672,0.008,0.0112,0.1821,0.1849,47.32,80.4,GPU,14,0.3822,0.0553,0.2087,0.5859,0.4328,29.44,30.0,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1604,0.0669,0.010293,0.2083,0.0955,43.23,378.5,2,23.8,GPU,2,0.0836,0.0116,0.0907,0.379,0.0955,51.77,86.2,GPU,22,0.1855,0.001,0.1885,0.563,0.1379,52.35,87.8,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.75,0.1,GPU,3,0.0803,0.0015,0.1618,0.1593,0.213,51.27,84.4,GPU,21,0.0669,0.0072,0.0112,0.1777,0.1814,52.94,86.3,GPU,14,0.3587,0.0559,0.2049,0.5566,0.4013,31.32,33.7,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1643,0.0696,0.010413,0.2275,0.1032,36.46,293.9,3,23.7,GPU,2,0.0856,0.0122,0.0942,0.382,0.1032,47.02,76.6,GPU,22,0.1908,0.0013,0.1889,0.5821,0.1603,46.12,75.5,GPU,13,0.1433,0.0086,0.0925,0.3444,0.1768,30.4,34.0,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,20.61,0.0,GPU,21,0.0696,0.0079,0.0117,0.1879,0.2057,44.52,76.0,GPU,14,0.3749,0.0548,0.2075,0.5766,0.429,30.1,31.8,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1635,0.0836,0.010966,0.2244,0.1081,36.1,291.7,3,23.6,GPU,2,0.0872,0.0121,0.0955,0.3948,0.1081,45.22,74.0,GPU,22,0.1905,0.0012,0.1891,0.5794,0.1599,46.29,78.2,GPU,13,0.15,0.0088,0.0937,0.3509,0.1835,30.0,32.0,GPU,3,0.0891,0.0023,0.188,0.2186,0.2317,45.61,76.5,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,19.99,0.2,GPU,14,0.3806,0.0558,0.2071,0.5832,0.4364,29.5,30.9,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.165,0.0681,0.013924,0.2155,0.0989,42.06,380.0,2,23.7,GPU,2,0.0851,0.0117,0.0898,0.3834,0.0989,51.15,89.4,GPU,22,0.1877,0.001,0.1893,0.5688,0.1431,50.75,86.2,GPU,13,0.1528,0.0087,0.0914,0.3537,0.1927,31.13,33.8,GPU,3,0.0848,0.0021,0.1703,0.1341,0.2159,50.0,85.0,GPU,21,0.0681,0.0076,0.0116,0.1806,0.1914,49.86,85.7,NPU,14,0.4113,0.0136,0.1991,0.6555,0.4512,19.45,0.1,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1729,0.0836,0.011618,0.2392,0.1159,32.47,242.5,3,23.6,GPU,2,0.0893,0.0127,0.1005,0.4006,0.1159,41.97,72.7,GPU,22,0.1939,0.0016,0.1877,0.5907,0.174,41.92,69.5,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.76,0.0,GPU,3,0.0921,0.002,0.1856,0.1724,0.2454,42.1,69.9,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.54,0.0,GPU,14,0.391,0.0556,0.2094,0.5967,0.4519,28.53,30.4,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1734,0.0732,0.010886,0.2402,0.1329,32.74,250.8,3,23.7,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,21.13,0.0,GPU,22,0.1922,0.0013,0.1875,0.5903,0.1713,42.8,72.8,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.84,0.0,GPU,3,0.0946,0.0022,0.188,0.1514,0.258,41.75,72.9,GPU,21,0.0732,0.0085,0.014,0.1962,0.2175,41.79,72.2,GPU,14,0.384,0.057,0.2086,0.5891,0.4404,29.14,32.9,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1689,0.0737,0.011793,0.2373,0.1329,29.96,186.9,4,23.9,NPU,2,0.109,0.0113,0.1422,0.5659,0.1329,21.08,0.2,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,21.37,0.2,GPU,13,0.147,0.0088,0.0957,0.3508,0.1842,29.15,28.9,GPU,3,0.0959,0.0021,0.2003,0.158,0.2446,40.43,66.5,GPU,21,0.0737,0.0087,0.0134,0.1979,0.2068,38.94,63.6,GPU,14,0.3965,0.0564,0.2094,0.6042,0.4554,28.79,27.5,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1714,0.0699,0.013851,0.2272,0.1044,38.26,339.3,2,17.7,GPU,2,0.0859,0.0128,0.0928,0.3918,0.1044,47.75,83.5,GPU,22,0.1885,0.0014,0.188,0.5719,0.1525,47.95,84.6,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.69,0.0,GPU,3,0.0855,0.002,0.1675,0.1649,0.2306,47.19,84.3,GPU,21,0.0699,0.0079,0.0126,0.1836,0.2035,47.52,86.8,NPU,14,0.4113,0.0136,0.199,0.6555,0.4512,19.44,0.1,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.171,0.0695,0.013115,0.2317,0.1329,33.95,267.4,3,23.9,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,21.36,0.0,GPU,22,0.1918,0.0011,0.1875,0.5834,0.1642,44.86,78.9,GPU,13,0.1506,0.0087,0.0931,0.3522,0.1903,30.04,34.4,GPU,3,0.0939,0.0027,0.1787,0.1832,0.2453,43.83,76.2,GPU,21,0.0695,0.008,0.0125,0.1871,0.2062,43.7,77.9,NPU,14,0.4113,0.0136,0.199,0.6555,0.4512,19.92,0.1,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1732,0.0823,0.012069,0.2407,0.1329,29.12,165.8,4,23.4,NPU,2,0.1088,0.0113,0.1414,0.5658,0.1329,20.92,0.7,GPU,22,0.1999,0.0014,0.1912,0.605,0.1839,38.62,57.5,GPU,13,0.1487,0.0087,0.0955,0.3528,0.1888,28.19,26.9,GPU,3,0.0965,0.003,0.1927,0.1814,0.2513,38.74,56.4,NPU,21,0.0823,0.0014,0.0239,0.2107,0.2268,20.57,0.5,GPU,14,0.403,0.0563,0.2113,0.6114,0.4607,27.7,23.9,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1717,0.0672,0.010528,0.2373,0.1128,33.84,269.1,3,24.5,GPU,2,0.088,0.0125,0.0951,0.396,0.1128,43.41,78.0,GPU,22,0.1891,0.0011,0.1893,0.5777,0.1622,44.56,78.1,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.96,0.1,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,20.7,0.2,GPU,21,0.0672,0.0082,0.0118,0.1829,0.2069,43.89,79.5,GPU,14,0.3771,0.0554,0.2081,0.5797,0.431,30.49,33.2,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1744,0.07,0.01132,0.2424,0.1329,30.21,180.7,4,23.9,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,21.92,0.0,GPU,22,0.1959,0.0013,0.1886,0.5953,0.1817,40.08,61.9,GPU,13,0.1539,0.0087,0.0957,0.3582,0.1868,29.05,29.3,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,21.73,0.0,GPU,21,0.07,0.009,0.0127,0.1892,0.2065,39.79,62.6,GPU,14,0.3959,0.0562,0.2095,0.6024,0.4565,28.7,26.9,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1678,0.0704,0.011352,0.2357,0.1106,34.27,265.1,3,25.0,GPU,2,0.0882,0.0125,0.0963,0.4007,0.1106,45.0,78.7,NPU,22,0.1912,0.001,0.1732,0.6139,0.1996,21.43,0.2,NPU,13,0.1874,0.0038,0.0861,0.3987,0.2209,20.14,0.2,GPU,3,0.0893,0.0025,0.1841,0.1958,0.24,44.0,74.0,GPU,21,0.0704,0.0083,0.0126,0.188,0.2081,43.9,76.3,GPU,14,0.3804,0.0578,0.2087,0.5834,0.4349,31.13,35.6,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1735,0.0836,0.011299,0.2449,0.1168,29.77,185.2,4,23.6,GPU,2,0.09,0.0139,0.1042,0.3998,0.1168,40.22,67.0,GPU,22,0.1967,0.0013,0.189,0.5985,0.1837,39.2,61.1,GPU,13,0.1543,0.0087,0.0956,0.3582,0.1971,28.66,28.2,NPU,3,0.1214,0.0005,0.1818,0.3389,0.2899,21.28,0.2,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.71,0.0,GPU,14,0.3951,0.0559,0.2107,0.6019,0.4552,28.53,28.8,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1716,0.0836,0.013164,0.2358,0.1171,32.94,260.6,3,23.8,GPU,2,0.0897,0.0131,0.0998,0.4009,0.1171,41.98,73.8,GPU,22,0.1947,0.001,0.1886,0.5893,0.1742,42.52,76.4,GPU,13,0.1584,0.0088,0.0943,0.3616,0.1994,29.34,32.4,GPU,3,0.092,0.0022,0.1897,0.1645,0.246,43.48,78.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.5,0.0,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,19.83,0.0,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1699,0.0708,0.011817,0.2439,0.1163,30.2,192.5,4,23.7,GPU,2,0.0899,0.0132,0.1034,0.3992,0.1163,40.72,67.8,NPU,22,0.1909,0.001,0.1734,0.6131,0.1996,21.64,1.1,GPU,13,0.1498,0.0086,0.0954,0.3538,0.1899,28.92,29.5,NPU,3,0.1214,0.0005,0.1811,0.339,0.2899,21.02,0.4,GPU,21,0.0708,0.0086,0.0124,0.1923,0.2087,40.54,64.6,GPU,14,0.3968,0.057,0.2094,0.6028,0.4586,28.36,28.9,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1792,0.0836,0.012772,0.2507,0.1278,28.77,181.0,3,18.0,GPU,2,0.0922,0.013,0.1066,0.4099,0.1278,37.97,63.2,GPU,22,0.1968,0.0012,0.19,0.597,0.1925,37.36,59.0,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,19.96,0.0,GPU,3,0.104,0.0025,0.2075,0.1996,0.2848,36.75,58.9,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.62,0.0,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,19.95,0.0,,,,,,,,,,,,,,,,,,
L1,6,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1806,0.0833,0.012984,0.2564,0.1319,24.88,86.1,6,22.5,GPU,2,0.0986,0.0151,0.1262,0.4567,0.1319,32.99,43.8,NPU,22,0.1913,0.001,0.1734,0.614,0.1996,21.69,0.4,GPU,13,0.1678,0.0091,0.1003,0.3752,0.2135,26.04,21.5,NPU,3,0.1215,0.0005,0.1816,0.339,0.2899,21.41,0.2,NPU,21,0.0833,0.0014,0.0244,0.2124,0.2268,21.28,0.7,GPU,14,0.4213,0.0556,0.2126,0.6357,0.4768,25.84,19.4,,,,,,,,,,,,,,,,,,
