bg_level,n_streams,placement_name,placement_spec,mean_sap,worst_sap,sap_var,mean_map,worst_map,mean_latency,frame_skip_total,n_active_streams,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_lat,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_lat,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_lat,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_lat,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_lat,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_lat,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_lat,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_lat,s7_skip
L1,8,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1802,0.0585,0.012514,0.2072,0.078,42.01,383.2,5,24.7,GPU,2,0.0769,0.0108,0.0791,0.3543,0.078,62.36,93.0,NPU,22,0.1911,0.001,0.1734,0.6133,0.1996,21.71,0.2,GPU,13,0.1252,0.0086,0.0871,0.3197,0.1541,34.25,31.8,NPU,16,0.3591,0.0051,0.4953,0.6826,0.3906,21.24,0.2,GPU,3,0.073,0.0022,0.1537,0.1291,0.1664,59.43,88.4,GPU,21,0.0585,0.0069,0.0091,0.1616,0.1376,61.42,87.5,GPU,14,0.3443,0.0567,0.205,0.5336,0.3835,33.99,32.6,GPU,4,0.2131,0.0,0.1326,0.5312,0.1474,41.7,49.3
L1,8,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1662,0.0581,0.007777,0.1843,0.0796,45.94,457.7,4,24.2,GPU,2,0.0785,0.0101,0.0814,0.358,0.0796,62.26,93.1,NPU,22,0.1912,0.001,0.1734,0.6139,0.1996,21.61,0.4,NPU,13,0.1866,0.0038,0.086,0.3983,0.2209,19.85,0.2,GPU,16,0.1857,0.0064,0.5185,0.2917,0.1471,59.97,93.8,GPU,3,0.0739,0.0021,0.15,0.1185,0.171,62.06,93.2,GPU,21,0.0581,0.0071,0.0095,0.1576,0.1425,64.05,95.7,GPU,14,0.3411,0.0558,0.2041,0.5338,0.3768,33.86,31.3,GPU,4,0.2142,0.0,0.1322,0.5345,0.1366,43.86,49.9
L1,8,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1685,0.0787,0.0068,0.1958,0.0811,41.56,380.9,4,24.8,GPU,2,0.0787,0.0116,0.0821,0.3575,0.0811,60.06,89.7,GPU,22,0.1841,0.0015,0.1888,0.5546,0.1262,58.2,86.1,GPU,13,0.1274,0.0084,0.087,0.3271,0.1558,34.84,32.6,GPU,16,0.1897,0.006,0.5177,0.3165,0.1589,59.45,88.6,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,21.24,0.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,21.02,0.0,GPU,14,0.3485,0.0543,0.2049,0.5419,0.3875,34.44,32.8,GPU,4,0.2145,0.0,0.1327,0.5335,0.1402,43.2,51.1
L1,8,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1651,0.073,0.007195,0.1893,0.1284,40.74,381.9,4,24.8,NPU,2,0.1089,0.0113,0.142,0.5659,0.1329,21.69,0.2,GPU,22,0.1813,0.0009,0.187,0.5525,0.1284,58.04,89.5,GPU,13,0.1282,0.0085,0.088,0.328,0.1616,34.31,33.1,GPU,16,0.1797,0.0065,0.5146,0.3022,0.1485,59.05,87.7,GPU,3,0.073,0.0025,0.158,0.1467,0.1773,56.49,87.5,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.94,0.2,GPU,14,0.3524,0.0554,0.2044,0.5457,0.3897,33.98,33.4,GPU,4,0.2138,0.0,0.1328,0.5327,0.1494,41.43,50.2
L1,8,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.156,0.069,0.00697,0.1824,0.0756,46.22,436.1,4,24.1,GPU,2,0.0768,0.0098,0.0772,0.3552,0.0756,65.87,93.7,GPU,22,0.1798,0.0011,0.1854,0.5442,0.1141,64.95,94.8,GPU,13,0.1221,0.0081,0.0859,0.3206,0.1547,34.5,31.7,GPU,16,0.177,0.0062,0.506,0.2836,0.1452,64.23,93.8,GPU,3,0.069,0.0016,0.1497,0.1097,0.1652,64.45,91.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,20.76,0.0,GPU,14,0.3353,0.0564,0.2049,0.525,0.3715,34.07,31.1,NPU,4,0.2047,0.0,0.0816,0.5458,0.2059,20.94,0.0
L1,8,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1572,0.0571,0.006865,0.1748,0.0724,53.19,509.1,3,24.1,GPU,2,0.076,0.0096,0.0754,0.3528,0.0724,70.58,96.8,GPU,22,0.1752,0.001,0.1856,0.5301,0.1018,70.68,96.9,NPU,13,0.1874,0.0038,0.0862,0.399,0.2209,20.22,0.2,GPU,16,0.1611,0.0058,0.5049,0.2381,0.135,71.87,96.9,GPU,3,0.0724,0.0021,0.1473,0.0947,0.1655,67.3,90.6,GPU,21,0.0571,0.0069,0.0093,0.1545,0.1408,68.7,97.0,GPU,14,0.3234,0.0546,0.2038,0.5099,0.3563,34.82,30.4,NPU,4,0.2045,0.0,0.0815,0.5439,0.2059,21.3,0.3
L1,8,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1816,0.0587,0.011717,0.2024,0.1165,42.87,383.9,5,24.9,NPU,2,0.109,0.0113,0.1426,0.5647,0.1329,21.37,0.5,GPU,22,0.1811,0.001,0.1871,0.5403,0.1165,63.62,90.5,GPU,13,0.1195,0.0086,0.0858,0.3191,0.151,35.6,32.7,NPU,16,0.3591,0.0051,0.4954,0.6832,0.3906,21.11,0.2,GPU,3,0.0719,0.002,0.1463,0.1126,0.1609,62.49,91.7,GPU,21,0.0587,0.0066,0.0087,0.162,0.1423,60.86,85.5,GPU,14,0.3393,0.054,0.2052,0.5338,0.3807,34.73,33.1,GPU,4,0.2139,0.0,0.1298,0.5348,0.1447,43.21,49.8
L1,8,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1863,0.058,0.012092,0.2038,0.077,46.6,457.7,4,24.2,GPU,2,0.0777,0.01,0.0778,0.3637,0.077,64.29,94.2,GPU,22,0.1818,0.0014,0.1861,0.5497,0.1168,62.53,93.7,NPU,13,0.1874,0.0038,0.0861,0.399,0.2209,20.04,0.1,NPU,16,0.3564,0.0051,0.4954,0.6793,0.3906,20.81,0.2,GPU,3,0.0696,0.0014,0.1372,0.1165,0.1673,63.36,92.1,GPU,21,0.058,0.0069,0.009,0.1593,0.1428,64.48,96.2,GPU,14,0.3447,0.0551,0.2056,0.536,0.3786,33.71,32.1,GPU,4,0.2149,0.0,0.1328,0.5363,0.1367,43.62,49.1
L1,8,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1714,0.0591,0.00739,0.207,0.1329,35.46,291.1,5,24.8,NPU,2,0.1088,0.0114,0.1417,0.5654,0.1329,22.4,0.7,NPU,22,0.1907,0.001,0.1735,0.6127,0.1996,22.4,0.9,GPU,13,0.1306,0.0083,0.0879,0.3311,0.1565,33.93,33.1,GPU,16,0.1861,0.0072,0.526,0.321,0.1668,54.43,87.2,NPU,3,0.1213,0.0005,0.1814,0.3388,0.2899,22.21,0.9,GPU,21,0.0591,0.0072,0.0107,0.1629,0.1521,54.7,85.3,GPU,14,0.3613,0.0567,0.2071,0.5573,0.407,32.97,32.1,GPU,4,0.2135,0.0,0.1328,0.5339,0.1512,40.61,50.9
L1,8,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1874,0.0609,0.012254,0.2214,0.1329,35.38,284.8,6,24.8,NPU,2,0.1088,0.0113,0.1421,0.5657,0.1329,22.21,0.2,NPU,22,0.1915,0.001,0.1733,0.6143,0.1996,22.35,0.4,GPU,13,0.1295,0.0079,0.0887,0.3297,0.1605,33.48,32.7,NPU,16,0.3591,0.0051,0.4956,0.6824,0.3906,21.64,0.2,GPU,3,0.076,0.0028,0.1659,0.128,0.1819,54.85,84.4,GPU,21,0.0609,0.0082,0.0096,0.1675,0.1497,54.27,85.4,GPU,14,0.3605,0.0575,0.2066,0.5575,0.4061,33.18,32.0,GPU,4,0.213,0.0,0.1328,0.5337,0.1499,41.11,49.4
L1,8,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1609,0.0567,0.007446,0.1923,0.1329,38.69,326.7,5,23.9,NPU,2,0.1088,0.0113,0.1412,0.5658,0.1329,22.89,1.1,NPU,22,0.191,0.001,0.1733,0.6135,0.1996,22.82,0.9,GPU,13,0.1239,0.0084,0.0881,0.3255,0.1534,33.11,31.2,GPU,16,0.1806,0.0069,0.5142,0.2991,0.1393,60.78,87.7,GPU,3,0.0756,0.0018,0.1592,0.1061,0.1768,57.56,88.0,GPU,21,0.0567,0.0075,0.0096,0.1565,0.1432,57.58,87.0,GPU,14,0.3457,0.0545,0.2051,0.5393,0.3873,32.71,30.4,NPU,4,0.2047,0.0,0.0816,0.5458,0.2059,22.06,0.3
L1,8,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1922,0.058,0.014682,0.2158,0.1267,40.37,358.9,5,24.4,NPU,2,0.1089,0.0113,0.1419,0.5656,0.1329,22.26,0.7,GPU,22,0.1797,0.0015,0.1863,0.5459,0.1267,58.26,88.2,GPU,13,0.1377,0.0085,0.0877,0.339,0.1668,34.62,33.0,NPU,16,0.3557,0.0051,0.4957,0.6776,0.3906,22.05,0.9,GPU,3,0.0722,0.0023,0.1528,0.0927,0.1698,62.12,94.5,GPU,21,0.058,0.0075,0.0088,0.1595,0.1438,60.6,91.4,NPU,14,0.4107,0.0136,0.199,0.655,0.4512,20.63,0.3,GPU,4,0.2146,0.0,0.1302,0.536,0.1442,42.39,49.8
L1,8,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1848,0.0606,0.011428,0.2187,0.1312,37.56,330.7,5,24.0,NPU,2,0.1087,0.0114,0.1417,0.5619,0.1329,22.44,0.9,GPU,22,0.1839,0.0012,0.1864,0.5584,0.1312,56.29,87.7,GPU,13,0.1368,0.0085,0.0897,0.3374,0.1652,32.94,31.9,NPU,16,0.3588,0.0051,0.4956,0.6824,0.3906,21.9,0.5,GPU,3,0.0786,0.0018,0.1656,0.1059,0.1851,56.56,91.4,GPU,21,0.0606,0.0075,0.01,0.1645,0.1538,55.85,86.0,GPU,14,0.3458,0.0549,0.2057,0.5398,0.3852,32.76,32.0,NPU,4,0.2054,0.0,0.0821,0.5469,0.2059,21.71,0.5
L1,8,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1665,0.0589,0.00774,0.2071,0.0856,37.01,321.4,5,23.9,GPU,2,0.0799,0.0121,0.0864,0.3632,0.0856,54.87,85.7,NPU,22,0.1913,0.001,0.1732,0.6141,0.1996,22.79,1.3,GPU,13,0.1331,0.0082,0.0887,0.3346,0.1672,32.53,31.8,GPU,16,0.1836,0.0066,0.5243,0.3177,0.1548,54.44,87.5,NPU,3,0.1215,0.0005,0.1816,0.339,0.2899,22.19,0.2,GPU,21,0.0589,0.0075,0.0107,0.1633,0.1516,55.51,83.3,GPU,14,0.3598,0.0567,0.206,0.5568,0.402,32.08,30.8,NPU,4,0.2043,0.0,0.0815,0.5451,0.2059,21.7,0.6
L1,8,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1959,0.0614,0.014992,0.2198,0.0826,42.25,423.2,3,20.2,GPU,2,0.0788,0.0109,0.08,0.3658,0.0826,57.96,91.4,GPU,22,0.1799,0.0014,0.185,0.5538,0.1268,58.6,90.8,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,20.26,0.0,NPU,16,0.3591,0.0051,0.4956,0.6822,0.3906,21.22,0.2,GPU,3,0.0757,0.002,0.1523,0.1475,0.1825,59.16,93.6,GPU,21,0.0614,0.0074,0.0098,0.1654,0.1603,58.05,94.9,NPU,14,0.4113,0.0137,0.199,0.6555,0.4512,20.19,0.1,GPU,4,0.2136,0.0,0.1317,0.5341,0.1433,42.54,52.1
L1,8,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1682,0.0588,0.010556,0.1984,0.08,43.04,412.2,4,24.3,GPU,2,0.0784,0.0112,0.0813,0.3623,0.08,61.87,94.1,GPU,22,0.1791,0.0015,0.1854,0.5446,0.1169,61.91,91.4,GPU,13,0.1257,0.0083,0.0879,0.3249,0.1497,34.2,32.8,GPU,16,0.1686,0.0062,0.524,0.2687,0.1464,60.79,96.4,NPU,3,0.1192,0.0005,0.1809,0.3288,0.2899,21.96,1.3,GPU,21,0.0588,0.0067,0.0098,0.1601,0.147,61.47,94.6,NPU,14,0.4105,0.0137,0.1991,0.6545,0.4512,20.33,0.6,NPU,4,0.2053,0.0,0.0816,0.547,0.2059,21.82,0.9
L1,8,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1651,0.058,0.011423,0.1939,0.0803,43.49,407.4,4,24.3,GPU,2,0.0789,0.0103,0.0821,0.3617,0.0803,62.48,95.4,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,22.16,0.0,GPU,13,0.1309,0.0085,0.0879,0.3304,0.1518,34.15,32.9,GPU,16,0.171,0.0073,0.5142,0.2711,0.1337,63.69,94.8,GPU,3,0.0738,0.002,0.1599,0.1138,0.1745,61.65,91.0,GPU,21,0.058,0.0074,0.0104,0.16,0.1544,61.7,92.8,NPU,14,0.4113,0.0136,0.1991,0.6561,0.4512,20.38,0.1,NPU,4,0.2054,0.0,0.082,0.5467,0.2059,21.75,0.5
L1,8,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1892,0.0761,0.0115,0.2235,0.1329,34.84,275.3,6,24.6,NPU,2,0.1088,0.0113,0.1415,0.5651,0.1329,22.23,0.9,GPU,22,0.1814,0.0011,0.1884,0.5465,0.1356,53.9,79.4,GPU,13,0.1324,0.0086,0.0885,0.3338,0.1557,33.55,32.7,NPU,16,0.3591,0.0051,0.4956,0.6831,0.3906,21.63,0.0,GPU,3,0.0761,0.0017,0.1632,0.1347,0.187,52.68,82.7,NPU,21,0.0832,0.0014,0.0241,0.2125,0.2268,21.92,0.2,GPU,14,0.3588,0.0555,0.2065,0.5551,0.4074,32.78,31.8,GPU,4,0.2138,0.0,0.1293,0.5334,0.1522,40.02,47.6
L1,8,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.17,0.0553,0.011359,0.1887,0.0761,49.81,480.9,3,18.4,GPU,2,0.0782,0.0099,0.0794,0.3589,0.0761,67.13,95.1,GPU,22,0.1784,0.0008,0.1852,0.5384,0.1106,66.54,95.7,NPU,13,0.1874,0.0038,0.0859,0.3991,0.2209,20.31,0.1,GPU,16,0.1719,0.006,0.5109,0.2647,0.1376,67.25,98.5,GPU,3,0.0721,0.0017,0.1524,0.1107,0.1739,65.76,93.3,GPU,21,0.0553,0.0061,0.0079,0.151,0.1335,69.1,96.9,NPU,14,0.4109,0.0136,0.1991,0.6552,0.4512,20.33,0.5,NPU,4,0.2056,0.0,0.0821,0.5474,0.2059,22.04,0.9
L1,8,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.178,0.0588,0.010405,0.1968,0.0774,45.25,435.2,4,20.1,GPU,2,0.0775,0.0105,0.0794,0.3546,0.0774,63.39,95.7,GPU,22,0.181,0.001,0.1863,0.5493,0.1127,65.2,93.8,NPU,13,0.1875,0.0038,0.086,0.399,0.2209,20.61,0.3,GPU,16,0.1739,0.0059,0.5187,0.2706,0.143,62.54,96.3,NPU,3,0.1209,0.0005,0.1813,0.339,0.2899,21.88,0.7,GPU,21,0.0588,0.0062,0.0086,0.1568,0.1408,64.13,98.6,NPU,14,0.411,0.0136,0.199,0.6552,0.4512,20.54,0.5,GPU,4,0.2135,0.0,0.1312,0.5339,0.1382,43.72,49.3
L1,8,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1724,0.0605,0.010389,0.2115,0.086,36.88,312.0,5,24.2,GPU,2,0.0799,0.0112,0.0817,0.3664,0.086,57.05,90.5,NPU,22,0.191,0.001,0.1733,0.6138,0.1996,23.35,1.3,GPU,13,0.1376,0.0087,0.0895,0.3376,0.1658,33.47,32.6,GPU,16,0.1737,0.0067,0.546,0.2927,0.1492,56.69,92.1,NPU,3,0.1212,0.0005,0.182,0.338,0.2899,22.64,0.9,GPU,21,0.0605,0.0074,0.0103,0.1636,0.1446,58.33,93.2,NPU,14,0.4108,0.0137,0.199,0.6547,0.4512,21.05,0.6,NPU,4,0.2043,0.0,0.0821,0.545,0.2059,22.42,0.8
L1,8,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1975,0.0808,0.013775,0.232,0.1329,33.32,250.3,6,24.4,NPU,2,0.1089,0.0113,0.1418,0.5579,0.1329,23.07,0.5,GPU,22,0.1872,0.0011,0.1862,0.5673,0.1435,51.71,81.0,GPU,13,0.1373,0.0083,0.0902,0.3392,0.1667,32.7,31.7,NPU,16,0.3586,0.0051,0.4955,0.6826,0.3906,22.71,0.2,GPU,3,0.0808,0.0024,0.1667,0.1411,0.192,52.79,86.5,NPU,21,0.083,0.0014,0.0236,0.2122,0.2268,22.87,1.4,NPU,14,0.4113,0.0135,0.1991,0.6554,0.4512,20.92,0.2,GPU,4,0.2131,0.0,0.1323,0.5314,0.1523,39.79,48.8
L1,8,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1948,0.0599,0.011411,0.2379,0.089,35.25,295.1,5,24.1,GPU,2,0.0809,0.0113,0.0852,0.3654,0.089,53.77,86.2,GPU,22,0.1848,0.001,0.1876,0.5562,0.1405,52.76,86.2,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,21.14,0.1,NPU,16,0.3579,0.0051,0.4957,0.6801,0.3906,22.64,0.7,NPU,3,0.1203,0.0005,0.1809,0.3382,0.2899,23.34,1.3,GPU,21,0.0599,0.0075,0.0101,0.1677,0.1602,53.76,87.8,GPU,14,0.3613,0.0571,0.2071,0.5594,0.4059,31.99,31.6,NPU,4,0.206,0.0,0.0816,0.5479,0.2059,22.59,1.2
L1,8,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1981,0.0641,0.011478,0.242,0.094,33.33,256.5,6,24.2,GPU,2,0.0822,0.0123,0.0879,0.3698,0.094,51.73,85.0,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,23.38,0.0,NPU,13,0.1873,0.0038,0.0859,0.3989,0.2209,21.1,0.6,NPU,16,0.3584,0.0051,0.494,0.6797,0.3906,23.22,1.6,NPU,3,0.121,0.0005,0.182,0.3378,0.2899,22.99,1.1,GPU,21,0.0641,0.0073,0.011,0.1743,0.1698,53.14,87.0,GPU,14,0.3666,0.0567,0.2061,0.5648,0.416,31.7,32.2,GPU,4,0.2143,0.0,0.1322,0.5341,0.1556,39.37,48.9
L1,8,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1842,0.0604,0.009675,0.2101,0.1293,38.03,329.8,4,20.2,NPU,2,0.1088,0.0113,0.1416,0.565,0.1329,23.16,0.9,GPU,22,0.1852,0.0012,0.1875,0.5588,0.1293,57.71,92.1,NPU,13,0.1871,0.0038,0.0852,0.3989,0.2209,20.94,0.5,GPU,16,0.1865,0.0068,0.5357,0.3071,0.1574,57.3,90.7,NPU,3,0.1204,0.0005,0.181,0.3378,0.2899,22.97,1.3,GPU,21,0.0604,0.0071,0.0094,0.1665,0.153,59.38,92.2,NPU,14,0.411,0.0134,0.199,0.6552,0.4512,20.93,0.6,GPU,4,0.2137,0.0,0.1322,0.5327,0.1464,41.83,51.5
L1,8,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1757,0.0624,0.010966,0.2115,0.0915,38.56,376.3,4,18.9,GPU,2,0.0823,0.0116,0.0864,0.3721,0.0915,54.76,92.1,NPU,22,0.1916,0.001,0.1733,0.6143,0.1996,23.52,1.3,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,20.81,0.2,GPU,16,0.1885,0.0077,0.5406,0.313,0.1617,55.26,96.4,GPU,3,0.078,0.0016,0.1613,0.1429,0.1955,54.47,91.8,GPU,21,0.0624,0.0071,0.0108,0.1686,0.1655,56.25,93.0,NPU,14,0.4107,0.0136,0.199,0.6548,0.4512,20.91,0.8,NPU,4,0.2046,0.0,0.0816,0.5458,0.2059,22.51,0.6
L1,8,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1924,0.0601,0.011358,0.2366,0.1329,32.02,224.2,6,23.8,NPU,2,0.1089,0.0113,0.1417,0.5659,0.1329,23.17,0.9,GPU,22,0.181,0.0011,0.1879,0.5505,0.1393,51.27,78.3,GPU,13,0.1381,0.0086,0.0904,0.3409,0.1621,31.4,29.8,NPU,16,0.3583,0.0051,0.4951,0.6813,0.3906,22.61,0.7,NPU,3,0.1208,0.0005,0.1814,0.3381,0.2899,22.88,1.1,GPU,21,0.0601,0.0073,0.0104,0.1662,0.1596,51.33,82.4,GPU,14,0.367,0.0554,0.208,0.5653,0.4123,31.27,30.3,NPU,4,0.2047,0.0,0.0816,0.5459,0.2059,22.21,0.8
L1,8,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1789,0.0623,0.007008,0.2158,0.1329,35.32,307.1,5,24.2,NPU,2,0.1088,0.0113,0.1417,0.5614,0.1329,22.98,1.4,GPU,22,0.1866,0.0015,0.1885,0.5633,0.1382,53.15,88.8,NPU,13,0.1874,0.0038,0.0859,0.3988,0.2209,20.96,0.3,GPU,16,0.1995,0.0068,0.5317,0.3339,0.1692,53.6,89.4,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,23.56,0.9,GPU,21,0.0623,0.0079,0.0106,0.1688,0.1666,53.64,90.9,GPU,14,0.3607,0.0547,0.2069,0.558,0.4028,32.11,33.6,NPU,4,0.2043,0.0,0.0816,0.5437,0.2059,22.57,1.7
L1,8,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.2003,0.0611,0.014091,0.2277,0.1295,37.32,333.8,4,20.2,NPU,2,0.1087,0.0112,0.1412,0.565,0.1329,22.91,1.1,GPU,22,0.1839,0.0011,0.1858,0.5605,0.1295,56.95,92.3,NPU,13,0.1873,0.0038,0.0859,0.3988,0.2209,20.81,0.5,NPU,16,0.3597,0.0051,0.4961,0.6834,0.3906,22.67,0.7,GPU,3,0.0785,0.0019,0.1674,0.1383,0.1855,56.4,91.5,GPU,21,0.0611,0.0072,0.0107,0.1676,0.1611,57.19,94.6,NPU,14,0.4104,0.0137,0.1989,0.6545,0.4512,20.84,0.7,GPU,4,0.2131,0.0,0.1323,0.5335,0.1496,40.81,52.3
L1,8,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1769,0.0826,0.007145,0.2194,0.1329,30.48,170.1,7,24.1,NPU,2,0.1089,0.0114,0.1416,0.5649,0.1329,23.42,0.9,NPU,22,0.1906,0.001,0.1729,0.6124,0.1996,23.44,1.6,GPU,13,0.1397,0.0083,0.0921,0.3432,0.1596,31.44,27.4,GPU,16,0.1899,0.0073,0.5325,0.3455,0.1671,49.54,69.9,NPU,3,0.1196,0.0005,0.1799,0.3378,0.2899,23.44,1.3,NPU,21,0.0826,0.0014,0.0239,0.211,0.2268,22.97,1.1,GPU,14,0.3699,0.0555,0.2078,0.5733,0.4229,31.17,26.9,GPU,4,0.214,0.0,0.1292,0.5356,0.1563,38.38,40.8
L2,2,Naive_allGPU+Oracle,"[""GPU"", ""GPU""]",0.096,0.0914,2.1e-05,0.1967,0.1245,40.32,135.8,0,15.7,GPU,2,0.0914,0.0127,0.1,0.4095,0.1245,39.88,67.1,GPU,3,0.1006,0.0026,0.1985,0.1793,0.2689,40.77,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,2,SizeAware+Oracle,"[""NPU"", ""GPU""]",0.0971,0.0871,0.000101,0.2181,0.1242,34.93,109.7,0,15.7,NPU,2,0.0871,0.0092,0.0931,0.4119,0.1242,35.18,58.9,GPU,3,0.1072,0.0021,0.2079,0.2242,0.312,34.68,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,2,SizeBlindRev+Oracle,"[""GPU"", ""NPU""]",0.0874,0.0782,8.5e-05,0.2054,0.1427,35.19,110.7,1,15.7,GPU,2,0.0967,0.0138,0.1132,0.4373,0.1427,34.22,48.1,NPU,3,0.0782,0.0003,0.1466,0.1981,0.2681,36.16,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,2,Oracle,"[""NPU"", ""NPU""]",0.0943,0.0914,9e-06,0.2054,0.1325,29.98,55.9,2,13.9,NPU,2,0.0973,0.0109,0.1172,0.4644,0.1325,30.09,28.1,NPU,3,0.0914,0.0002,0.1633,0.2327,0.2782,29.87,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
