detector,params_M,phase,rep_idx,sid,device,infer_mode,mxq_path,mxq_sha8,bg_level,sap_5095,sap_50,sap_s,sap_m,sap_l,map_5095,map_s,map_m,map_l,latency_mean,eff_e2e_mean,frame_skip_pct,wall_sec
yolo11l,25.3,a1,0,12,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L0,0.4393,0.5594,0.051,0.3886,0.8376,0.2908,0.038,0.2528,0.579,53.9274,54.0127,97.6923,15.6708
yolo11l,25.3,a1,0,13,GPU,,,,L0,0.247,0.3716,0.03,0.1771,0.4467,0.3026,0.0331,0.2499,0.5793,11.7784,11.7856,0.0,10.5625
yolo11l,25.3,a1,0,13,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L0,0.1622,0.3067,0.0132,0.098,0.3194,0.1791,0.0126,0.1398,0.3542,53.6729,53.9089,97.1374,29.8787
yolo11l,25.3,a1,0,14,GPU,,,,L0,0.5579,0.6917,0.1303,0.3201,0.7801,0.6171,0.1364,0.3578,0.8559,11.6809,11.6924,0.0,10.5493
yolo11l,25.3,a1,0,14,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L0,0.3709,0.6094,0.1053,0.2028,0.4953,0.3415,0.0689,0.1597,0.4462,54.915,54.9585,97.2921,30.0761
yolo11l,25.3,a1,0,15,GPU,,,,L0,0.149,0.266,0.0302,0.1667,0.4257,0.2358,0.0466,0.2729,0.7174,11.9217,11.9427,0.0,10.6315
yolo11l,25.3,a1,0,15,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L0,0.0613,0.1561,0.0093,0.0544,0.1769,0.1281,0.0168,0.1417,0.4112,54.766,54.7756,96.2891,29.7016
yolo11l,25.3,a1,0,16,GPU,,,,L0,0.3453,0.4943,0.0225,0.6977,0.6089,0.385,0.025,0.7432,0.7374,12.1098,12.1219,0.0,5.6927
yolo11l,25.3,a1,0,16,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L0,0.3223,0.5421,0.0142,0.5716,0.4969,0.2857,0.0127,0.4197,0.5244,52.9125,53.0858,97.7358,15.6673
yolo11l,25.3,a1,0,17,GPU,,,,L0,0.2737,0.4054,0.0303,0.3019,0.6374,0.3091,0.0343,0.336,0.7218,12.3011,12.3015,0.0,5.8507
yolo11l,25.3,a1,0,17,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L0,0.1872,0.3433,0.0208,0.1996,0.44,0.1859,0.0186,0.1969,0.4449,53.8883,54.1882,97.3384,15.8854
yolo11l,25.3,a1,0,18,GPU,,,,L0,0.219,0.2773,0.0272,0.1182,0.7716,0.2451,0.0313,0.1698,0.8638,11.8044,11.8203,0.0,10.6641
yolo11l,25.3,a1,0,18,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L0,0.17,0.2421,0.01,0.0636,0.6051,0.1452,0.0127,0.0937,0.5404,53.3143,53.4387,96.06,30.0997
yolo11l,25.3,a1,0,19,GPU,,,,L0,0.1324,0.2404,0.0266,0.1617,0.3704,0.2242,0.0405,0.3441,0.6289,12.0874,12.1033,0.0,5.6476
yolo11l,25.3,a1,0,19,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L0,0.0598,0.1435,0.0168,0.0585,0.1557,0.1048,0.019,0.1406,0.3323,57.9675,57.9994,99.1597,15.5506
yolo11l,25.3,a1,0,20,GPU,,,,L0,0.1229,0.2103,0.0117,0.1062,0.3769,0.193,0.0135,0.2376,0.6615,12.0689,12.0704,0.0,5.6687
yolo11l,25.3,a1,0,20,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L0,0.0729,0.145,0.0124,0.0673,0.1684,0.1144,0.0106,0.1346,0.3547,53.5976,53.7592,97.7011,15.6515
yolo11l,25.3,a1,0,21,GPU,,,,L0,0.1371,0.3262,0.0185,0.0769,0.2847,0.3442,0.0215,0.3905,0.5561,12.1336,12.1488,0.0,5.7053
yolo11l,25.3,a1,0,21,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L0,0.053,0.121,0.0038,0.0248,0.154,0.1508,0.0053,0.1824,0.2388,55.4934,55.5784,97.619,15.6801
yolo11l,25.3,a1,0,22,GPU,,,,L0,0.3076,0.4729,0.0144,0.295,0.6797,0.3214,0.0148,0.2978,0.7287,12.4365,12.4472,0.0,5.92
yolo11l,25.3,a1,0,22,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L0,0.2197,0.39,0.0136,0.2173,0.5559,0.1614,0.0091,0.1361,0.4342,55.0778,55.1158,96.5116,15.8803
yolo11l,25.3,a1,0,23,GPU,,,,L0,0.1959,0.3829,0.0602,0.2201,0.5199,0.3575,0.1004,0.5089,0.7222,12.1178,12.1013,0.0,5.7558
yolo11l,25.3,a1,0,23,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L0,0.0817,0.1912,0.0263,0.0922,0.2555,0.1903,0.0456,0.269,0.4339,53.5798,53.6825,98.1132,15.8434
yolo11x,56.9,a1,0,0,GPU,,,,L0,0.1108,0.1982,0.0356,0.1922,0.5811,0.1432,0.0442,0.2453,0.7205,14.3243,14.33,0.0,12.9259
yolo11x,56.9,a1,0,0,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.0423,0.105,0.0064,0.1047,0.2551,0.0669,0.0197,0.1391,0.3216,71.6555,71.8885,100.0,30.0604
yolo11x,56.9,a1,0,1,GPU,,,,L0,0.1246,0.2331,0.0178,0.1432,0.3916,0.1786,0.0184,0.2155,0.6197,14.0924,14.1085,0.0,12.7265
yolo11x,56.9,a1,0,1,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.0372,0.096,0.0082,0.0512,0.0941,0.0652,0.0056,0.0682,0.2471,69.2684,69.1722,100.0,30.1014
yolo11x,56.9,a1,0,2,GPU,,,,L0,0.1656,0.271,0.0578,0.274,0.5988,0.2086,0.0642,0.3918,0.8428,14.4261,14.4619,0.0,6.7904
yolo11x,56.9,a1,0,2,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.0884,0.1484,0.0212,0.1187,0.3467,0.0882,0.0235,0.1598,0.3924,73.479,73.304,100.0,15.6927
yolo11x,56.9,a1,0,3,GPU,,,,L0,0.2332,0.4974,0.025,0.3965,0.3969,0.4574,0.032,0.5377,0.6218,14.4786,14.5121,0.0,6.9008
yolo11x,56.9,a1,0,3,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.1002,0.251,0.0002,0.1996,0.1152,0.2063,0.0016,0.2276,0.2544,71.3412,72.4665,100.0,15.8759
yolo11x,56.9,a1,0,4,GPU,,,,L0,0.2764,0.3319,0.0167,0.1616,0.6434,0.2767,0.0167,0.1617,0.6434,14.5647,14.582,0.0,9.7807
yolo11x,56.9,a1,0,4,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.2891,0.3489,0.003,0.1598,0.687,0.1351,0.003,0.0745,0.3181,72.2347,72.6535,100.0,22.3855
yolo11x,56.9,a1,0,5,GPU,,,,L0,0.5754,0.682,0.0571,0.2593,0.7398,0.622,0.0607,0.2722,0.8076,14.5888,14.6117,0.0,6.4654
yolo11x,56.9,a1,0,5,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.404,0.6444,0.026,0.1796,0.5372,0.2713,0.0212,0.118,0.3701,73.4313,74.1375,100.0,14.7588
yolo11x,56.9,a1,0,6,GPU,,,,L0,0.1514,0.2698,0.0369,0.14,0.4528,0.2397,0.0446,0.2716,0.7303,14.2578,14.2598,0.0,6.6954
yolo11x,56.9,a1,0,6,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.051,0.1376,0.0095,0.0486,0.1409,0.1036,0.0155,0.1181,0.3229,71.8663,72.7327,100.0,15.6433
yolo11x,56.9,a1,0,7,GPU,,,,L0,0.3129,0.4869,0.0012,0.3287,0.4895,0.4063,0.0,0.4027,0.6801,14.4973,14.5257,0.0,6.8056
yolo11x,56.9,a1,0,7,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.124,0.3051,0.0,0.1172,0.1924,0.1619,0.0,0.1499,0.2937,71.0175,71.6706,100.0,15.63
yolo11x,56.9,a1,0,8,GPU,,,,L0,0.1734,0.3215,0.0711,0.2393,0.4983,0.2097,0.0827,0.2948,0.6823,14.8022,14.7991,0.0,13.1854
yolo11x,56.9,a1,0,8,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.068,0.2016,0.032,0.065,0.221,0.0865,0.0292,0.1144,0.3147,69.9751,70.2344,100.0,29.7203
yolo11x,56.9,a1,0,9,GPU,,,,L0,0.1888,0.2658,0.0115,0.1962,0.3567,0.2314,0.0151,0.2824,0.4887,14.7066,14.7187,0.0,9.6808
yolo11x,56.9,a1,0,9,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.1142,0.2012,0.0044,0.0756,0.2076,0.1137,0.0055,0.1318,0.2301,70.9426,71.4969,100.0,21.9574
yolo11x,56.9,a1,0,10,GPU,,,,L0,0.2398,0.4062,0.0676,0.2191,0.4616,0.3391,0.0882,0.3615,0.6635,14.2258,14.2405,0.0,6.6434
yolo11x,56.9,a1,0,10,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.0991,0.2292,0.0149,0.058,0.1984,0.1434,0.0364,0.139,0.2892,73.8202,73.3625,100.0,15.5586
yolo11x,56.9,a1,0,11,GPU,,,,L0,0.3203,0.4385,0.0131,0.2628,0.6086,0.3398,0.0156,0.319,0.7485,14.6431,14.6575,0.0,13.221
yolo11x,56.9,a1,0,11,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.2615,0.3563,0.003,0.1242,0.4305,0.1515,0.006,0.1249,0.339,71.539,71.9968,100.0,30.106
yolo11x,56.9,a1,0,12,GPU,,,,L0,0.5248,0.6447,0.0997,0.5611,0.9098,0.539,0.1005,0.5166,0.9497,14.1247,14.1695,0.0,6.6534
yolo11x,56.9,a1,0,12,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.4053,0.5239,0.0699,0.3628,0.8092,0.2172,0.0352,0.1866,0.4471,70.6854,71.1376,100.0,15.6559
yolo11x,56.9,a1,0,13,GPU,,,,L0,0.2859,0.4182,0.0407,0.2035,0.5121,0.3463,0.0458,0.2849,0.6454,14.1717,14.1747,0.0,12.7006
yolo11x,56.9,a1,0,13,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.1625,0.3263,0.0153,0.1047,0.3217,0.1559,0.0145,0.122,0.2931,70.5824,70.6092,100.0,29.8788
yolo11x,56.9,a1,0,14,GPU,,,,L0,0.5643,0.7039,0.1288,0.3386,0.805,0.6233,0.1336,0.3804,0.8717,13.9403,13.9548,0.0,12.5875
yolo11x,56.9,a1,0,14,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.3498,0.6157,0.0838,0.2733,0.5585,0.2764,0.0469,0.1653,0.4106,70.4361,70.5221,100.0,30.124
yolo11x,56.9,a1,0,15,GPU,,,,L0,0.1537,0.2801,0.0359,0.179,0.4015,0.2498,0.0573,0.2973,0.7147,14.007,14.0277,0.0,12.4851
yolo11x,56.9,a1,0,15,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.048,0.1275,0.0086,0.0477,0.1244,0.1026,0.0166,0.1233,0.327,69.3881,69.1973,100.0,29.6967
yolo11x,56.9,a1,0,16,GPU,,,,L0,0.299,0.4356,0.0275,0.6609,0.5364,0.3377,0.0302,0.704,0.6605,14.4751,14.502,0.0,6.809
yolo11x,56.9,a1,0,16,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.2417,0.4773,0.0167,0.5149,0.3506,0.1823,0.0106,0.2855,0.3493,76.01,76.8932,100.0,15.6915
yolo11x,56.9,a1,0,17,GPU,,,,L0,0.3196,0.4714,0.0394,0.349,0.7416,0.3572,0.0434,0.3879,0.827,14.0997,14.1236,0.0,6.7167
yolo11x,56.9,a1,0,17,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.1748,0.3212,0.0198,0.1761,0.4829,0.1481,0.0163,0.1522,0.3831,71.5142,72.0517,100.0,15.857
yolo11x,56.9,a1,0,18,GPU,,,,L0,0.2307,0.2979,0.0321,0.1256,0.7862,0.263,0.038,0.2046,0.8803,14.0763,14.0923,0.0,12.7117
yolo11x,56.9,a1,0,18,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.1668,0.2402,0.0077,0.0559,0.5754,0.1151,0.0116,0.0824,0.414,70.8053,71.1882,100.0,30.0525
yolo11x,56.9,a1,0,19,GPU,,,,L0,0.1477,0.2647,0.0346,0.1784,0.3933,0.2537,0.0601,0.3776,0.6745,14.3589,14.3772,0.0,6.7075
yolo11x,56.9,a1,0,19,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.0582,0.1474,0.0149,0.0523,0.1449,0.0977,0.0188,0.1264,0.2873,70.6583,71.9368,100.0,15.5442
yolo11x,56.9,a1,0,20,GPU,,,,L0,0.1292,0.2201,0.0175,0.1175,0.3627,0.2053,0.02,0.2651,0.6307,14.2819,14.2851,0.0,6.7073
yolo11x,56.9,a1,0,20,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.0628,0.1334,0.0151,0.0608,0.1364,0.0913,0.0089,0.1105,0.2756,72.1845,71.9134,100.0,15.683
yolo11x,56.9,a1,0,21,GPU,,,,L0,0.1483,0.3512,0.0241,0.0815,0.2964,0.3641,0.0285,0.4136,0.5544,14.3454,14.3641,0.0,6.7443
yolo11x,56.9,a1,0,21,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.0636,0.1531,0.0009,0.027,0.1621,0.1416,0.0031,0.1603,0.2602,70.0325,70.8317,100.0,15.6596
yolo11x,56.9,a1,0,22,GPU,,,,L0,0.3633,0.5237,0.0364,0.33,0.7555,0.371,0.0361,0.3319,0.7907,14.6679,14.6841,0.0,6.9824
yolo11x,56.9,a1,0,22,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.2586,0.4516,0.0251,0.2315,0.5672,0.1446,0.0121,0.1126,0.3482,73.1818,73.1939,100.0,15.8889
yolo11x,56.9,a1,0,23,GPU,,,,L0,0.2088,0.4027,0.0809,0.2263,0.5179,0.3742,0.1231,0.5266,0.7151,14.4385,14.4489,0.0,6.8709
yolo11x,56.9,a1,0,23,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L0,0.0709,0.1744,0.0278,0.084,0.188,0.1574,0.0459,0.2244,0.3341,69.9888,70.5366,100.0,15.8767
