setting,gpu_skip,mean,worst,second_worst,mean_wo_worst,worst_over_mean,mean_lift_dropping_worst
"All-GPU @ high-GPU-contention (N=4, threads=4)",80.3,0.107,0.066,0.0861,0.1207,0.617,0.0137
