table,tag,n_streams,bg_level,placement_name,placement_spec,mean_sap,worst_sap,mean_map,worst_map,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_skip
natural,A_baseline_N4,4,L1_light,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.125,0.0861,0.2322,0.1402,14.9,GPU,2,0.0999,0.0143,0.1215,0.4548,0.1402,41.0,GPU,22,0.2017,0.0013,0.191,0.6157,0.2044,45.0,GPU,3,0.1122,0.003,0.2179,0.2564,0.3151,41.9,GPU,21,0.0861,0.0085,0.0213,0.2168,0.2691,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,SizeAware,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1226,0.0834,0.2245,0.1329,13.2,NPU,2,0.1078,0.0112,0.1389,0.5562,0.1329,3.6,NPU,22,0.1912,0.0009,0.1733,0.6138,0.1996,3.6,GPU,3,0.1079,0.0035,0.2163,0.2254,0.3083,30.2,GPU,21,0.0834,0.0098,0.0168,0.2212,0.2572,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,SizeBlindRev,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1283,0.0825,0.2166,0.1397,13.2,GPU,2,0.1037,0.0159,0.1368,0.483,0.1397,30.4,GPU,22,0.2075,0.0014,0.1914,0.6322,0.2098,28.9,NPU,3,0.1196,0.0004,0.1806,0.3364,0.2899,2.9,NPU,21,0.0825,0.0014,0.0238,0.2111,0.2268,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1259,0.0836,0.2122,0.1329,8.1,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,0.0,NPU,22,0.191,0.001,0.1734,0.6135,0.1996,0.2,NPU,3,0.1198,0.0005,0.1788,0.3383,0.2894,0.2,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1247,0.0837,0.2308,0.1399,15.0,GPU,2,0.0994,0.0143,0.1211,0.4485,0.1399,45.6,GPU,22,0.1984,0.0014,0.1906,0.6054,0.2017,47.4,GPU,3,0.1172,0.0026,0.2264,0.2084,0.31,42.7,GPU,21,0.0837,0.0088,0.0202,0.2161,0.2716,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,Oracle_k1_p0,"[""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1282,0.0847,0.2306,0.1329,13.6,NPU,2,0.1088,0.0113,0.1413,0.5657,0.1329,1.1,GPU,22,0.2085,0.0015,0.1912,0.6347,0.2121,26.8,GPU,3,0.1108,0.003,0.2215,0.2064,0.3083,29.2,GPU,21,0.0847,0.0099,0.0175,0.2255,0.2692,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,Oracle_k1_p2,"[""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1302,0.0871,0.2302,0.1448,13.9,GPU,2,0.1052,0.0155,0.1382,0.5002,0.1448,27.8,GPU,22,0.2074,0.0015,0.1909,0.6329,0.2137,29.5,NPU,3,0.1213,0.0005,0.1839,0.3387,0.2899,0.4,GPU,21,0.0871,0.0101,0.0181,0.2269,0.2724,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,Oracle_k1_p3,"[""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1288,0.0836,0.2235,0.1427,13.8,GPU,2,0.1036,0.0156,0.132,0.4995,0.1427,30.5,GPU,22,0.2084,0.0017,0.1916,0.6367,0.2125,30.6,GPU,3,0.1197,0.0032,0.2298,0.2443,0.312,28.2,NPU,21,0.0836,0.0014,0.0244,0.2129,0.2268,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,Oracle_k2_p0_1,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1225,0.085,0.2253,0.1329,13.6,NPU,2,0.1067,0.0107,0.1374,0.5548,0.1329,7.5,NPU,22,0.1912,0.001,0.1731,0.6121,0.1996,2.7,GPU,3,0.1071,0.0028,0.2191,0.2209,0.3031,36.1,GPU,21,0.085,0.0099,0.0167,0.2239,0.2654,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,Oracle_k2_p1_2,"[""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1241,0.0837,0.2261,0.1419,13.2,GPU,2,0.1044,0.0153,0.1379,0.4932,0.1419,29.6,NPU,22,0.1901,0.0011,0.1733,0.6113,0.1996,3.8,NPU,3,0.1184,0.0005,0.1779,0.3225,0.2899,2.9,GPU,21,0.0837,0.0098,0.0172,0.2227,0.2729,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,Oracle_k2_p0_3,"[""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.127,0.0826,0.2169,0.1329,13.3,NPU,2,0.1085,0.0112,0.1408,0.5533,0.1329,2.1,GPU,22,0.2081,0.0014,0.1908,0.6353,0.2097,32.9,GPU,3,0.1087,0.0028,0.2186,0.2391,0.2982,34.0,NPU,21,0.0826,0.0014,0.0239,0.2114,0.2268,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,Oracle_k3_p0_1_3,"[""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1339,0.0836,0.2227,0.1329,11.6,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,0.0,NPU,22,0.1912,0.001,0.1734,0.6142,0.1996,0.4,GPU,3,0.1518,0.0034,0.2518,0.3455,0.3315,4.3,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,Oracle_k3_p0_1_2,"[""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1333,0.1089,0.2272,0.1329,11.5,NPU,2,0.1089,0.0113,0.1406,0.5653,0.1329,0.2,NPU,22,0.191,0.001,0.1733,0.6134,0.1996,0.2,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,0.0,GPU,21,0.1117,0.0099,0.044,0.2572,0.2865,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,Oracle_k3_p0_2_3,"[""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1307,0.0836,0.2171,0.1329,11.5,NPU,2,0.109,0.0113,0.1409,0.5656,0.1329,0.2,GPU,22,0.2101,0.0014,0.193,0.644,0.2189,5.0,NPU,3,0.12,0.0005,0.1781,0.3386,0.2899,0.2,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_light,Oracle_k4_p0_1_2_3,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1263,0.0836,0.2123,0.1329,8.0,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,0.0,NPU,22,0.1911,0.001,0.1733,0.6138,0.1996,0.2,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,0.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1149,0.0755,0.1997,0.1208,15.6,GPU,2,0.091,0.0126,0.1033,0.4051,0.1208,65.3,GPU,22,0.1952,0.0011,0.1908,0.5923,0.176,65.0,GPU,3,0.098,0.0017,0.1911,0.1978,0.2696,62.7,GPU,21,0.0755,0.0084,0.0146,0.2008,0.2324,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,SizeAware,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1171,0.0739,0.1985,0.1329,14.3,NPU,2,0.1083,0.0113,0.1403,0.5646,0.1329,2.7,NPU,22,0.1911,0.001,0.173,0.6137,0.1996,2.9,GPU,3,0.0949,0.0033,0.203,0.162,0.2477,43.1,GPU,21,0.0739,0.0094,0.0135,0.1992,0.2136,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,SizeBlindRev,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1257,0.0823,0.2074,0.1195,14.3,GPU,2,0.0952,0.0147,0.1148,0.4435,0.1195,44.9,GPU,22,0.2052,0.0014,0.1902,0.622,0.1933,43.3,NPU,3,0.1203,0.0005,0.1821,0.3365,0.2899,2.2,NPU,21,0.0823,0.0006,0.0224,0.2122,0.2268,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1263,0.0836,0.2123,0.1329,8.3,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,0.0,NPU,22,0.1912,0.001,0.1733,0.614,0.1996,0.0,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,0.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1171,0.075,0.2017,0.1238,15.5,GPU,2,0.0928,0.0138,0.1046,0.4219,0.1238,62.6,GPU,22,0.1939,0.0015,0.1889,0.5918,0.179,61.4,GPU,3,0.1065,0.0025,0.1985,0.2118,0.2691,65.7,GPU,21,0.075,0.0081,0.0164,0.1976,0.235,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,Oracle_k1_p0,"[""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1206,0.0756,0.2025,0.1329,15.3,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,0.0,GPU,22,0.1999,0.0015,0.1887,0.6083,0.1925,51.1,GPU,3,0.0978,0.0023,0.1972,0.2021,0.2634,58.2,GPU,21,0.0756,0.009,0.0141,0.1995,0.2213,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,Oracle_k1_p2,"[""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1219,0.0771,0.207,0.1188,15.2,GPU,2,0.0913,0.0136,0.1031,0.4277,0.1188,59.7,GPU,22,0.1978,0.0013,0.1901,0.6013,0.1888,56.0,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,0.0,GPU,21,0.0771,0.0083,0.0158,0.2035,0.2307,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,Oracle_k1_p3,"[""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1184,0.0836,0.199,0.1209,15.3,GPU,2,0.0923,0.0138,0.1103,0.4128,0.1209,56.7,GPU,22,0.1985,0.0013,0.1896,0.6045,0.1946,58.7,GPU,3,0.0992,0.0022,0.1971,0.19,0.2538,57.3,NPU,21,0.0836,0.0014,0.0244,0.2126,0.2268,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,Oracle_k2_p0_1,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1181,0.0753,0.1967,0.1329,14.2,NPU,2,0.1086,0.0114,0.1413,0.565,0.1329,1.4,NPU,22,0.1912,0.001,0.1734,0.6133,0.1996,1.8,GPU,3,0.0973,0.003,0.1995,0.1838,0.2439,43.8,GPU,21,0.0753,0.0093,0.0134,0.2044,0.2104,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,Oracle_k2_p1_2,"[""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1197,0.0744,0.2047,0.1164,14.5,GPU,2,0.0927,0.0149,0.1134,0.4118,0.1164,52.8,NPU,22,0.1906,0.001,0.1734,0.6126,0.1996,2.9,NPU,3,0.1209,0.0005,0.1816,0.3379,0.2899,1.6,GPU,21,0.0744,0.0093,0.0136,0.2016,0.2128,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,Oracle_k2_p0_3,"[""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1231,0.0832,0.2003,0.1329,14.4,NPU,2,0.1089,0.0113,0.142,0.5652,0.1329,0.9,GPU,22,0.2036,0.0014,0.1899,0.618,0.1946,46.0,GPU,3,0.0967,0.0031,0.2088,0.2073,0.247,46.3,NPU,21,0.0832,0.0014,0.0245,0.212,0.2268,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,Oracle_k3_p0_1_3,"[""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1236,0.0836,0.2179,0.1329,13.1,NPU,2,0.1089,0.0113,0.1422,0.5659,0.1329,0.2,NPU,22,0.1911,0.001,0.1731,0.6141,0.1996,0.2,GPU,3,0.1109,0.0032,0.2187,0.2144,0.3124,28.2,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,Oracle_k3_p0_1_2,"[""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1266,0.085,0.2215,0.1329,13.0,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,0.0,NPU,22,0.1912,0.001,0.1733,0.6142,0.1996,0.2,NPU,3,0.1212,0.0005,0.1816,0.3384,0.2899,0.2,GPU,21,0.085,0.0099,0.0174,0.2251,0.2637,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,Oracle_k3_p0_2_3,"[""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1307,0.0836,0.2155,0.1329,13.2,NPU,2,0.109,0.0113,0.1423,0.5659,0.1329,0.2,GPU,22,0.2088,0.0014,0.1909,0.6373,0.2123,29.3,NPU,3,0.1213,0.0004,0.1834,0.3387,0.2899,0.4,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N4,4,L1_heavy,Oracle_k4_p0_1_2_3,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1264,0.0836,0.2123,0.1329,8.5,NPU,2,0.109,0.0113,0.1409,0.5659,0.1329,0.2,NPU,22,0.1914,0.001,0.1733,0.6141,0.1996,0.2,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,0.0,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,A_baseline_N8,8,L1_light,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1515,0.0571,0.1579,0.0726,25.2,GPU,2,0.0755,0.0096,0.0704,0.353,0.0726,93.8,GPU,22,0.1777,0.0009,0.186,0.5354,0.1062,95.9,GPU,13,0.1315,0.0086,0.0844,0.3318,0.1541,31.0,GPU,16,0.1596,0.0067,0.4863,0.2366,0.1325,93.2,GPU,3,0.0689,0.0015,0.1363,0.0949,0.1663,93.0,GPU,21,0.0571,0.0073,0.0086,0.1564,0.1392,92.9,GPU,14,0.3277,0.055,0.2039,0.5149,0.3617,32.7,GPU,4,0.2141,0.0,0.1324,0.5331,0.1302,50.6
natural,A_baseline_N8,8,L1_light,SizeAware_NPU4,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1939,0.0603,0.2264,0.1329,24.6,NPU,2,0.1087,0.0113,0.1397,0.5606,0.1329,1.6,NPU,22,0.1913,0.001,0.1734,0.6145,0.1996,0.4,NPU,13,0.1879,0.0038,0.0861,0.4026,0.2209,0.5,NPU,16,0.359,0.0051,0.4957,0.6813,0.3906,0.2,GPU,3,0.0757,0.0026,0.16,0.115,0.1798,92.1,GPU,21,0.0603,0.007,0.0099,0.1637,0.1454,94.3,GPU,14,0.3546,0.054,0.2054,0.5505,0.3951,33.3,GPU,4,0.2138,0.0,0.1327,0.5325,0.1468,50.7
natural,A_baseline_N8,8,L1_light,SizeAware_NPU6,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.2064,0.0825,0.2605,0.1329,24.4,NPU,2,0.1086,0.0113,0.14,0.5573,0.1329,2.5,NPU,22,0.1893,0.001,0.1737,0.6071,0.1996,4.3,NPU,13,0.1873,0.0038,0.0861,0.3987,0.2209,0.9,NPU,16,0.3553,0.005,0.4644,0.6794,0.3906,1.8,NPU,3,0.1209,0.0004,0.1809,0.3388,0.2899,2.0,NPU,21,0.0825,0.0014,0.024,0.2107,0.2268,3.4,GPU,14,0.3943,0.0564,0.2092,0.5996,0.4493,27.7,GPU,4,0.2132,0.0,0.1308,0.5335,0.1743,42.0
natural,A_baseline_N8,8,L1_light,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1727,0.078,0.2086,0.0803,24.5,GPU,2,0.078,0.0107,0.0783,0.3579,0.0803,93.5,GPU,22,0.178,0.0011,0.1853,0.5411,0.1158,94.4,GPU,13,0.1312,0.0081,0.0867,0.331,0.1549,33.0,GPU,16,0.175,0.0066,0.5245,0.2772,0.1439,95.4,NPU,3,0.121,0.0005,0.1816,0.338,0.2899,0.4,NPU,21,0.0835,0.0014,0.0245,0.2126,0.2268,0.5,NPU,14,0.4106,0.0137,0.199,0.6504,0.4512,1.3,NPU,4,0.2045,0.0,0.0816,0.5444,0.2059,1.1
natural,A_baseline_N8,8,L1_light,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.2076,0.0832,0.2644,0.1329,17.3,NPU,2,0.1086,0.0113,0.1415,0.5633,0.1329,1.1,NPU,22,0.191,0.001,0.1732,0.6131,0.1996,1.6,NPU,13,0.1873,0.0038,0.0856,0.3995,0.22,0.8,NPU,16,0.356,0.0051,0.4709,0.6795,0.3906,1.1,NPU,3,0.1197,0.0005,0.1824,0.3259,0.2899,1.1,NPU,21,0.0832,0.0014,0.0242,0.2125,0.2268,1.1,NPU,14,0.4099,0.0136,0.1988,0.6476,0.4491,1.6,NPU,4,0.2047,0.0,0.0815,0.5455,0.2059,0.9
natural,A_baseline_N8,8,L1_light,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1538,0.0553,0.159,0.0734,25.2,GPU,2,0.0749,0.0099,0.0686,0.3479,0.0734,92.7,GPU,22,0.1771,0.001,0.1867,0.5351,0.1049,94.9,GPU,13,0.1329,0.0082,0.0843,0.3311,0.1555,31.4,GPU,16,0.1768,0.0065,0.5033,0.2627,0.1418,92.9,GPU,3,0.0707,0.0014,0.1417,0.1076,0.1684,92.1,GPU,21,0.0553,0.0066,0.0095,0.1497,0.1373,93.9,GPU,14,0.3291,0.0575,0.2039,0.518,0.3609,32.3,GPU,4,0.2136,0.0,0.1328,0.5335,0.1299,49.0
natural,A_baseline_N8,8,L1_light,Oracle_k1_p5,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1524,0.0623,0.1648,0.0673,25.2,GPU,2,0.0729,0.0102,0.0753,0.3325,0.0673,93.5,GPU,22,0.183,0.0012,0.1857,0.5454,0.1137,90.8,GPU,13,0.1159,0.0081,0.0835,0.3161,0.1468,32.5,GPU,16,0.1574,0.0071,0.502,0.2431,0.1221,93.7,GPU,3,0.0623,0.0016,0.1264,0.1037,0.1402,93.3,NPU,21,0.0829,0.0014,0.024,0.2122,0.2268,0.9,GPU,14,0.3324,0.0556,0.2041,0.5184,0.3701,30.3,GPU,4,0.2121,0.0,0.1298,0.5318,0.1317,48.6
natural,A_baseline_N8,8,L1_light,Oracle_k1_p1,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1508,0.0553,0.1619,0.0659,25.1,GPU,2,0.0724,0.0096,0.0691,0.337,0.0659,95.5,NPU,22,0.1912,0.001,0.1732,0.6133,0.1996,1.6,GPU,13,0.1135,0.0074,0.0844,0.3126,0.143,28.2,GPU,16,0.1631,0.007,0.4723,0.2612,0.1217,94.6,GPU,3,0.066,0.0017,0.1338,0.0969,0.1445,90.2,GPU,21,0.0553,0.0065,0.0088,0.1513,0.1228,91.4,GPU,14,0.3298,0.0549,0.2042,0.5201,0.3677,30.3,GPU,4,0.2149,0.0,0.1322,0.5346,0.1295,46.1
natural,A_baseline_N8,8,L1_light,Oracle_k1_p6,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1541,0.0492,0.1534,0.0635,24.4,GPU,2,0.0713,0.0086,0.0662,0.3314,0.0635,96.3,GPU,22,0.1677,0.0008,0.1857,0.5003,0.0861,99.3,GPU,13,0.1155,0.0079,0.0823,0.313,0.1486,27.5,GPU,16,0.1419,0.0068,0.4727,0.1999,0.1096,98.7,GPU,3,0.0614,0.0014,0.1216,0.0815,0.1386,96.2,GPU,21,0.0492,0.0059,0.0078,0.1356,0.1095,98.1,NPU,14,0.411,0.0137,0.199,0.6551,0.4512,0.5,GPU,4,0.2145,0.0,0.1318,0.5339,0.12,45.4
natural,A_baseline_N8,8,L1_light,Oracle_k2_p5_7,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1419,0.0604,0.1616,0.062,24.5,GPU,2,0.0696,0.0094,0.0729,0.3184,0.062,93.8,GPU,22,0.1712,0.0009,0.1823,0.5167,0.0963,89.8,GPU,13,0.096,0.0083,0.0837,0.2957,0.1259,25.9,GPU,16,0.1355,0.0067,0.4486,0.2125,0.0987,96.8,GPU,3,0.0604,0.0018,0.1228,0.077,0.1254,93.8,NPU,21,0.0819,0.0014,0.023,0.2104,0.2263,4.3,GPU,14,0.3164,0.0556,0.2028,0.4994,0.3529,25.4,NPU,4,0.2046,0.0,0.0835,0.5443,0.2053,3.9
natural,A_baseline_N8,8,L1_light,Oracle_k2_p1_3,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1707,0.0519,0.1857,0.0601,25.6,GPU,2,0.0686,0.01,0.0739,0.3116,0.0601,93.3,NPU,22,0.1904,0.0009,0.1733,0.6078,0.1996,7.6,GPU,13,0.1085,0.008,0.0841,0.309,0.1357,28.9,NPU,16,0.3553,0.0051,0.5156,0.6744,0.3906,5.2,GPU,3,0.0559,0.0023,0.1057,0.0754,0.1176,89.3,GPU,21,0.0519,0.0067,0.0081,0.1388,0.0938,88.7,GPU,14,0.3211,0.0528,0.2058,0.5058,0.363,27.3,GPU,4,0.214,0.0,0.13,0.533,0.1253,44.9
natural,A_baseline_N8,8,L1_light,Oracle_k2_p0_1,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1475,0.0521,0.161,0.1028,25.7,NPU,2,0.1071,0.0111,0.1385,0.5554,0.1329,4.8,NPU,22,0.1904,0.001,0.1735,0.6123,0.1996,4.5,GPU,13,0.1017,0.0079,0.0825,0.2989,0.1338,30.8,GPU,16,0.1418,0.0063,0.446,0.242,0.1066,93.6,GPU,3,0.0593,0.0022,0.1371,0.0815,0.129,93.0,GPU,21,0.0521,0.0064,0.0085,0.145,0.1028,94.5,GPU,14,0.3165,0.0531,0.2028,0.4964,0.3608,29.5,GPU,4,0.2111,0.0,0.1316,0.5284,0.1222,52.8
natural,A_baseline_N8,8,L1_light,Oracle_k3_p4_5_6,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1741,0.076,0.1974,0.0724,24.4,GPU,2,0.076,0.0105,0.0787,0.3467,0.0724,93.9,GPU,22,0.1784,0.0009,0.1857,0.5378,0.1126,97.5,GPU,13,0.1309,0.0082,0.0859,0.3299,0.1526,31.6,GPU,16,0.1765,0.0072,0.5287,0.2735,0.1415,96.1,NPU,3,0.1211,0.0005,0.1838,0.3381,0.2899,0.7,NPU,21,0.0836,0.0014,0.0244,0.2127,0.2268,0.0,NPU,14,0.4114,0.0137,0.199,0.6556,0.4512,0.3,GPU,4,0.2151,0.0,0.1298,0.5365,0.1321,49.1
natural,A_baseline_N8,8,L1_light,Oracle_k3_p1_3_7,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1784,0.0556,0.2145,0.0776,24.4,GPU,2,0.0773,0.0109,0.0802,0.3506,0.0776,90.0,NPU,22,0.1911,0.001,0.1734,0.6136,0.1996,0.7,GPU,13,0.1327,0.0085,0.0871,0.3327,0.159,30.1,NPU,16,0.3591,0.0051,0.4956,0.6821,0.3906,0.2,GPU,3,0.0754,0.002,0.1617,0.1128,0.1741,91.4,GPU,21,0.0556,0.0074,0.0096,0.1541,0.1401,90.2,GPU,14,0.3321,0.0556,0.2047,0.5203,0.3694,29.9,NPU,4,0.2042,0.0,0.0821,0.5434,0.2059,0.6
natural,A_baseline_N8,8,L1_light,Oracle_k3_p0_4_7,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1642,0.0562,0.1958,0.1197,24.6,NPU,2,0.109,0.0114,0.1428,0.5658,0.1329,0.2,GPU,22,0.1789,0.0012,0.1854,0.5414,0.1197,91.7,GPU,13,0.1246,0.0083,0.0885,0.3248,0.1533,31.0,GPU,16,0.1769,0.007,0.514,0.2907,0.1426,91.3,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,0.0,GPU,21,0.0562,0.0072,0.0092,0.156,0.1415,91.7,GPU,14,0.3419,0.0533,0.2049,0.5329,0.3807,30.3,NPU,4,0.2047,0.0,0.0816,0.5458,0.2059,0.0
