table,tag,n_streams,bg_level,placement_name,placement_spec,mean_sap,worst_sap,mean_map,worst_map,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_skip
natural,C_diverse_N4,4,L1_light,Oracle_k2_p0_2,"[""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1982,0.063,0.2452,0.081,22.8,NPU,15,0.1073,0.0092,0.1115,0.3847,0.1654,1.5,GPU,0,0.063,0.0172,0.1282,0.4127,0.081,17.2,NPU,5,0.4381,0.0098,0.1722,0.621,0.4626,3.2,GPU,7,0.1844,0.0,0.1573,0.3221,0.2717,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_light,Oracle_k2_p1_2,"[""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1947,0.058,0.245,0.0722,22.8,GPU,15,0.1023,0.0157,0.1095,0.3383,0.1761,16.6,NPU,0,0.058,0.0111,0.1024,0.433,0.0722,2.1,NPU,5,0.4378,0.0098,0.1724,0.6209,0.4626,3.2,GPU,7,0.1809,0.0005,0.1556,0.3106,0.2692,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_light,Oracle_k2_p0_3,"[""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1938,0.0624,0.2304,0.0814,22.8,NPU,15,0.1075,0.0091,0.1115,0.3804,0.1654,1.7,GPU,0,0.0624,0.0172,0.1267,0.4123,0.0814,16.6,GPU,5,0.4068,0.016,0.2078,0.5515,0.4282,39.5,NPU,7,0.1986,0.0,0.1479,0.3982,0.2467,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_light,Oracle_k3_p0_2_3,"[""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.2037,0.0672,0.2393,0.0823,21.0,NPU,15,0.1081,0.0092,0.112,0.3844,0.1654,0.8,GPU,0,0.0672,0.0177,0.1344,0.4475,0.0823,2.5,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,0.0,NPU,7,0.2014,0.0,0.1473,0.4101,0.2467,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_light,Oracle_k3_p0_1_3,"[""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1988,0.058,0.2363,0.0722,15.7,NPU,15,0.1084,0.0092,0.1129,0.3853,0.1654,1.0,NPU,0,0.058,0.0112,0.1024,0.4331,0.0722,1.8,GPU,5,0.4275,0.0177,0.2148,0.5841,0.4607,10.7,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_light,Oracle_k3_p0_1_2,"[""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.2034,0.0581,0.2462,0.0722,15.4,NPU,15,0.1081,0.0092,0.1126,0.3856,0.1654,1.3,NPU,0,0.0581,0.0114,0.103,0.4334,0.0722,1.7,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,0.0,GPU,7,0.2094,0.0005,0.1697,0.385,0.2845,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_light,Oracle_k4_p0_1_2_3,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.2012,0.0579,0.2366,0.072,15.6,NPU,15,0.1077,0.0092,0.1122,0.3853,0.1649,1.4,NPU,0,0.0579,0.0113,0.1011,0.4312,0.072,2.8,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,0.0,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1686,0.0556,0.2131,0.0771,26.6,GPU,15,0.0826,0.0144,0.0877,0.2412,0.163,37.9,GPU,0,0.0556,0.0155,0.1183,0.3628,0.0771,37.7,GPU,5,0.3833,0.0145,0.1941,0.5132,0.3783,61.6,GPU,7,0.153,0.0,0.1307,0.258,0.2339,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,SizeAware,"[""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1721,0.0553,0.2,0.075,24.9,NPU,15,0.1084,0.0092,0.1121,0.386,0.1654,0.1,GPU,0,0.0553,0.0161,0.1138,0.3673,0.075,31.3,GPU,5,0.3712,0.0139,0.1904,0.4976,0.3352,77.8,GPU,7,0.1536,0.0,0.1274,0.2843,0.2245,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,SizeBlindRev,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1984,0.0581,0.2397,0.0781,25.6,GPU,15,0.0957,0.014,0.0978,0.3208,0.1715,26.8,GPU,0,0.0581,0.0157,0.1191,0.3829,0.0781,28.9,NPU,5,0.4393,0.0098,0.1725,0.6215,0.4626,1.9,NPU,7,0.2003,0.0,0.1469,0.4058,0.2467,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.2015,0.0583,0.2367,0.0722,15.1,NPU,15,0.1085,0.0092,0.112,0.3861,0.1654,0.3,NPU,0,0.0583,0.0115,0.1036,0.4346,0.0722,0.3,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,0.0,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.17,0.0561,0.2175,0.0774,26.6,GPU,15,0.0835,0.0134,0.0884,0.2467,0.1627,36.3,GPU,0,0.0561,0.0156,0.1152,0.3719,0.0774,36.3,GPU,5,0.381,0.0142,0.1889,0.5129,0.3771,65.4,GPU,7,0.1593,0.0,0.1338,0.285,0.2528,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,Oracle_k1_p3,"[""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1781,0.0563,0.2106,0.0784,26.5,GPU,15,0.0869,0.0134,0.0914,0.2663,0.1702,34.1,GPU,0,0.0563,0.0157,0.1166,0.3722,0.0784,34.5,GPU,5,0.3678,0.0149,0.192,0.4935,0.3472,64.9,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,Oracle_k1_p1,"[""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1646,0.0584,0.1993,0.0722,24.4,GPU,15,0.0822,0.0135,0.0816,0.2496,0.1614,30.5,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,0.0,GPU,5,0.3695,0.0161,0.1843,0.4956,0.3479,77.6,GPU,7,0.1483,0.0005,0.1266,0.269,0.2155,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,Oracle_k1_p0,"[""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1718,0.0558,0.1989,0.0753,24.4,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,0.0,GPU,0,0.0558,0.016,0.1156,0.3721,0.0753,31.5,GPU,5,0.3723,0.0139,0.1889,0.4962,0.3346,76.2,GPU,7,0.1509,0.0,0.1258,0.2697,0.2203,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,Oracle_k2_p0_2,"[""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1886,0.0566,0.2337,0.0761,24.7,NPU,15,0.1072,0.0091,0.1102,0.3826,0.1654,0.9,GPU,0,0.0566,0.0161,0.1166,0.3732,0.0761,30.7,NPU,5,0.4373,0.0099,0.1727,0.621,0.4626,1.5,GPU,7,0.1534,0.0005,0.1295,0.2706,0.2305,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,Oracle_k2_p1_2,"[""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1829,0.0582,0.2316,0.0722,24.5,GPU,15,0.0853,0.0134,0.0889,0.2586,0.1663,28.6,NPU,0,0.0582,0.0115,0.1031,0.4341,0.0722,0.7,NPU,5,0.4382,0.0098,0.1723,0.6224,0.4626,1.7,GPU,7,0.1498,0.0005,0.1289,0.2522,0.2255,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,Oracle_k2_p0_3,"[""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1848,0.0565,0.2087,0.0761,24.5,NPU,15,0.1083,0.0092,0.1116,0.3857,0.1654,0.5,GPU,0,0.0565,0.0161,0.1163,0.3754,0.0761,28.3,GPU,5,0.3741,0.0134,0.1887,0.5037,0.3465,73.3,NPU,7,0.2004,0.0,0.1473,0.4047,0.2467,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,Oracle_k3_p0_2_3,"[""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.2023,0.0614,0.2389,0.0809,23.6,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,0.0,GPU,0,0.0614,0.0171,0.1254,0.4062,0.0809,19.5,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,0.0,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,Oracle_k3_p0_1_3,"[""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1909,0.0582,0.2281,0.0722,17.0,NPU,15,0.1082,0.0092,0.1121,0.3864,0.1654,0.2,NPU,0,0.0582,0.0114,0.1028,0.434,0.0722,1.4,GPU,5,0.3961,0.0153,0.1989,0.5345,0.428,57.4,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,Oracle_k3_p0_1_2,"[""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1914,0.0583,0.2385,0.0722,15.2,NPU,15,0.1083,0.0092,0.1121,0.3846,0.1654,0.9,NPU,0,0.0583,0.0115,0.1034,0.4341,0.0722,0.5,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,0.0,GPU,7,0.1608,0.0005,0.1332,0.2881,0.2538,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N4,4,L1_heavy,Oracle_k4_p0_1_2_3,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.2015,0.0583,0.2367,0.0722,14.8,NPU,15,0.1084,0.0092,0.1125,0.3856,0.1654,0.3,NPU,0,0.0583,0.0115,0.1035,0.4345,0.0722,0.7,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,0.0,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural,C_diverse_N8,8,L1_light,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.0969,0.0482,0.1212,0.0671,26.0,GPU,15,0.0652,0.0108,0.0616,0.1815,0.1367,35.5,GPU,19,0.0608,0.0086,0.0474,0.1613,0.0933,95.1,GPU,23,0.0575,0.0149,0.0628,0.1872,0.132,94.5,GPU,0,0.0482,0.0144,0.1033,0.3162,0.0671,32.1,GPU,1,0.0619,0.0025,0.0751,0.1583,0.094,33.2,GPU,20,0.0537,0.0079,0.0462,0.1212,0.0788,93.9,GPU,5,0.3213,0.011,0.1615,0.4267,0.2208,95.5,GPU,7,0.1067,0.0,0.0889,0.1791,0.1467,92.0
natural,C_diverse_N8,8,L1_light,SizeAware_NPU4,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1204,0.0493,0.1445,0.0685,24.5,NPU,15,0.1084,0.0092,0.1121,0.3863,0.1654,0.5,NPU,19,0.1056,0.0085,0.0882,0.3775,0.1478,0.2,NPU,23,0.1438,0.0267,0.147,0.4757,0.2307,0.0,GPU,0,0.0493,0.0149,0.1059,0.324,0.0685,31.8,GPU,1,0.064,0.0026,0.0798,0.1685,0.0947,31.9,GPU,20,0.0564,0.0083,0.0476,0.1267,0.0812,96.0,GPU,5,0.323,0.0126,0.167,0.4282,0.219,97.3,GPU,7,0.1126,0.0,0.0941,0.1889,0.1486,96.5
natural,C_diverse_N8,8,L1_light,SizeAware_NPU6,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1389,0.0582,0.1773,0.0721,17.4,NPU,15,0.1084,0.0092,0.1121,0.3859,0.1649,0.2,NPU,19,0.1055,0.0082,0.0882,0.3774,0.1478,0.5,NPU,23,0.1425,0.0262,0.1461,0.4732,0.2307,0.9,NPU,0,0.0582,0.0112,0.102,0.4334,0.0721,0.5,NPU,1,0.0634,0.0014,0.0651,0.2252,0.0889,0.0,NPU,20,0.1043,0.0076,0.0691,0.3104,0.1515,1.4,GPU,5,0.3719,0.014,0.1915,0.4988,0.3279,74.7,GPU,7,0.1574,0.0,0.1356,0.2667,0.2348,66.3
natural,C_diverse_N8,8,L1_light,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1212,0.0465,0.162,0.0661,25.7,GPU,15,0.0674,0.0074,0.0594,0.2041,0.1391,28.8,GPU,19,0.0558,0.0071,0.0416,0.149,0.088,89.5,GPU,23,0.0516,0.0104,0.0603,0.1779,0.1228,88.4,GPU,0,0.0465,0.0144,0.1065,0.305,0.0661,30.5,GPU,1,0.0606,0.0027,0.0767,0.1519,0.0921,29.6,GPU,20,0.0501,0.0083,0.0428,0.117,0.0787,87.6,NPU,5,0.4395,0.0097,0.1723,0.6224,0.4626,4.1,NPU,7,0.1982,0.0,0.146,0.3994,0.2467,3.0
natural,C_diverse_N8,8,L1_light,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1527,0.0582,0.1957,0.0721,16.3,NPU,15,0.1081,0.0092,0.1119,0.3829,0.1654,0.3,NPU,19,0.1053,0.0082,0.0881,0.3769,0.1478,0.7,NPU,23,0.1438,0.0267,0.1467,0.4742,0.2307,0.7,NPU,0,0.0582,0.0115,0.1012,0.4339,0.0721,0.2,NPU,1,0.0634,0.0014,0.0651,0.2252,0.0889,0.1,NPU,20,0.1044,0.0076,0.0697,0.3132,0.1515,1.1,NPU,5,0.4373,0.0098,0.1728,0.6216,0.4626,0.7,NPU,7,0.201,0.0,0.1471,0.4067,0.2467,0.5
natural,C_diverse_N8,8,L1_light,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.0987,0.0489,0.123,0.0682,25.8,GPU,15,0.0675,0.0097,0.0643,0.1925,0.1395,33.4,GPU,19,0.0587,0.0079,0.0472,0.1611,0.0897,93.2,GPU,23,0.0595,0.012,0.0644,0.1998,0.1334,93.1,GPU,0,0.0489,0.0148,0.1019,0.3281,0.0682,34.6,GPU,1,0.0628,0.0025,0.0766,0.1696,0.096,34.7,GPU,20,0.0569,0.0082,0.0477,0.138,0.0818,94.0,GPU,5,0.3292,0.0118,0.1657,0.4349,0.2313,93.5,GPU,7,0.1056,0.0,0.0877,0.1742,0.1438,91.7
natural,C_diverse_N8,8,L1_light,Oracle_k1_p4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.0856,0.0457,0.1016,0.0642,24.5,GPU,15,0.0604,0.0075,0.0541,0.1713,0.1285,27.1,GPU,19,0.0494,0.0078,0.038,0.1265,0.0721,100.0,GPU,23,0.0469,0.0104,0.057,0.1508,0.1069,93.5,GPU,0,0.0457,0.0144,0.0974,0.3006,0.0642,25.1,NPU,1,0.0629,0.0014,0.0645,0.2225,0.0889,0.9,GPU,20,0.0483,0.0075,0.0424,0.1095,0.0658,98.1,GPU,5,0.285,0.0101,0.1437,0.3748,0.1758,98.5,GPU,7,0.0861,0.0,0.0681,0.1443,0.1104,97.9
natural,C_diverse_N8,8,L1_light,Oracle_k1_p3,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.0885,0.0459,0.1039,0.0646,24.3,GPU,15,0.0615,0.0077,0.0553,0.1712,0.128,26.4,GPU,19,0.0493,0.0073,0.0352,0.129,0.0687,98.6,GPU,23,0.0459,0.0097,0.0555,0.1429,0.1044,96.7,NPU,0,0.0583,0.0115,0.1033,0.4341,0.0722,0.8,GPU,1,0.061,0.0019,0.0762,0.1546,0.0916,26.1,GPU,20,0.0471,0.0079,0.0412,0.1075,0.0646,96.0,GPU,5,0.2967,0.0103,0.1481,0.385,0.1838,99.3,GPU,7,0.0881,0.0,0.0697,0.1477,0.1178,97.4
natural,C_diverse_N8,8,L1_light,Oracle_k1_p6,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1097,0.0475,0.1475,0.0664,25.8,GPU,15,0.0669,0.0082,0.0633,0.1954,0.1376,32.4,GPU,19,0.0552,0.0073,0.0405,0.1457,0.0835,88.2,GPU,23,0.0556,0.0121,0.0626,0.1872,0.1291,94.3,GPU,0,0.0475,0.0142,0.1029,0.3115,0.0664,32.7,GPU,1,0.0606,0.0029,0.0761,0.1491,0.0925,31.9,GPU,20,0.0494,0.0081,0.044,0.1141,0.0724,93.1,NPU,5,0.4384,0.0097,0.1729,0.6226,0.4626,1.5,GPU,7,0.1042,0.0,0.0871,0.1681,0.1362,95.7
natural,C_diverse_N8,8,L1_light,Oracle_k2_p1_3,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.0929,0.0457,0.1101,0.0654,24.3,GPU,15,0.0607,0.0067,0.0535,0.1765,0.1289,25.8,NPU,19,0.1038,0.0082,0.0868,0.3653,0.1478,3.9,GPU,23,0.0462,0.009,0.0528,0.157,0.1063,96.0,NPU,0,0.0581,0.0115,0.1033,0.4335,0.0722,1.6,GPU,1,0.0608,0.0023,0.0768,0.1546,0.091,26.1,GPU,20,0.0457,0.0082,0.0413,0.1044,0.0654,96.0,GPU,5,0.2776,0.0086,0.1473,0.3634,0.1612,98.5,GPU,7,0.09,0.0,0.0729,0.1449,0.1079,97.9
natural,C_diverse_N8,8,L1_light,Oracle_k2_p0_3,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.088,0.0417,0.0996,0.0574,25.0,NPU,15,0.1065,0.0093,0.1111,0.378,0.1654,3.0,GPU,19,0.0444,0.0068,0.0302,0.1186,0.0641,100.0,GPU,23,0.0417,0.0073,0.0502,0.1318,0.0914,95.3,NPU,0,0.0576,0.0114,0.0995,0.4308,0.0722,4.0,GPU,1,0.0596,0.0019,0.0757,0.1465,0.0903,24.2,GPU,20,0.0426,0.0075,0.0378,0.0952,0.0574,100.0,GPU,5,0.2725,0.0097,0.1416,0.3543,0.1534,100.0,GPU,7,0.079,0.0005,0.0597,0.133,0.1026,100.0
natural,C_diverse_N8,8,L1_light,Oracle_k2_p1_4,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.0938,0.0446,0.1118,0.0638,24.4,GPU,15,0.0633,0.0073,0.0552,0.1893,0.1316,25.1,NPU,19,0.1043,0.0082,0.0868,0.3726,0.1478,4.6,GPU,23,0.0476,0.0105,0.0585,0.1566,0.1102,96.9,GPU,0,0.0452,0.0142,0.0979,0.2957,0.0638,25.7,NPU,1,0.0629,0.0015,0.0652,0.2231,0.0889,2.3,GPU,20,0.0446,0.0074,0.0403,0.1015,0.0643,98.6,GPU,5,0.2822,0.009,0.1518,0.3713,0.1626,98.5,GPU,7,0.1007,0.0,0.0839,0.1629,0.1254,96.8
natural,C_diverse_N8,8,L1_light,Oracle_k3_p1_2_3,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1202,0.0581,0.149,0.0722,24.4,GPU,15,0.0704,0.0092,0.0668,0.2054,0.1424,33.9,NPU,19,0.1055,0.0082,0.0882,0.3777,0.1478,0.0,NPU,23,0.1438,0.0266,0.1469,0.4753,0.2307,0.9,NPU,0,0.0581,0.0113,0.103,0.4336,0.0722,0.8,GPU,1,0.0646,0.0025,0.0785,0.1722,0.0949,33.1,GPU,20,0.0608,0.0084,0.0519,0.1437,0.09,96.4,GPU,5,0.3394,0.0125,0.1687,0.4495,0.2479,98.0,GPU,7,0.1189,0.0,0.0993,0.2044,0.1664,93.4
natural,C_diverse_N8,8,L1_light,Oracle_k3_p0_1_3,"[""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1067,0.0532,0.1284,0.0721,24.7,NPU,15,0.1075,0.0092,0.1114,0.3844,0.1649,1.9,NPU,19,0.1055,0.0082,0.0882,0.3774,0.1478,0.2,GPU,23,0.0547,0.0126,0.0622,0.179,0.1235,98.9,NPU,0,0.0582,0.0113,0.1026,0.4333,0.0721,1.8,GPU,1,0.0631,0.0023,0.0775,0.1671,0.0943,31.0,GPU,20,0.0532,0.0085,0.0446,0.1197,0.0738,98.3,GPU,5,0.3161,0.0113,0.1565,0.4193,0.2157,100.0,GPU,7,0.0957,0.0,0.0765,0.1655,0.1351,96.7
natural,C_diverse_N8,8,L1_light,Oracle_k3_p0_1_6,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1229,0.0483,0.1604,0.067,24.6,NPU,15,0.108,0.0092,0.1119,0.3847,0.1654,1.2,NPU,19,0.105,0.0082,0.0878,0.3751,0.1478,3.2,GPU,23,0.0566,0.0134,0.0638,0.1879,0.1264,95.9,GPU,0,0.0483,0.0148,0.1022,0.318,0.067,31.4,GPU,1,0.0637,0.0026,0.079,0.1663,0.0945,31.0,GPU,20,0.0561,0.0074,0.0477,0.1316,0.0817,95.9,NPU,5,0.4376,0.0098,0.1729,0.6219,0.4626,0.2,GPU,7,0.1078,0.0,0.0897,0.1721,0.1375,98.4
natural,C_diverse_N8,8,L1_light,Oracle_k4_p2_4_5_6,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1332,0.0517,0.1793,0.0708,24.5,GPU,15,0.074,0.0102,0.0704,0.2209,0.149,32.6,GPU,19,0.0635,0.0092,0.0499,0.1682,0.105,91.4,NPU,23,0.1428,0.0265,0.1463,0.4739,0.2307,0.4,GPU,0,0.0517,0.0153,0.1079,0.3405,0.0708,32.3,NPU,1,0.0631,0.0014,0.0645,0.2251,0.0889,0.5,NPU,20,0.1045,0.0076,0.0693,0.3154,0.1515,0.9,NPU,5,0.438,0.0098,0.1728,0.6222,0.4626,0.5,GPU,7,0.1284,0.0,0.1098,0.2118,0.1761,88.8
natural,C_diverse_N8,8,L1_light,Oracle_k4_p0_1_2_4,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1215,0.0492,0.1463,0.0683,24.6,NPU,15,0.1084,0.0092,0.1114,0.3864,0.1654,2.0,NPU,19,0.1055,0.0082,0.0882,0.3777,0.1478,0.0,NPU,23,0.1438,0.0268,0.147,0.4757,0.2307,0.2,GPU,0,0.0492,0.015,0.1065,0.3247,0.0683,33.1,NPU,1,0.0629,0.0015,0.0647,0.2229,0.0889,1.4,GPU,20,0.0583,0.0089,0.0495,0.1342,0.0833,98.1,GPU,5,0.3305,0.0133,0.1674,0.4373,0.232,97.9,GPU,7,0.1132,0.0,0.0949,0.1934,0.1541,96.7
natural,C_diverse_N8,8,L1_light,Oracle_k4_p0_1_6_7,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1366,0.0513,0.1789,0.0698,24.6,NPU,15,0.1077,0.0092,0.1118,0.3822,0.1654,1.2,NPU,19,0.1051,0.008,0.0879,0.3761,0.1478,2.3,GPU,23,0.0653,0.0139,0.0731,0.2224,0.1518,89.5,GPU,0,0.0513,0.0153,0.1075,0.3352,0.0698,32.6,GPU,1,0.0642,0.0027,0.0798,0.1632,0.0949,30.8,GPU,20,0.0599,0.0086,0.0488,0.1453,0.0919,89.0,NPU,5,0.4377,0.0098,0.1729,0.6208,0.4626,0.7,NPU,7,0.2012,0.0,0.1485,0.407,0.2467,0.7
natural,C_diverse_N8,8,L1_heavy,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.0926,0.044,0.118,0.0659,29.1,GPU,15,0.0601,0.009,0.0579,0.1686,0.1339,58.0,GPU,19,0.0592,0.0088,0.0467,0.16,0.0882,93.2,GPU,23,0.0584,0.0143,0.0628,0.1912,0.1289,92.9,GPU,0,0.044,0.0114,0.0986,0.2916,0.0659,60.4,GPU,1,0.0457,0.0023,0.0636,0.1101,0.092,58.9,GPU,20,0.0546,0.0086,0.0472,0.1305,0.0772,97.4,GPU,5,0.3171,0.0138,0.1578,0.4167,0.2152,94.3,GPU,7,0.1013,0.0,0.0831,0.1712,0.143,91.5
natural,C_diverse_N8,8,L1_heavy,SizeAware_NPU4,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1163,0.0469,0.1409,0.068,27.1,NPU,15,0.1084,0.0092,0.1121,0.3856,0.1654,0.1,NPU,19,0.1055,0.0082,0.0882,0.3777,0.1478,0.0,NPU,23,0.1438,0.0267,0.1468,0.476,0.2307,0.4,GPU,0,0.0469,0.0135,0.097,0.3127,0.068,41.2,GPU,1,0.0583,0.0028,0.0721,0.1521,0.0934,37.6,GPU,20,0.0559,0.0082,0.0471,0.1309,0.0797,92.7,GPU,5,0.3056,0.0093,0.1576,0.4067,0.2019,96.3,GPU,7,0.1057,0.0,0.087,0.1771,0.1406,95.3
