part,composition,n_streams,bg_level,placement_name,placement_spec,mean_sap,worst_sap,sap_var,mean_map,worst_map,mean_latency,frame_skip_total,n_active_streams,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_lat,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_lat,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_lat,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_lat,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_lat,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_lat,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_lat,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_lat,s7_skip
I,B_medium_mixed,4,L1_light,Naive_allGPU+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1814,0.0954,0.005206,0.2256,0.1257,27.59,98.7,4,22.3,GPU,17,0.2244,0.0197,0.228,0.5692,0.2718,30.13,33.5,GPU,8,0.0954,0.0084,0.1405,0.4116,0.1257,25.1,16.8,GPU,10,0.1298,0.0189,0.1101,0.2731,0.2068,30.25,32.2,GPU,11,0.2759,0.0055,0.1584,0.5402,0.2983,24.88,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,SizeAware_NPU2+Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1778,0.0721,0.006134,0.2086,0.0883,20.9,15.2,4,20.7,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,18.12,0.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,17.6,0.0,GPU,10,0.1465,0.0226,0.1296,0.3166,0.2113,25.21,9.9,GPU,11,0.285,0.0058,0.1768,0.596,0.3017,22.68,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,AllNPU+Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1767,0.0721,0.005923,0.204,0.0883,17.85,0.0,4,17.8,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.69,0.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,17.0,0.0,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,16.94,0.0,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,19.77,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,SizeBlindRev_NPU2+Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1928,0.1001,0.005283,0.2246,0.1269,21.17,14.9,4,20.8,GPU,17,0.2446,0.0212,0.248,0.6169,0.2766,25.27,8.4,GPU,8,0.1001,0.0087,0.1518,0.4248,0.1269,23.3,6.2,NPU,10,0.1461,0.0177,0.1443,0.3228,0.2022,17.84,0.2,NPU,11,0.2804,0.0048,0.1633,0.6073,0.2927,18.29,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1785,0.0969,0.004828,0.2165,0.1254,23.53,45.3,4,21.3,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,18.75,0.0,GPU,8,0.0969,0.0082,0.1485,0.4085,0.1254,23.73,11.0,GPU,10,0.1323,0.0194,0.107,0.2819,0.2092,28.04,23.0,GPU,11,0.2768,0.0053,0.1543,0.546,0.2985,23.62,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1774,0.0721,0.006344,0.2182,0.0883,25.56,73.3,4,22.3,GPU,17,0.228,0.0197,0.2344,0.5702,0.2758,29.93,29.6,NPU,8,0.0721,0.0072,0.0826,0.3962,0.0883,18.18,0.1,GPU,10,0.1332,0.0186,0.1151,0.2813,0.2096,29.45,29.0,GPU,11,0.2762,0.0046,0.1546,0.5303,0.2992,24.7,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1893,0.0973,0.005081,0.2255,0.1264,23.21,43.5,4,21.4,GPU,17,0.236,0.0211,0.2426,0.5915,0.2745,27.57,22.4,GPU,8,0.0973,0.0082,0.1476,0.4142,0.1264,23.66,11.1,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,18.1,0.0,GPU,11,0.2777,0.0053,0.1602,0.5457,0.299,23.5,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1855,0.0956,0.00546,0.226,0.1259,25.61,70.0,4,22.4,GPU,17,0.231,0.0207,0.2331,0.5928,0.2753,29.7,25.8,GPU,8,0.0956,0.0079,0.144,0.409,0.1259,25.08,16.6,GPU,10,0.1347,0.0202,0.1127,0.2856,0.2102,29.43,27.6,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,18.22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.185,0.1004,0.004828,0.216,0.1269,19.82,8.0,4,20.0,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.92,0.0,GPU,8,0.1004,0.0088,0.1512,0.4262,0.1269,22.35,4.4,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.42,0.0,GPU,11,0.2856,0.0059,0.1789,0.6028,0.3017,21.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1841,0.1,0.004586,0.216,0.1269,21.07,15.1,4,20.5,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,18.5,0.0,GPU,8,0.1,0.0087,0.1524,0.4203,0.1269,22.9,5.1,GPU,10,0.1478,0.0224,0.133,0.3229,0.2113,25.26,9.9,NPU,11,0.281,0.0048,0.1643,0.6073,0.2927,17.62,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.187,0.0721,0.006956,0.2173,0.0883,20.75,10.7,4,20.5,GPU,17,0.2449,0.0209,0.249,0.6194,0.277,24.88,7.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,17.6,0.0,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.97,0.0,GPU,11,0.285,0.0059,0.1779,0.6007,0.3017,22.54,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1868,0.0722,0.006663,0.2173,0.0883,22.17,12.5,4,18.6,GPU,17,0.2448,0.0213,0.2477,0.6218,0.277,24.99,5.2,NPU,8,0.0722,0.0073,0.0826,0.3964,0.0883,20.97,0.2,GPU,10,0.1497,0.0227,0.1364,0.3245,0.2113,25.16,6.9,NPU,11,0.2804,0.0048,0.1639,0.6071,0.2927,17.56,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1782,0.0721,0.006241,0.2063,0.0883,18.53,1.7,4,20.0,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.48,0.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,17.21,0.0,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.42,0.0,GPU,11,0.2869,0.006,0.1824,0.6125,0.3017,22.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1778,0.0721,0.005858,0.2063,0.0883,19.32,5.2,4,16.0,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.71,0.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,17.07,0.0,GPU,10,0.1505,0.0231,0.1381,0.325,0.2113,24.8,5.1,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,17.68,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1839,0.101,0.004569,0.2137,0.1269,18.58,3.0,4,20.1,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.36,0.0,GPU,8,0.101,0.0089,0.1533,0.4268,0.1269,22.38,3.0,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.36,0.0,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,17.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_light,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.1863,0.072,0.006804,0.215,0.0883,19.25,3.9,4,15.9,GPU,17,0.2461,0.0212,0.249,0.6212,0.277,24.8,3.6,NPU,8,0.072,0.0073,0.0826,0.3948,0.0883,17.04,0.2,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.58,0.0,NPU,11,0.2809,0.0048,0.1643,0.6075,0.2927,17.59,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Naive_allGPU+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1634,0.0853,0.005298,0.1977,0.1174,35.81,208.0,2,26.5,GPU,17,0.1963,0.0181,0.1936,0.5073,0.2265,39.66,63.4,GPU,8,0.0853,0.0072,0.1264,0.352,0.1174,31.57,38.7,GPU,10,0.1053,0.015,0.0804,0.218,0.1758,39.93,68.5,GPU,11,0.2665,0.0037,0.1335,0.4798,0.2711,32.06,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,SizeAware_NPU2+Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1661,0.0721,0.005709,0.2011,0.0883,24.44,75.4,3,24.6,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.59,0.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,17.07,0.0,GPU,10,0.1185,0.0159,0.0938,0.2458,0.197,34.95,50.1,GPU,11,0.2661,0.0035,0.1301,0.4865,0.2863,28.13,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,AllNPU+Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1767,0.0721,0.005923,0.204,0.0883,18.26,0.0,4,17.5,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,18.19,0.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,19.73,0.0,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.6,0.0,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,17.52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,SizeBlindRev_NPU2+Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1822,0.0906,0.005075,0.2174,0.1212,24.72,87.0,3,25.0,GPU,17,0.2114,0.019,0.2181,0.5361,0.2535,35.22,55.0,GPU,8,0.0906,0.0071,0.136,0.3825,0.1212,29.55,31.8,NPU,10,0.146,0.0178,0.1442,0.323,0.2022,16.93,0.2,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,17.19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1682,0.0843,0.005226,0.2051,0.1177,29.07,128.2,3,26.6,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.43,0.0,GPU,8,0.0843,0.0062,0.1223,0.3587,0.1177,31.73,37.1,GPU,10,0.1153,0.0152,0.089,0.2543,0.1897,36.09,55.4,GPU,11,0.2657,0.0037,0.1309,0.4786,0.2802,31.02,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1602,0.0721,0.005792,0.1913,0.0883,31.56,167.8,2,25.0,GPU,17,0.2011,0.0182,0.2036,0.5084,0.2346,39.05,66.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,17.11,0.0,GPU,10,0.1043,0.0152,0.0792,0.2186,0.1742,39.7,68.6,GPU,11,0.2632,0.0036,0.1256,0.4849,0.2681,30.38,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1767,0.086,0.004512,0.2134,0.1196,28.84,125.9,3,26.6,GPU,17,0.2095,0.0189,0.2157,0.5284,0.2486,36.0,53.2,GPU,8,0.086,0.0075,0.1268,0.3661,0.1196,31.39,37.4,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.19,0.0,GPU,11,0.2651,0.0037,0.1294,0.4804,0.2832,30.76,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1671,0.0864,0.006247,0.201,0.1143,32.28,173.2,2,24.6,GPU,17,0.2005,0.0179,0.2009,0.5081,0.2312,39.74,67.9,GPU,8,0.0864,0.0074,0.1298,0.3682,0.1143,30.08,33.8,GPU,10,0.1007,0.0143,0.073,0.2174,0.1658,42.14,71.6,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,17.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1774,0.088,0.004513,0.2111,0.1205,23.69,65.9,4,26.4,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.06,0.2,GPU,8,0.088,0.0077,0.1334,0.3686,0.1205,30.74,33.7,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,16.87,0.0,GPU,11,0.2677,0.0038,0.1348,0.4887,0.2886,30.1,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1725,0.0896,0.005887,0.2089,0.1196,25.07,88.8,3,24.5,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.39,0.0,GPU,8,0.0896,0.0075,0.1362,0.381,0.1196,29.06,29.1,GPU,10,0.1118,0.0155,0.0864,0.232,0.1904,36.53,59.8,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,17.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1748,0.0721,0.005351,0.2097,0.0883,24.1,78.6,3,24.5,GPU,17,0.2139,0.0197,0.2176,0.5399,0.2598,34.39,53.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,17.07,0.0,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.07,0.0,GPU,11,0.267,0.0041,0.1321,0.4976,0.2883,27.85,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1662,0.0721,0.006656,0.2023,0.0883,27.35,129.0,2,15.6,GPU,17,0.2029,0.0182,0.2038,0.5113,0.2402,37.79,63.4,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,17.22,0.0,GPU,10,0.109,0.0147,0.0835,0.233,0.1879,37.2,65.6,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,17.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.1739,0.0721,0.005358,0.2053,0.0883,20.13,17.4,4,23.5,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.67,0.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,19.44,0.0,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.14,0.0,GPU,11,0.2696,0.0051,0.1375,0.4989,0.2979,26.25,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1712,0.0721,0.00635,0.2044,0.0883,21.28,46.7,4,15.7,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.63,0.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,17.52,0.0,GPU,10,0.1241,0.0162,0.099,0.2675,0.2035,32.6,46.7,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,17.36,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.1824,0.0949,0.004828,0.2132,0.1248,20.74,20.3,4,23.6,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,20.92,0.0,GPU,8,0.0949,0.0079,0.1431,0.4079,0.1248,26.82,20.3,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.89,0.0,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,17.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,4,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.18,0.0721,0.006157,0.2132,0.0883,21.45,43.0,4,17.4,GPU,17,0.2208,0.0201,0.2249,0.5553,0.2696,32.21,43.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,17.03,0.0,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.25,0.0,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,19.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,Naive_allGPU+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1889,0.0629,0.018145,0.2467,0.0816,28.11,105.8,4,22.6,GPU,15,0.0993,0.0172,0.1117,0.3012,0.1768,25.01,17.3,GPU,0,0.0629,0.0171,0.1278,0.4163,0.0816,25.05,15.7,GPU,5,0.4095,0.017,0.2068,0.5528,0.4502,31.59,38.0,GPU,7,0.1839,0.0005,0.1526,0.3317,0.278,30.8,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,SizeAware_NPU2+Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.2013,0.0584,0.019862,0.2457,0.0722,22.06,27.7,4,15.5,NPU,15,0.1084,0.0092,0.1123,0.386,0.1654,16.6,0.1,NPU,0,0.0584,0.0115,0.1034,0.435,0.0722,17.12,0.1,GPU,5,0.4255,0.0176,0.2138,0.582,0.4607,27.72,16.5,GPU,7,0.213,0.0005,0.1725,0.3922,0.2845,26.78,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,AllNPU+Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.2015,0.0584,0.021283,0.2367,0.0722,16.05,0.2,4,14.1,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,15.58,0.0,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,15.6,0.0,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,16.6,0.0,NPU,7,0.2012,0.0,0.1478,0.407,0.2467,16.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,SizeBlindRev_NPU2+Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.2057,0.0674,0.020307,0.2426,0.0823,19.69,6.8,4,20.0,GPU,15,0.1158,0.0184,0.1335,0.3744,0.1787,21.75,3.7,GPU,0,0.0674,0.0177,0.1359,0.4455,0.0823,21.99,3.1,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.65,0.0,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,17.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1955,0.0636,0.018269,0.2458,0.0821,25.19,66.3,4,21.9,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,17.32,0.0,GPU,0,0.0636,0.0174,0.1289,0.4185,0.0821,24.2,12.1,GPU,5,0.4148,0.017,0.21,0.564,0.4548,29.85,27.7,GPU,7,0.195,0.0005,0.1635,0.3501,0.2809,29.38,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1967,0.0584,0.019699,0.2489,0.0722,25.04,54.4,4,21.7,GPU,15,0.1057,0.0167,0.1208,0.3243,0.1782,24.2,11.7,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,17.76,0.0,GPU,5,0.4233,0.0175,0.2113,0.5747,0.4607,29.46,23.5,GPU,7,0.1994,0.0005,0.1642,0.3641,0.2845,28.75,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.2054,0.0661,0.020538,0.252,0.0823,22.69,31.0,4,20.7,GPU,15,0.1127,0.0183,0.1247,0.3703,0.1786,23.01,7.7,GPU,0,0.0661,0.0176,0.1323,0.4378,0.0823,22.78,7.7,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,18.59,0.0,GPU,7,0.2045,0.0005,0.1705,0.3656,0.2845,26.39,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.2006,0.0658,0.018877,0.2421,0.0823,22.74,31.1,4,21.0,GPU,15,0.1124,0.0177,0.1251,0.3681,0.1787,23.13,8.4,GPU,0,0.0658,0.0177,0.1313,0.4347,0.0823,23.08,7.4,GPU,5,0.4232,0.0168,0.2143,0.5788,0.4607,27.2,15.3,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,17.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.207,0.0668,0.020706,0.2487,0.0823,20.62,10.8,4,20.4,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,16.65,0.0,GPU,0,0.0668,0.0176,0.1334,0.445,0.0823,22.43,3.9,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.64,0.0,GPU,7,0.2146,0.0005,0.1756,0.3915,0.2845,25.76,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.2008,0.0666,0.019434,0.2388,0.0823,20.58,14.4,4,20.8,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,16.69,0.0,GPU,0,0.0666,0.0177,0.1338,0.4397,0.0823,22.86,4.9,GPU,5,0.4271,0.0173,0.2157,0.5863,0.4607,25.91,9.5,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,16.84,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.206,0.0584,0.021046,0.2495,0.0722,21.05,18.5,4,20.7,GPU,15,0.1141,0.0184,0.1307,0.3714,0.1787,23.04,5.2,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,16.97,0.0,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.74,0.0,GPU,7,0.2136,0.0005,0.1714,0.3934,0.2845,26.44,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.2014,0.0584,0.020039,0.2396,0.0722,20.22,9.4,4,19.8,GPU,15,0.1158,0.0191,0.132,0.3738,0.1787,22.1,2.1,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,16.64,0.0,GPU,5,0.4302,0.0176,0.2167,0.5888,0.4607,25.27,7.3,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,16.88,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.2062,0.0584,0.021345,0.2462,0.0722,18.54,1.9,4,14.7,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,16.25,0.0,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,16.24,0.1,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.37,0.0,GPU,7,0.2198,0.0005,0.1765,0.4072,0.2845,24.32,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.2001,0.0584,0.020594,0.2363,0.0722,18.36,2.7,4,14.6,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,15.89,0.0,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,16.12,0.0,GPU,5,0.4322,0.0179,0.2177,0.5922,0.4607,24.64,2.7,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,16.77,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_light,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.2038,0.0674,0.020648,0.2393,0.0823,18.46,1.6,4,20.0,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,16.94,0.0,GPU,0,0.0674,0.0176,0.1349,0.449,0.0823,22.12,1.6,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.79,0.0,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,16.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
