part,composition,n_streams,bg_level,placement_name,placement_spec,mean_sap,worst_sap,sap_var,mean_map,worst_map,mean_latency,frame_skip_total,n_active_streams,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_lat,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_lat,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_lat,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_lat,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_lat,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_lat,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_lat,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_lat,s7_skip
I,C_diverse,4,L1_light,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.2036,0.0584,0.020913,0.24,0.0722,18.09,1.6,4,19.8,GPU,15,0.1167,0.0185,0.1345,0.3785,0.1787,22.1,1.6,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,16.42,0.0,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.23,0.0,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,16.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Naive_allGPU+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1693,0.0551,0.016521,0.2181,0.077,35.45,201.3,2,26.3,GPU,15,0.0834,0.0138,0.0889,0.2431,0.165,31.78,37.7,GPU,0,0.0551,0.0148,0.1152,0.3635,0.077,31.95,36.8,GPU,5,0.3826,0.0154,0.1942,0.5143,0.3844,39.33,66.0,GPU,7,0.1561,0.0,0.1323,0.274,0.2461,38.73,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,SizeAware_NPU2+Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1781,0.0584,0.015352,0.2205,0.0722,27.15,130.0,2,15.2,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,16.18,0.0,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,16.43,0.0,GPU,5,0.383,0.0144,0.1937,0.5177,0.3892,39.0,69.9,GPU,7,0.1627,0.0005,0.1366,0.2955,0.2551,37.0,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,AllNPU+Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.2015,0.0584,0.021283,0.2367,0.0722,16.99,0.2,4,15.0,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,16.36,0.0,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,16.63,0.0,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.71,0.0,NPU,7,0.2012,0.0,0.1476,0.4074,0.2467,17.28,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,SizeBlindRev_NPU2+Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1993,0.0591,0.021629,0.2409,0.08,23.02,56.4,4,25.5,GPU,15,0.0993,0.0153,0.1053,0.3257,0.1743,28.73,27.8,GPU,0,0.0591,0.016,0.1223,0.3908,0.08,29.16,28.1,NPU,5,0.4378,0.0098,0.1728,0.6222,0.4626,17.56,0.2,NPU,7,0.2011,0.0,0.1474,0.4068,0.2467,16.64,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1747,0.0577,0.01488,0.2111,0.0773,32.37,174.5,2,24.6,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,16.5,0.0,GPU,0,0.0577,0.016,0.1193,0.3776,0.0773,29.71,29.2,GPU,5,0.3774,0.0147,0.191,0.5062,0.3629,43.01,74.4,GPU,7,0.1552,0.0005,0.1305,0.275,0.2385,40.25,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1705,0.0584,0.015739,0.2149,0.0722,31.22,166.4,2,24.4,GPU,15,0.0882,0.0143,0.0941,0.262,0.1684,29.32,29.7,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,16.35,0.0,GPU,5,0.3789,0.0156,0.1913,0.5093,0.374,40.69,71.6,GPU,7,0.1565,0.0005,0.1306,0.277,0.2451,38.53,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1864,0.0561,0.02256,0.2407,0.0787,30.06,130.7,3,26.5,GPU,15,0.09,0.0153,0.0947,0.2882,0.1714,30.97,35.0,GPU,0,0.0561,0.0149,0.1175,0.3731,0.0787,31.09,34.7,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,20.4,0.0,GPU,7,0.1613,0.0005,0.1354,0.2808,0.2502,37.77,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1848,0.0571,0.016753,0.2246,0.0793,28.07,118.5,3,25.8,GPU,15,0.0917,0.0144,0.102,0.282,0.1738,29.98,31.1,GPU,0,0.0571,0.0152,0.1159,0.3802,0.0793,29.79,30.9,GPU,5,0.3892,0.0153,0.1972,0.5253,0.3985,36.02,56.5,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,16.47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.1932,0.0588,0.021476,0.2425,0.0797,24.04,82.1,3,24.4,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,16.14,0.0,GPU,0,0.0588,0.0165,0.1194,0.3911,0.0797,27.93,27.1,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.05,0.0,GPU,7,0.1674,0.0005,0.1406,0.2989,0.2621,35.04,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""NPU""]",0.1898,0.0594,0.015966,0.225,0.0795,24.28,83.5,3,24.3,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,16.9,0.0,GPU,0,0.0594,0.0169,0.1208,0.3939,0.0795,27.92,26.6,GPU,5,0.3901,0.0142,0.1996,0.528,0.4082,35.46,56.9,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,16.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""GPU""]",0.1897,0.0584,0.022254,0.2432,0.0722,24.16,79.4,3,24.5,GPU,15,0.0911,0.0149,0.1009,0.2712,0.1728,28.5,28.6,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,16.48,0.0,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.16,0.0,GPU,7,0.1714,0.0005,0.1401,0.3029,0.2655,34.51,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1844,0.0584,0.016734,0.2238,0.0722,24.72,90.4,3,24.6,GPU,15,0.0894,0.0148,0.0959,0.2658,0.1707,29.0,30.4,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,16.53,0.0,GPU,5,0.3887,0.0158,0.1978,0.5219,0.4057,36.71,59.9,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,16.64,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""NPU"", ""GPU""]",0.196,0.0584,0.021377,0.2448,0.0722,20.52,38.4,4,15.4,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,16.24,0.0,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,17.05,0.0,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.29,0.0,GPU,7,0.1792,0.0005,0.1526,0.3109,0.2791,31.5,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""NPU""]",0.1913,0.0584,0.016778,0.2305,0.0722,20.76,45.2,4,15.2,NPU,15,0.1083,0.0092,0.112,0.3868,0.1654,16.57,0.1,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,16.79,0.0,GPU,5,0.3974,0.0165,0.203,0.5412,0.4378,32.59,45.1,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,17.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""NPU"", ""NPU""]",0.2028,0.0635,0.020921,0.2391,0.0816,19.13,15.6,4,22.7,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,16.31,0.0,GPU,0,0.0635,0.0174,0.1281,0.4194,0.0816,25.14,15.6,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.85,0.0,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,17.22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,C_diverse,4,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""NPU"", ""NPU""]",0.2011,0.0584,0.021369,0.2397,0.0722,19.75,16.5,4,23.0,GPU,15,0.1066,0.0157,0.1157,0.3554,0.1773,25.9,16.4,NPU,0,0.0584,0.0115,0.1034,0.4349,0.0722,18.55,0.1,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,17.61,0.0,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,16.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,B_medium_mixed,8,L1_heavy,Naive_allGPU+Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1388,0.0562,0.007707,0.1532,0.0769,58.46,673.4,0,29.7,GPU,17,0.161,0.0152,0.164,0.4114,0.1411,67.3,94.1,GPU,8,0.0562,0.0063,0.0785,0.2185,0.0835,51.1,78.0,GPU,10,0.0781,0.0104,0.0486,0.1674,0.1087,67.03,93.6,GPU,11,0.2522,0.0031,0.1059,0.4408,0.1908,49.85,74.5,GPU,2,0.0776,0.01,0.0778,0.3575,0.0769,66.3,92.7,GPU,13,0.1084,0.0066,0.063,0.2832,0.1378,49.1,74.0,GPU,3,0.0697,0.0008,0.1338,0.1296,0.1719,66.74,92.2,GPU,14,0.3072,0.0562,0.1968,0.5002,0.3151,50.24,74.2
I,B_medium_mixed,8,L1_heavy,SizeAware_NPU4,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1644,0.0713,0.008498,0.1933,0.0883,35.14,278.9,6,27.2,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,19.86,0.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,18.46,0.0,GPU,10,0.0781,0.0104,0.0464,0.1703,0.1114,64.1,96.6,GPU,11,0.2518,0.0026,0.1043,0.4399,0.2185,38.46,42.3,NPU,2,0.109,0.0113,0.142,0.5659,0.1329,19.72,0.0,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,17.89,0.0,GPU,3,0.0713,0.0018,0.1511,0.0988,0.165,63.89,96.2,GPU,14,0.3382,0.0553,0.2033,0.5287,0.3766,38.69,43.8
I,B_medium_mixed,8,L1_heavy,SizeAware_NPU6+Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1772,0.0718,0.008556,0.2183,0.0883,28.06,154.6,7,25.8,NPU,17,0.2054,0.0106,0.1862,0.5974,0.233,23.13,6.3,NPU,8,0.0718,0.0073,0.0826,0.3931,0.0883,20.36,1.9,NPU,10,0.1438,0.0179,0.1403,0.3212,0.2022,22.9,3.7,NPU,11,0.2782,0.0054,0.1585,0.5732,0.2927,21.6,2.9,NPU,2,0.1068,0.0112,0.1364,0.5476,0.1329,23.38,4.6,NPU,13,0.1843,0.0038,0.0856,0.3955,0.2209,19.82,1.5,GPU,3,0.0766,0.0021,0.1584,0.1344,0.1813,58.04,94.1,GPU,14,0.3506,0.0559,0.204,0.5443,0.3947,35.27,39.7
I,B_medium_mixed,8,L1_heavy,AllNPU+Oracle,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1872,0.0719,0.010625,0.2385,0.0883,22.97,48.0,8,19.4,NPU,17,0.2027,0.0099,0.1812,0.5918,0.2318,24.41,8.8,NPU,8,0.0719,0.0072,0.082,0.3943,0.0883,20.94,1.9,NPU,10,0.1413,0.017,0.1361,0.3097,0.2022,23.96,7.8,NPU,11,0.2779,0.0045,0.156,0.5756,0.2927,21.4,4.5,NPU,2,0.1055,0.0109,0.1334,0.5521,0.1329,24.34,6.8,NPU,13,0.1868,0.0038,0.085,0.3986,0.2209,20.35,2.2,NPU,3,0.1054,0.0005,0.171,0.2582,0.2878,27.8,13.3,NPU,14,0.4058,0.0132,0.1981,0.6476,0.4512,20.57,2.8
I,B_medium_mixed,8,L1_heavy,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1731,0.0731,0.011812,0.2117,0.073,36.91,289.1,6,27.1,GPU,17,0.1609,0.0154,0.1649,0.4128,0.1415,67.22,98.0,GPU,8,0.0731,0.0057,0.1093,0.3116,0.0977,40.63,46.6,NPU,10,0.1457,0.0178,0.1443,0.3218,0.2022,20.13,0.2,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,19.19,0.1,GPU,2,0.0753,0.0101,0.0743,0.3481,0.073,67.23,96.5,GPU,13,0.1169,0.0085,0.0801,0.3151,0.1458,39.79,46.5,NPU,3,0.1211,0.0005,0.1816,0.3381,0.2899,22.4,0.9,NPU,14,0.4109,0.0136,0.1991,0.6552,0.4512,18.7,0.3
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1385,0.064,0.007338,0.155,0.0695,55.28,563.3,1,29.1,GPU,17,0.154,0.0151,0.1552,0.3941,0.1298,72.29,95.3,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,17.43,0.0,GPU,10,0.0758,0.011,0.0472,0.1617,0.1043,70.53,94.7,GPU,11,0.2512,0.0024,0.1045,0.4415,0.2053,44.37,61.0,GPU,2,0.0747,0.0097,0.0729,0.3479,0.0695,72.56,98.4,GPU,13,0.1128,0.0074,0.0711,0.2941,0.1522,44.32,59.1,GPU,3,0.064,0.0016,0.1299,0.1033,0.1517,76.09,98.9,GPU,14,0.3033,0.0538,0.199,0.48,0.3394,44.61,56.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1475,0.0587,0.008775,0.1682,0.078,50.47,566.3,1,29.7,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.42,0.0,GPU,8,0.0587,0.0066,0.0843,0.2328,0.0866,48.16,72.5,GPU,10,0.0759,0.0094,0.0497,0.1634,0.1091,66.08,93.6,GPU,11,0.2519,0.0026,0.106,0.4408,0.1964,48.41,72.8,GPU,2,0.0786,0.0115,0.0801,0.3558,0.078,62.3,88.4,GPU,13,0.1138,0.0072,0.0632,0.2981,0.1392,48.73,73.7,GPU,3,0.0703,0.0016,0.1468,0.1426,0.1692,64.53,93.8,GPU,14,0.3231,0.0559,0.1957,0.5167,0.334,48.13,71.6
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1486,0.0645,0.00803,0.1649,0.0702,54.55,561.1,1,29.1,GPU,17,0.1585,0.0154,0.1624,0.4056,0.1367,69.82,96.9,GPU,8,0.0645,0.0071,0.0908,0.2616,0.092,44.32,59.6,GPU,10,0.0737,0.0095,0.0418,0.1657,0.0987,72.46,94.0,GPU,11,0.2504,0.0023,0.103,0.4393,0.2037,45.24,60.3,GPU,2,0.0745,0.0096,0.0707,0.3448,0.0702,72.0,94.6,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,16.78,0.0,GPU,3,0.066,0.0017,0.131,0.089,0.1508,71.55,95.3,GPU,14,0.3138,0.0575,0.2008,0.4971,0.3466,44.27,60.3
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1495,0.0581,0.007564,0.166,0.073,51.24,567.6,1,29.7,GPU,17,0.1638,0.0159,0.1682,0.4136,0.142,66.37,91.2,GPU,8,0.0581,0.0068,0.0793,0.2313,0.0854,49.01,75.4,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.23,0.0,GPU,11,0.2511,0.0025,0.1041,0.4371,0.1938,48.9,74.2,GPU,2,0.0763,0.0097,0.0789,0.3495,0.073,64.86,91.5,GPU,13,0.1111,0.0071,0.0639,0.2844,0.1364,49.45,73.2,GPU,3,0.071,0.0022,0.1459,0.1117,0.1593,66.63,93.2,GPU,14,0.3187,0.0573,0.1982,0.5107,0.336,47.47,69.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1514,0.0617,0.013225,0.1685,0.0705,55.17,562.9,1,29.0,GPU,17,0.1572,0.0148,0.1603,0.4059,0.1313,71.99,97.9,GPU,8,0.0617,0.005,0.0889,0.2487,0.0921,45.6,63.0,GPU,10,0.0752,0.01,0.0465,0.1594,0.101,71.89,95.7,GPU,11,0.251,0.0024,0.1056,0.4357,0.2007,45.29,57.0,GPU,2,0.0754,0.0093,0.0714,0.348,0.0705,72.98,94.6,GPU,13,0.1115,0.0071,0.0678,0.2956,0.1472,45.07,57.9,GPU,3,0.0675,0.0021,0.1393,0.1056,0.1541,71.92,96.8,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,16.66,0.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1479,0.058,0.007316,0.171,0.0788,50.83,575.6,1,29.8,GPU,17,0.1617,0.0151,0.1659,0.4144,0.1445,64.93,93.3,GPU,8,0.058,0.0057,0.0827,0.2263,0.0837,49.68,76.5,GPU,10,0.081,0.0105,0.0527,0.1725,0.1105,65.08,91.2,GPU,11,0.2509,0.0023,0.1049,0.435,0.193,48.78,77.1,GPU,2,0.0779,0.0105,0.0793,0.3549,0.0788,63.17,91.7,GPU,13,0.1156,0.0072,0.0647,0.2992,0.1391,48.83,73.3,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,17.28,0.0,GPU,14,0.3167,0.0536,0.1938,0.5017,0.3287,48.93,72.6
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1564,0.0626,0.008363,0.1826,0.0748,46.11,456.7,2,28.9,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,17.77,0.0,GPU,8,0.0626,0.0059,0.09,0.2548,0.0921,44.37,57.5,GPU,10,0.0765,0.0088,0.0451,0.1667,0.1082,69.35,94.2,GPU,11,0.2504,0.0021,0.1032,0.4379,0.21,43.41,58.2,GPU,2,0.0775,0.0108,0.0784,0.3558,0.0748,66.74,98.5,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,16.85,0.0,GPU,3,0.0718,0.0012,0.1527,0.0897,0.1632,67.39,92.5,GPU,14,0.3174,0.0583,0.1996,0.5085,0.3584,42.97,55.7
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU""]",0.154,0.0596,0.007395,0.1829,0.0872,43.78,466.0,2,29.7,GPU,17,0.1689,0.0165,0.1737,0.4245,0.1528,59.98,86.0,GPU,8,0.0596,0.0081,0.0814,0.2401,0.0872,47.63,72.7,GPU,10,0.0786,0.0095,0.048,0.1701,0.1168,62.98,89.0,GPU,11,0.2522,0.0022,0.1053,0.4398,0.197,48.18,75.0,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,18.08,0.0,GPU,13,0.1147,0.0083,0.0638,0.3014,0.1401,48.39,72.3,NPU,3,0.1214,0.0005,0.1816,0.339,0.2899,17.93,0.0,GPU,14,0.3274,0.0563,0.1977,0.4945,0.3462,47.08,71.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.1508,0.059,0.008378,0.174,0.0861,43.84,465.8,2,29.7,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,18.43,0.0,GPU,8,0.059,0.0061,0.0843,0.2378,0.0861,47.99,72.1,GPU,10,0.0805,0.0105,0.0495,0.1733,0.1151,61.45,87.8,GPU,11,0.2528,0.0026,0.1081,0.4376,0.1959,48.44,73.8,NPU,2,0.109,0.0113,0.1426,0.5659,0.1329,18.29,0.0,GPU,13,0.1018,0.007,0.0663,0.2735,0.1287,47.67,73.1,GPU,3,0.0723,0.0019,0.1519,0.0957,0.1681,59.39,86.0,GPU,14,0.3231,0.0521,0.1971,0.5182,0.3323,49.06,73.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1559,0.0635,0.014035,0.1792,0.0658,52.73,473.0,4,26.9,GPU,17,0.1546,0.0141,0.1545,0.3977,0.1253,75.19,97.8,GPU,8,0.0698,0.0064,0.1056,0.2924,0.0943,41.61,41.9,GPU,10,0.0682,0.0091,0.0397,0.1479,0.0951,77.57,97.7,NPU,11,0.2808,0.0048,0.164,0.606,0.2927,18.65,0.1,GPU,2,0.073,0.0094,0.0707,0.3435,0.0658,76.91,98.3,GPU,13,0.1261,0.008,0.0796,0.3225,0.1519,40.91,40.6,GPU,3,0.0635,0.0019,0.1428,0.0847,0.1573,73.79,96.8,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,17.19,0.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU""]",0.1603,0.0645,0.013027,0.1759,0.0667,51.56,468.0,4,26.9,GPU,17,0.1503,0.0148,0.1529,0.381,0.1259,74.02,97.8,GPU,8,0.0692,0.0054,0.1069,0.2805,0.0943,40.65,42.9,GPU,10,0.0741,0.0099,0.0442,0.16,0.0995,74.87,97.8,GPU,11,0.2506,0.0026,0.1041,0.4311,0.2039,40.3,37.3,GPU,2,0.0749,0.0097,0.0736,0.347,0.0667,75.83,97.1,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,17.08,0.0,GPU,3,0.0645,0.0015,0.1361,0.0936,0.1447,72.87,95.1,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,16.83,0.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1618,0.0638,0.012266,0.1846,0.0731,46.49,473.4,2,29.1,GPU,17,0.1626,0.0153,0.1666,0.4196,0.1416,66.46,96.0,GPU,8,0.0638,0.0066,0.0958,0.2411,0.0946,45.14,63.3,NPU,10,0.1461,0.0178,0.1443,0.323,0.2022,17.5,0.0,GPU,11,0.2512,0.0022,0.1044,0.4416,0.2087,43.72,59.8,GPU,2,0.077,0.0102,0.0757,0.3544,0.0731,67.22,97.0,GPU,13,0.1118,0.0077,0.0705,0.2892,0.1437,44.25,60.7,GPU,3,0.0707,0.0017,0.1466,0.1029,0.1618,67.53,96.5,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,20.08,0.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1606,0.0672,0.013258,0.182,0.0705,43.46,377.1,5,27.2,NPU,17,0.2077,0.0104,0.1878,0.6044,0.233,18.7,0.0,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,18.41,0.0,GPU,10,0.0704,0.0098,0.0404,0.1546,0.1004,71.98,99.5,GPU,11,0.2504,0.0021,0.1027,0.4347,0.2078,40.39,42.7,GPU,2,0.0753,0.0099,0.0748,0.3499,0.0705,70.09,96.3,GPU,13,0.1299,0.0084,0.0772,0.3301,0.1531,40.1,40.7,GPU,3,0.0672,0.0016,0.1342,0.1073,0.1515,70.63,97.9,NPU,14,0.4114,0.0136,0.199,0.6555,0.4512,17.39,0.0
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""GPU"", ""NPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1631,0.0657,0.008226,0.19,0.0699,43.39,377.7,5,26.9,GPU,17,0.1592,0.0151,0.1632,0.4013,0.1356,70.11,99.5,GPU,8,0.07,0.0064,0.1033,0.2886,0.0936,40.65,42.0,NPU,10,0.1463,0.0178,0.1443,0.3234,0.2022,18.81,0.2,NPU,11,0.2809,0.0048,0.1643,0.6074,0.2927,18.93,0.0,GPU,2,0.0743,0.0102,0.0716,0.3449,0.0699,70.86,98.4,NPU,13,0.1874,0.0038,0.0861,0.399,0.2209,17.62,0.1,GPU,3,0.0657,0.0015,0.1328,0.1,0.1466,70.29,96.9,GPU,14,0.3212,0.055,0.2026,0.5066,0.3589,39.87,40.6
I,B_medium_mixed,8,L1_heavy,Oracle,"[""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1526,0.066,0.008824,0.1753,0.0678,48.52,426.6,4,25.1,GPU,17,0.1562,0.0153,0.1583,0.4026,0.1292,72.73,99.5,NPU,8,0.0721,0.0073,0.0826,0.3962,0.0883,18.58,0.0,GPU,10,0.0702,0.0106,0.0417,0.1521,0.101,71.92,96.2,NPU,11,0.2807,0.0048,0.164,0.6063,0.2927,18.99,0.1,GPU,2,0.0742,0.0097,0.0701,0.3455,0.0678,75.48,99.4,NPU,13,0.1874,0.0038,0.0861,0.3991,0.2209,17.75,0.0,GPU,3,0.066,0.0012,0.1361,0.119,0.1568,75.15,99.5,GPU,14,0.314,0.0544,0.2025,0.4999,0.3459,37.54,31.9
