detector,params_M,phase,n_streams,bg_level,infer_mode,mxq_path,placement_name,placement_spec,mean_sap,worst_sap,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_skip
yolo11s,9.4,multistream,4,L1_light,single,models/mobilint_backup/yolo11s.mxq,SizeAware,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1408,0.109,11.3,NPU,2,0.109,0.0113,0.1426,0.5659,0.0,NPU,22,0.1912,0.001,0.1733,0.614,0.0,GPU,3,0.1494,0.0035,0.2538,0.327,3.6,GPU,21,0.1137,0.0101,0.0456,0.2584,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yolo11s,9.4,multistream,4,L1_light,single,models/mobilint_backup/yolo11s.mxq,SizeBlindRev,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1336,0.0836,11.6,GPU,2,0.1192,0.0164,0.1703,0.5637,4.3,GPU,22,0.21,0.0015,0.193,0.6429,6.5,NPU,3,0.1213,0.0005,0.1816,0.339,0.2,NPU,21,0.0836,0.0014,0.0244,0.2129,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yolo11s,9.4,multistream,8,L1_light,single,models/mobilint_backup/yolo11s.mxq,SizeAware_NPU4,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1952,0.0619,24.3,NPU,2,0.1087,0.0114,0.1417,0.5577,1.1,NPU,22,0.1915,0.001,0.1733,0.6142,1.6,NPU,13,0.1831,0.0038,0.0857,0.3943,1.2,NPU,16,0.3564,0.0051,0.4956,0.6777,0.9,GPU,3,0.0797,0.0027,0.1741,0.1573,81.2,GPU,21,0.0619,0.0076,0.011,0.1679,86.9,GPU,14,0.3668,0.0565,0.2074,0.5659,31.4,GPU,4,0.2135,0.0,0.1328,0.5315,46.1
yolo11s,9.4,multistream,8,L1_light,single,models/mobilint_backup/yolo11s.mxq,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1765,0.0834,23.5,GPU,2,0.0845,0.0123,0.0916,0.3831,88.0,GPU,22,0.1855,0.0013,0.1867,0.5628,84.7,GPU,13,0.1378,0.0085,0.0916,0.3394,34.7,GPU,16,0.1865,0.0076,0.5474,0.3268,86.5,NPU,3,0.1191,0.0005,0.18,0.3308,1.1,NPU,21,0.0834,0.0014,0.0244,0.2127,0.5,NPU,14,0.4106,0.0137,0.1991,0.6546,0.6,NPU,4,0.2042,0.0,0.0816,0.5438,0.2
