detector,params_M,sa_worst,sb_worst,sa_mean,sb_mean,worst_gain,mean_gain,worst_mean_ratio,inverts
yolo11s,9.4,0.109,0.0836,0.1408,0.1336,0.025400000000000006,0.007200000000000012,3.527777777777773,True
yolo11m,20.1,0.1156,0.1022,0.1749,0.181,0.013399999999999995,-0.006099999999999994,-2.196721311475411,True
yolo11l,25.3,0.0901,0.0653,0.1493,0.1515,0.024800000000000003,-0.0022000000000000075,-11.272727272727236,True
yolo11x,56.9,0.0941,0.0646,0.1547,0.1591,0.0295,-0.004399999999999987,-6.704545454545474,True
