detector,params_M,phase,sid,device,infer_mode,mxq_path,mxq_sha8,bg_level,sap_5095,sap_50,sap_s,sap_m,sap_l,map_5095,map_s,map_m,map_l,latency_mean,eff_e2e_mean,frame_skip_pct,wall_sec,gpu_util_start,gpu_temp_start,ts_iso
yolo11l,25.3,rev12_l2lm,6,GPU,,,,L2_lm,0.0782,0.1713,0.0177,0.0705,0.2232,0.1728,0.0322,0.1751,0.5718,39.6829,39.5376,82.7397,15.6282,13,56,2026-06-05T15:47:09
yolo11l,25.3,rev12_l2lm,6,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.0118,0.0503,0.0037,0.0131,0.0279,0.0408,0.0076,0.0368,0.1367,164.1331,166.4103,100.0,15.6456,0,54,2026-06-05T15:47:26
yolo11l,25.3,rev12_l2lm,7,GPU,,,,L2_lm,0.1962,0.3841,0.001,0.1853,0.3411,0.3135,0.0,0.2761,0.6041,40.2806,40.4885,84.7887,15.6098,80,55,2026-06-05T15:47:42
yolo11l,25.3,rev12_l2lm,7,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.0491,0.1176,0.0,0.037,0.086,0.0629,0.0,0.0521,0.1277,168.866,164.315,100.0,15.613,41,59,2026-06-05T15:47:58
yolo11l,25.3,rev12_l2lm,8,GPU,,,,L2_lm,0.1015,0.2531,0.0362,0.1299,0.2989,0.1473,0.0469,0.2185,0.5275,41.832,41.8364,87.4816,29.6908,45,54,2026-06-05T15:48:29
yolo11l,25.3,rev12_l2lm,8,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.0171,0.0714,0.012,0.0084,0.0714,0.0302,0.0102,0.0324,0.1314,164.1147,165.8832,100.0,29.7098,0,54,2026-06-05T15:49:00
yolo11l,25.3,rev12_l2lm,9,GPU,,,,L2_lm,0.1032,0.1742,0.0108,0.075,0.1974,0.1462,0.0134,0.1772,0.3519,41.3311,41.2024,87.251,21.9493,0,54,2026-06-05T15:49:24
yolo11l,25.3,rev12_l2lm,9,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.0561,0.129,0.0011,0.0309,0.1028,0.0455,0.0024,0.0491,0.0966,167.495,168.6987,100.0,21.9351,0,54,2026-06-05T15:49:47
yolo11l,25.3,rev12_l2lm,10,GPU,,,,L2_lm,0.1365,0.2892,0.0284,0.1073,0.2622,0.2495,0.057,0.2667,0.5044,40.2246,40.5635,82.4363,15.5455,77,54,2026-06-05T15:50:03
yolo11l,25.3,rev12_l2lm,10,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.0365,0.1168,0.0045,0.0188,0.0763,0.0575,0.0142,0.0621,0.1144,164.9383,163.1745,100.0,15.6678,0,54,2026-06-05T15:50:20
yolo11l,25.3,rev12_l2lm,11,GPU,,,,L2_lm,0.2832,0.4,0.0064,0.1583,0.4921,0.2747,0.0109,0.2322,0.6353,40.3036,40.3547,85.014,30.0432,0,54,2026-06-05T15:50:52
yolo11l,25.3,rev12_l2lm,11,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.2327,0.3355,0.0027,0.0921,0.391,0.0689,0.0045,0.0573,0.1551,157.3125,161.2427,100.0,30.1589,0,53,2026-06-05T15:51:24
yolo11l,25.3,rev12_l2lm,12,GPU,,,,L2_lm,0.4885,0.6182,0.0931,0.4406,0.8505,0.4235,0.0808,0.376,0.7532,40.5942,40.6327,86.7606,15.6562,0,54,2026-06-05T15:51:41
yolo11l,25.3,rev12_l2lm,12,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.3894,0.5578,0.058,0.341,0.6934,0.104,0.0166,0.0876,0.1996,160.3808,159.8963,100.0,15.6729,67,57,2026-06-05T15:51:57
yolo11l,25.3,rev12_l2lm,13,GPU,,,,L2_lm,0.1857,0.3334,0.0237,0.117,0.3535,0.2654,0.0285,0.2154,0.5111,38.8098,38.8529,73.4417,29.8646,81,56,2026-06-05T15:52:29
yolo11l,25.3,rev12_l2lm,13,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.0707,0.1623,0.006,0.0479,0.153,0.0635,0.007,0.0481,0.1164,169.5578,169.2643,100.0,29.9768,0,54,2026-06-05T15:53:00
yolo11l,25.3,rev12_l2lm,14,GPU,,,,L2_lm,0.4688,0.6776,0.1271,0.2945,0.6728,0.5391,0.1192,0.3056,0.7598,38.2432,38.2496,74.8344,30.0517,0,53,2026-06-05T15:53:32
yolo11l,25.3,rev12_l2lm,14,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.1934,0.3565,0.0937,0.1615,0.3022,0.1227,0.0252,0.0562,0.167,159.0903,160.7956,100.0,30.2452,0,54,2026-06-05T15:54:03
yolo11l,25.3,rev12_l2lm,15,GPU,,,,L2_lm,0.0936,0.2128,0.0201,0.0965,0.2455,0.2035,0.0405,0.2367,0.6141,38.7952,38.9291,77.2603,29.6173,0,54,2026-06-05T15:54:33
yolo11l,25.3,rev12_l2lm,15,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.0155,0.0596,0.0019,0.0101,0.041,0.0471,0.0063,0.0517,0.1454,161.6303,161.32,100.0,29.689,71,54,2026-06-05T15:55:04
yolo11l,25.3,rev12_l2lm,16,GPU,,,,L2_lm,0.2806,0.4675,0.0193,0.6117,0.4457,0.3136,0.0199,0.6064,0.5986,40.4344,40.4174,82.6331,15.6587,0,54,2026-06-05T15:55:20
yolo11l,25.3,rev12_l2lm,16,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.1746,0.4316,0.0108,0.3364,0.2192,0.1029,0.0062,0.1454,0.1858,161.0825,158.7421,100.0,15.7188,67,54,2026-06-05T15:55:37
yolo11l,25.3,rev12_l2lm,17,GPU,,,,L2_lm,0.2163,0.3748,0.0237,0.2387,0.4982,0.2606,0.0285,0.2838,0.6083,39.4923,39.3477,83.3333,15.8309,82,59,2026-06-05T15:55:54
yolo11l,25.3,rev12_l2lm,17,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.0954,0.2271,0.0114,0.1106,0.2372,0.0606,0.0091,0.0633,0.1417,177.0448,170.6541,100.0,15.8785,68,54,2026-06-05T15:56:11
yolo11l,25.3,rev12_l2lm,18,GPU,,,,L2_lm,0.1907,0.2658,0.0193,0.0879,0.6627,0.2128,0.0271,0.1477,0.7553,38.1349,38.1483,74.3725,30.0446,41,54,2026-06-05T15:56:42
yolo11l,25.3,rev12_l2lm,18,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.1184,0.1925,0.004,0.019,0.3931,0.049,0.0049,0.0317,0.1778,165.1462,165.17,100.0,30.0728,69,54,2026-06-05T15:57:13
yolo11l,25.3,rev12_l2lm,19,GPU,,,,L2_lm,0.0856,0.1849,0.0208,0.0985,0.2174,0.1915,0.0355,0.2961,0.5328,39.026,39.0859,77.1117,15.5362,64,55,2026-06-05T15:57:30
yolo11l,25.3,rev12_l2lm,19,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.0187,0.055,0.0054,0.0155,0.0433,0.0389,0.0074,0.0496,0.1198,166.0269,168.1081,100.0,15.6451,28,54,2026-06-05T15:57:46
yolo11l,25.3,rev12_l2lm,20,GPU,,,,L2_lm,0.0856,0.159,0.0098,0.0751,0.2189,0.1688,0.0122,0.2061,0.5764,38.4844,38.3981,75.5968,15.641,0,55,2026-06-05T15:58:03
yolo11l,25.3,rev12_l2lm,20,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.0229,0.0719,0.0065,0.0281,0.0468,0.0391,0.0039,0.0467,0.1285,164.1355,165.3994,100.0,15.716,0,54,2026-06-05T15:58:20
yolo11l,25.3,rev12_l2lm,21,GPU,,,,L2_lm,0.0837,0.1891,0.0145,0.0324,0.2119,0.2942,0.0183,0.3314,0.4856,39.3392,39.256,79.0761,15.6376,0,54,2026-06-05T15:58:37
yolo11l,25.3,rev12_l2lm,21,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.0235,0.0662,0.0012,0.0104,0.0725,0.0505,0.0018,0.0607,0.0629,177.7263,177.1772,100.0,15.7757,0,54,2026-06-05T15:58:54
yolo11l,25.3,rev12_l2lm,22,GPU,,,,L2_lm,0.2874,0.4601,0.0134,0.2899,0.6123,0.2642,0.0122,0.2434,0.5998,40.6972,40.718,86.0724,15.8576,45,54,2026-06-05T15:59:11
yolo11l,25.3,rev12_l2lm,22,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.1744,0.3243,0.0106,0.205,0.3879,0.0571,0.0037,0.0491,0.1494,162.0101,161.034,100.0,15.9474,28,54,2026-06-05T15:59:28
yolo11l,25.3,rev12_l2lm,23,GPU,,,,L2_lm,0.1071,0.2406,0.0355,0.1151,0.3158,0.3012,0.0856,0.4269,0.6081,39.485,39.6203,82.4324,15.8625,78,54,2026-06-05T15:59:45
yolo11l,25.3,rev12_l2lm,23,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11l.mxq,471971b3,L2_lm,0.0275,0.0645,0.0066,0.0386,0.0824,0.0664,0.0171,0.0906,0.148,166.539,163.9821,100.0,15.9133,67,54,2026-06-05T16:00:01
yolo11x,56.9,rev12_l2lm,0,GPU,,,,L2_lm,0.0623,0.1378,0.0151,0.1058,0.3901,0.1167,0.0348,0.1991,0.5756,41.4174,41.4995,86.7435,30.076,0,54,2026-06-05T16:00:33
yolo11x,56.9,rev12_l2lm,0,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0095,0.0317,0.0011,0.0074,0.0895,0.0255,0.0081,0.0466,0.1297,181.2478,182.2854,100.0,30.0871,0,54,2026-06-05T16:01:04
yolo11x,56.9,rev12_l2lm,1,GPU,,,,L2_lm,0.0623,0.1456,0.0153,0.0802,0.158,0.1471,0.0156,0.1795,0.4974,40.9356,40.987,85.064,30.0692,0,55,2026-06-05T16:01:36
yolo11x,56.9,rev12_l2lm,1,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0097,0.0409,0.0036,0.0176,0.0268,0.0286,0.0028,0.0271,0.1049,176.5635,176.4762,100.0,30.1825,0,55,2026-06-05T16:02:07
yolo11x,56.9,rev12_l2lm,2,GPU,,,,L2_lm,0.115,0.1996,0.0395,0.1626,0.4058,0.164,0.0504,0.3079,0.6491,42.2167,42.346,89.0855,15.6349,78,56,2026-06-05T16:02:24
yolo11x,56.9,rev12_l2lm,2,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0499,0.111,0.0085,0.0535,0.2183,0.0351,0.0105,0.0641,0.1543,193.0562,194.2281,100.0,15.7362,1,55,2026-06-05T16:02:41
yolo11x,56.9,rev12_l2lm,3,GPU,,,,L2_lm,0.149,0.3303,0.0205,0.2984,0.2266,0.3541,0.0253,0.4206,0.4495,43.7796,43.8428,91.5663,15.8803,75,55,2026-06-05T16:02:58
yolo11x,56.9,rev12_l2lm,3,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0408,0.1253,0.0001,0.0479,0.0463,0.0824,0.0015,0.0981,0.1121,193.1831,195.3092,100.0,16.0185,71,55,2026-06-05T16:03:15
yolo11x,56.9,rev12_l2lm,4,GPU,,,,L2_lm,0.2774,0.3329,0.0165,0.1617,0.6446,0.2089,0.0125,0.1223,0.4845,44.6459,44.6831,93.617,22.3648,72,55,2026-06-05T16:03:38
yolo11x,56.9,rev12_l2lm,4,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.2856,0.3442,0.0028,0.1612,0.6789,0.0542,0.0029,0.0291,0.1234,189.9821,189.1942,100.0,22.518,1,55,2026-06-05T16:04:02
yolo11x,56.9,rev12_l2lm,5,GPU,,,,L2_lm,0.4936,0.6743,0.0462,0.2328,0.6283,0.4768,0.0459,0.2091,0.6201,43.8274,43.7243,91.2052,14.7498,74,56,2026-06-05T16:04:18
yolo11x,56.9,rev12_l2lm,5,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.2102,0.5482,0.0083,0.0932,0.2703,0.1093,0.0102,0.0459,0.1455,194.0999,194.1323,100.0,14.7565,73,55,2026-06-05T16:04:33
yolo11x,56.9,rev12_l2lm,6,GPU,,,,L2_lm,0.0848,0.1902,0.0203,0.0812,0.2291,0.1891,0.0348,0.2203,0.5637,43.1689,43.0118,91.9162,15.6657,58,58,2026-06-05T16:04:50
yolo11x,56.9,rev12_l2lm,6,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0088,0.04,0.0035,0.012,0.0178,0.0428,0.0078,0.0463,0.1335,187.7312,190.935,100.0,15.6631,1,54,2026-06-05T16:05:07
yolo11x,56.9,rev12_l2lm,7,GPU,,,,L2_lm,0.2001,0.4124,0.0,0.2228,0.2734,0.3178,0.0,0.3139,0.5355,42.3482,42.2633,89.9705,15.6044,43,54,2026-06-05T16:05:23
yolo11x,56.9,rev12_l2lm,7,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0433,0.115,0.0,0.0304,0.0759,0.063,0.0,0.0543,0.1142,190.9645,192.0831,100.0,15.7536,2,55,2026-06-05T16:05:39
yolo11x,56.9,rev12_l2lm,8,GPU,,,,L2_lm,0.1131,0.2765,0.0535,0.1359,0.2881,0.1588,0.0622,0.2196,0.5225,44.2824,44.3244,94.2188,29.7249,55,58,2026-06-05T16:06:11
yolo11x,56.9,rev12_l2lm,8,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0154,0.067,0.0153,0.0106,0.0471,0.0347,0.0144,0.0444,0.1149,195.9977,195.3984,100.0,29.7074,2,54,2026-06-05T16:06:41
yolo11x,56.9,rev12_l2lm,9,GPU,,,,L2_lm,0.1357,0.2154,0.0095,0.097,0.2506,0.1754,0.0115,0.2093,0.392,43.7532,43.7015,91.5254,21.9568,1,55,2026-06-05T16:07:05
yolo11x,56.9,rev12_l2lm,9,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0511,0.1264,0.0025,0.0281,0.0932,0.0447,0.0027,0.0533,0.0773,188.1189,192.1909,100.0,21.9157,1,55,2026-06-05T16:07:28
yolo11x,56.9,rev12_l2lm,10,GPU,,,,L2_lm,0.1499,0.3127,0.0342,0.1125,0.2832,0.2644,0.0689,0.2759,0.5158,42.7642,42.8293,89.4895,15.5568,80,54,2026-06-05T16:07:45
yolo11x,56.9,rev12_l2lm,10,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0315,0.1101,0.0021,0.0156,0.0671,0.0594,0.0161,0.0551,0.1224,190.3016,189.1294,100.0,15.7004,2,54,2026-06-05T16:08:01
yolo11x,56.9,rev12_l2lm,11,GPU,,,,L2_lm,0.2862,0.3991,0.0068,0.182,0.4613,0.2596,0.0129,0.2436,0.5803,43.9444,43.9139,93.7309,30.082,2,55,2026-06-05T16:08:34
yolo11x,56.9,rev12_l2lm,11,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.2332,0.3358,0.0012,0.1016,0.372,0.0614,0.0043,0.0531,0.13,188.2311,189.7254,100.0,30.1757,1,54,2026-06-05T16:09:06
yolo11x,56.9,rev12_l2lm,12,GPU,,,,L2_lm,0.5064,0.6439,0.1034,0.4944,0.8521,0.4093,0.0796,0.3959,0.7074,44.2707,44.7252,91.5625,15.6676,2,54,2026-06-05T16:09:22
yolo11x,56.9,rev12_l2lm,12,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.3416,0.5101,0.0666,0.3106,0.6437,0.083,0.0146,0.0694,0.1712,188.9638,191.3246,100.0,15.6914,2,55,2026-06-05T16:09:39
yolo11x,56.9,rev12_l2lm,13,GPU,,,,L2_lm,0.208,0.3703,0.0295,0.1273,0.411,0.2589,0.0352,0.2191,0.4791,44.4424,44.3915,92.0561,29.8611,49,54,2026-06-05T16:10:10
yolo11x,56.9,rev12_l2lm,13,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0643,0.1349,0.0077,0.0587,0.1264,0.0608,0.0069,0.048,0.1218,191.6977,191.7997,100.0,29.93,1,54,2026-06-05T16:10:41
yolo11x,56.9,rev12_l2lm,14,GPU,,,,L2_lm,0.4638,0.6866,0.1213,0.3101,0.6836,0.5038,0.1084,0.3003,0.7047,41.3652,41.3739,87.931,30.0642,2,54,2026-06-05T16:11:13
yolo11x,56.9,rev12_l2lm,14,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.1842,0.326,0.0713,0.2202,0.3656,0.1034,0.0182,0.0635,0.1724,191.4627,191.992,100.0,30.152,1,54,2026-06-05T16:11:44
yolo11x,56.9,rev12_l2lm,15,GPU,,,,L2_lm,0.0845,0.2006,0.0202,0.0918,0.2049,0.1926,0.0439,0.228,0.5472,43.7051,43.6248,90.9231,29.7059,2,54,2026-06-05T16:12:15
yolo11x,56.9,rev12_l2lm,15,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0108,0.045,0.0024,0.0139,0.0223,0.0422,0.0086,0.0495,0.1284,180.4765,184.698,100.0,29.7469,72,55,2026-06-05T16:12:45
yolo11x,56.9,rev12_l2lm,16,GPU,,,,L2_lm,0.2307,0.4051,0.0212,0.5442,0.3707,0.2575,0.0239,0.4896,0.5116,43.7895,43.791,92.0732,15.6951,55,56,2026-06-05T16:13:02
yolo11x,56.9,rev12_l2lm,16,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.1261,0.3614,0.0121,0.2905,0.1475,0.083,0.008,0.1349,0.1548,184.6224,185.4006,100.0,15.7659,70,59,2026-06-05T16:13:18
yolo11x,56.9,rev12_l2lm,17,GPU,,,,L2_lm,0.2516,0.4423,0.0335,0.2746,0.5847,0.2805,0.0338,0.3063,0.6413,42.7566,42.8928,92.0354,15.8408,76,58,2026-06-05T16:13:35
yolo11x,56.9,rev12_l2lm,17,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0976,0.2247,0.0096,0.1017,0.3028,0.0614,0.0077,0.0612,0.1525,185.575,186.0207,100.0,16.0008,1,55,2026-06-05T16:13:52
yolo11x,56.9,rev12_l2lm,18,GPU,,,,L2_lm,0.1957,0.2801,0.0193,0.0867,0.6639,0.2075,0.0299,0.1571,0.692,42.5679,42.6486,88.8724,30.0543,1,55,2026-06-05T16:14:24
yolo11x,56.9,rev12_l2lm,18,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.1201,0.1904,0.0019,0.0172,0.3928,0.0466,0.0048,0.0343,0.1624,187.2349,186.531,100.0,30.2231,1,55,2026-06-05T16:14:55
yolo11x,56.9,rev12_l2lm,19,GPU,,,,L2_lm,0.0899,0.1966,0.0219,0.0996,0.2212,0.1984,0.0461,0.2896,0.5294,41.9948,42.0135,88.8235,15.5545,79,55,2026-06-05T16:15:12
yolo11x,56.9,rev12_l2lm,19,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0193,0.055,0.0056,0.0143,0.0448,0.0407,0.0086,0.0527,0.1232,187.5124,184.9748,100.0,15.7329,1,55,2026-06-05T16:15:28
yolo11x,56.9,rev12_l2lm,20,GPU,,,,L2_lm,0.0861,0.161,0.0157,0.0766,0.1997,0.1633,0.0165,0.2094,0.4957,42.2437,42.2603,90.0293,15.6916,2,55,2026-06-05T16:15:45
yolo11x,56.9,rev12_l2lm,20,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0204,0.0663,0.009,0.0256,0.0414,0.0379,0.004,0.0455,0.1087,189.3548,187.7997,100.0,15.7778,2,55,2026-06-05T16:16:02
yolo11x,56.9,rev12_l2lm,21,GPU,,,,L2_lm,0.0932,0.212,0.0183,0.0377,0.2177,0.2959,0.0227,0.3427,0.4436,41.732,41.8382,87.5,15.6718,2,55,2026-06-05T16:16:19
yolo11x,56.9,rev12_l2lm,21,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0384,0.1089,0.0003,0.0133,0.094,0.0541,0.0015,0.0616,0.0948,182.8656,183.9794,100.0,15.6451,2,55,2026-06-05T16:16:36
yolo11x,56.9,rev12_l2lm,22,GPU,,,,L2_lm,0.3388,0.5191,0.0368,0.3228,0.6771,0.2789,0.0283,0.2485,0.5927,44.595,44.464,94.1896,15.8837,74,55,2026-06-05T16:16:53
yolo11x,56.9,rev12_l2lm,22,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.1952,0.3441,0.0232,0.2117,0.3596,0.0571,0.0053,0.0431,0.1354,198.1472,198.134,100.0,15.8574,2,54,2026-06-05T16:17:10
yolo11x,56.9,rev12_l2lm,23,GPU,,,,L2_lm,0.1093,0.2493,0.0427,0.1149,0.3006,0.2909,0.097,0.407,0.5599,43.013,42.9774,90.8555,15.8685,1,54,2026-06-05T16:17:27
yolo11x,56.9,rev12_l2lm,23,NPU,single,/home/msyu/.mblt_model_zoo/vision/aries/single/yolo11x.mxq,11ccf20f,L2_lm,0.0272,0.063,0.0061,0.0381,0.067,0.0587,0.0206,0.0822,0.1295,193.8239,190.7875,100.0,15.8381,70,55,2026-06-05T16:17:44
