detector,params_M,phase,n_streams,bg_level,placement_name,placement_spec,mean_sap,worst_sap,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_skip
yolov8n,3.2,multistream,4,L1_light,SizeAware,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1101,0.073,10.6,NPU,2,0.0947,0.0039,0.1165,0.5358,0.0,NPU,22,0.1678,0.0001,0.1229,0.618,0.0,GPU,3,0.1051,0.0008,0.1147,0.3157,4.7,GPU,21,0.073,0.0035,0.0213,0.188,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yolov8n,3.2,multistream,4,L1_light,SizeBlindRev,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1066,0.0602,10.3,GPU,2,0.0975,0.0047,0.119,0.5395,2.1,GPU,22,0.1891,0.0002,0.1332,0.6405,2.5,NPU,3,0.0797,0.0007,0.0643,0.3033,0.0,NPU,21,0.0602,0.0004,0.0174,0.1551,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yolov8n,3.2,multistream,8,L1_light,SizeAware_NPU4,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.141,0.0453,22.4,NPU,2,0.0947,0.0039,0.1165,0.5358,0.0,NPU,22,0.1675,0.0001,0.1228,0.6176,1.1,NPU,13,0.1231,0.0014,0.0451,0.2221,0.0,NPU,16,0.1159,0.0019,0.0916,0.3907,0.5,GPU,3,0.0598,0.0004,0.1,0.1354,67.1,GPU,21,0.0453,0.0031,0.0046,0.1339,67.2,GPU,14,0.3112,0.0023,0.145,0.3982,27.2,GPU,4,0.2107,0.0,0.039,0.5135,41.2
yolov8n,3.2,multistream,8,L1_light,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1357,0.0596,22.8,GPU,2,0.0746,0.0045,0.072,0.3789,74.6,GPU,22,0.173,0.0001,0.1316,0.5738,76.3,GPU,13,0.0736,0.0028,0.0511,0.1988,33.1,GPU,16,0.0985,0.0025,0.121,0.2604,72.1,NPU,3,0.0793,0.0007,0.0642,0.3033,0.7,NPU,21,0.0596,0.0005,0.0163,0.155,0.5,NPU,14,0.3604,0.001,0.1446,0.466,0.2,NPU,4,0.1664,0.0,0.0302,0.4426,0.3
