detector,params_M,phase,n_streams,bg_level,placement_name,placement_spec,mean_sap,worst_sap,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_skip
yolov8x,68.2,multistream,4,L1_light,SizeAware,"[""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1835,0.0865,15.9,NPU,2,0.0865,0.0193,0.1028,0.3579,100.0,NPU,22,0.2675,0.0146,0.2574,0.595,100.0,GPU,3,0.2402,0.0215,0.3856,0.3693,13.3,GPU,21,0.1397,0.0279,0.0677,0.2822,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yolov8x,68.2,multistream,4,L1_light,SizeBlindRev,"[""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1673,0.0591,15.9,GPU,2,0.1467,0.0427,0.237,0.5603,15.3,GPU,22,0.3492,0.0263,0.3155,0.7307,12.4,NPU,3,0.1144,0.0004,0.1977,0.1603,100.0,NPU,21,0.0591,0.0027,0.0283,0.1593,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yolov8x,68.2,multistream,8,L1_light,SizeAware_NPU4,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.2081,0.0813,29.9,NPU,2,0.0813,0.0182,0.0886,0.3421,100.0,NPU,22,0.2629,0.0137,0.2562,0.5775,100.0,NPU,13,0.158,0.0175,0.0906,0.3281,100.0,NPU,16,0.242,0.0133,0.5145,0.3553,100.0,GPU,3,0.1522,0.013,0.2755,0.2086,97.6,GPU,21,0.0888,0.0219,0.0319,0.201,98.6,GPU,14,0.4158,0.0859,0.2454,0.4724,41.1,GPU,4,0.2635,0.001,0.1647,0.623,60.1
yolov8x,68.2,multistream,8,L1_light,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.2088,0.0542,30.1,GPU,2,0.1015,0.0283,0.1365,0.3862,98.9,GPU,22,0.3208,0.0254,0.3084,0.6518,95.6,GPU,13,0.2367,0.0299,0.1828,0.4634,41.4,GPU,16,0.2766,0.0164,0.5739,0.4303,97.9,NPU,3,0.1052,0.0002,0.1803,0.137,100.0,NPU,21,0.0542,0.0023,0.0265,0.1487,100.0,NPU,14,0.3153,0.0775,0.1766,0.4105,100.0,NPU,4,0.2599,0.0,0.1576,0.6265,100.0
