table,tag,n_streams,bg_level,infer_mode,placement_name,placement_spec,mean_sap,worst_sap,mean_map,worst_map,wall_sec,s0_dev,s0_sid,s0_sap,s0_sap_s,s0_sap_m,s0_sap_l,s0_map,s0_skip,s1_dev,s1_sid,s1_sap,s1_sap_s,s1_sap_m,s1_sap_l,s1_map,s1_skip,s2_dev,s2_sid,s2_sap,s2_sap_s,s2_sap_m,s2_sap_l,s2_map,s2_skip,s3_dev,s3_sid,s3_sap,s3_sap_s,s3_sap_m,s3_sap_l,s3_map,s3_skip,s4_dev,s4_sid,s4_sap,s4_sap_s,s4_sap_m,s4_sap_l,s4_map,s4_skip,s5_dev,s5_sid,s5_sap,s5_sap_s,s5_sap_m,s5_sap_l,s5_map,s5_skip,s6_dev,s6_sid,s6_sap,s6_sap_s,s6_sap_m,s6_sap_l,s6_map,s6_skip,s7_dev,s7_sid,s7_sap,s7_sap_s,s7_sap_m,s7_sap_l,s7_map,s7_skip
natural,C_diverse_N8,8,L1_light,single,Oracle_k3_p0_6_7,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1295,0.0491,0.1689,0.0678,24.3,NPU,15,0.1083,0.0092,0.1122,0.3856,0.1654,0.9,GPU,19,0.0597,0.0083,0.0476,0.1606,0.096,95.7,GPU,23,0.0597,0.0144,0.0669,0.1987,0.1367,95.3,GPU,0,0.0491,0.015,0.1041,0.3239,0.0678,32.5,GPU,1,0.0637,0.0025,0.0786,0.1693,0.0945,31.9,GPU,20,0.0565,0.009,0.0494,0.1294,0.0817,96.1,NPU,5,0.4374,0.01,0.1723,0.621,0.4626,1.7,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,0.0
natural,C_diverse_N8,8,L1_light,single,Oracle_k4_p0_1_2_5,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.13,0.0514,0.1593,0.0704,24.3,NPU,15,0.108,0.0092,0.1117,0.3852,0.1654,0.7,NPU,19,0.1052,0.0082,0.0878,0.3757,0.1478,1.6,NPU,23,0.1438,0.0268,0.1471,0.4756,0.2307,0.4,GPU,0,0.0514,0.0156,0.109,0.3357,0.0704,31.6,GPU,1,0.0644,0.0029,0.0795,0.1723,0.0965,31.6,NPU,20,0.1043,0.0073,0.0697,0.3118,0.1515,1.8,GPU,5,0.3362,0.0131,0.175,0.4464,0.2357,93.9,GPU,7,0.1271,0.0,0.107,0.2168,0.1765,87.1
natural,C_diverse_N8,8,L1_light,single,Oracle_k4_p1_2_3_6,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1335,0.058,0.1774,0.072,24.5,GPU,15,0.0726,0.0106,0.0677,0.2172,0.1477,32.7,NPU,19,0.1054,0.0082,0.0879,0.3775,0.1478,1.1,NPU,23,0.1431,0.0268,0.1474,0.4702,0.2307,1.1,NPU,0,0.058,0.0114,0.1034,0.4326,0.072,1.3,GPU,1,0.0642,0.0029,0.0801,0.17,0.0952,31.7,GPU,20,0.061,0.0078,0.05,0.1464,0.0931,90.4,NPU,5,0.4378,0.0098,0.1727,0.6218,0.4626,0.7,GPU,7,0.1261,0.0,0.1076,0.2081,0.1706,87.4
natural,C_diverse_N8,8,L1_heavy,single,Naive_allGPU,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.0916,0.0397,0.1164,0.0628,29.3,GPU,15,0.0557,0.0082,0.0525,0.1586,0.1274,59.4,GPU,19,0.0589,0.0082,0.0444,0.1718,0.0913,91.4,GPU,23,0.0583,0.015,0.0638,0.181,0.1274,90.6,GPU,0,0.0397,0.008,0.0872,0.2799,0.0628,62.1,GPU,1,0.0447,0.0024,0.0568,0.1152,0.0908,60.9,GPU,20,0.056,0.0086,0.0474,0.1301,0.08,90.7,GPU,5,0.3179,0.0107,0.1663,0.4211,0.2181,92.1,GPU,7,0.1016,0.0,0.0833,0.1743,0.1333,94.5
natural,C_diverse_N8,8,L1_heavy,single,SizeAware_NPU4,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.1168,0.046,0.1413,0.0667,27.5,NPU,15,0.1085,0.0092,0.1121,0.3863,0.1654,0.0,NPU,19,0.1055,0.0082,0.0882,0.3777,0.1478,0.0,NPU,23,0.1438,0.0267,0.1469,0.4757,0.2307,0.2,GPU,0,0.046,0.013,0.1017,0.3086,0.0667,41.4,GPU,1,0.0558,0.0025,0.0698,0.1436,0.0937,43.6,GPU,20,0.0531,0.008,0.0444,0.1205,0.0743,95.7,GPU,5,0.3153,0.0099,0.162,0.4162,0.2094,97.1,GPU,7,0.1066,0.0,0.087,0.1815,0.1422,95.8
natural,C_diverse_N8,8,L1_heavy,single,SizeAware_NPU6,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU""]",0.1314,0.0583,0.1604,0.0722,16.9,NPU,15,0.1084,0.0092,0.1119,0.3859,0.1654,0.2,NPU,19,0.1048,0.008,0.0866,0.3769,0.1478,1.1,NPU,23,0.1429,0.0265,0.1457,0.475,0.2307,1.1,NPU,0,0.0583,0.0115,0.1031,0.4343,0.0722,0.5,NPU,1,0.0634,0.0014,0.0651,0.2251,0.0889,0.5,NPU,20,0.1043,0.0077,0.0695,0.3144,0.1515,1.8,GPU,5,0.3364,0.0129,0.1761,0.4495,0.2395,93.6,GPU,7,0.1325,0.0005,0.1122,0.2227,0.1869,86.6
natural,C_diverse_N8,8,L1_heavy,single,SizeBlindRev_NPU4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1158,0.0399,0.1588,0.0636,29.3,GPU,15,0.0603,0.0077,0.0511,0.1872,0.1336,58.8,GPU,19,0.0514,0.0069,0.036,0.138,0.081,94.1,GPU,23,0.0521,0.0108,0.0599,0.1844,0.1236,89.5,GPU,0,0.0399,0.0084,0.09,0.2787,0.0636,59.2,GPU,1,0.0421,0.0029,0.059,0.0991,0.0851,59.0,GPU,20,0.0457,0.0082,0.0445,0.1029,0.0744,86.7,NPU,5,0.4366,0.0098,0.1719,0.621,0.4626,2.2,NPU,7,0.1984,0.0,0.1472,0.3965,0.2467,3.2
natural,C_diverse_N8,8,L1_heavy,single,AllNPU,"[""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU"", ""NPU""]",0.1521,0.0583,0.1957,0.0722,17.2,NPU,15,0.1081,0.0092,0.1117,0.385,0.1654,0.6,NPU,19,0.1048,0.0081,0.0877,0.3745,0.1478,2.5,NPU,23,0.1415,0.0265,0.1447,0.467,0.2307,2.5,NPU,0,0.0583,0.0115,0.1036,0.4341,0.0722,0.7,NPU,1,0.0634,0.0014,0.0651,0.2249,0.0889,0.7,NPU,20,0.103,0.0076,0.0679,0.3045,0.1515,4.8,NPU,5,0.4384,0.0098,0.1728,0.6218,0.4626,2.7,NPU,7,0.1994,0.0,0.1463,0.4013,0.2467,2.1
natural,C_diverse_N8,8,L1_heavy,single,Oracle_k0_pnone,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU""]",0.0939,0.0414,0.1188,0.0647,29.2,GPU,15,0.0579,0.0101,0.0535,0.167,0.1338,58.4,GPU,19,0.0579,0.0081,0.0472,0.1533,0.0864,94.5,GPU,23,0.0554,0.0132,0.0604,0.1816,0.1214,94.1,GPU,0,0.0414,0.0113,0.09,0.2828,0.0647,61.7,GPU,1,0.0455,0.0027,0.0565,0.1218,0.0904,60.7,GPU,20,0.058,0.0081,0.0493,0.1384,0.0806,92.9,GPU,5,0.3258,0.0098,0.1617,0.4336,0.2256,93.8,GPU,7,0.1092,0.0,0.0907,0.1827,0.1473,93.1
natural,C_diverse_N8,8,L1_heavy,single,Oracle_k1_p6,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.105,0.0394,0.1453,0.0632,29.4,GPU,15,0.0554,0.0075,0.0477,0.1665,0.1285,61.9,GPU,19,0.0559,0.0081,0.042,0.1482,0.0846,92.2,GPU,23,0.0527,0.0139,0.0628,0.1737,0.1229,94.0,GPU,0,0.0394,0.0079,0.0921,0.271,0.0632,62.8,GPU,1,0.044,0.0029,0.0592,0.1091,0.0896,59.4,GPU,20,0.0496,0.0082,0.0464,0.1079,0.0743,90.6,NPU,5,0.4381,0.0098,0.1728,0.6223,0.4626,0.2,GPU,7,0.105,0.0,0.086,0.1838,0.1366,90.9
natural,C_diverse_N8,8,L1_heavy,single,Oracle_k1_p4,"[""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU""]",0.0858,0.0437,0.1014,0.0648,27.0,GPU,15,0.0598,0.0085,0.0541,0.1704,0.1298,38.5,GPU,19,0.0485,0.0065,0.0363,0.1287,0.0702,99.3,GPU,23,0.05,0.0112,0.0556,0.1617,0.1097,96.9,GPU,0,0.0437,0.0102,0.0961,0.298,0.0648,36.5,NPU,1,0.0634,0.0014,0.0651,0.225,0.0889,0.2,GPU,20,0.0474,0.0074,0.0417,0.1057,0.0651,97.4,GPU,5,0.2844,0.0111,0.1433,0.3717,0.1705,96.2,GPU,7,0.0889,0.0,0.0706,0.1513,0.1123,97.2
natural,C_diverse_N8,8,L1_heavy,single,Oracle_k2_p1_7,"[""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.1034,0.0409,0.1315,0.0632,29.2,GPU,15,0.0573,0.0081,0.0505,0.1695,0.1295,59.4,NPU,19,0.105,0.0082,0.0871,0.3756,0.1478,2.1,GPU,23,0.0524,0.0103,0.0618,0.1812,0.1265,89.7,GPU,0,0.0409,0.0081,0.1011,0.2735,0.0632,58.1,GPU,1,0.0456,0.0023,0.0667,0.1008,0.0881,58.0,GPU,20,0.0456,0.0081,0.0433,0.1006,0.0749,85.0,GPU,5,0.2806,0.0077,0.156,0.3745,0.1754,90.7,NPU,7,0.1996,0.0,0.1466,0.402,0.2467,2.7
natural,C_diverse_N8,8,L1_heavy,single,Oracle_k2_p3_7,"[""GPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.0962,0.0442,0.1153,0.0651,27.2,GPU,15,0.0575,0.0071,0.0522,0.1632,0.1282,41.1,GPU,19,0.0467,0.0073,0.0343,0.1275,0.0663,99.3,GPU,23,0.0445,0.0095,0.0537,0.1475,0.1034,95.9,NPU,0,0.0583,0.0115,0.1032,0.4346,0.0722,0.7,GPU,1,0.0562,0.0025,0.0735,0.1359,0.0911,37.6,GPU,20,0.0442,0.0078,0.0399,0.1103,0.0651,97.3,GPU,5,0.2614,0.0077,0.1456,0.345,0.15,100.0,NPU,7,0.2006,0.0,0.1467,0.4063,0.2467,1.8
natural,C_diverse_N8,8,L1_heavy,single,Oracle_k3_p0_3_7,"[""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU""]",0.11,0.0491,0.1268,0.0671,25.3,NPU,15,0.108,0.0092,0.1118,0.3852,0.1654,0.9,GPU,19,0.0494,0.0082,0.041,0.1333,0.0755,99.3,GPU,23,0.0491,0.0134,0.0572,0.1502,0.1087,99.4,NPU,0,0.0581,0.0114,0.103,0.4332,0.0722,1.5,GPU,1,0.0617,0.0028,0.0756,0.1633,0.0934,29.5,GPU,20,0.052,0.0079,0.043,0.1201,0.0671,100.0,GPU,5,0.3004,0.0109,0.1465,0.3943,0.1854,97.8,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,0.0
natural,C_diverse_N8,8,L1_heavy,single,Oracle_k3_p0_6_7,"[""NPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""GPU"", ""NPU"", ""NPU""]",0.1257,0.044,0.1644,0.0661,28.0,NPU,15,0.1084,0.0092,0.1121,0.3863,0.1654,0.1,GPU,19,0.0547,0.0086,0.0442,0.144,0.0844,93.3,GPU,23,0.0529,0.0122,0.0611,0.1783,0.1243,96.8,GPU,0,0.044,0.0104,0.0958,0.2999,0.0661,44.3,GPU,1,0.0542,0.0023,0.0688,0.1394,0.0929,45.1,GPU,20,0.0524,0.008,0.0455,0.1184,0.0729,96.7,NPU,5,0.4381,0.0098,0.1728,0.6224,0.4626,0.0,NPU,7,0.2013,0.0,0.1478,0.4071,0.2467,0.2
natural,C_diverse_N8,8,L1_heavy,single,Oracle_k4_p0_1_2_5,"[""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU"", ""GPU""]",0.1239,0.0449,0.1515,0.0669,27.8,NPU,15,0.1084,0.0092,0.1121,0.3859,0.1654,0.1,NPU,19,0.105,0.0082,0.0882,0.3766,0.1478,0.5,NPU,23,0.1433,0.0267,0.1463,0.4751,0.2307,0.4,GPU,0,0.0449,0.011,0.1027,0.3016,0.0669,47.8,GPU,1,0.0539,0.0025,0.0725,0.1291,0.0934,45.9,NPU,20,0.1046,0.0076,0.0698,0.316,0.1515,0.2,GPU,5,0.3186,0.0107,0.167,0.422,0.2098,96.6,GPU,7,0.1126,0.0,0.0923,0.1956,0.146,94.4
natural,C_diverse_N8,8,L1_heavy,single,Oracle_k4_p1_2_3_6,"[""GPU"", ""NPU"", ""NPU"", ""NPU"", ""GPU"", ""GPU"", ""NPU"", ""GPU""]",0.1277,0.0531,0.1708,0.0722,27.9,GPU,15,0.0627,0.0092,0.0552,0.1866,0.1382,47.7,NPU,19,0.1056,0.0082,0.0882,0.3775,0.1478,0.2,NPU,23,0.1438,0.0266,0.147,0.4755,0.2307,0.2,NPU,0,0.0583,0.0115,0.1034,0.4348,0.0722,0.1,GPU,1,0.0531,0.0025,0.0673,0.1374,0.0934,47.6,GPU,20,0.0541,0.0091,0.0471,0.1296,0.0784,96.8,NPU,5,0.4386,0.0098,0.1729,0.6222,0.4626,0.5,GPU,7,0.1055,0.0,0.0877,0.1721,0.1433,91.6
