Top-1 Accuracy,0.5278
Top-5 Accuracy,0.8056
Top-1 Accuracy (>= 3 models),0.4737
Top-5 Accuracy (>= 3 models),0.7544
Actual Best Average,,0.99,0.58,0.88
Actual Best Average (>= 8 models),,0.99,0.55,0.88
Average (>= 8 models),,nan,nan,0.84
Actual Best Average (>= 7 models),,0.99,0.6,0.87
Average (>= 7 models),,nan,nan,0.83
Actual Best Average (>= 6 models),,0.99,0.63,0.87
Average (>= 6 models),,nan,nan,0.83
Actual Best Average (>= 5 models),,0.99,0.63,0.86
Average (>= 5 models),,nan,nan,0.82
Actual Best Average (>= 4 models),,0.99,0.69,0.85
Average (>= 4 models),,nan,nan,0.82
Actual Best Average (>= 3 models),,0.99,0.71,0.85
Average (>= 3 models),,nan,nan,0.82
Average,,nan,nan,0.85
schedule_file,best_combination,normalized_throughput,drop_rate,score
model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t.yaml,<font color='purple'>combination_128</font>,-,-,0.89
model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x3.yaml,<font color='red'>combination_512</font> (Actual: <font color='blue'>combination_255</font>),-,-,0.88
model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_x4.yaml,<font color='purple'>combination_64</font>,-,-,0.88
model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x2.yaml,<font color='red'>combination_512</font> (Actual: <font color='blue'>combination_256</font>),-,-,0.8
model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x4.yaml,<font color='purple'>combination_127</font>,-,-,0.85
model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x2.yaml,<font color='red'>combination_256</font> (Actual: <font color='blue'>combination_247</font>),-,-,0.86
model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_x4.yaml,<font color='red'>combination_128</font> (Actual: <font color='blue'>combination_122</font>),-,-,0.81
model_schedules_r_t_v_y_x3.yaml,<font color='red'>combination_16</font> (Actual: <font color='blue'>combination_11</font>),-,-,0.73
model_schedules_g_m_resnet50_resnext50_t_x4.yaml,<font color='red'>combination_32</font> (Actual: <font color='blue'>combination_16</font>),-,-,0.83
model_schedules_m_r_t_y.yaml,<font color='purple'>combination_15</font>,-,-,0.85
model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.yaml,<font color='red'>combination_511</font> (Actual: <font color='blue'>combination_512</font>),-,-,0.74
model_schedules_r_t_v_y_x2.yaml,<font color='red'>combination_16</font> (Actual: <font color='blue'>combination_15</font>),-,-,0.81
model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x4.yaml,<font color='purple'>combination_256</font>,-,-,0.91
model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_x3.yaml,<font color='red'>combination_128</font> (Actual: <font color='blue'>combination_52</font>),-,-,0.77
model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v.yaml,<font color='red'>combination_256</font> (Actual: <font color='blue'>combination_120</font>),-,-,0.75
model_schedules_tiny-llama-chat-onnx_x2.yaml,<font color='purple'>combination_2</font>,-,-,1.0
model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x4.yaml,<font color='purple'>combination_512</font>,-,-,0.89
model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.yaml,<font color='purple'>combination_127</font>,-,-,0.88
model_schedules_vgg19_x3.yaml,<font color='purple'>combination_1</font>,-,-,1.0
model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.yaml,<font color='purple'>combination_256</font>,-,-,0.88
model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x2.yaml,<font color='red'>combination_127</font> (Actual: <font color='blue'>combination_128</font>),-,-,0.75
model_schedules_g_m_resnet50_resnext50_t_x3.yaml,<font color='purple'>combination_32</font>,-,-,0.82
model_schedules_g_m_resnet50_resnext50_s_t_x3.yaml,<font color='purple'>combination_64</font>,-,-,0.84
model_schedules_g_m_resnet50_resnext50_s_t_x2.yaml,<font color='red'>combination_64</font> (Actual: <font color='blue'>combination_32</font>),-,-,0.78
model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.yaml,<font color='purple'>combination_127</font>,-,-,0.88
model_schedules_g_m_r_x2.yaml,<font color='red'>combination_8</font> (Actual: <font color='blue'>combination_4</font>),-,-,0.79
model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v.yaml,<font color='red'>combination_63</font> (Actual: <font color='blue'>combination_64</font>),-,-,0.68
model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_x2.yaml,<font color='purple'>combination_64</font>,-,-,0.84
model_schedules_g_r_y_x3.yaml,<font color='purple'>combination_7</font>,-,-,0.84
model_schedules_mnasnet_x4.yaml,<font color='purple'>combination_1</font>,-,-,0.93
model_schedules_g_r_v_x4.yaml,<font color='red'>combination_8</font> (Actual: <font color='blue'>combination_4</font>),-,-,0.82
model_schedules_g_m_resnet50_resnext50_s_t.yaml,<font color='red'>combination_64</font> (Actual: <font color='blue'>combination_32</font>),-,-,0.83
model_schedules_g_r_v.yaml,<font color='purple'>combination_8</font>,-,-,0.95
model_schedules_mnasnet_x3.yaml,<font color='purple'>combination_1</font>,-,-,0.91
model_schedules_shufflenet-v2-12_x4.yaml,<font color='purple'>combination_1</font>,-,-,1.0
model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_x3.yaml,<font color='red'>combination_64</font> (Actual: <font color='blue'>combination_3</font>),-,-,0.8
model_schedules_mnasnet.yaml,<font color='purple'>combination_1</font>,-,-,0.99
model_schedules_g_m_resnet50_resnext50_t.yaml,<font color='red'>combination_32</font> (Actual: <font color='blue'>combination_14</font>),-,-,0.75
model_schedules_g_m.yaml,<font color='purple'>combination_4</font>,-,-,0.8
model_schedules_m_resnet50_resnext50_x3.yaml,<font color='purple'>combination_4</font>,-,-,0.86
model_schedules_g_m_r_t_x3.yaml,<font color='red'>combination_16</font> (Actual: <font color='blue'>combination_15</font>),-,-,0.8
model_schedules_g_m_resnet50_resnext50_s_t_x4.yaml,<font color='purple'>combination_64</font>,-,-,0.84
model_schedules_g_m_r_t_x2.yaml,<font color='purple'>combination_16</font>,-,-,0.82
model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_x2.yaml,<font color='red'>combination_128</font> (Actual: <font color='blue'>combination_44</font>),-,-,0.8
model_schedules_g_t_x3.yaml,"<font color='red'>combination_4</font> (Actual: <font color='blue'>combination_2</font>, <font color='blue'>combination_3</font>)",-,-,-
model_schedules_g_m_resnet50_resnext50_t_x2.yaml,<font color='red'>combination_32</font> (Actual: <font color='blue'>combination_30</font>),-,-,0.8
model_schedules_r_t_v_y.yaml,<font color='purple'>combination_16</font>,-,-,0.85
model_schedules_g_t_y_x3.yaml,<font color='purple'>combination_8</font>,-,-,0.8
model_schedules_g_t_y.yaml,<font color='red'>combination_5</font> (Actual: <font color='blue'>combination_7</font>),-,-,0.8
model_schedules_m_r_t_y_x2.yaml,<font color='purple'>combination_15</font>,-,-,0.83
model_schedules_m_r_t_y_x3.yaml,<font color='red'>combination_12</font> (Actual: <font color='blue'>combination_16</font>),-,-,0.72
model_schedules_resnext50_x2.yaml,<font color='purple'>combination_2</font>,-,-,1.0
model_schedules_gpt2_x4.yaml,<font color='red'>combination_1</font> (Actual: <font color='blue'>combination_2</font>),-,-,0.98
model_schedules_m_resnet50_resnext50_x4.yaml,<font color='purple'>combination_5</font>,-,-,0.83
model_schedules_g_m_t_x4.yaml,<font color='red'>combination_3</font> (Actual: <font color='blue'>combination_6</font>),-,-,0.78
model_schedules_tiny-llama-chat-onnx_x4.yaml,<font color='red'>combination_1</font> (Actual: <font color='blue'>combination_2</font>),-,-,0.97
model_schedules_g_m_r_t.yaml,<font color='purple'>combination_16</font>,-,-,0.81
model_schedules_gpt2_x2.yaml,<font color='purple'>combination_2</font>,-,-,1.0
model_schedules_yolov4.yaml,<font color='red'>combination_1</font> (Actual: <font color='blue'>combination_2</font>),-,-,0.98
model_schedules_squeezenet1.0-12_x4.yaml,<font color='purple'>combination_1</font>,-,-,1.0
model_schedules_m_r_t_y_x4.yaml,<font color='red'>combination_14</font> (Actual: <font color='blue'>combination_9</font>),-,-,0.84
model_schedules_m_resnet50_resnext50.yaml,<font color='purple'>combination_3</font>,-,-,0.83
model_schedules_g_m_r_x3.yaml,<font color='purple'>combination_8</font>,-,-,0.83
model_schedules_g_m_r_t_x4.yaml,<font color='red'>combination_16</font> (Actual: <font color='blue'>combination_7</font>),-,-,0.81
model_schedules_g_r_y.yaml,<font color='red'>combination_8</font> (Actual: <font color='blue'>combination_2</font>),-,-,0.68
model_schedules_g_m_r.yaml,<font color='purple'>combination_8</font>,-,-,0.81
model_schedules_g_m_t.yaml,<font color='red'>combination_8</font> (Actual: <font color='blue'>combination_6</font>),-,-,0.81
model_schedules_r_t_v_y_x4.yaml,<font color='red'>combination_15</font> (Actual: <font color='blue'>combination_11</font>),-,-,0.79
model_schedules_g_r_v_x2.yaml,<font color='purple'>combination_8</font>,-,-,0.86
model_schedules_g_m_r_x4.yaml,<font color='red'>combination_8</font> (Actual: <font color='blue'>combination_4</font>),-,-,0.78
model_schedules_g_m_t_x3.yaml,<font color='purple'>combination_6</font>,-,-,0.83
model_schedules_resnet50_x2.yaml,<font color='purple'>combination_2</font>,-,-,1.0
