# provenance: {"generated_at": "2026-07-29T18:41:17+09:00", "git_commit": "c37c5bd761fbbe8ea50202b2aca82eb9b17fca1b (pre-commit HEAD)", "alpha": 0.3, "beta": 1.0, "seed": 42, "input_data": ["/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_gpu/performance_gpu_full540.json", "/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_npu/performance_npu_full540.json"], "experiment": "P6 view-level oof"}
platform,combination,model,dev,eff_fps,ratio_raw,target,pred
gpu,combination_405,yolo11m,cpu,18.106,0.0287,0.0287,0.0355
gpu,combination_405,yolo11l,cpu,13.968,0.0329,0.0329,0.0350
gpu,combination_405,yolo11x,cpu,7.065,0.0368,0.0368,0.0424
gpu,combination_418,mobilenet_v2,gpu,1285.347,0.0392,0.0392,0.0354
gpu,combination_418,resnet50,cpu,157.332,0.0281,0.0281,0.0296
gpu,combination_418,yolo11s,cpu,44.928,0.0278,0.0278,0.0374
gpu,combination_418,yolo11m,cpu,18.106,0.0392,0.0392,0.0428
gpu,combination_418,yolo11l,cpu,13.968,0.0408,0.0408,0.0420
gpu,combination_418,yolo11x,cpu,7.065,0.0481,0.0481,0.0503
gpu,combination_403,mobilenet_v2,gpu,1285.347,0.0573,0.0573,0.0559
gpu,combination_403,resnet50,gpu,314.664,0.2338,0.2338,0.2942
gpu,combination_403,yolo11s,cpu,44.928,0.0993,0.0993,0.1000
gpu,combination_403,yolo11m,gpu,36.212,0.8293,0.8293,0.8359
gpu,combination_403,yolo11l,gpu,27.936,0.8509,0.8509,0.8706
gpu,combination_403,yolo11x,gpu,14.130,0.8924,0.8924,0.8939
gpu,combination_382,mobilenet_v2,gpu,1221.498,0.0366,0.0366,0.0422
gpu,combination_382,resnet50,gpu,235.998,0.1811,0.1811,0.2431
gpu,combination_382,yolo11s,cpu,44.928,0.0354,0.0354,0.0324
gpu,combination_382,yolo11m,cpu,18.106,0.0365,0.0365,0.0400
gpu,combination_382,yolo11l,cpu,13.968,0.0372,0.0372,0.0352
gpu,combination_382,yolo11x,cpu,7.065,0.0439,0.0439,0.0495
gpu,combination_389,mobilenet_v2,cpu,814.332,0.0382,0.0382,0.0387
gpu,combination_389,resnet50,gpu,235.998,0.2174,0.2174,0.2377
gpu,combination_389,yolo11s,cpu,44.928,0.0430,0.0430,0.0407
gpu,combination_389,yolo11m,gpu,27.159,0.7725,0.7725,0.8090
gpu,combination_389,yolo11l,cpu,13.968,0.0501,0.0501,0.0483
gpu,combination_389,yolo11x,cpu,7.065,0.0580,0.0580,0.0605
gpu,combination_369,mobilenet_v2,cpu,814.332,0.0272,0.0272,0.0274
gpu,combination_369,resnet50,cpu,157.332,0.0190,0.0190,0.0226
gpu,combination_369,yolo11s,cpu,44.928,0.0280,0.0280,0.0292
gpu,combination_369,yolo11m,cpu,18.106,0.0342,0.0342,0.0360
gpu,combination_369,yolo11l,cpu,13.968,0.0279,0.0279,0.0343
gpu,combination_369,yolo11x,gpu,7.065,0.9229,0.9229,0.8646
gpu,combination_357,mobilenet_v2,cpu,814.332,0.0227,0.0227,0.0276
gpu,combination_357,resnet50,cpu,157.332,0.0207,0.0207,0.0221
gpu,combination_357,yolo11s,gpu,44.928,0.4543,0.4543,0.4985
gpu,combination_357,yolo11m,cpu,18.106,0.0304,0.0304,0.0360
gpu,combination_357,yolo11l,cpu,13.968,0.0308,0.0308,0.0342
gpu,combination_357,yolo11x,cpu,7.065,0.0396,0.0396,0.0477
gpu,combination_390,mobilenet_v2,cpu,814.332,0.0535,0.0535,0.0537
gpu,combination_390,resnet50,gpu,235.998,0.2623,0.2623,0.2734
gpu,combination_390,yolo11s,cpu,44.928,0.0590,0.0590,0.0568
gpu,combination_390,yolo11m,cpu,18.106,0.0712,0.0712,0.0780
gpu,combination_390,yolo11l,gpu,20.952,0.8386,0.8386,0.8414
gpu,combination_390,yolo11x,gpu,10.598,0.8870,0.8870,0.8642
gpu,combination_351,mobilenet_v2,cpu,814.332,0.0235,0.0235,0.0269
gpu,combination_351,resnet50,cpu,157.332,0.0221,0.0221,0.0218
gpu,combination_351,yolo11s,cpu,44.928,0.0243,0.0243,0.0281
gpu,combination_351,yolo11m,cpu,18.106,0.0309,0.0309,0.0355
gpu,combination_351,yolo11l,gpu,13.968,0.8512,0.8512,0.8400
gpu,combination_351,yolo11x,cpu,7.065,0.0396,0.0396,0.0464
gpu,combination_407,mobilenet_v2,gpu,1285.347,0.0406,0.0406,0.0411
gpu,combination_407,resnet50,gpu,314.664,0.1615,0.1615,0.1769
gpu,combination_407,yolo11s,cpu,44.928,0.0401,0.0401,0.0473
gpu,combination_407,yolo11m,cpu,18.106,0.0508,0.0508,0.0537
gpu,combination_407,yolo11l,cpu,13.968,0.0480,0.0480,0.0524
gpu,combination_407,yolo11x,gpu,14.130,0.8422,0.8422,0.8456
gpu,combination_379,mobilenet_v2,gpu,1221.498,0.0654,0.0654,0.0662
gpu,combination_379,resnet50,gpu,235.998,0.3372,0.3372,0.3421
gpu,combination_379,yolo11s,cpu,44.928,0.1033,0.1033,0.0970
gpu,combination_379,yolo11m,gpu,27.159,0.8704,0.8704,0.8669
gpu,combination_379,yolo11l,gpu,20.952,0.8863,0.8863,0.8841
gpu,combination_379,yolo11x,gpu,10.598,0.9275,0.9275,0.9050
gpu,combination_392,mobilenet_v2,gpu,1221.498,0.0789,0.0789,0.0863
gpu,combination_392,resnet50,cpu,157.332,0.2535,0.2535,0.2664
gpu,combination_392,yolo11s,gpu,67.392,0.6836,0.6836,0.6563
gpu,combination_392,yolo11m,gpu,27.159,0.9076,0.9076,0.9120
gpu,combination_392,yolo11l,gpu,20.952,0.9197,0.9197,0.9332
gpu,combination_392,yolo11x,gpu,10.598,0.9502,0.9502,0.9438
gpu,combination_376,mobilenet_v2,cpu,814.332,0.0286,0.0286,0.0320
gpu,combination_376,resnet50,cpu,157.332,0.0240,0.0240,0.0249
gpu,combination_376,yolo11s,gpu,67.392,0.4109,0.4109,0.3792
gpu,combination_376,yolo11m,cpu,18.106,0.0398,0.0398,0.0404
gpu,combination_376,yolo11l,cpu,13.968,0.0401,0.0401,0.0383
gpu,combination_376,yolo11x,gpu,10.598,0.8370,0.8370,0.8673
gpu,combination_372,mobilenet_v2,cpu,814.332,0.0581,0.0581,0.0522
gpu,combination_372,resnet50,cpu,157.332,0.0507,0.0507,0.0502
gpu,combination_372,yolo11s,gpu,44.928,0.7372,0.7372,0.7567
gpu,combination_372,yolo11m,cpu,18.106,0.0729,0.0729,0.0772
gpu,combination_372,yolo11l,gpu,13.968,0.8555,0.8555,0.8643
gpu,combination_372,yolo11x,gpu,7.065,0.9144,0.9144,0.8608
gpu,combination_374,mobilenet_v2,gpu,1221.498,0.1074,0.1074,0.0943
gpu,combination_374,resnet50,gpu,235.998,0.5544,0.5544,0.5051
gpu,combination_374,yolo11s,gpu,67.392,0.4198,0.4198,0.5817
gpu,combination_374,yolo11m,gpu,27.159,0.9518,0.9518,0.8650
gpu,combination_374,yolo11l,gpu,20.952,0.9612,0.9612,0.8824
gpu,combination_374,yolo11x,gpu,10.598,0.9794,0.9794,0.9406
gpu,combination_358,mobilenet_v2,gpu,814.332,0.0551,0.0551,0.0684
gpu,combination_358,resnet50,gpu,157.332,0.2687,0.2687,0.3187
gpu,combination_358,yolo11s,cpu,44.928,0.0334,0.0334,0.0375
gpu,combination_358,yolo11m,cpu,18.106,0.0348,0.0348,0.0495
gpu,combination_358,yolo11l,cpu,13.968,0.0365,0.0365,0.0467
gpu,combination_358,yolo11x,cpu,7.065,0.0495,0.0495,0.0584
gpu,combination_378,mobilenet_v2,gpu,1221.498,0.0510,0.0510,0.0540
gpu,combination_378,resnet50,gpu,235.998,0.2621,0.2621,0.2933
gpu,combination_378,yolo11s,cpu,44.928,0.0592,0.0592,0.0578
gpu,combination_378,yolo11m,gpu,27.159,0.8233,0.8233,0.8233
gpu,combination_378,yolo11l,cpu,13.968,0.0702,0.0702,0.0673
gpu,combination_378,yolo11x,gpu,10.598,0.8964,0.8964,0.8515
gpu,combination_364,mobilenet_v2,cpu,814.332,0.0335,0.0335,0.0380
gpu,combination_364,resnet50,cpu,157.332,0.0270,0.0270,0.0313
gpu,combination_364,yolo11s,cpu,44.928,0.0336,0.0336,0.0384
gpu,combination_364,yolo11m,gpu,18.106,0.8301,0.8301,0.8599
gpu,combination_364,yolo11l,cpu,13.968,0.0394,0.0394,0.0465
gpu,combination_364,yolo11x,cpu,7.065,0.0453,0.0453,0.0634
gpu,combination_521,mobilenet_v2,gpu,1285.347,0.0381,0.0381,0.0331
gpu,combination_521,resnet50,gpu,314.664,0.1520,0.1520,0.1432
gpu,combination_521,yolo11n,cpu,85.222,0.0520,0.0520,0.0412
gpu,combination_521,yolo11s,cpu,44.928,0.0430,0.0430,0.0383
gpu,combination_521,yolo11m,cpu,18.106,0.0530,0.0530,0.0472
gpu,combination_521,yolo11l,cpu,13.968,0.0465,0.0465,0.0447
gpu,combination_521,yolo11x,gpu,14.130,0.8252,0.8252,0.7823
gpu,combination_536,mobilenet_v2,gpu,1285.347,0.0726,0.0726,0.0717
gpu,combination_536,resnet50,gpu,314.664,0.2968,0.2968,0.2752
gpu,combination_536,yolo11n,cpu,85.222,0.2860,0.2860,0.2792
gpu,combination_536,yolo11s,gpu,89.856,0.3352,0.3352,0.4584
gpu,combination_536,yolo11m,gpu,36.212,0.8519,0.8519,0.8258
gpu,combination_536,yolo11l,gpu,27.936,0.8877,0.8877,0.8413
gpu,combination_536,yolo11x,gpu,14.130,0.9172,0.9172,0.9144
gpu,combination_511,mobilenet_v2,gpu,1221.498,0.0579,0.0579,0.0568
gpu,combination_511,resnet50,gpu,235.998,0.2971,0.2971,0.3165
gpu,combination_511,yolo11n,gpu,127.833,0.3262,0.3262,0.4697
gpu,combination_511,yolo11s,cpu,44.928,0.0866,0.0866,0.1058
gpu,combination_511,yolo11m,gpu,27.159,0.8483,0.8483,0.8655
gpu,combination_511,yolo11l,gpu,20.952,0.8634,0.8634,0.8756
gpu,combination_511,yolo11x,cpu,7.065,0.1288,0.1288,0.1566
gpu,combination_481,mobilenet_v2,cpu,814.332,0.0733,0.0733,0.0736
gpu,combination_481,resnet50,cpu,157.332,0.0903,0.0903,0.0899
gpu,combination_481,yolo11n,gpu,85.222,0.4990,0.4990,0.5357
gpu,combination_481,yolo11s,gpu,44.928,0.8095,0.8095,0.8376
gpu,combination_481,yolo11m,gpu,18.106,0.8704,0.8704,0.9042
gpu,combination_481,yolo11l,gpu,13.968,0.8863,0.8863,0.9143
gpu,combination_481,yolo11x,gpu,7.065,0.9299,0.9299,0.9229
gpu,combination_488,mobilenet_v2,gpu,814.332,0.1207,0.1207,0.1104
gpu,combination_488,resnet50,gpu,157.332,0.5761,0.5761,0.5468
gpu,combination_488,yolo11n,cpu,85.222,0.3514,0.3514,0.3602
gpu,combination_488,yolo11s,gpu,44.928,0.8839,0.8839,0.8686
gpu,combination_488,yolo11m,gpu,18.106,0.9301,0.9301,0.9288
gpu,combination_488,yolo11l,gpu,13.968,0.9443,0.9443,0.9315
gpu,combination_488,yolo11x,gpu,7.065,0.9880,0.9880,0.9476
gpu,combination_514,mobilenet_v2,cpu,814.332,0.0344,0.0344,0.0315
gpu,combination_514,resnet50,gpu,235.998,0.1665,0.1665,0.2138
gpu,combination_514,yolo11n,gpu,127.833,0.1840,0.1840,0.2749
gpu,combination_514,yolo11s,cpu,44.928,0.0327,0.0327,0.0342
gpu,combination_514,yolo11m,cpu,18.106,0.0381,0.0381,0.0404
gpu,combination_514,yolo11l,cpu,13.968,0.0401,0.0401,0.0387
gpu,combination_514,yolo11x,cpu,7.065,0.0481,0.0481,0.0469
gpu,combination_504,mobilenet_v2,gpu,1221.498,0.0518,0.0518,0.0539
gpu,combination_504,resnet50,gpu,235.998,0.2585,0.2585,0.2862
gpu,combination_504,yolo11n,cpu,85.222,0.0631,0.0631,0.0674
gpu,combination_504,yolo11s,cpu,44.928,0.0637,0.0637,0.0550
gpu,combination_504,yolo11m,cpu,18.106,0.0712,0.0712,0.0728
gpu,combination_504,yolo11l,gpu,20.952,0.8434,0.8434,0.8284
gpu,combination_504,yolo11x,gpu,10.598,0.8917,0.8917,0.8547
gpu,combination_528,mobilenet_v2,gpu,1285.347,0.0489,0.0489,0.0495
gpu,combination_528,resnet50,gpu,314.664,0.1870,0.1870,0.1649
gpu,combination_528,yolo11n,cpu,85.222,0.0759,0.0759,0.0589
gpu,combination_528,yolo11s,cpu,44.928,0.0556,0.0556,0.0565
gpu,combination_528,yolo11m,cpu,18.106,0.0690,0.0690,0.0670
gpu,combination_528,yolo11l,gpu,27.936,0.8197,0.8197,0.7704
gpu,combination_528,yolo11x,gpu,14.130,0.8648,0.8648,0.8319
gpu,combination_539,mobilenet_v2,cpu,814.332,0.0366,0.0366,0.0383
gpu,combination_539,resnet50,gpu,314.664,0.1518,0.1518,0.1303
gpu,combination_539,yolo11n,gpu,170.444,0.1410,0.1410,0.2295
gpu,combination_539,yolo11s,cpu,44.928,0.0376,0.0376,0.0386
gpu,combination_539,yolo11m,gpu,36.212,0.6280,0.6280,0.6341
gpu,combination_539,yolo11l,cpu,13.968,0.0487,0.0487,0.0467
gpu,combination_539,yolo11x,cpu,7.065,0.0609,0.0609,0.0550
gpu,combination_469,mobilenet_v2,cpu,814.332,0.0273,0.0273,0.0252
gpu,combination_469,resnet50,cpu,157.332,0.0174,0.0174,0.0311
gpu,combination_469,yolo11n,cpu,85.222,0.0293,0.0293,0.0200
gpu,combination_469,yolo11s,cpu,44.928,0.0247,0.0247,0.0289
gpu,combination_469,yolo11m,cpu,18.106,0.0276,0.0276,0.0377
gpu,combination_469,yolo11l,cpu,13.968,0.0258,0.0258,0.0426
gpu,combination_469,yolo11x,cpu,7.065,0.0340,0.0340,0.0754
gpu,combination_529,mobilenet_v2,cpu,814.332,0.0673,0.0673,0.0695
gpu,combination_529,resnet50,cpu,157.332,0.0852,0.0852,0.0836
gpu,combination_529,yolo11n,gpu,170.444,0.1977,0.1977,0.2831
gpu,combination_529,yolo11s,gpu,89.856,0.3787,0.3787,0.4768
gpu,combination_529,yolo11m,gpu,36.212,0.7992,0.7992,0.8545
gpu,combination_529,yolo11l,gpu,27.936,0.8204,0.8204,0.8487
gpu,combination_529,yolo11x,gpu,14.130,0.8570,0.8570,0.8965
gpu,combination_485,mobilenet_v2,cpu,814.332,0.0434,0.0434,0.0374
gpu,combination_485,resnet50,cpu,157.332,0.0341,0.0341,0.0298
gpu,combination_485,yolo11n,cpu,85.222,0.0499,0.0499,0.0456
gpu,combination_485,yolo11s,gpu,44.928,0.6996,0.6996,0.6706
gpu,combination_485,yolo11m,gpu,18.106,0.8019,0.8019,0.8458
gpu,combination_485,yolo11l,cpu,13.968,0.0494,0.0494,0.0491
gpu,combination_485,yolo11x,gpu,7.065,0.8762,0.8762,0.8623
gpu,combination_537,mobilenet_v2,cpu,814.332,0.0290,0.0290,0.0287
gpu,combination_537,resnet50,gpu,314.664,0.1243,0.1243,0.1798
gpu,combination_537,yolo11n,cpu,85.222,0.0265,0.0265,0.0310
gpu,combination_537,yolo11s,cpu,44.928,0.0245,0.0245,0.0265
gpu,combination_537,yolo11m,cpu,18.106,0.0359,0.0359,0.0338
gpu,combination_537,yolo11l,cpu,13.968,0.0329,0.0329,0.0309
gpu,combination_537,yolo11x,cpu,7.065,0.0410,0.0410,0.0484
gpu,combination_533,mobilenet_v2,cpu,814.332,0.0434,0.0434,0.0383
gpu,combination_533,resnet50,cpu,157.332,0.0327,0.0327,0.0325
gpu,combination_533,yolo11n,cpu,85.222,0.0512,0.0512,0.0417
gpu,combination_533,yolo11s,gpu,89.856,0.3022,0.3022,0.2998
gpu,combination_533,yolo11m,gpu,36.212,0.6702,0.6702,0.6273
gpu,combination_533,yolo11l,cpu,13.968,0.0465,0.0465,0.0469
gpu,combination_533,yolo11x,gpu,14.130,0.7707,0.7707,0.7723
gpu,combination_474,mobilenet_v2,cpu,814.332,0.0526,0.0526,0.0508
gpu,combination_474,resnet50,gpu,157.332,0.3756,0.3756,0.3765
gpu,combination_474,yolo11n,cpu,85.222,0.0715,0.0715,0.0675
gpu,combination_474,yolo11s,gpu,44.928,0.6880,0.6880,0.7571
gpu,combination_474,yolo11m,gpu,18.106,0.8135,0.8135,0.8476
gpu,combination_474,yolo11l,cpu,13.968,0.0716,0.0716,0.0708
gpu,combination_474,yolo11x,gpu,7.065,0.8946,0.8946,0.8621
gpu,combination_500,mobilenet_v2,gpu,1221.498,0.0784,0.0784,0.0623
gpu,combination_500,resnet50,cpu,157.332,0.2345,0.2345,0.2745
gpu,combination_500,yolo11n,gpu,127.833,0.3119,0.3119,0.5745
gpu,combination_500,yolo11s,gpu,67.392,0.6394,0.6394,0.7213
gpu,combination_500,yolo11m,gpu,27.159,0.9010,0.9010,0.9078
gpu,combination_500,yolo11l,gpu,20.952,0.9135,0.9135,0.9200
gpu,combination_500,yolo11x,gpu,10.598,0.9445,0.9445,0.9397
gpu,combination_473,mobilenet_v2,gpu,814.332,0.0656,0.0656,0.0731
gpu,combination_473,resnet50,gpu,157.332,0.3202,0.3202,0.3319
gpu,combination_473,yolo11n,cpu,85.222,0.0494,0.0494,0.0459
gpu,combination_473,yolo11s,cpu,44.928,0.0425,0.0425,0.0348
gpu,combination_473,yolo11m,cpu,18.106,0.0514,0.0514,0.0490
gpu,combination_473,yolo11l,cpu,13.968,0.0494,0.0494,0.0496
gpu,combination_473,yolo11x,gpu,7.065,0.8875,0.8875,0.8556
gpu,combination_483,mobilenet_v2,cpu,814.332,0.0305,0.0305,0.0258
gpu,combination_483,resnet50,cpu,157.332,0.0186,0.0186,0.0219
gpu,combination_483,yolo11n,cpu,85.222,0.0331,0.0331,0.0306
gpu,combination_483,yolo11s,cpu,44.928,0.0272,0.0272,0.0270
gpu,combination_483,yolo11m,gpu,18.106,0.8450,0.8450,0.8239
gpu,combination_483,yolo11l,cpu,13.968,0.0315,0.0315,0.0307
gpu,combination_483,yolo11x,cpu,7.065,0.0425,0.0425,0.0536
gpu,combination_491,mobilenet_v2,cpu,814.332,0.0427,0.0427,0.0382
gpu,combination_491,resnet50,gpu,157.332,0.2924,0.2924,0.3291
gpu,combination_491,yolo11n,gpu,85.222,0.3419,0.3419,0.3545
gpu,combination_491,yolo11s,cpu,44.928,0.0410,0.0410,0.0379
gpu,combination_491,yolo11m,gpu,18.106,0.7633,0.7633,0.8387
gpu,combination_491,yolo11l,cpu,13.968,0.0508,0.0508,0.0461
gpu,combination_491,yolo11x,cpu,7.065,0.0538,0.0538,0.0700
gpu,combination_497,mobilenet_v2,gpu,1221.498,0.0423,0.0423,0.0430
gpu,combination_497,resnet50,gpu,235.998,0.2124,0.2124,0.2476
gpu,combination_497,yolo11n,cpu,85.222,0.0508,0.0508,0.0412
gpu,combination_497,yolo11s,cpu,44.928,0.0452,0.0452,0.0378
gpu,combination_497,yolo11m,cpu,18.106,0.0530,0.0530,0.0462
gpu,combination_497,yolo11l,cpu,13.968,0.0451,0.0451,0.0447
gpu,combination_497,yolo11x,gpu,10.598,0.8785,0.8785,0.8566
gpu,combination_480,mobilenet_v2,gpu,814.332,0.0804,0.0804,0.0795
gpu,combination_480,resnet50,gpu,157.332,0.3821,0.3821,0.3779
gpu,combination_480,yolo11n,cpu,85.222,0.0701,0.0701,0.0697
gpu,combination_480,yolo11s,cpu,44.928,0.0605,0.0605,0.0564
gpu,combination_480,yolo11m,cpu,18.106,0.0724,0.0724,0.0725
gpu,combination_480,yolo11l,gpu,13.968,0.8691,0.8691,0.8545
gpu,combination_480,yolo11x,gpu,7.065,0.9186,0.9186,0.8501
gpu,combination_505,mobilenet_v2,cpu,814.332,0.0682,0.0682,0.0695
gpu,combination_505,resnet50,cpu,157.332,0.0852,0.0852,0.0829
gpu,combination_505,yolo11n,gpu,127.833,0.2894,0.2894,0.5057
gpu,combination_505,yolo11s,gpu,67.392,0.6149,0.6149,0.6454
gpu,combination_505,yolo11m,gpu,27.159,0.8358,0.8358,0.8776
gpu,combination_505,yolo11l,gpu,20.952,0.8500,0.8500,0.8818
gpu,combination_505,yolo11x,gpu,10.598,0.8964,0.8964,0.9073
gpu,combination_531,mobilenet_v2,cpu,814.332,0.0267,0.0267,0.0284
gpu,combination_531,resnet50,cpu,157.332,0.0219,0.0219,0.0243
gpu,combination_531,yolo11n,cpu,85.222,0.0331,0.0331,0.0307
gpu,combination_531,yolo11s,cpu,44.928,0.0260,0.0260,0.0284
gpu,combination_531,yolo11m,gpu,36.212,0.5114,0.5114,0.5488
gpu,combination_531,yolo11l,cpu,13.968,0.0286,0.0286,0.0310
gpu,combination_531,yolo11x,cpu,7.065,0.0396,0.0396,0.0480
gpu,combination_518,mobilenet_v2,gpu,1285.347,0.1020,0.1020,0.1010
gpu,combination_518,resnet50,gpu,314.664,0.4142,0.4142,0.3930
gpu,combination_518,yolo11n,gpu,170.444,0.1258,0.1258,0.4271
gpu,combination_518,yolo11s,gpu,89.856,0.2434,0.2434,0.3973
gpu,combination_518,yolo11m,gpu,36.212,0.7166,0.7166,0.8536
gpu,combination_518,yolo11l,gpu,27.936,0.7682,0.7682,0.8833
gpu,combination_518,yolo11x,gpu,14.130,0.9724,0.9724,1.0000
gpu,combination_493,mobilenet_v2,cpu,814.332,0.0206,0.0206,0.0275
gpu,combination_493,resnet50,cpu,157.332,0.0188,0.0188,0.0300
gpu,combination_493,yolo11n,cpu,85.222,0.0299,0.0299,0.0198
gpu,combination_493,yolo11s,cpu,44.928,0.0243,0.0243,0.0277
gpu,combination_493,yolo11m,cpu,18.106,0.0287,0.0287,0.0369
gpu,combination_493,yolo11l,cpu,13.968,0.0286,0.0286,0.0410
gpu,combination_493,yolo11x,cpu,7.065,0.0340,0.0340,0.0703
gpu,combination_534,mobilenet_v2,gpu,1285.347,0.0438,0.0438,0.0566
gpu,combination_534,resnet50,gpu,314.664,0.1779,0.1779,0.1694
gpu,combination_534,yolo11n,gpu,170.444,0.1953,0.1953,0.2738
gpu,combination_534,yolo11s,cpu,44.928,0.0565,0.0565,0.0550
gpu,combination_534,yolo11m,cpu,18.106,0.0663,0.0663,0.0652
gpu,combination_534,yolo11l,gpu,27.936,0.7872,0.7872,0.7663
gpu,combination_534,yolo11x,cpu,7.065,0.0849,0.0849,0.0722
gpu,combination_519,mobilenet_v2,cpu,814.332,0.0276,0.0276,0.0284
gpu,combination_519,resnet50,cpu,157.332,0.0223,0.0223,0.0211
gpu,combination_519,yolo11n,cpu,85.222,0.0276,0.0276,0.0309
gpu,combination_519,yolo11s,cpu,44.928,0.0280,0.0280,0.0286
gpu,combination_519,yolo11m,cpu,18.106,0.0337,0.0337,0.0331
gpu,combination_519,yolo11l,gpu,27.936,0.5967,0.5967,0.5495
gpu,combination_519,yolo11x,cpu,7.065,0.0382,0.0382,0.0451
gpu,combination_515,mobilenet_v2,cpu,814.332,0.0382,0.0382,0.0383
gpu,combination_515,resnet50,gpu,235.998,0.2007,0.2007,0.2391
gpu,combination_515,yolo11n,gpu,127.833,0.2028,0.2028,0.3841
gpu,combination_515,yolo11s,cpu,44.928,0.0387,0.0387,0.0380
gpu,combination_515,yolo11m,gpu,27.159,0.7441,0.7441,0.8192
gpu,combination_515,yolo11l,cpu,13.968,0.0480,0.0480,0.0466
gpu,combination_515,yolo11x,cpu,7.065,0.0609,0.0609,0.0570
gpu,combination_532,mobilenet_v2,cpu,814.332,0.0285,0.0285,0.0304
gpu,combination_532,resnet50,gpu,314.664,0.1435,0.1435,0.1341
gpu,combination_532,yolo11n,cpu,85.222,0.0400,0.0400,0.0337
gpu,combination_532,yolo11s,cpu,44.928,0.0332,0.0332,0.0322
gpu,combination_532,yolo11m,cpu,18.106,0.0376,0.0376,0.0393
gpu,combination_532,yolo11l,cpu,13.968,0.0387,0.0387,0.0376
gpu,combination_532,yolo11x,gpu,14.130,0.8125,0.8125,0.7926
gpu,combination_501,mobilenet_v2,gpu,1221.498,0.0377,0.0377,0.0413
gpu,combination_501,resnet50,cpu,157.332,0.0221,0.0221,0.0235
gpu,combination_501,yolo11n,cpu,85.222,0.0298,0.0298,0.0289
gpu,combination_501,yolo11s,cpu,44.928,0.0280,0.0280,0.0227
gpu,combination_501,yolo11m,cpu,18.106,0.0348,0.0348,0.0324
gpu,combination_501,yolo11l,cpu,13.968,0.0336,0.0336,0.0313
gpu,combination_501,yolo11x,cpu,7.065,0.0410,0.0410,0.0487
gpu,combination_526,mobilenet_v2,cpu,814.332,0.0342,0.0342,0.0295
gpu,combination_526,resnet50,cpu,157.332,0.0266,0.0266,0.0248
gpu,combination_526,yolo11n,gpu,170.444,0.1285,0.1285,0.2043
gpu,combination_526,yolo11s,cpu,44.928,0.0345,0.0345,0.0316
gpu,combination_526,yolo11m,cpu,18.106,0.0376,0.0376,0.0388
gpu,combination_526,yolo11l,cpu,13.968,0.0387,0.0387,0.0370
gpu,combination_526,yolo11x,gpu,14.130,0.7856,0.7856,0.7890
gpu,combination_506,mobilenet_v2,cpu,814.332,0.1187,0.1187,0.1105
gpu,combination_506,resnet50,gpu,235.998,0.4141,0.4141,0.3838
gpu,combination_506,yolo11n,gpu,127.833,0.2819,0.2819,0.5610
gpu,combination_506,yolo11s,gpu,67.392,0.5944,0.5944,0.7332
gpu,combination_506,yolo11m,gpu,27.159,0.9172,0.9172,0.9162
gpu,combination_506,yolo11l,gpu,20.952,0.9283,0.9283,0.9255
gpu,combination_506,yolo11x,gpu,10.598,0.9540,0.9540,0.9365
gpu,combination_535,mobilenet_v2,gpu,1285.347,0.0541,0.0541,0.0673
gpu,combination_535,resnet50,gpu,314.664,0.2208,0.2208,0.1982
gpu,combination_535,yolo11n,gpu,170.444,0.2073,0.2073,0.2933
gpu,combination_535,yolo11s,cpu,44.928,0.0790,0.0790,0.1054
gpu,combination_535,yolo11m,gpu,36.212,0.8196,0.8196,0.7792
gpu,combination_535,yolo11l,gpu,27.936,0.8394,0.8394,0.8399
gpu,combination_535,yolo11x,cpu,7.065,0.1486,0.1486,0.1566
gpu,combination_524,mobilenet_v2,gpu,1285.347,0.0732,0.0732,0.0676
gpu,combination_524,resnet50,cpu,157.332,0.2192,0.2192,0.2345
gpu,combination_524,yolo11n,gpu,170.444,0.1926,0.1926,0.3172
gpu,combination_524,yolo11s,gpu,89.856,0.3873,0.3873,0.4575
gpu,combination_524,yolo11m,gpu,36.212,0.8760,0.8760,0.8729
gpu,combination_524,yolo11l,gpu,27.936,0.8913,0.8913,0.8912
gpu,combination_524,yolo11x,gpu,14.130,0.9214,0.9214,0.9134
gpu,combination_470,mobilenet_v2,gpu,814.332,0.1642,0.1642,0.1765
gpu,combination_470,resnet50,gpu,157.332,0.7396,0.7396,0.7093
gpu,combination_470,yolo11n,gpu,85.222,0.5204,0.5204,0.7270
gpu,combination_470,yolo11s,gpu,44.928,0.9192,0.9192,0.9008
gpu,combination_470,yolo11m,gpu,18.106,0.9621,0.9621,0.9651
gpu,combination_470,yolo11l,gpu,13.968,0.9722,0.9722,0.9754
gpu,combination_470,yolo11x,gpu,7.065,0.9908,0.9908,1.0000
gpu,combination_476,mobilenet_v2,gpu,814.332,0.1212,0.1212,0.1091
gpu,combination_476,resnet50,cpu,157.332,0.2638,0.2638,0.2932
gpu,combination_476,yolo11n,gpu,85.222,0.5760,0.5760,0.5628
gpu,combination_476,yolo11s,gpu,44.928,0.8792,0.8792,0.8645
gpu,combination_476,yolo11m,gpu,18.106,0.9235,0.9235,0.9287
gpu,combination_476,yolo11l,gpu,13.968,0.9379,0.9379,0.9352
gpu,combination_476,yolo11x,gpu,7.065,0.9851,0.9851,0.9476
