# provenance: {"generated_at": "2026-07-29T18:38:28+09:00", "git_commit": "d0e2644025aa868515552f31d7ed11e8c52f694b (pre-commit HEAD)", "alpha": 0.3, "beta": 1.0, "seed": 42, "input_data": ["/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_gpu/performance_gpu_full540.json", "/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_npu/performance_npu_full540.json"], "experiment": "P4 unified oof"}
platform,combination,models,rate_factor,y3_valid,has_gen,fold,y1_meas,y2_meas,y3_meas,y1_pred,y2_pred,y3_pred,group
gpu,combination_366,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.0,True,True,2,0.4037681420715765,0.5040983606557377,0.6174536760310819,0.4005773067474365,0.42544612288475037,0.6735789179801941,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.0)"
gpu,combination_420,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",2.0,True,True,2,0.3525863098793453,0.30296437313026936,0.7806745292778812,0.3389110863208771,0.3533436357975006,0.7680633068084717,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 2.0)"
gpu,combination_355,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.0,True,True,2,0.6031431232909642,0.4017857142857143,0.32127913927077106,0.6166043877601624,0.37916186451911926,0.2770175635814667,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.0)"
gpu,combination_393,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.5,True,True,0,0.09742169925592661,0.7630504833512354,0.16947632711621233,0.09889816492795944,0.7945383191108704,0.164041668176651,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.5)"
gpu,combination_396,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.5,True,True,0,0.3334486935455961,0.33061224489795926,0.8079268292682926,0.3439173698425293,0.31837013363838196,0.7480977177619934,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.5)"
gpu,combination_388,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.5,True,True,0,0.14656514967987538,0.675187969924812,0.5229555236728838,0.16539646685123444,0.7830179333686829,0.5165889859199524,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.5)"
gpu,combination_410,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",2.0,True,True,2,0.79679847091148,0.34892575469132464,1.0,0.7400888800621033,0.2661270499229431,0.8814498782157898,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 2.0)"
gpu,combination_387,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.5,True,True,0,0.08167503028205571,0.8257787325456499,0.7186154949784792,0.08590221405029297,0.8344701528549194,0.4852488934993744,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.5)"
gpu,combination_362,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",1.0,True,True,2,0.7547402265693078,0.2560011709601873,0.8242677824267781,0.8268731236457825,0.21688345074653625,0.8535664081573486,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 1.0)"
gpu,combination_405,"llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x",2.0,True,True,2,0.1255226376776968,1.0,0.16759776536312848,0.12454183399677277,0.9848816990852356,0.19461938738822937,"('llama1b,mobilenet_v2,qwen2_vl,resnet50,yolo11l,yolo11m,yolo11s,yolo11x', 2.0)"
