epoch,util_gpu,util_mem,mem_used_mib,power_w
1787895020.464,9,0,3017,84.5
1787895020.664,9,0,3017,84.5
1787895020.865,4,0,3017,82.9
1787895021.065,4,0,3016,82.9
1787895021.266,4,0,3016,73.3
1787895021.466,4,0,3016,73.3
1787895021.667,4,0,3016,73.3
1787895021.867,6,0,3016,71.7
1787895022.068,6,0,3015,71.7
1787895022.268,6,0,3015,72.7
1787895022.469,6,0,3143,72.7
1787895022.669,6,0,3143,72.7
1787895022.870,88,5,3485,107.8
1787895023.070,88,5,3485,107.8
1787895023.271,88,5,3497,184.9
1787895023.471,88,5,3492,184.9
1787895023.671,88,5,3492,184.9
1787895023.872,80,6,3504,228.9
1787895024.072,80,6,3498,228.9
1787895024.273,80,6,3498,231.5
1787895024.473,80,6,3498,231.5
1787895024.673,80,6,3498,231.5
1787895024.874,77,5,3500,227.9
1787895025.074,77,5,3494,227.9
1787895025.275,77,5,3384,229.0
1787895025.475,77,5,3359,229.0
1787895025.676,55,4,3359,222.6
1787895025.876,55,4,3251,222.6
1787895026.077,55,4,3251,222.6
1787895026.277,55,4,3251,209.3
1787895026.477,55,4,3251,209.3
1787895026.678,66,4,3251,212.7
1787895026.878,66,4,3251,212.7
1787895027.079,66,4,3251,212.7
1787895027.279,66,4,3251,226.0
1787895027.480,66,4,3259,226.0
1787895027.680,75,5,3259,230.1
1787895027.880,75,5,3259,230.1
1787895028.081,75,5,3273,230.1
1787895028.281,75,5,3201,223.4
1787895028.482,75,5,3150,223.4
1787895028.682,78,5,3150,223.4
1787895028.882,78,5,3150,223.4
1787895029.083,78,5,3150,223.4
1787895029.283,78,5,3150,227.7
1787895029.484,78,5,3150,227.7
1787895029.684,77,5,3140,231.8
1787895029.884,77,5,3140,231.8
1787895030.085,77,5,3140,231.8
1787895030.286,77,5,3140,236.1
1787895030.486,77,5,3140,236.1
1787895030.686,83,6,3140,238.3
1787895030.887,83,6,3140,238.3
1787895031.087,83,6,3140,238.3
1787895031.288,83,6,3140,240.2
1787895031.488,83,6,3140,240.2
1787895031.689,78,6,3140,244.4
1787895031.889,78,6,3140,244.4
1787895032.089,78,6,3140,244.4
1787895032.290,78,6,3140,245.7
1787895032.490,78,6,3140,245.7
1787895032.691,88,5,3140,239.3
1787895032.891,88,5,3140,239.3
1787895033.091,88,5,3140,239.3
1787895033.292,88,5,3140,232.9
1787895033.492,88,5,3140,232.9
1787895033.693,72,5,3140,225.6
1787895033.893,72,5,3140,225.6
1787895034.093,72,5,3140,225.6
1787895034.294,72,5,3140,225.1
1787895034.494,72,5,3140,225.1
1787895034.695,82,6,3140,232.7
1787895034.895,82,6,3140,232.7
1787895035.096,82,6,3140,232.7
1787895035.296,82,6,3140,235.7
1787895035.497,82,6,3140,235.7
1787895035.697,83,7,3140,238.3
1787895035.898,83,7,3140,238.3
1787895036.098,83,7,3140,238.3
1787895036.299,83,7,3140,238.6
1787895036.499,83,7,3140,238.6
1787895036.699,74,5,3140,234.5
1787895036.900,74,5,3140,234.5
1787895037.100,74,5,3140,234.5
1787895037.301,74,5,3140,237.7
1787895037.501,74,5,3140,237.7
1787895037.702,0,0,3140,199.8
1787895037.903,0,0,3140,199.8
1787895038.103,0,0,3140,199.8
1787895038.304,0,0,3140,136.3
1787895038.504,0,0,3140,136.3
1787895038.705,4,0,3140,98.5
1787895038.905,4,0,3140,98.5
1787895039.106,4,0,3140,98.5
1787895039.306,4,0,3140,98.2
1787895039.507,4,0,3140,98.2
1787895039.707,83,5,3140,160.8
1787895039.908,83,5,3140,160.8
1787895040.108,83,5,3140,160.8
1787895040.309,83,5,3140,229.8
1787895040.509,83,5,3140,229.8
1787895040.710,84,5,3140,235.6
1787895040.910,84,5,3140,235.6
1787895041.111,84,5,3140,235.6
1787895041.311,84,5,3140,236.9
1787895041.512,84,5,3140,236.9
1787895041.712,88,5,3140,238.4
1787895041.912,88,5,3140,238.4
1787895042.113,88,5,3140,238.4
1787895042.313,88,5,3140,237.1
1787895042.514,88,5,3140,237.1
1787895042.714,81,5,3140,238.1
1787895042.915,81,5,3140,238.1
1787895043.115,81,5,3140,238.1
1787895043.316,81,5,3140,238.7
1787895043.516,81,5,3140,238.7
1787895043.716,79,4,3140,236.4
1787895043.917,79,4,3140,236.4
1787895044.117,79,4,3140,236.4
1787895044.318,79,4,3140,232.8
1787895044.518,79,4,3140,232.8
1787895044.719,85,5,3140,229.9
1787895044.919,85,5,3132,229.9
1787895045.120,85,5,3132,229.9
1787895045.320,85,5,3132,229.8
1787895045.521,85,5,3132,229.8
