run_id,k,block,block_kind,order,cell_index,placement,gpu_skip_pct,npu_skip_pct,worst_sap,mean_sap,median_sap,p10_sap,sap_small,sap_medium,sap_large,deadline_margin_ms_mean,per_stream_json,t_start,t_end,period_ms,fps,detector,dataset,timestamp
m1_k1_1787895022,1,-1,warmup,GPU_FIRST,0,GGGG,40.24,0.0,0.08427,0.12525,0.10799,0.08894,0.00715,0.13742,0.3792,-0.613,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.09985, ""sap_s"": 0.01485, ""sap_m"": 0.12352, ""sap_l"": 0.45554, ""skip"": 41.44, ""eff_mean_ms"": 33.114, ""infer_mean_ms"": 33.114}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20075, ""sap_s"": 0.00134, ""sap_m"": 0.19051, ""sap_l"": 0.61502, ""skip"": 41.9, ""eff_mean_ms"": 33.572, ""infer_mean_ms"": 33.572}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.11614, ""sap_s"": 0.00329, ""sap_m"": 0.2133, ""sap_l"": 0.22841, ""skip"": 40.34, ""eff_mean_ms"": 32.341, ""infer_mean_ms"": 32.34}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.08427, ""sap_s"": 0.00911, ""sap_m"": 0.02233, ""sap_l"": 0.21781, ""skip"": 37.29, ""eff_mean_ms"": 31.853, ""infer_mean_ms"": 31.853}]",1787895022.432,1787895039.181,33.333,30.0,yolo11s,argoverse-hd-val,1787895039
m1_k1_1787895022,1,-1,warmup,GPU_FIRST,1,NNNN,0.0,0.85,0.08343,0.12581,0.11428,0.09106,0.00356,0.13031,0.43209,-15.038,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.10885, ""sap_s"": 0.01136, ""sap_m"": 0.14214, ""sap_l"": 0.56582, ""skip"": 0.46, ""eff_mean_ms"": 18.289, ""infer_mean_ms"": 18.289}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19124, ""sap_s"": 0.001, ""sap_m"": 0.1735, ""sap_l"": 0.61336, ""skip"": 0.9, ""eff_mean_ms"": 18.785, ""infer_mean_ms"": 18.785}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.11971, ""sap_s"": 0.00049, ""sap_m"": 0.18112, ""sap_l"": 0.33669, ""skip"": 1.35, ""eff_mean_ms"": 18.164, ""infer_mean_ms"": 18.164}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08343, ""sap_s"": 0.0014, ""sap_m"": 0.02447, ""sap_l"": 0.2125, ""skip"": 0.68, ""eff_mean_ms"": 17.943, ""infer_mean_ms"": 17.942}]",1787895039.181,1787895049.88,33.333,30.0,yolo11s,argoverse-hd-val,1787895049
m1_k1_1787895022,1,0,measure,NPU_FIRST,0,NNNN,0.0,0.62,0.08351,0.12624,0.11522,0.09116,0.00356,0.13042,0.43261,-15.906,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.109, ""sap_s"": 0.01134, ""sap_m"": 0.14256, ""sap_l"": 0.56587, ""skip"": 0.0, ""eff_mean_ms"": 17.469, ""infer_mean_ms"": 17.469}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.191, ""sap_s"": 0.001, ""sap_m"": 0.17299, ""sap_l"": 0.61349, ""skip"": 1.57, ""eff_mean_ms"": 17.796, ""infer_mean_ms"": 17.795}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12145, ""sap_s"": 0.00049, ""sap_m"": 0.18159, ""sap_l"": 0.33898, ""skip"": 0.0, ""eff_mean_ms"": 17.189, ""infer_mean_ms"": 17.189}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08351, ""sap_s"": 0.0014, ""sap_m"": 0.02452, ""sap_l"": 0.2121, ""skip"": 0.91, ""eff_mean_ms"": 17.255, ""infer_mean_ms"": 17.254}]",1787895049.88,1787895060.045,33.333,30.0,yolo11s,argoverse-hd-val,1787895060
m1_k1_1787895022,1,0,measure,NPU_FIRST,1,GGGG,28.57,0.0,0.096,0.13439,0.11829,0.09902,0.00703,0.14678,0.42106,-4.279,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.10607, ""sap_s"": 0.01481, ""sap_m"": 0.13653, ""sap_l"": 0.49606, ""skip"": 28.14, ""eff_mean_ms"": 28.988, ""infer_mean_ms"": 28.987}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20498, ""sap_s"": 0.00135, ""sap_m"": 0.19133, ""sap_l"": 0.627, ""skip"": 28.15, ""eff_mean_ms"": 29.045, ""infer_mean_ms"": 29.045}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.13051, ""sap_s"": 0.00288, ""sap_m"": 0.22772, ""sap_l"": 0.32731, ""skip"": 29.1, ""eff_mean_ms"": 29.175, ""infer_mean_ms"": 29.175}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.096, ""sap_s"": 0.00907, ""sap_m"": 0.03153, ""sap_l"": 0.23387, ""skip"": 28.9, ""eff_mean_ms"": 29.01, ""infer_mean_ms"": 29.01}]",1787895060.046,1787895075.902,33.333,30.0,yolo11s,argoverse-hd-val,1787895075
m1_k1_1787895022,1,1,measure,NPU_FIRST,0,NNNN,0.0,1.13,0.08318,0.12612,0.11498,0.09086,0.00355,0.12993,0.43249,-14.828,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.10879, ""sap_s"": 0.01129, ""sap_m"": 0.14092, ""sap_l"": 0.56548, ""skip"": 1.37, ""eff_mean_ms"": 18.306, ""infer_mean_ms"": 18.306}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19134, ""sap_s"": 0.00102, ""sap_m"": 0.17335, ""sap_l"": 0.61382, ""skip"": 1.12, ""eff_mean_ms"": 19.52, ""infer_mean_ms"": 19.519}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12117, ""sap_s"": 0.00049, ""sap_m"": 0.18099, ""sap_l"": 0.33865, ""skip"": 0.67, ""eff_mean_ms"": 18.133, ""infer_mean_ms"": 18.132}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08318, ""sap_s"": 0.0014, ""sap_m"": 0.02444, ""sap_l"": 0.21199, ""skip"": 1.37, ""eff_mean_ms"": 18.064, ""infer_mean_ms"": 18.064}]",1787895075.902,1787895086.939,33.333,30.0,yolo11s,argoverse-hd-val,1787895086
m1_k1_1787895022,1,1,measure,NPU_FIRST,1,GGGG,22.66,0.0,0.09734,0.13639,0.12152,0.10073,0.00739,0.15114,0.41967,-5.756,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.10864, ""sap_s"": 0.01586, ""sap_m"": 0.14304, ""sap_l"": 0.50682, ""skip"": 22.53, ""eff_mean_ms"": 27.475, ""infer_mean_ms"": 27.475}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20517, ""sap_s"": 0.00144, ""sap_m"": 0.19272, ""sap_l"": 0.62768, ""skip"": 21.33, ""eff_mean_ms"": 27.414, ""infer_mean_ms"": 27.414}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.1344, ""sap_s"": 0.00302, ""sap_m"": 0.23808, ""sap_l"": 0.30741, ""skip"": 22.35, ""eff_mean_ms"": 27.717, ""infer_mean_ms"": 27.717}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.09734, ""sap_s"": 0.00926, ""sap_m"": 0.03071, ""sap_l"": 0.23675, ""skip"": 24.42, ""eff_mean_ms"": 27.703, ""infer_mean_ms"": 27.702}]",1787895086.939,1787895102.08,33.333,30.0,yolo11s,argoverse-hd-val,1787895102
m1_k1_1787895022,1,2,measure,GPU_FIRST,0,GGGG,26.68,0.0,0.09819,0.13595,0.12135,0.101,0.00713,0.14927,0.41034,-5.249,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.10756, ""sap_s"": 0.01536, ""sap_m"": 0.13889, ""sap_l"": 0.48805, ""skip"": 26.22, ""eff_mean_ms"": 28.181, ""infer_mean_ms"": 28.181}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20291, ""sap_s"": 0.00139, ""sap_m"": 0.18999, ""sap_l"": 0.62433, ""skip"": 28.15, ""eff_mean_ms"": 28.132, ""infer_mean_ms"": 28.131}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.13515, ""sap_s"": 0.0024, ""sap_m"": 0.23937, ""sap_l"": 0.28971, ""skip"": 26.26, ""eff_mean_ms"": 28.205, ""infer_mean_ms"": 28.204}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.09819, ""sap_s"": 0.00938, ""sap_m"": 0.02884, ""sap_l"": 0.23928, ""skip"": 26.1, ""eff_mean_ms"": 27.818, ""infer_mean_ms"": 27.818}]",1787895102.08,1787895117.558,33.333,30.0,yolo11s,argoverse-hd-val,1787895117
m1_k1_1787895022,1,2,measure,GPU_FIRST,1,NNNN,0.0,1.25,0.08262,0.12587,0.11502,0.09043,0.00359,0.12952,0.43142,-15.646,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.10865, ""sap_s"": 0.01147, ""sap_m"": 0.13917, ""sap_l"": 0.56353, ""skip"": 1.82, ""eff_mean_ms"": 17.86, ""infer_mean_ms"": 17.859}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19084, ""sap_s"": 0.001, ""sap_m"": 0.17333, ""sap_l"": 0.61253, ""skip"": 1.57, ""eff_mean_ms"": 17.899, ""infer_mean_ms"": 17.898}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12138, ""sap_s"": 0.00049, ""sap_m"": 0.18117, ""sap_l"": 0.33866, ""skip"": 0.45, ""eff_mean_ms"": 17.559, ""infer_mean_ms"": 17.559}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08262, ""sap_s"": 0.0014, ""sap_m"": 0.0244, ""sap_l"": 0.21096, ""skip"": 1.14, ""eff_mean_ms"": 17.43, ""infer_mean_ms"": 17.429}]",1787895117.558,1787895127.78,33.333,30.0,yolo11s,argoverse-hd-val,1787895127
m1_k1_1787895022,1,3,measure,NPU_FIRST,0,NNNN,0.0,0.96,0.0836,0.126,0.11478,0.09118,0.00356,0.13036,0.43217,-15.862,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.10888, ""sap_s"": 0.01135, ""sap_m"": 0.14196, ""sap_l"": 0.56586, ""skip"": 0.46, ""eff_mean_ms"": 17.451, ""infer_mean_ms"": 17.451}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19084, ""sap_s"": 0.001, ""sap_m"": 0.17352, ""sap_l"": 0.61207, ""skip"": 1.8, ""eff_mean_ms"": 17.768, ""infer_mean_ms"": 17.768}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12069, ""sap_s"": 0.00049, ""sap_m"": 0.18139, ""sap_l"": 0.33805, ""skip"": 1.35, ""eff_mean_ms"": 17.486, ""infer_mean_ms"": 17.486}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.0836, ""sap_s"": 0.0014, ""sap_m"": 0.02458, ""sap_l"": 0.21271, ""skip"": 0.23, ""eff_mean_ms"": 17.18, ""infer_mean_ms"": 17.179}]",1787895127.78,1787895138.016,33.333,30.0,yolo11s,argoverse-hd-val,1787895138
m1_k1_1787895022,1,3,measure,NPU_FIRST,1,GGGG,23.96,0.0,0.09962,0.13892,0.12449,0.10252,0.00728,0.15127,0.4167,-5.736,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.10928, ""sap_s"": 0.0161, ""sap_m"": 0.14326, ""sap_l"": 0.49015, ""skip"": 22.35, ""eff_mean_ms"": 27.405, ""infer_mean_ms"": 27.405}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20705, ""sap_s"": 0.00148, ""sap_m"": 0.19175, ""sap_l"": 0.63322, ""skip"": 25.17, ""eff_mean_ms"": 27.788, ""infer_mean_ms"": 27.788}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.13971, ""sap_s"": 0.00255, ""sap_m"": 0.23814, ""sap_l"": 0.30106, ""skip"": 23.73, ""eff_mean_ms"": 27.71, ""infer_mean_ms"": 27.71}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.09962, ""sap_s"": 0.00899, ""sap_m"": 0.03192, ""sap_l"": 0.24235, ""skip"": 24.59, ""eff_mean_ms"": 27.488, ""infer_mean_ms"": 27.488}]",1787895138.016,1787895153.227,33.333,30.0,yolo11s,argoverse-hd-val,1787895153
