run_id,k,block,block_kind,order,cell_index,placement,gpu_skip_pct,npu_skip_pct,worst_sap,mean_sap,median_sap,p10_sap,sap_small,sap_medium,sap_large,deadline_margin_ms_mean,per_stream_json,t_start,t_end,period_ms,fps,detector,dataset,timestamp
m1_k2_1787895315,2,-1,warmup,GPU_FIRST,0,GGGG,44.56,0.0,0.08122,0.12257,0.10528,0.08623,0.00672,0.13389,0.38188,0.378,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.09792, ""sap_s"": 0.01365, ""sap_m"": 0.11553, ""sap_l"": 0.45969, ""skip"": 46.55, ""eff_mean_ms"": 34.255, ""infer_mean_ms"": 34.255}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.19848, ""sap_s"": 0.00177, ""sap_m"": 0.19112, ""sap_l"": 0.60862, ""skip"": 46.97, ""eff_mean_ms"": 34.456, ""infer_mean_ms"": 34.456}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.11265, ""sap_s"": 0.00263, ""sap_m"": 0.20992, ""sap_l"": 0.2482, ""skip"": 41.87, ""eff_mean_ms"": 33.225, ""infer_mean_ms"": 33.225}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.08122, ""sap_s"": 0.00883, ""sap_m"": 0.01899, ""sap_l"": 0.21101, ""skip"": 42.86, ""eff_mean_ms"": 32.908, ""infer_mean_ms"": 32.908}]",1787895315.238,1787895332.146,33.333,30.0,yolo11s,argoverse-hd-val,1787895332
m1_k2_1787895315,2,-1,warmup,GPU_FIRST,1,NNNN,0.0,0.45,0.08322,0.1262,0.11519,0.09095,0.00356,0.13067,0.43271,-15.513,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.109, ""sap_s"": 0.01134, ""sap_m"": 0.14256, ""sap_l"": 0.56587, ""skip"": 0.0, ""eff_mean_ms"": 17.77, ""infer_mean_ms"": 17.77}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19122, ""sap_s"": 0.00101, ""sap_m"": 0.17332, ""sap_l"": 0.61375, ""skip"": 0.67, ""eff_mean_ms"": 18.136, ""infer_mean_ms"": 18.136}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12138, ""sap_s"": 0.00049, ""sap_m"": 0.18306, ""sap_l"": 0.33871, ""skip"": 0.67, ""eff_mean_ms"": 17.757, ""infer_mean_ms"": 17.757}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08322, ""sap_s"": 0.0014, ""sap_m"": 0.02375, ""sap_l"": 0.21251, ""skip"": 0.46, ""eff_mean_ms"": 17.618, ""infer_mean_ms"": 17.617}]",1787895332.146,1787895342.584,33.333,30.0,yolo11s,argoverse-hd-val,1787895342
m1_k2_1787895315,2,0,measure,NPU_FIRST,0,NNNN,0.0,0.57,0.08283,0.12594,0.11486,0.09066,0.00356,0.1296,0.43064,-15.611,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.10892, ""sap_s"": 0.01132, ""sap_m"": 0.14182, ""sap_l"": 0.56582, ""skip"": 0.68, ""eff_mean_ms"": 18.066, ""infer_mean_ms"": 18.066}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.1912, ""sap_s"": 0.00102, ""sap_m"": 0.1732, ""sap_l"": 0.61396, ""skip"": 0.67, ""eff_mean_ms"": 17.88, ""infer_mean_ms"": 17.88}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12081, ""sap_s"": 0.00049, ""sap_m"": 0.18014, ""sap_l"": 0.33041, ""skip"": 0.45, ""eff_mean_ms"": 17.596, ""infer_mean_ms"": 17.595}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08283, ""sap_s"": 0.0014, ""sap_m"": 0.02326, ""sap_l"": 0.21237, ""skip"": 0.46, ""eff_mean_ms"": 17.349, ""infer_mean_ms"": 17.348}]",1787895342.584,1787895352.752,33.333,30.0,yolo11s,argoverse-hd-val,1787895352
m1_k2_1787895315,2,0,measure,NPU_FIRST,1,GGGG,47.42,0.0,0.08312,0.12452,0.10782,0.08717,0.00657,0.13602,0.38385,0.679,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.09663, ""sap_s"": 0.01357, ""sap_m"": 0.11326, ""sap_l"": 0.43306, ""skip"": 47.96, ""eff_mean_ms"": 34.494, ""infer_mean_ms"": 34.494}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.19932, ""sap_s"": 0.00177, ""sap_m"": 0.1888, ""sap_l"": 0.60902, ""skip"": 50.25, ""eff_mean_ms"": 34.339, ""infer_mean_ms"": 34.339}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.11901, ""sap_s"": 0.00201, ""sap_m"": 0.22279, ""sap_l"": 0.27892, ""skip"": 43.73, ""eff_mean_ms"": 33.237, ""infer_mean_ms"": 33.237}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.08312, ""sap_s"": 0.00894, ""sap_m"": 0.01924, ""sap_l"": 0.21441, ""skip"": 47.76, ""eff_mean_ms"": 33.978, ""infer_mean_ms"": 33.978}]",1787895352.753,1787895369.703,33.333,30.0,yolo11s,argoverse-hd-val,1787895369
m1_k2_1787895315,2,1,measure,GPU_FIRST,0,GGGG,49.1,0.0,0.08463,0.12392,0.1069,0.08865,0.00659,0.13659,0.3821,0.756,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.09803, ""sap_s"": 0.01374, ""sap_m"": 0.11857, ""sap_l"": 0.42988, ""skip"": 50.64, ""eff_mean_ms"": 34.826, ""infer_mean_ms"": 34.826}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.19725, ""sap_s"": 0.00135, ""sap_m"": 0.19137, ""sap_l"": 0.60281, ""skip"": 49.38, ""eff_mean_ms"": 34.064, ""infer_mean_ms"": 34.063}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.11576, ""sap_s"": 0.00233, ""sap_m"": 0.2153, ""sap_l"": 0.27932, ""skip"": 47.91, ""eff_mean_ms"": 33.298, ""infer_mean_ms"": 33.298}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.08463, ""sap_s"": 0.00892, ""sap_m"": 0.02111, ""sap_l"": 0.21641, ""skip"": 48.48, ""eff_mean_ms"": 34.168, ""infer_mean_ms"": 34.168}]",1787895369.703,1787895386.66,33.333,30.0,yolo11s,argoverse-hd-val,1787895386
m1_k2_1787895315,2,1,measure,GPU_FIRST,1,NNNN,0.0,0.23,0.0836,0.12635,0.11528,0.0912,0.00356,0.13047,0.43285,-15.874,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.10895, ""sap_s"": 0.01136, ""sap_m"": 0.14223, ""sap_l"": 0.5658, ""skip"": 0.23, ""eff_mean_ms"": 17.677, ""infer_mean_ms"": 17.677}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19124, ""sap_s"": 0.001, ""sap_m"": 0.17336, ""sap_l"": 0.61395, ""skip"": 0.22, ""eff_mean_ms"": 17.54, ""infer_mean_ms"": 17.54}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12162, ""sap_s"": 0.00049, ""sap_m"": 0.18185, ""sap_l"": 0.33896, ""skip"": 0.45, ""eff_mean_ms"": 17.504, ""infer_mean_ms"": 17.504}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.0836, ""sap_s"": 0.0014, ""sap_m"": 0.02445, ""sap_l"": 0.21271, ""skip"": 0.0, ""eff_mean_ms"": 17.117, ""infer_mean_ms"": 17.117}]",1787895386.66,1787895396.81,33.333,30.0,yolo11s,argoverse-hd-val,1787895396
m1_k2_1787895315,2,2,measure,NPU_FIRST,0,NNNN,0.0,0.62,0.08351,0.12602,0.11467,0.09115,0.00354,0.13005,0.4325,-15.847,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.10896, ""sap_s"": 0.01131, ""sap_m"": 0.14228, ""sap_l"": 0.56491, ""skip"": 0.46, ""eff_mean_ms"": 17.484, ""infer_mean_ms"": 17.484}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19123, ""sap_s"": 0.00101, ""sap_m"": 0.17333, ""sap_l"": 0.61421, ""skip"": 0.22, ""eff_mean_ms"": 17.551, ""infer_mean_ms"": 17.551}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12038, ""sap_s"": 0.00045, ""sap_m"": 0.18023, ""sap_l"": 0.33844, ""skip"": 1.35, ""eff_mean_ms"": 17.505, ""infer_mean_ms"": 17.504}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08351, ""sap_s"": 0.0014, ""sap_m"": 0.02436, ""sap_l"": 0.21245, ""skip"": 0.46, ""eff_mean_ms"": 17.407, ""infer_mean_ms"": 17.407}]",1787895396.811,1787895406.938,33.333,30.0,yolo11s,argoverse-hd-val,1787895406
m1_k2_1787895315,2,2,measure,NPU_FIRST,1,GGGG,45.4,0.0,0.08581,0.1248,0.10741,0.09016,0.00685,0.13775,0.38158,0.231,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.1003, ""sap_s"": 0.01397, ""sap_m"": 0.12422, ""sap_l"": 0.4732, ""skip"": 45.98, ""eff_mean_ms"": 33.853, ""infer_mean_ms"": 33.853}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.19859, ""sap_s"": 0.00175, ""sap_m"": 0.19071, ""sap_l"": 0.60782, ""skip"": 43.92, ""eff_mean_ms"": 33.807, ""infer_mean_ms"": 33.807}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.11452, ""sap_s"": 0.00276, ""sap_m"": 0.21449, ""sap_l"": 0.22552, ""skip"": 47.54, ""eff_mean_ms"": 33.657, ""infer_mean_ms"": 33.657}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.08581, ""sap_s"": 0.00892, ""sap_m"": 0.02159, ""sap_l"": 0.21979, ""skip"": 44.17, ""eff_mean_ms"": 32.941, ""infer_mean_ms"": 32.94}]",1787895406.938,1787895423.796,33.333,30.0,yolo11s,argoverse-hd-val,1787895423
m1_k2_1787895315,2,3,measure,NPU_FIRST,0,NNNN,0.0,0.57,0.08346,0.12615,0.11503,0.09111,0.00356,0.13056,0.43248,-15.985,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.10895, ""sap_s"": 0.01135, ""sap_m"": 0.14242, ""sap_l"": 0.5659, ""skip"": 0.46, ""eff_mean_ms"": 17.417, ""infer_mean_ms"": 17.417}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19107, ""sap_s"": 0.00101, ""sap_m"": 0.17341, ""sap_l"": 0.61351, ""skip"": 0.67, ""eff_mean_ms"": 17.355, ""infer_mean_ms"": 17.355}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12112, ""sap_s"": 0.00049, ""sap_m"": 0.18179, ""sap_l"": 0.33806, ""skip"": 0.45, ""eff_mean_ms"": 17.337, ""infer_mean_ms"": 17.336}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08346, ""sap_s"": 0.0014, ""sap_m"": 0.02463, ""sap_l"": 0.21244, ""skip"": 0.68, ""eff_mean_ms"": 17.283, ""infer_mean_ms"": 17.283}]",1787895423.796,1787895433.898,33.333,30.0,yolo11s,argoverse-hd-val,1787895433
m1_k2_1787895315,2,3,measure,NPU_FIRST,1,GGGG,45.06,0.0,0.08979,0.12559,0.10633,0.09238,0.00665,0.13996,0.37707,0.128,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.09843, ""sap_s"": 0.0139, ""sap_m"": 0.11857, ""sap_l"": 0.46137, ""skip"": 46.87, ""eff_mean_ms"": 33.716, ""infer_mean_ms"": 33.715}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.19989, ""sap_s"": 0.00142, ""sap_m"": 0.19121, ""sap_l"": 0.60973, ""skip"": 44.33, ""eff_mean_ms"": 33.149, ""infer_mean_ms"": 33.148}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.11423, ""sap_s"": 0.00306, ""sap_m"": 0.2221, ""sap_l"": 0.21579, ""skip"": 47.49, ""eff_mean_ms"": 34.136, ""infer_mean_ms"": 34.136}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.08979, ""sap_s"": 0.00822, ""sap_m"": 0.02797, ""sap_l"": 0.22138, ""skip"": 41.54, ""eff_mean_ms"": 32.843, ""infer_mean_ms"": 32.843}]",1787895433.898,1787895450.869,33.333,30.0,yolo11s,argoverse-hd-val,1787895450
