epoch,util_gpu,util_mem,mem_used_mib,power_w
1787895313.269,20,1,2636,84.3
1787895313.470,20,1,2636,84.3
1787895313.670,20,1,2636,84.3
1787895313.871,6,0,2636,80.6
1787895314.071,6,0,2636,80.6
1787895314.272,6,0,2636,71.2
1787895314.472,6,0,2636,71.2
1787895314.673,6,0,2636,71.2
1787895314.873,36,0,2636,74.0
1787895315.074,36,0,2636,74.0
1787895315.274,36,0,3296,76.5
1787895315.475,36,0,3296,76.5
1787895315.675,36,0,3632,76.5
1787895315.875,62,5,3646,157.0
1787895316.076,62,5,3646,157.0
1787895316.276,62,5,3646,241.5
1787895316.477,62,5,3646,241.5
1787895316.677,62,5,3646,241.5
1787895316.878,76,5,3646,247.1
1787895317.078,76,5,3646,247.1
1787895317.278,76,5,3646,251.8
1787895317.479,76,5,3646,251.8
1787895317.679,76,5,3646,251.8
1787895317.880,72,5,3646,251.1
1787895318.080,72,5,3646,251.1
1787895318.281,72,5,3646,251.9
1787895318.481,72,5,3646,251.9
1787895318.682,72,5,3646,251.9
1787895318.882,72,5,3646,249.7
1787895319.082,72,5,3646,249.7
1787895319.283,72,5,3648,251.5
1787895319.483,72,5,3648,251.5
1787895319.684,72,5,3648,251.5
1787895319.884,76,6,3648,251.5
1787895320.085,76,6,3648,251.5
1787895320.285,76,6,3648,257.9
1787895320.486,76,6,3648,257.9
1787895320.686,76,6,3648,257.9
1787895320.887,84,6,3648,256.0
1787895321.087,84,6,3648,256.0
1787895321.287,84,6,3648,253.1
1787895321.488,84,6,3648,253.1
1787895321.688,84,6,3648,253.1
1787895321.889,70,5,3660,251.1
1787895322.089,70,5,3660,251.1
1787895322.290,70,5,3660,256.8
1787895322.490,70,5,3660,256.8
1787895322.691,70,5,3660,256.8
1787895322.891,76,6,3660,256.3
1787895323.091,76,6,3660,256.3
1787895323.292,76,6,3660,247.1
1787895323.492,76,6,3660,247.1
1787895323.693,76,6,3660,247.1
1787895323.893,61,4,3660,241.5
1787895324.094,61,4,3660,241.5
1787895324.294,61,4,3660,245.2
1787895324.494,61,4,3660,245.2
1787895324.695,61,4,3660,255.2
1787895324.896,79,6,3660,255.2
1787895325.096,79,6,3660,255.2
1787895325.296,79,6,3660,252.7
1787895325.497,79,6,3660,252.7
1787895325.697,71,5,3672,249.7
