run_id,condition,block,block_kind,order,cell_index,placement,status,detail,t_start,t_end
m2_L3VLM_1787898063,L3VLM,-1,warmup,GPU_FIRST,0,GGGG,"warmup, pre-declared",excluded from analysis (pre-declared technical warm-up),1787898063.912,1787898083.875
m2_L3VLM_1787898063,L3VLM,-1,warmup,GPU_FIRST,1,NNNN,"warmup, pre-declared",excluded from analysis (pre-declared technical warm-up),1787898083.957,1787898096.214
m2_L3VLM_1787898063,L3VLM,0,measure,GPU_FIRST,0,GGGG,OK,,1787898096.283,1787898114.74
m2_L3VLM_1787898063,L3VLM,0,measure,GPU_FIRST,1,NNNN,OK,,1787898114.823,1787898127.013
m2_L3VLM_1787898063,L3VLM,1,measure,NPU_FIRST,0,NNNN,OK,,1787898127.049,1787898139.328
m2_L3VLM_1787898063,L3VLM,1,measure,NPU_FIRST,1,GGGG,OK,,1787898139.338,1787898159.372
m2_L3VLM_1787898063,L3VLM,2,measure,NPU_FIRST,0,NNNN,OK,,1787898159.453,1787898171.577
m2_L3VLM_1787898063,L3VLM,2,measure,NPU_FIRST,1,GGGG,OK,,1787898171.58,1787898191.562
