run_id,condition,block,block_kind,order,cell_index,placement,status,detail,t_start,t_end
m2_L2LM_1787897904,L2LM,-1,warmup,GPU_FIRST,0,GGGG,"warmup, pre-declared",excluded from analysis (pre-declared technical warm-up),1787897904.397,1787897923.586
m2_L2LM_1787897904,L2LM,-1,warmup,GPU_FIRST,1,NNNN,"warmup, pre-declared",excluded from analysis (pre-declared technical warm-up),1787897923.618,1787897942.285
m2_L2LM_1787897904,L2LM,0,measure,GPU_FIRST,0,GGGG,OK,,1787897942.36,1787897961.527
m2_L2LM_1787897904,L2LM,0,measure,GPU_FIRST,1,NNNN,OK,,1787897961.566,1787897980.217
m2_L2LM_1787897904,L2LM,1,measure,GPU_FIRST,0,GGGG,OK,,1787897980.293,1787897999.687
m2_L2LM_1787897904,L2LM,1,measure,GPU_FIRST,1,NNNN,OK,,1787897999.709,1787898018.387
m2_L2LM_1787897904,L2LM,2,measure,NPU_FIRST,0,NNNN,OK,,1787898018.456,1787898037.099
m2_L2LM_1787897904,L2LM,2,measure,NPU_FIRST,1,GGGG,OK,,1787898037.141,1787898056.452
