run_id,k,rep,placement,gpu_skip_pct,npu_skip_pct,worst_sap,mean_sap,median_sap,p10_sap,sap_small,sap_medium,sap_large,deadline_margin_ms_mean,per_stream_json,t_start,t_end,period_ms,fps,detector,dataset,timestamp
prefix_1787891943,1,1,GGGG,29.39,0.0,0.09405,0.13314,0.117,0.0975,0.00711,0.14569,0.40088,-3.766,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.10555, ""sap_s"": 0.01561, ""sap_m"": 0.1358, ""sap_l"": 0.47005, ""skip"": 29.45, ""eff_mean_ms"": 29.765, ""infer_mean_ms"": 29.765}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20452, ""sap_s"": 0.00124, ""sap_m"": 0.19143, ""sap_l"": 0.62515, ""skip"": 30.52, ""eff_mean_ms"": 29.793, ""infer_mean_ms"": 29.792}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.12845, ""sap_s"": 0.00217, ""sap_m"": 0.22901, ""sap_l"": 0.27424, ""skip"": 30.14, ""eff_mean_ms"": 29.648, ""infer_mean_ms"": 29.648}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.09405, ""sap_s"": 0.00941, ""sap_m"": 0.02653, ""sap_l"": 0.2341, ""skip"": 27.46, ""eff_mean_ms"": 29.064, ""infer_mean_ms"": 29.063}]",1787892158.861,1787892174.733,33.333,30.0,yolo11s,argoverse-hd-val,1787892174
prefix_1787891943,1,1,GGNG,21.43,0.22,0.09723,0.13413,0.11521,0.10078,0.00914,0.1226,0.46606,-6.442,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.10908, ""sap_s"": 0.01605, ""sap_m"": 0.14669, ""sap_l"": 0.52154, ""skip"": 21.35, ""eff_mean_ms"": 27.033, ""infer_mean_ms"": 27.033}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20885, ""sap_s"": 0.00143, ""sap_m"": 0.19153, ""sap_l"": 0.63896, ""skip"": 21.64, ""eff_mean_ms"": 26.763, ""infer_mean_ms"": 26.762}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12135, ""sap_s"": 0.00049, ""sap_m"": 0.18159, ""sap_l"": 0.33876, ""skip"": 0.22, ""eff_mean_ms"": 16.802, ""infer_mean_ms"": 16.802}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.09723, ""sap_s"": 0.00993, ""sap_m"": 0.02957, ""sap_l"": 0.23768, ""skip"": 21.3, ""eff_mean_ms"": 26.877, ""infer_mean_ms"": 26.877}]",1787892174.733,1787892189.517,33.333,30.0,yolo11s,argoverse-hd-val,1787892189
prefix_1787891943,1,1,GGNN,11.71,0.46,0.08359,0.13207,0.11736,0.09261,0.00874,0.17456,0.58757,-9.388,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.11364, ""sap_s"": 0.01602, ""sap_m"": 0.15686, ""sap_l"": 0.53281, ""skip"": 11.21, ""eff_mean_ms"": 24.045, ""infer_mean_ms"": 24.045}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20998, ""sap_s"": 0.00146, ""sap_m"": 0.19227, ""sap_l"": 0.64232, ""skip"": 12.22, ""eff_mean_ms"": 23.845, ""infer_mean_ms"": 23.845}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12108, ""sap_s"": 0.00049, ""sap_m"": 0.18105, ""sap_l"": 0.33805, ""skip"": 0.45, ""eff_mean_ms"": 16.74, ""infer_mean_ms"": 16.739}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08359, ""sap_s"": 0.0014, ""sap_m"": 0.02445, ""sap_l"": 0.21266, ""skip"": 0.46, ""eff_mean_ms"": 16.453, ""infer_mean_ms"": 16.453}]",1787892189.517,1787892202.726,33.333,30.0,yolo11s,argoverse-hd-val,1787892202
prefix_1787891943,1,1,GNNN,12.3,0.83,0.08325,0.12687,0.11653,0.09232,0.01596,0.15876,0.53464,-8.698,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.11348, ""sap_s"": 0.01596, ""sap_m"": 0.15876, ""sap_l"": 0.53464, ""skip"": 12.3, ""eff_mean_ms"": 24.635, ""infer_mean_ms"": 24.635}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19117, ""sap_s"": 0.001, ""sap_m"": 0.1732, ""sap_l"": 0.61381, ""skip"": 0.67, ""eff_mean_ms"": 17.829, ""infer_mean_ms"": 17.828}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.11959, ""sap_s"": 0.00045, ""sap_m"": 0.18139, ""sap_l"": 0.32567, ""skip"": 1.35, ""eff_mean_ms"": 17.608, ""infer_mean_ms"": 17.607}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08325, ""sap_s"": 0.0014, ""sap_m"": 0.02441, ""sap_l"": 0.21207, ""skip"": 0.46, ""eff_mean_ms"": 17.193, ""infer_mean_ms"": 17.192}]",1787892202.726,1787892216.277,33.333,30.0,yolo11s,argoverse-hd-val,1787892216
prefix_1787891943,1,1,NNNN,0.0,1.07,0.08325,0.12591,0.11469,0.0909,0.00354,0.13006,0.43022,-15.448,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.10875, ""sap_s"": 0.0113, ""sap_m"": 0.14114, ""sap_l"": 0.55796, ""skip"": 1.37, ""eff_mean_ms"": 18.124, ""infer_mean_ms"": 18.124}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.191, ""sap_s"": 0.00099, ""sap_m"": 0.17325, ""sap_l"": 0.61352, ""skip"": 0.9, ""eff_mean_ms"": 17.89, ""infer_mean_ms"": 17.889}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12064, ""sap_s"": 0.00049, ""sap_m"": 0.18176, ""sap_l"": 0.33718, ""skip"": 1.12, ""eff_mean_ms"": 17.886, ""infer_mean_ms"": 17.885}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08325, ""sap_s"": 0.0014, ""sap_m"": 0.02411, ""sap_l"": 0.21222, ""skip"": 0.91, ""eff_mean_ms"": 17.641, ""infer_mean_ms"": 17.641}]",1787892216.277,1787892226.573,33.333,30.0,yolo11s,argoverse-hd-val,1787892226
prefix_1787891943,1,2,GGGG,20.77,0.0,0.10302,0.13904,0.12407,0.10537,0.00737,0.15501,0.42907,-6.084,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.11086, ""sap_s"": 0.01533, ""sap_m"": 0.14925, ""sap_l"": 0.51767, ""skip"": 22.12, ""eff_mean_ms"": 27.308, ""infer_mean_ms"": 27.308}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20498, ""sap_s"": 0.00144, ""sap_m"": 0.19277, ""sap_l"": 0.63065, ""skip"": 20.41, ""eff_mean_ms"": 27.468, ""infer_mean_ms"": 27.468}, {""stream_id"": 2, ""sid"": 3, ""device"": ""GPU"", ""sap"": 0.13729, ""sap_s"": 0.00327, ""sap_m"": 0.24156, ""sap_l"": 0.32393, ""skip"": 18.95, ""eff_mean_ms"": 27.054, ""infer_mean_ms"": 27.054}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.10302, ""sap_s"": 0.00946, ""sap_m"": 0.03647, ""sap_l"": 0.24404, ""skip"": 21.61, ""eff_mean_ms"": 27.168, ""infer_mean_ms"": 27.168}]",1787892226.573,1787892241.597,33.333,30.0,yolo11s,argoverse-hd-val,1787892241
prefix_1787891943,1,2,GGNG,24.45,0.22,0.09693,0.13407,0.11506,0.10046,0.00888,0.1232,0.45746,-4.948,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.10868, ""sap_s"": 0.01544, ""sap_m"": 0.14586, ""sap_l"": 0.49744, ""skip"": 24.25, ""eff_mean_ms"": 28.523, ""infer_mean_ms"": 28.522}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20923, ""sap_s"": 0.00147, ""sap_m"": 0.19156, ""sap_l"": 0.63869, ""skip"": 26.09, ""eff_mean_ms"": 28.271, ""infer_mean_ms"": 28.271}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12144, ""sap_s"": 0.00049, ""sap_m"": 0.1816, ""sap_l"": 0.33874, ""skip"": 0.22, ""eff_mean_ms"": 16.603, ""infer_mean_ms"": 16.603}, {""stream_id"": 3, ""sid"": 21, ""device"": ""GPU"", ""sap"": 0.09693, ""sap_s"": 0.00973, ""sap_m"": 0.03219, ""sap_l"": 0.23626, ""skip"": 23.02, ""eff_mean_ms"": 28.362, ""infer_mean_ms"": 28.362}]",1787892241.597,1787892256.982,33.333,30.0,yolo11s,argoverse-hd-val,1787892256
prefix_1787891943,1,2,GGNN,12.48,0.34,0.0836,0.13221,0.11768,0.09282,0.00885,0.17527,0.58945,-9.375,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.11433, ""sap_s"": 0.01627, ""sap_m"": 0.15893, ""sap_l"": 0.53611, ""skip"": 12.1, ""eff_mean_ms"": 23.806, ""infer_mean_ms"": 23.806}, {""stream_id"": 1, ""sid"": 22, ""device"": ""GPU"", ""sap"": 0.20986, ""sap_s"": 0.00143, ""sap_m"": 0.1916, ""sap_l"": 0.64279, ""skip"": 12.87, ""eff_mean_ms"": 24.111, ""infer_mean_ms"": 24.111}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12104, ""sap_s"": 0.00049, ""sap_m"": 0.18158, ""sap_l"": 0.3381, ""skip"": 0.67, ""eff_mean_ms"": 16.416, ""infer_mean_ms"": 16.415}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.0836, ""sap_s"": 0.0014, ""sap_m"": 0.02445, ""sap_l"": 0.21271, ""skip"": 0.0, ""eff_mean_ms"": 16.269, ""infer_mean_ms"": 16.268}]",1787892256.982,1787892270.519,33.333,30.0,yolo11s,argoverse-hd-val,1787892270
prefix_1787891943,1,2,GNNN,7.31,0.53,0.08343,0.12828,0.11935,0.0937,0.01635,0.1664,0.56494,-10.425,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""GPU"", ""sap"": 0.11766, ""sap_s"": 0.01635, ""sap_m"": 0.1664, ""sap_l"": 0.56494, ""skip"": 7.31, ""eff_mean_ms"": 22.908, ""infer_mean_ms"": 22.908}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19097, ""sap_s"": 0.00099, ""sap_m"": 0.17335, ""sap_l"": 0.61317, ""skip"": 0.67, ""eff_mean_ms"": 17.259, ""infer_mean_ms"": 17.259}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.12104, ""sap_s"": 0.00049, ""sap_m"": 0.18143, ""sap_l"": 0.33893, ""skip"": 0.45, ""eff_mean_ms"": 17.635, ""infer_mean_ms"": 17.634}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08343, ""sap_s"": 0.0014, ""sap_m"": 0.02458, ""sap_l"": 0.21245, ""skip"": 0.46, ""eff_mean_ms"": 16.954, ""infer_mean_ms"": 16.954}]",1787892270.519,1787892283.264,33.333,30.0,yolo11s,argoverse-hd-val,1787892283
prefix_1787891943,1,2,NNNN,0.0,1.07,0.08301,0.12573,0.11476,0.09102,0.00356,0.12954,0.43205,-15.676,"[{""stream_id"": 0, ""sid"": 2, ""device"": ""NPU"", ""sap"": 0.1097, ""sap_s"": 0.01133, ""sap_m"": 0.14314, ""sap_l"": 0.56564, ""skip"": 0.91, ""eff_mean_ms"": 17.766, ""infer_mean_ms"": 17.766}, {""stream_id"": 1, ""sid"": 22, ""device"": ""NPU"", ""sap"": 0.19041, ""sap_s"": 0.001, ""sap_m"": 0.17316, ""sap_l"": 0.61276, ""skip"": 1.57, ""eff_mean_ms"": 18.147, ""infer_mean_ms"": 18.147}, {""stream_id"": 2, ""sid"": 3, ""device"": ""NPU"", ""sap"": 0.11982, ""sap_s"": 0.00049, ""sap_m"": 0.17796, ""sap_l"": 0.33819, ""skip"": 0.67, ""eff_mean_ms"": 17.422, ""infer_mean_ms"": 17.421}, {""stream_id"": 3, ""sid"": 21, ""device"": ""NPU"", ""sap"": 0.08301, ""sap_s"": 0.0014, ""sap_m"": 0.02389, ""sap_l"": 0.21163, ""skip"": 1.14, ""eff_mean_ms"": 17.294, ""infer_mean_ms"": 17.294}]",1787892283.264,1787892293.7,33.333,30.0,yolo11s,argoverse-hd-val,1787892293
