directory,filename,best_deployment,best_throughput,best_drop_rate,better_combination,better_throughput,better_drop_rate,diff
results,performance_20260127_070202_model_schedules_g_m_resnet50_resnext50_t_x3.json,combination_14,24.77,636.0,combination_16,26.57,1142.0,1.8000000000000007
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_16,23.56,394.0,1.7899999999999991
results,performance_20260127_050340_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_x4.json,combination_13,25.93,266.0,combination_80,27.7,432.0,1.7699999999999996
results,performance_20260127_104457_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.json,combination_86,21.67,343.0,combination_16,23.44,441.0,1.7699999999999996
results,performance_20260127_000756_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x4.json,combination_106,23.8,278.0,combination_383,25.57,419.0,1.7699999999999996
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_64,23.15,444.0,1.75
results,performance_20260127_082216_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_x2.json,combination_43,26.43,287.0,combination_56,28.17,380.0,1.740000000000002
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_95,23.14,473.0,1.740000000000002
results,performance_20260127_113858_model_schedules_r_t_v_y_x2.json,combination_12,24.57,511.0,combination_16,26.28,559.0,1.7100000000000009
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_60,23.11,485.0,1.7100000000000009
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_48,23.09,418.0,1.6900000000000013
results,performance_20260127_091800_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x2.json,combination_82,23.18,347.0,combination_124,24.87,425.0,1.6900000000000013
results,performance_20260127_074422_model_schedules_g_m_t_x2.json,combination_6,101.29,216.0,combination_4,102.98,249.0,1.6899999999999977
results,performance_20260127_113858_model_schedules_r_t_v_y_x2.json,combination_12,24.57,511.0,combination_15,26.25,525.0,1.6799999999999997
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_216,23.45,498.0,1.6799999999999997
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_247,27.36,205.0,1.6699999999999982
results,performance_20260127_064106_model_schedules_g_m_resnet50_resnext50_s_t.json,combination_2,22.91,386.0,combination_5,24.57,586.0,1.6600000000000001
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_153,27.35,306.0,1.6600000000000001
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_36,27.33,197.0,1.639999999999997
results,performance_20260127_154526_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x2.json,combination_105,24.79,286.0,combination_256,26.42,328.0,1.6300000000000026
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_228,27.31,231.0,1.6199999999999974
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_152,23.38,358.0,1.6099999999999994
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_254,27.3,229.0,1.6099999999999994
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_436,23.36,477.0,1.5899999999999999
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_76,22.98,415.0,1.5800000000000018
results,performance_20260127_000756_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x4.json,combination_106,23.8,278.0,combination_239,25.38,314.0,1.5799999999999983
results,performance_20260127_114230_model_schedules_r_t_v_y_x3.json,combination_13,19.24,536.0,combination_5,20.81,631.0,1.5700000000000003
results,performance_20260127_082216_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_x2.json,combination_43,26.43,287.0,combination_62,27.99,344.0,1.5599999999999987
results,performance_20260127_104457_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.json,combination_86,21.67,343.0,combination_111,23.23,425.0,1.5599999999999987
results,performance_20260126_161938_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x2.json,combination_128,29.71,179.0,combination_240,31.27,335.0,1.5599999999999987
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_87,22.94,468.0,1.5400000000000027
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_509,23.3,512.0,1.5300000000000011
results,performance_20260127_104457_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.json,combination_86,21.67,343.0,combination_65,23.19,451.0,1.5199999999999996
results,performance_20260127_000756_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x4.json,combination_106,23.8,278.0,combination_462,25.32,335.0,1.5199999999999996
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_255,23.27,459.0,1.5
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_43,23.27,496.0,1.5
results,performance_20260127_112810_model_schedules_m_r_t_y_x4.json,combination_11,18.03,825.0,combination_13,19.53,866.0,1.5
results,performance_20260127_112810_model_schedules_m_r_t_y_x4.json,combination_11,18.03,825.0,combination_16,19.53,872.0,1.5
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_192,23.26,361.0,1.490000000000002
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_121,22.88,470.0,1.4800000000000004
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_182,23.24,344.0,1.4699999999999989
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_380,23.24,377.0,1.4699999999999989
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_122,27.15,289.0,1.4599999999999973
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_244,23.22,456.0,1.4499999999999993
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_347,23.2,371.0,1.4299999999999997
results,performance_20260127_064106_model_schedules_g_m_resnet50_resnext50_s_t.json,combination_2,22.91,386.0,combination_49,24.34,653.0,1.4299999999999997
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_5,22.83,408.0,1.4299999999999997
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_358,23.19,441.0,1.4200000000000017
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_16,22.82,509.0,1.4200000000000017
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_99,22.82,399.0,1.4200000000000017
results,performance_20260126_220749_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x3.json,combination_102,24.55,272.0,combination_512,25.97,341.0,1.4199999999999982
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_124,23.18,389.0,1.4100000000000001
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_360,23.17,416.0,1.4000000000000021
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_438,23.17,339.0,1.4000000000000021
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_508,23.17,474.0,1.4000000000000021
results,performance_20260127_112438_model_schedules_m_r_t_y_x3.json,combination_14,19.24,807.0,combination_16,20.62,1032.0,1.3800000000000026
results,performance_20260127_113610_model_schedules_resnet50_x4.json,combination_2,156.26,14.0,combination_1,157.64,22.0,1.3799999999999955
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_23,22.77,557.0,1.370000000000001
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_47,22.77,463.0,1.370000000000001
results,performance_20260127_000756_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x4.json,combination_106,23.8,278.0,combination_423,25.17,327.0,1.370000000000001
results,performance_20260127_101556_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x4.json,combination_46,23.65,343.0,combination_79,25.0,408.0,1.3500000000000014
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_120,27.04,223.0,1.3499999999999979
results,performance_20260127_082216_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_x2.json,combination_43,26.43,287.0,combination_40,27.77,322.0,1.3399999999999999
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_181,23.1,319.0,1.3300000000000018
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_61,22.73,383.0,1.3300000000000018
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_108,27.02,213.0,1.3299999999999983
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_247,23.09,359.0,1.3200000000000003
results,performance_20260127_064106_model_schedules_g_m_resnet50_resnext50_s_t.json,combination_2,22.91,386.0,combination_60,24.23,504.0,1.3200000000000003
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_69,22.72,440.0,1.3200000000000003
results,performance_20260127_104457_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.json,combination_86,21.67,343.0,combination_95,22.98,460.0,1.3099999999999987
results,performance_20260127_104457_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.json,combination_86,21.67,343.0,combination_18,22.96,447.0,1.2899999999999991
results,performance_20260127_064106_model_schedules_g_m_resnet50_resnext50_s_t.json,combination_2,22.91,386.0,combination_41,24.19,450.0,1.2800000000000011
results,performance_20260127_104457_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.json,combination_86,21.67,343.0,combination_48,22.95,446.0,1.2799999999999976
results,performance_20260127_101556_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x4.json,combination_46,23.65,343.0,combination_8,24.92,359.0,1.2700000000000031
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_119,23.04,310.0,1.2699999999999996
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_167,23.04,404.0,1.2699999999999996
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_80,26.96,326.0,1.2699999999999996
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_384,23.03,393.0,1.2600000000000016
results,performance_20260127_114602_model_schedules_r_t_v_y_x4.json,combination_13,22.77,530.0,combination_11,24.03,626.0,1.2600000000000016
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_11,23.02,398.0,1.25
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_32,22.65,456.0,1.25
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_446,23.0,360.0,1.2300000000000004
results,performance_20260127_114230_model_schedules_r_t_v_y_x3.json,combination_13,19.24,536.0,combination_12,20.46,561.0,1.2200000000000024
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_108,22.99,460.0,1.2199999999999989
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_59,22.6,400.0,1.2000000000000028
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_12,22.97,337.0,1.1999999999999993
results,performance_20260127_104457_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.json,combination_86,21.67,343.0,combination_12,22.87,423.0,1.1999999999999993
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_43,26.89,216.0,1.1999999999999993
results,performance_20260127_104457_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.json,combination_86,21.67,343.0,combination_98,22.86,446.0,1.1899999999999977
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_218,26.88,200.0,1.1899999999999977
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_95,22.95,352.0,1.1799999999999997
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_82,22.58,455.0,1.1799999999999997
results,performance_20260127_083612_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_x3.json,combination_17,26.75,270.0,combination_59,27.92,445.0,1.1700000000000017
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_249,22.94,429.0,1.1700000000000017
results,performance_20260127_154526_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x2.json,combination_105,24.79,286.0,combination_504,25.95,377.0,1.1600000000000001
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_175,22.93,350.0,1.1600000000000001
results,performance_20260127_064106_model_schedules_g_m_resnet50_resnext50_s_t.json,combination_2,22.91,386.0,combination_51,24.07,443.0,1.1600000000000001
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_160,22.92,355.0,1.1500000000000021
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_33,22.92,336.0,1.1500000000000021
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_227,22.91,451.0,1.1400000000000006
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_245,22.9,355.0,1.129999999999999
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_131,26.81,205.0,1.1199999999999974
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_186,22.87,454.0,1.1000000000000014
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_111,22.5,471.0,1.1000000000000014
results,performance_20260127_055918_model_schedules_g_m_resnet50_resnext50_s_t_x2.json,combination_2,24.58,385.0,combination_55,25.68,483.0,1.1000000000000014
results,performance_20260126_220749_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x3.json,combination_102,24.55,272.0,combination_428,25.65,350.0,1.0999999999999979
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_252,26.78,313.0,1.0899999999999999
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_25,22.48,488.0,1.0800000000000018
results,performance_20260127_064106_model_schedules_g_m_resnet50_resnext50_s_t.json,combination_2,22.91,386.0,combination_24,23.99,474.0,1.0799999999999983
results,performance_20260127_104457_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.json,combination_86,21.67,343.0,combination_66,22.75,414.0,1.0799999999999983
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_409,22.84,322.0,1.0700000000000003
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_139,26.76,364.0,1.0700000000000003
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_242,22.83,413.0,1.0599999999999987
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_343,22.82,360.0,1.0500000000000007
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_138,26.73,227.0,1.0399999999999991
results,performance_20260126_220749_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x3.json,combination_102,24.55,272.0,combination_511,25.58,345.0,1.0299999999999976
results,performance_20260127_104457_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.json,combination_86,21.67,343.0,combination_24,22.7,434.0,1.0299999999999976
results,performance_20260127_104457_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.json,combination_86,21.67,343.0,combination_64,22.7,590.0,1.0299999999999976
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_154,26.72,214.0,1.0299999999999976
results,performance_20260127_101556_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x4.json,combination_46,23.65,343.0,combination_117,24.67,427.0,1.0200000000000031
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_254,22.79,332.0,1.0199999999999996
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_307,22.79,446.0,1.0199999999999996
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_183,22.78,379.0,1.0100000000000016
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_351,22.78,341.0,1.0100000000000016
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_87,22.78,492.0,1.0100000000000016
results,performance_20260126_220749_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x3.json,combination_102,24.55,272.0,combination_1,25.56,330.0,1.009999999999998
results,performance_20260127_075412_model_schedules_g_m.json,combination_1,119.23,146.0,combination_2,120.24,173.0,1.009999999999991
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_320,22.77,468.0,1.0
results,performance_20260127_104457_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y.json,combination_86,21.67,343.0,combination_93,22.67,413.0,1.0
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_7,26.69,181.0,1.0
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_85,22.76,447.0,0.990000000000002
results,performance_20260127_072302_model_schedules_g_m_r_t_x2.json,combination_12,28.43,655.0,combination_15,29.42,823.0,0.990000000000002
results,performance_20260127_064106_model_schedules_g_m_resnet50_resnext50_s_t.json,combination_2,22.91,386.0,combination_54,23.9,540.0,0.9899999999999984
results,performance_20260127_073338_model_schedules_g_m_r_t.json,combination_11,26.71,609.0,combination_13,27.69,719.0,0.9800000000000004
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_487,22.75,362.0,0.9800000000000004
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_76,22.75,339.0,0.9800000000000004
results,performance_20260127_094657_model_schedules_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_v_y_x3.json,combination_73,21.4,342.0,combination_106,22.38,430.0,0.9800000000000004
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_188,26.67,304.0,0.9800000000000004
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_239,26.67,177.0,0.9800000000000004
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_365,22.74,494.0,0.9699999999999989
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_463,22.74,354.0,0.9699999999999989
results,performance_20260127_154526_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x2.json,combination_105,24.79,286.0,combination_509,25.75,352.0,0.9600000000000009
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_90,22.73,364.0,0.9600000000000009
results,performance_20260127_043551_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_x3.json,combination_94,26.85,291.0,combination_60,27.81,300.0,0.9599999999999973
results,performance_20260127_075133_model_schedules_g_m_x2.json,combination_1,124.06,115.0,combination_3,125.01,139.0,0.9500000000000028
results,performance_20260127_040803_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_x2.json,combination_105,25.07,264.0,combination_75,26.02,324.0,0.9499999999999993
results,performance_20260126_171630_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_x3.json,combination_67,25.69,165.0,combination_182,26.64,234.0,0.9499999999999993
results,performance_20260126_220749_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y_x3.json,combination_102,24.55,272.0,combination_144,25.49,345.0,0.9399999999999977
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_491,22.7,329.0,0.9299999999999997
results,performance_20260127_020757_model_schedules_g_m_resnet50_resnext50_shufflenet-v2-12_squeezenet1.0-12_t_v_y.json,combination_394,21.77,281.0,combination_72,22.7,379.0,0.9299999999999997
results,performance_20260127_072634_model_schedules_g_m_r_t_x3.json,combination_4,26.47,699.0,combination_2,27.4,760.0,0.9299999999999997
