timestamp,combination,schedule_file,workload,rate_factor,source_file,views.sum.view.infps,views.sum.view.exec_cpu,views.sum.view.exec_gpu,views.sum.view.exec_npu,views.sum.view.is_vision,views.sum.view.is_llm,views.sum.view.static_infer_sel,views.sum.view.static_load_sel,views.sum.view.static_tokens_sel,views.sum.view.capacity_fps,views.sum.view.load_factor,views.sum.x.infps__static_infer_sel,views.mean.view.infps,views.mean.view.exec_cpu,views.mean.view.exec_gpu,views.mean.view.exec_npu,views.mean.view.is_vision,views.mean.view.is_llm,views.mean.view.static_infer_sel,views.mean.view.static_load_sel,views.mean.view.static_tokens_sel,views.mean.view.capacity_fps,views.mean.view.load_factor,views.mean.x.infps__static_infer_sel,views.max.view.infps,views.max.view.exec_cpu,views.max.view.exec_gpu,views.max.view.exec_npu,views.max.view.is_vision,views.max.view.is_llm,views.max.view.static_infer_sel,views.max.view.static_load_sel,views.max.view.static_tokens_sel,views.max.view.capacity_fps,views.max.view.load_factor,views.max.x.infps__static_infer_sel,views.count.views,y1_total_throughput_fps,y2_deadline_miss_rate,y3_total_tokens_per_s
2026-07-09 15:17:45,combination_16,model_schedules.yaml,yolo11n,4.0,xgboost_model/performance_data/train/performance_ratesweep.json,558.8360000000001,2.0,1.0,1.0,2.0,2.0,213.108,2518.8810000000003,138.756,161.6897916228847,8.131469896,8131.469896,139.70900000000003,0.5,0.25,0.25,0.5,0.5,53.277,629.7202500000001,34.689,40.42244790572118,2.032867474,2032.867474,369.48,1.0,1.0,1.0,1.0,1.0,99.806,1449.563,116.816,92.37021984112322,4.000029824,4000.0298239999997,4.0,0.04522752497225304,0.9375,1.0
2026-07-09 15:18:12,combination_17,model_schedules.yaml,yolo11n,1.0,xgboost_model/performance_data/train/performance_ratesweep.json,139.70900000000003,2.0,1.0,1.0,2.0,2.0,791.8230000000001,2792.452,25.06,549.6352399153117,1.341323404,1341.323404,34.92725000000001,0.5,0.25,0.25,0.5,0.5,197.95575000000002,698.113,6.265,137.40880997882792,0.335330851,335.330851,92.37,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,16.014,494.5598417408507,1.000007456,1000.0074559999999,4.0,1.0,0.6605,0.1089837997054492
2026-07-09 15:18:39,combination_18,model_schedules.yaml,yolo11n,2.0,xgboost_model/performance_data/train/performance_ratesweep.json,279.41800000000006,2.0,1.0,1.0,2.0,2.0,791.8230000000001,2792.452,25.06,549.6352399153117,2.682646808,2682.646808,69.85450000000002,0.5,0.25,0.25,0.5,0.5,197.95575000000002,698.113,6.265,137.40880997882792,0.670661702,670.661702,184.74,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,16.014,494.5598417408507,2.000014912,2000.0149119999999,4.0,0.9594417457012877,1.0,0.0922736220472441
2026-07-09 15:19:33,combination_20,model_schedules.yaml,yolo11n,4.0,xgboost_model/performance_data/train/performance_ratesweep.json,558.8360000000001,2.0,1.0,1.0,2.0,2.0,791.8230000000001,2792.452,25.06,549.6352399153117,5.365293616,5365.293616,139.70900000000003,0.5,0.25,0.25,0.5,0.5,197.95575000000002,698.113,6.265,137.40880997882792,1.341323404,1341.323404,369.48,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,16.014,494.5598417408507,4.000029824,4000.0298239999997,4.0,1.0,1.0,0.17157671458873439
2026-07-09 15:20:00,combination_21,model_schedules.yaml,yolo11n,1.0,xgboost_model/performance_data/train/performance_ratesweep.json,139.70900000000003,2.0,1.0,1.0,2.0,2.0,277.73199999999997,2430.131,125.862,588.9516569288716,1.2187994500000001,1218.79945,34.92725000000001,0.5,0.25,0.25,0.5,0.5,69.43299999999999,607.53275,31.4655,147.2379142322179,0.30469986250000003,304.6998625,92.37,1.0,1.0,1.0,1.0,1.0,154.739,832.011,116.816,525.4860746190226,1.000007456,1000.0074559999999,4.0,0.685142857142857,0.5332,0.32606774668630345
2026-07-09 15:20:30,combination_22,model_schedules.yaml,yolo11n,2.0,xgboost_model/performance_data/train/performance_ratesweep.json,279.41800000000006,2.0,1.0,1.0,2.0,2.0,277.73199999999997,2430.131,125.862,588.9516569288716,2.4375989000000002,2437.5989,69.85450000000002,0.5,0.25,0.25,0.5,0.5,69.43299999999999,607.53275,31.4655,147.2379142322179,0.6093997250000001,609.399725,184.74,1.0,1.0,1.0,1.0,1.0,154.739,832.011,116.816,525.4860746190226,2.000014912,2000.0149119999999,4.0,1.0,0.6049,0.3142224409448819
2026-07-09 15:21:24,combination_24,model_schedules.yaml,yolo11n,4.0,xgboost_model/performance_data/train/performance_ratesweep.json,558.8360000000001,2.0,1.0,1.0,2.0,2.0,277.73199999999997,2430.131,125.862,588.9516569288716,4.8751978000000005,4875.1978,139.70900000000003,0.5,0.25,0.25,0.5,0.5,69.43299999999999,607.53275,31.4655,147.2379142322179,1.2187994500000001,1218.79945,369.48,1.0,1.0,1.0,1.0,1.0,154.739,832.011,116.816,525.4860746190226,4.000029824,4000.0298239999997,4.0,0.9258879023307435,0.9892,0.7134103228847514
2026-07-09 15:21:48,combination_25,model_schedules.yaml,yolo11n,1.0,xgboost_model/performance_data/train/performance_ratesweep.json,139.70900000000003,2.0,1.0,1.0,2.0,2.0,783.456,2935.953,25.06,343.5935024856567,1.3477866200000002,1347.7866200000003,34.92725000000001,0.5,0.25,0.25,0.5,0.5,195.864,733.98825,6.265,85.89837562141417,0.33694665500000004,336.9466550000001,92.37,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,16.014,243.13153415998053,0.9999976200000001,999.9976200000001,4.0,0.2920496894409938,0.6543,0.10957290132547866
2026-07-09 15:22:18,combination_26,model_schedules.yaml,yolo11n,2.0,xgboost_model/performance_data/train/performance_ratesweep.json,279.41800000000006,2.0,1.0,1.0,2.0,2.0,783.456,2935.953,25.06,343.5935024856567,2.6955732400000003,2695.5732400000006,69.85450000000002,0.5,0.25,0.25,0.5,0.5,195.864,733.98825,6.265,85.89837562141417,0.6738933100000001,673.8933100000002,184.74,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,16.014,243.13153415998053,1.9999952400000003,1999.9952400000002,4.0,0.31207751818438845,1.0,0.08809055118110236
2026-07-09 15:23:09,combination_28,model_schedules.yaml,yolo11n,4.0,xgboost_model/performance_data/train/performance_ratesweep.json,558.8360000000001,2.0,1.0,1.0,2.0,2.0,783.456,2935.953,25.06,343.5935024856567,5.391146480000001,5391.146480000001,139.70900000000003,0.5,0.25,0.25,0.5,0.5,195.864,733.98825,6.265,85.89837562141417,1.3477866200000002,1347.7866200000003,369.48,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,16.014,243.13153415998053,3.9999904800000006,3999.9904800000004,4.0,0.34217536071032184,1.0,0.1748762667923639
2026-07-09 15:23:36,combination_29,model_schedules.yaml,yolo11n,1.0,xgboost_model/performance_data/train/performance_ratesweep.json,139.70900000000003,2.0,1.0,1.0,2.0,2.0,268.249,2490.54,125.862,456.3156687918495,1.1782294560000002,1178.229456,34.92725000000001,0.5,0.25,0.25,0.5,0.5,67.06225,622.635,31.4655,114.07891719796237,0.29455736400000004,294.557364,92.37,1.0,1.0,1.0,1.0,1.0,154.739,832.011,116.816,347.46351633078524,0.9999976200000001,999.9976200000001,4.0,0.5384596273291925,0.875,0.10544918998527247
2026-07-09 15:24:03,combination_30,model_schedules.yaml,yolo11n,2.0,xgboost_model/performance_data/train/performance_ratesweep.json,279.41800000000006,2.0,1.0,1.0,2.0,2.0,268.249,2490.54,125.862,456.3156687918495,2.3564589120000003,2356.458912,69.85450000000002,0.5,0.25,0.25,0.5,0.5,67.06225,622.635,31.4655,114.07891719796237,0.5891147280000001,589.114728,184.74,1.0,1.0,1.0,1.0,1.0,154.739,832.011,116.816,347.46351633078524,1.9999952400000003,1999.9952400000002,4.0,0.4848741871642635,1.0,0.24286417322834644
2026-07-09 15:24:57,combination_32,model_schedules.yaml,yolo11n,4.0,xgboost_model/performance_data/train/performance_ratesweep.json,558.8360000000001,2.0,1.0,1.0,2.0,2.0,268.249,2490.54,125.862,456.3156687918495,4.712917824000001,4712.917824,139.70900000000003,0.5,0.25,0.25,0.5,0.5,67.06225,622.635,31.4655,114.07891719796237,1.1782294560000002,1178.229456,369.48,1.0,1.0,1.0,1.0,1.0,154.739,832.011,116.816,347.46351633078524,3.9999904800000006,3999.9904800000004,4.0,0.517480577136515,1.0,0.44661795899127976
2026-07-09 15:25:24,combination_33,model_schedules.yaml,yolo11s,1.0,xgboost_model/performance_data/train/performance_ratesweep.json,139.73300000000003,3.0,1.0,0.0,2.0,2.0,286.644,1881.5949999999998,125.862,155.86009680365814,2.043010688,2043.0106880000003,34.93325000000001,0.75,0.25,0.0,0.5,0.5,71.661,470.39874999999995,31.4655,38.965024200914534,0.510752672,510.7526720000001,92.37,1.0,1.0,0.0,1.0,1.0,154.739,832.011,116.816,92.37021984112322,1.000001184,1000.0011840000001,4.0,0.032617475836327674,0.875,0.16175493020163972
2026-07-09 15:25:51,combination_34,model_schedules.yaml,yolo11s,2.0,xgboost_model/performance_data/train/performance_ratesweep.json,279.46600000000007,3.0,1.0,0.0,2.0,2.0,286.644,1881.5949999999998,125.862,155.86009680365814,4.086021376,4086.0213760000006,69.86650000000002,0.75,0.25,0.0,0.5,0.5,71.661,470.39874999999995,31.4655,38.965024200914534,1.021505344,1021.5053440000002,184.74,1.0,1.0,0.0,1.0,1.0,154.739,832.011,116.816,92.37021984112322,2.000002368,2000.0023680000002,4.0,0.033102632940075365,1.0,0.42598915444868446
2026-07-09 15:26:45,combination_36,model_schedules.yaml,yolo11s,4.0,xgboost_model/performance_data/train/performance_ratesweep.json,558.9320000000001,3.0,1.0,0.0,2.0,2.0,286.644,1881.5949999999998,125.862,155.86009680365814,8.172042752,8172.042752000001,139.73300000000003,0.75,0.25,0.0,0.5,0.5,71.661,470.39874999999995,31.4655,38.965024200914534,2.043010688,2043.0106880000003,369.48,1.0,1.0,0.0,1.0,1.0,154.739,832.011,116.816,92.37021984112322,4.000004736,4000.0047360000003,4.0,0.03823108458870048,1.0,0.15676251331203409
2026-07-09 15:27:12,combination_37,model_schedules.yaml,yolo11s,1.0,xgboost_model/performance_data/train/performance_ratesweep.json,139.73300000000003,3.0,0.0,1.0,2.0,2.0,800.616,2724.451,25.06,147.4699126682701,2.154542612,2154.542612,34.93325000000001,0.75,0.0,0.25,0.5,0.5,200.154,681.11275,6.265,36.867478167067524,0.538635653,538.635653,92.37,1.0,0.0,1.0,1.0,1.0,613.778,1674.867,16.014,92.37021984112322,1.000001184,1000.0011840000001,4.0,0.031196902593242527,0.875,0.13317083979614447
2026-07-09 15:27:39,combination_38,model_schedules.yaml,yolo11s,2.0,xgboost_model/performance_data/train/performance_ratesweep.json,279.46600000000007,3.0,0.0,1.0,2.0,2.0,800.616,2724.451,25.06,147.4699126682701,4.309085224,4309.085224,69.86650000000002,0.75,0.0,0.25,0.5,0.5,200.154,681.11275,6.265,36.867478167067524,1.077271306,1077.271306,184.74,1.0,0.0,1.0,1.0,1.0,613.778,1674.867,16.014,92.37021984112322,2.000002368,2000.0023680000002,4.0,0.03994975493214452,1.0,0.11669009841333598
2026-07-09 15:28:33,combination_40,model_schedules.yaml,yolo11s,4.0,xgboost_model/performance_data/train/performance_ratesweep.json,558.9320000000001,3.0,0.0,1.0,2.0,2.0,800.616,2724.451,25.06,147.4699126682701,8.618170448,8618.170448,139.73300000000003,0.75,0.0,0.25,0.5,0.5,200.154,681.11275,6.265,36.867478167067524,2.154542612,2154.542612,369.48,1.0,0.0,1.0,1.0,1.0,613.778,1674.867,16.014,92.37021984112322,4.000004736,4000.0047360000003,4.0,0.024549402032845738,1.0,0.1380191693290735
2026-07-09 15:29:00,combination_41,model_schedules.yaml,yolo11s,1.0,xgboost_model/performance_data/train/performance_ratesweep.json,139.73300000000003,2.0,1.0,1.0,2.0,2.0,655.3770000000001,2933.4939999999997,181.363,246.27057565222165,2.13449963,2134.4996300000003,34.93325000000001,0.5,0.25,0.25,0.5,0.5,163.84425000000002,733.3734999999999,45.34075,61.56764391305541,0.5336249075,533.6249075000001,92.37,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,165.349,105.26315789473684,1.000001184,1000.0011840000001,4.0,0.05275619063535835,0.625,1.0
2026-07-09 15:29:24,combination_42,model_schedules.yaml,yolo11s,2.0,xgboost_model/performance_data/train/performance_ratesweep.json,279.46600000000007,2.0,1.0,1.0,2.0,2.0,655.3770000000001,2933.4939999999997,181.363,246.27057565222165,4.26899926,4268.9992600000005,69.86650000000002,0.5,0.25,0.25,0.5,0.5,163.84425000000002,733.3734999999999,45.34075,61.56764391305541,1.067249815,1067.2498150000001,184.74,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,165.349,105.26315789473684,2.000002368,2000.0023680000002,4.0,0.04770818452747468,0.875,1.0
2026-07-09 15:30:21,combination_44,model_schedules.yaml,yolo11s,4.0,xgboost_model/performance_data/train/performance_ratesweep.json,558.9320000000001,2.0,1.0,1.0,2.0,2.0,655.3770000000001,2933.4939999999997,181.363,246.27057565222165,8.53799852,8537.998520000001,139.73300000000003,0.5,0.25,0.25,0.5,0.5,163.84425000000002,733.3734999999999,45.34075,61.56764391305541,2.13449963,2134.4996300000003,369.48,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,165.349,105.26315789473684,4.000004736,4000.0047360000003,4.0,0.045338767193071824,0.9375,1.0
2026-07-09 15:30:45,combination_45,model_schedules.yaml,yolo11s,1.0,xgboost_model/performance_data/train/performance_ratesweep.json,139.73300000000003,2.0,1.0,1.0,2.0,2.0,213.09699999999998,2507.012,138.756,161.71408627557068,2.032861202,2032.8612020000003,34.93325000000001,0.5,0.25,0.25,0.5,0.5,53.274249999999995,626.753,34.689,40.42852156889267,0.5082153005,508.21530050000007,92.37,1.0,1.0,1.0,1.0,1.0,99.806,1449.563,116.816,92.37021984112322,1.000001184,1000.0011840000001,4.0,0.04907941282972619,0.625,0.4491469089297585
2026-07-09 15:31:12,combination_46,model_schedules.yaml,yolo11s,2.0,xgboost_model/performance_data/train/performance_ratesweep.json,279.46600000000007,2.0,1.0,1.0,2.0,2.0,213.09699999999998,2507.012,138.756,161.71408627557068,4.065722404,4065.7224040000006,69.86650000000002,0.5,0.25,0.25,0.5,0.5,53.274249999999995,626.753,34.689,40.42852156889267,1.016430601,1016.4306010000001,184.74,1.0,1.0,1.0,1.0,1.0,99.806,1449.563,116.816,92.37021984112322,2.000002368,2000.0023680000002,4.0,0.03790547030861308,0.875,0.5288210484032937
2026-07-09 15:32:08,combination_48,model_schedules.yaml,yolo11s,4.0,xgboost_model/performance_data/train/performance_ratesweep.json,558.9320000000001,2.0,1.0,1.0,2.0,2.0,213.09699999999998,2507.012,138.756,161.71408627557068,8.131444808,8131.444808000001,139.73300000000003,0.5,0.25,0.25,0.5,0.5,53.274249999999995,626.753,34.689,40.42852156889267,2.032861202,2032.8612020000003,369.48,1.0,1.0,1.0,1.0,1.0,99.806,1449.563,116.816,92.37021984112322,4.000004736,4000.0047360000003,4.0,0.03616912888436067,0.9375,0.7738019169329072
2026-07-09 15:32:36,combination_49,model_schedules.yaml,yolo11s,1.0,xgboost_model/performance_data/train/performance_ratesweep.json,139.73300000000003,2.0,1.0,1.0,2.0,2.0,791.812,2780.5829999999996,25.06,549.6595345679976,1.341317132,1341.3171320000001,34.93325000000001,0.5,0.25,0.25,0.5,0.5,197.953,695.1457499999999,6.265,137.4148836419994,0.335329283,335.32928300000003,92.37,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,16.014,494.5598417408507,1.000001184,1000.0011840000001,4.0,1.0,0.6791,0.1577664524706404
2026-07-09 15:33:09,combination_50,model_schedules.yaml,yolo11s,2.0,xgboost_model/performance_data/train/performance_ratesweep.json,279.46600000000007,2.0,1.0,1.0,2.0,2.0,791.812,2780.5829999999996,25.06,549.6595345679976,2.682634264,2682.6342640000003,69.86650000000002,0.5,0.25,0.25,0.5,0.5,197.953,695.1457499999999,6.265,137.4148836419994,0.670658566,670.6585660000001,184.74,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,16.014,494.5598417408507,2.000002368,2000.0023680000002,4.0,1.0,0.9997,0.14360313315926893
2026-07-09 15:33:57,combination_52,model_schedules.yaml,yolo11s,4.0,xgboost_model/performance_data/train/performance_ratesweep.json,558.9320000000001,2.0,1.0,1.0,2.0,2.0,791.812,2780.5829999999996,25.06,549.6595345679976,5.365268528,5365.2685280000005,139.73300000000003,0.5,0.25,0.25,0.5,0.5,197.953,695.1457499999999,6.265,137.4148836419994,1.341317132,1341.3171320000001,369.48,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,16.014,494.5598417408507,4.000004736,4000.0047360000003,4.0,0.9585668194939717,1.0,0.14504792332268368
2026-07-09 15:34:24,combination_53,model_schedules.yaml,yolo11s,1.0,xgboost_model/performance_data/train/performance_ratesweep.json,139.73300000000003,2.0,1.0,1.0,2.0,2.0,277.721,2418.2619999999997,125.862,588.9759515815575,1.218793178,1218.7931780000001,34.93325000000001,0.5,0.25,0.25,0.5,0.5,69.43025,604.5654999999999,31.4655,147.24398789538938,0.3046982945,304.69829450000003,92.37,1.0,1.0,1.0,1.0,1.0,154.739,832.011,116.816,525.4860746190226,1.000001184,1000.0011840000001,4.0,0.8126236037993371,0.6825,0.2809660979392865
2026-07-09 15:34:51,combination_54,model_schedules.yaml,yolo11s,2.0,xgboost_model/performance_data/train/performance_ratesweep.json,279.46600000000007,2.0,1.0,1.0,2.0,2.0,277.721,2418.2619999999997,125.862,588.9759515815575,2.437586356,2437.5863560000003,69.86650000000002,0.5,0.25,0.25,0.5,0.5,69.43025,604.5654999999999,31.4655,147.24398789538938,0.609396589,609.3965890000001,184.74,1.0,1.0,1.0,1.0,1.0,154.739,832.011,116.816,525.4860746190226,2.000002368,2000.0023680000002,4.0,0.7045392970616486,0.8492,0.40510142598915444
2026-07-09 15:35:46,combination_56,model_schedules.yaml,yolo11s,4.0,xgboost_model/performance_data/train/performance_ratesweep.json,558.9320000000001,2.0,1.0,1.0,2.0,2.0,277.721,2418.2619999999997,125.862,588.9759515815575,4.875172712,4875.1727120000005,139.73300000000003,0.5,0.25,0.25,0.5,0.5,69.43025,604.5654999999999,31.4655,147.24398789538938,1.218793178,1218.7931780000001,369.48,1.0,1.0,1.0,1.0,1.0,154.739,832.011,116.816,525.4860746190226,4.000004736,4000.0047360000003,4.0,1.0,0.9621,0.5671991480298189
2026-07-09 15:36:13,combination_57,model_schedules.yaml,yolo11s,1.0,xgboost_model/performance_data/train/performance_ratesweep.json,139.73300000000003,2.0,1.0,1.0,2.0,2.0,783.403,2936.486,25.06,346.76738704488804,1.345393908,1345.3939080000002,34.93325000000001,0.5,0.25,0.25,0.5,0.5,195.85075,734.1215,6.265,86.69184676122201,0.336348477,336.34847700000006,92.37,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,16.014,246.30541871921184,0.9999976200000001,999.9976200000001,4.0,0.3671764017715384,0.6536,0.16928872147130514
2026-07-09 15:36:40,combination_58,model_schedules.yaml,yolo11s,2.0,xgboost_model/performance_data/train/performance_ratesweep.json,279.46600000000007,2.0,1.0,1.0,2.0,2.0,783.403,2936.486,25.06,346.76738704488804,2.690787816,2690.7878160000005,69.86650000000002,0.5,0.25,0.25,0.5,0.5,195.85075,734.1215,6.265,86.69184676122201,0.672696954,672.6969540000001,184.74,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,16.014,246.30541871921184,1.9999952400000003,1999.9952400000002,4.0,0.30664269352971596,0.9917,0.15746133761799555
2026-07-09 15:37:34,combination_60,model_schedules.yaml,yolo11s,4.0,xgboost_model/performance_data/train/performance_ratesweep.json,558.9320000000001,2.0,1.0,1.0,2.0,2.0,783.403,2936.486,25.06,346.76738704488804,5.381575632,5381.575632000001,139.73300000000003,0.5,0.25,0.25,0.5,0.5,195.85075,734.1215,6.265,86.69184676122201,1.345393908,1345.3939080000002,369.48,1.0,1.0,1.0,1.0,1.0,613.778,1674.867,16.014,246.30541871921184,3.9999904800000006,3999.9904800000004,4.0,0.30153069888169226,1.0,0.17444089456869008
2026-07-09 15:38:01,combination_61,model_schedules.yaml,yolo11s,1.0,xgboost_model/performance_data/train/performance_ratesweep.json,139.73300000000003,2.0,1.0,1.0,2.0,2.0,269.352,2482.49,125.862,360.045320006907,1.230148352,1230.1483520000002,34.93325000000001,0.5,0.25,0.25,0.5,0.5,67.338,620.6225,31.4655,90.01133000172675,0.307537088,307.53708800000004,92.37,1.0,1.0,1.0,1.0,1.0,154.739,832.011,116.816,251.19316754584275,0.9999976200000001,999.9976200000001,4.0,0.45622684604885655,0.875,0.17881675160647023
