size,fp32_score,int8_score
large,0.6602699161,0.579200089
large,0.6285642385,0.579200089
large,0.4383505285,0.2930911481
large,0.8001022339,0.7228156328
large,0.7842417359,0.6593308449
large,0.6927544475,0.6545230746
large,0.802310586,0.7228156328
large,0.7738186121,0.6593308449
large,0.5808615685,0.4421041608
large,0.3288690746,0.3454769254
large,0.7673581839,0.6545230746
large,0.6644899249,0.6083088517
large,0.4497978389,0.2771843374
large,0.7440222502,0.6593308449
large,0.6524641514,0.3454769254
large,0.6339338422,0.7228156328
large,0.5298782587,0.2930911481
large,0.7687306404,0.6593308449
large,0.7473362088,0.6593308449
large,0.6182568073,0.5
large,0.5241401792,0.579200089
large,0.7959089875,0.7069088221
large,0.6897496581,0.6593308449
large,0.6734082103,0.6545230746
large,0.4953898191,0.3454769254
large,0.8014582396,0.7069088221
large,0.7348982096,0.6545230746
large,0.6310653687,0.579200089
large,0.42370224,0.2930911481
large,0.7441019416,0.7228156328
large,0.6738711596,0.6593308449
large,0.5039276481,0.5
large,0.4533807337,0.3454769254
large,0.3716326654,0.2930911481
large,0.7459845543,0.6545230746
large,0.7204212546,0.6545230746
large,0.4995081425,0.4207999408
large,0.4175890088,0.3454769254
large,0.7613812089,0.6593308449
large,0.6898190379,0.579200089
large,0.4653426409,0.4451949298
large,0.4253292084,0.2930911481
large,0.4251026809,0.2771843374
large,0.7556964755,0.6593308449
large,0.7490696907,0.6545230746
large,0.4620624483,0.3454769254
large,0.4202874899,0.2930911481
large,0.3888143003,0.2930911481
large,0.7863214016,0.6593308449
large,0.7613938451,0.7228156328
large,0.7197864056,0.2771843374
large,0.7067710757,0.5
large,0.4718572795,0.3454769254
large,0.4684354067,0.4451949298
large,0.7960770726,0.7821026444
large,0.7789921165,0.7069088221
large,0.6067376733,0.6545230746
large,0.5452311039,0.5
large,0.5299811363,0.5
large,0.5227432847,0.5
large,0.8145211339,0.7821026444
large,0.8004389405,0.7228156328
large,0.6357131004,0.5
large,0.6083405018,0.4207999408
large,0.5974003077,0.5548050404
large,0.5235202312,0.5
large,0.8108944297,0.7503580451
large,0.7906564474,0.7503580451
large,0.6840779185,0.6083088517
large,0.6272783279,0.5
large,0.594296217,0.4207999408
large,0.4924944043,0.3454769254
large,0.8170357943,0.7228156328
large,0.7950356007,0.7821026444
large,0.7066470981,0.5
large,0.661244154,0.579200089
large,0.3959894776,0.2930911481
large,0.789219439,0.6545230746
large,0.7538614869,0.7503580451
large,0.7449142933,0.5
large,0.7431373,0.579200089
large,0.5658327341,0.3454769254
large,0.8101974726,0.7821026444
large,0.8087151051,0.7228156328
large,0.7274837494,0.5
large,0.6501751542,0.3454769254
large,0.4424816668,0.2930911481
large,0.3981698751,0.2771843374
large,0.8292108774,0.789286077
large,0.8019250631,0.7228156328
large,0.6937021613,0.4207999408
large,0.685613215,0.6545230746
large,0.8041033745,0.6545230746
large,0.7941568494,0.7503580451
large,0.6871119142,0.7228156328
large,0.5576217771,0.5
large,0.7363530397,0.6545230746
large,0.722884953,0.579200089
large,0.6996176839,0.7821026444
large,0.6975117326,0.579200089
large,0.8012956381,0.6545230746
large,0.7811332345,0.6083088517
large,0.7403388619,0.7228156328
large,0.611869216,0.4207999408
large,0.8682308197,0.7228156328
large,0.7629621029,0.6083088517
large,0.7381479144,0.7228156328
large,0.5793156028,0.5
large,0.8648468256,0.8316619992
large,0.8266100883,0.7228156328
large,0.7817479372,0.7821026444
large,0.5821551681,0.4451949298
large,0.8574631214,0.8316619992
large,0.7771164179,0.7228156328
large,0.7359417677,0.6593308449
large,0.6430627108,0.3454769254
large,0.8194643855,0.7821026444
large,0.7171666622,0.7228156328
large,0.7128545046,0.5
large,0.5598583817,0.5
large,0.8515407443,0.8316619992
large,0.6658520699,0.5
large,0.5828008652,0.4207999408
large,0.5404388309,0.6545230746
large,0.830252111,0.8316619992
large,0.7329543233,0.5
large,0.6882759333,0.7228156328
large,0.6269257069,0.579200089
large,0.8456505537,0.7821026444
large,0.7365974784,0.6545230746
large,0.7030817866,0.5548050404
large,0.5355883241,0.579200089
large,0.8480415344,0.7821026444
large,0.6442710161,0.579200089
large,0.6110062003,0.5
large,0.8625534177,0.7821026444
large,0.6864256859,0.6545230746
large,0.6685503125,0.6083088517
large,0.5966461301,0.579200089
large,0.8117052317,0.7228156328
large,0.6652470231,0.3916911483
large,0.5272190571,0.5
large,0.3110952377,0.3454769254
large,0.8293473721,0.6545230746
large,0.6209622025,0.4451949298
large,0.6064276099,0.4451949298
large,0.3943444192,0.5
large,0.8033562899,0.6545230746
large,0.7676750422,0.7069088221
large,0.638173759,0.5
large,0.5947172642,0.5
large,0.7988607883,0.7069088221
large,0.7731966376,0.6545230746
large,0.7423778176,0.6593308449
large,0.539016366,0.5
large,0.7602012157,0.6593308449
large,0.7149839997,0.6593308449
large,0.7032520175,0.3406691849
large,0.43406111,0.3454769254
large,0.7939895391,0.3454769254
large,0.7769927979,0.7228156328
large,0.6980884671,0.6083088517
large,0.4560188949,0.4207999408
large,0.8074117303,0.5
large,0.7562610507,0.7503580451
large,0.6314531565,0.5
large,0.5698447227,0.4207999408
large,0.8103937507,0.6593308449
large,0.7949078679,0.4207999408
large,0.668164432,0.6083088517
large,0.494718492,0.4207999408
large,0.7526932955,0.6545230746
large,0.6120221615,0.3916911483
large,0.4342977703,0.2930911481
large,0.6241508126,0.5
large,0.6026312709,0.6083088517
large,0.4715219736,0.5548050404
large,0.6515214443,0.5548050404
large,0.6489516497,0.579200089
large,0.6334955096,0.6545230746
large,0.4974579811,0.2930911481
large,0.7783633471,0.7069088221
large,0.7349494696,0.6083088517
large,0.6158773303,0.3916911483
large,0.703389287,0.7069088221
large,0.6606266499,0.579200089
large,0.4609577656,0.4451949298
large,0.7479590774,0.7228156328
large,0.5931928158,0.5548050404
large,0.3837993741,0.3406691849
large,0.7459474802,0.579200089
large,0.6604754925,0.6083088517
large,0.4559110403,0.3916911483
large,0.7426871657,0.579200089
large,0.6542519927,0.5548050404
large,0.5960102081,0.7228156328
large,0.7072852254,0.7228156328
large,0.5833414793,0.4451949298
large,0.4167359173,0.5548050404
large,0.5395360589,0.5
large,0.5210102201,0.4207999408
large,0.4815195501,0.3454769254
large,0.7061364055,0.5
large,0.6948622465,0.7821026444
large,0.4587927163,0.3406691849
large,0.6988278627,0.6545230746
large,0.513970077,0.5
large,0.3953819573,0.3406691849
large,0.7410563231,0.6545230746
large,0.4920072258,0.4451949298
large,0.7657368779,0.7821026444
large,0.4768275619,0.5
large,0.4142766595,0.4207999408
large,0.7712013125,0.7228156328
large,0.682302773,0.7228156328
large,0.3689544201,0.2930911481
large,0.7115706205,0.7228156328
large,0.4595150054,0.2930911481
large,0.4433653057,0.3916911483
large,0.7403746247,0.7821026444
large,0.5083569884,0.4207999408
large,0.4425294697,0.579200089
large,0.7496712804,0.7821026444
large,0.6658274531,0.579200089
large,0.5677966475,0.579200089
large,0.7727941871,0.7821026444
large,0.7105547786,0.6593308449
large,0.4572547972,0.4451949298
large,0.8240078092,0.8316619992
large,0.5962981582,0.5
large,0.407233268,0.5
large,0.8584148288,0.8316619992
large,0.4962175786,0.579200089
large,0.4700778127,0.5
large,0.8375486135,0.7821026444
large,0.7427474856,0.579200089
large,0.7979263663,0.7228156328
large,0.7784208059,0.6593308449
large,0.8417575359,0.8316619992
large,0.7543156147,0.6545230746
large,0.7691986561,0.7821026444
large,0.7385258079,0.6545230746
large,0.7317197323,0.579200089
large,0.6582010388,0.6545230746
large,0.7620585561,0.4207999408
large,0.7290762067,0.6545230746
large,0.767534852,0.579200089
large,0.7215474248,0.7228156328
large,0.705016613,0.5
large,0.638708353,0.6545230746
large,0.7820339799,0.7228156328
large,0.5826436281,0.3454769254
large,0.6732590199,0.7821026444
large,0.6072294712,0.579200089
large,0.7573915124,0.7821026444
large,0.7400299907,0.6545230746
large,0.7293707132,0.7228156328
large,0.7179017663,0.579200089
large,0.6473577023,0.4207999408
large,0.6033714414,0.3454769254
large,0.5906955004,0.579200089
large,0.573402226,0.4207999408
large,0.6459136009,0.6545230746
large,0.597856462,0.5
large,0.6827964187,0.6545230746
large,0.6190617681,0.3454769254
large,0.7711646557,0.7228156328
large,0.602476418,0.5
large,0.719822526,0.6545230746
large,0.5411626101,0.2930911481
large,0.6043375731,0.5
large,0.4483295381,0.3454769254
large,0.5998129845,0.5
large,0.6672797799,0.5
large,0.5479776859,0.4207999408
large,0.5882034898,0.6545230746
large,0.5276297927,0.5
large,0.6749798656,0.5
large,0.5780109167,0.4207999408
large,0.6082182527,0.6545230746
large,0.5819217563,0.579200089
large,0.796479702,0.7228156328
large,0.7029131651,0.7228156328
large,0.7575763464,0.6545230746
large,0.7219073176,0.7821026444
large,0.6888808608,0.7228156328
large,0.7566242218,0.7228156328
large,0.7420402169,0.7228156328
large,0.6140211225,0.6545230746
large,0.7689184546,0.7228156328
large,0.7897185087,0.7228156328
large,0.7562473416,0.7228156328
large,0.7985682487,0.7228156328
large,0.7338778377,0.4207999408
large,0.8020200133,0.4207999408
large,0.8377620578,0.7821026444
large,0.845318675,0.7821026444
large,0.8026359081,0.579200089
large,0.7982953191,0.579200089
large,0.471970439,0.2518262565
large,0.4515813291,0.4323611856
large,0.738907218,0.7069088221
large,0.5495504141,0.5676388144
large,0.7448695898,0.7069088221
large,0.4945890307,0.5676388144
large,0.7963836193,0.7503580451
large,0.8152454495,0.789286077
large,0.4771094918,0.3671534956
large,0.8270065784,0.8235710263
large,0.6728573442,0.5676388144
large,0.808350563,0.789286077
large,0.6546929479,0.6935294271
large,0.8091135621,0.789286077
large,0.6689533591,0.6328464746
large,0.8199309111,0.789286077
large,0.5424910188,0.5676388144
large,0.8283734918,0.8235710263
large,0.4352476597,0.5
large,0.8010677695,0.7821026444
large,0.71467489,0.6328464746
large,0.7706039548,0.7821026444
large,0.7921568155,0.7481737733
large,0.8144836426,0.8316619992
large,0.7579669356,0.7481737733
large,0.7611832619,0.7821026444
large,0.7399057746,0.6935294271
large,0.7886241674,0.7821026444
large,0.7737588882,0.6328464746
large,0.8208723664,0.789286077
large,0.6386002302,0.5
large,0.8235943913,0.8235710263
large,0.795109272,0.6328464746
large,0.8351307511,0.8533143997
large,0.7009887695,0.5676388144
large,0.8316847086,0.8235710263
large,0.7329742908,0.6328464746
large,0.7407597899,0.7503580451
large,0.7539066076,0.6935294271
large,0.8104538321,0.789286077
large,0.6738342047,0.5579409003
large,0.8511600494,0.8316619992
large,0.6537439227,0.4451949298
large,0.6810891032,0.5
large,0.8102840185,0.7228156328
large,0.7421724796,0.5
large,0.7321330905,0.4420590997
large,0.8150923848,0.7821026444
large,0.6223711967,0.3916911483
large,0.5350115895,0.3856537044
large,0.8088715672,0.8316619992
large,0.564501524,0.2930911481
large,0.7208735943,0.3856537044
large,0.8243684769,0.8316619992
large,0.6588767767,0.3454769254
large,0.8262376785,0.8316619992
large,0.6827324033,0.5
large,0.8027834892,0.8316619992
large,0.7412692904,0.4451949298
large,0.8086616397,0.8316619992
large,0.7862978578,0.7821026444
large,0.6517875195,0.2771843374
large,0.4509139955,0.3856537044
large,0.699745357,0.7821026444
large,0.7769118547,0.7821026444
large,0.6836152673,0.3454769254
large,0.7881739736,0.7821026444
large,0.7046861649,0.4207999408
large,0.6154474616,0.3321607411
large,0.7672296166,0.8316619992
large,0.4947921932,0.3454769254
large,0.8105603456,0.8316619992
large,0.8127018809,0.7821026444
large,0.5344660878,0.3454769254
large,0.839938879,0.8316619992
large,0.5529600978,0.3454769254
large,0.8603902459,0.8717971444
large,0.6565467119,0.3454769254
large,0.8772060871,0.8717971444
large,0.6067124009,0.4207999408
large,0.8735394478,0.8717971444
large,0.7714988589,0.7228156328
large,0.8777299523,0.8717971444
large,0.6747229099,0.579200089
large,0.8825689554,0.8717971444
large,0.7094618678,0.5548050404
large,0.8930814862,0.8717971444
large,0.8198360205,0.6545230746
large,0.8820500374,0.8717971444
large,0.7399879694,0.579200089
large,0.9016461968,0.8717971444
large,0.705512464,0.579200089
large,0.9005106688,0.8717971444
large,0.5886695385,0.5
large,0.8889981508,0.8717971444
large,0.733430028,0.2930911481
large,0.8953332305,0.8717971444
large,0.6508949399,0.3916911483
large,0.9167302251,0.8717971444
large,0.7254378796,0.3454769254
large,0.9170015454,0.8316619992
large,0.8464331031,0.6545230746
large,0.9422788024,0.927970469
large,0.8426225185,0.7228156328
large,0.9423443675,0.9034739137
large,0.848161757,0.7821026444
large,0.5515010357,0.2771843374
large,0.9140180349,0.8717971444
large,0.8504565954,0.3406691849
large,0.9130262733,0.9034739137
large,0.8622012734,0.6545230746
large,0.588932991,0.2771843374
large,0.9031640887,0.8316619992
large,0.8470829129,0.7228156328
large,0.8800660968,0.8717971444
large,0.8642652631,0.8316619992
large,0.4883915782,0.2771843374
large,0.9026143551,0.8717971444
large,0.8589308262,0.8316619992
large,0.6932598948,0.4207999408
large,0.8636969924,0.8316619992
large,0.8634961843,0.8316619992
large,0.5623703599,0.4207999408
large,0.9315271378,0.9034739137
large,0.8700524569,0.8316619992
large,0.6149760485,0.3454769254
large,0.8967749476,0.8717971444
large,0.8384950757,0.7821026444
large,0.5300003886,0.5
large,0.914678216,0.9034739137
large,0.8611106873,0.8717971444
large,0.4257625937,0.5
large,0.9111324549,0.8717971444
large,0.8734763861,0.8316619992
large,0.5880556107,0.6545230746
large,0.8950246572,0.8717971444
large,0.8843481541,0.8316619992
large,0.5505191088,0.579200089
large,0.8520950079,0.8316619992
large,0.7987954021,0.8316619992
large,0.720369041,0.5
large,0.8854374886,0.8316619992
large,0.738135457,0.6545230746
large,0.5669204593,0.5
large,0.8447611332,0.7821026444
large,0.4805126786,0.5
large,0.4795443416,0.579200089
large,0.8337081671,0.7821026444
large,0.6805613041,0.6545230746
large,0.5837177038,0.4451949298
large,0.8920099735,0.8316619992
large,0.7270947099,0.579200089
large,0.3224257827,0.3454769254
large,0.8715929389,0.8717971444
large,0.8244134784,0.7228156328
large,0.8545407653,0.7821026444
large,0.6981349587,0.5
large,0.5316591263,0.3916911483
large,0.8261572123,0.6677176952
large,0.5829626918,0.5
large,0.8378636837,0.5
large,0.6849197149,0.579200089
large,0.7752208114,0.579200089
large,0.7207049131,0.5578958392
large,0.7461035848,0.7228156328
large,0.7358294725,0.7228156328
large,0.9059311152,0.8717971444
large,0.7472966313,0.7228156328
large,0.9016523361,0.7171781659
large,0.7391858697,0.7228156328
large,0.8640061617,0.8359487057
large,0.7468748093,0.7821026444
large,0.8618946671,0.8717971444
large,0.8293481469,0.8316619992
large,0.5675441027,0.4451949298
large,0.8466736674,0.8717971444
large,0.7515666485,0.7821026444
large,0.5036744475,0.4451949298
large,0.8677680492,0.9034739137
large,0.7957320213,0.7821026444
large,0.5823725462,0.4451949298
large,0.8683761358,0.8316619992
large,0.8380189538,0.7821026444
large,0.6966573,0.5
large,0.8697354794,0.8316619992
large,0.8164002299,0.7821026444
large,0.8884089589,0.8717971444
large,0.8826187253,0.8717971444
large,0.4906041026,0.4451949298
large,0.8641602397,0.7821026444
large,0.7977371812,0.7821026444
large,0.6984091997,0.6545230746
large,0.3891739845,0.3454769254
large,0.3583407402,0.2930911481
large,0.6744645834,0.6677176952
large,0.6100528836,0.3454769254
large,0.5565748811,0.8015103936
large,0.6853146553,0.6677176952
large,0.6475877762,0.2771843374
large,0.7450352907,0.8015103936
large,0.651617527,0.7171781659
large,0.8248068094,0.7171781659
large,0.8705514073,0.8654152155
large,0.6313004494,0.8359487057
large,0.6234211922,0.7619017959
large,0.7158550024,0.8717971444
large,0.7729173303,0.8359487057
large,0.8435096145,0.7228156328
large,0.5269294977,0.5
large,0.3991255164,0.2771843374
large,0.4118769169,0.3454769254
large,0.7163379788,0.7060942054
large,0.598446846,0.5
large,0.7068048716,0.5
large,0.648340106,0.6078406572
large,0.6388962269,0.6196180582
large,0.429677695,0.4393097758
large,0.6062578559,0.5
large,0.4849356413,0.5
large,0.5325553417,0.392159313
large,0.6011872888,0.5
large,0.3101179004,0.2771843374
large,0.4200102985,0.2930911481
large,0.4728757739,0.5
large,0.773658216,0.8235710263
large,0.8266870975,0.8235710263
large,0.8014745116,0.789286077
large,0.7848085761,0.789286077
large,0.7324320674,0.7821026444
large,0.8404549956,0.8533143997
large,0.7202677727,0.7228156328
large,0.8278732896,0.8235710263
large,0.7616662383,0.7228156328
large,0.8465510607,0.8235710263
large,0.7809832096,0.7228156328
large,0.8589978814,0.8316619992
large,0.7508194447,0.7228156328
large,0.8413746357,0.8533143997
large,0.7796205282,0.7821026444
large,0.8591127396,0.8316619992
large,0.7749727964,0.7228156328
large,0.8460748792,0.8316619992
large,0.7561123371,0.7821026444
large,0.8663019538,0.8533143997
large,0.7816983461,0.7821026444
large,0.8649835587,0.8787813783
large,0.8307273388,0.8316619992
large,0.8890643716,0.8787813783
large,0.8068586588,0.8235710263
large,0.8704814911,0.8235710263
large,0.8069874048,0.7503580451
large,0.8899092078,0.8533143997
large,0.7880487442,0.8235710263
large,0.3243196011,0.3406691849
large,0.8365772963,0.789286077
large,0.7962963581,0.7821026444
large,0.2972973883,0.3406691849
large,0.8662708402,0.8316619992
large,0.8064506054,0.789286077
large,0.4276233315,0.3413724899
large,0.8860824108,0.8717971444
large,0.8281400204,0.8316619992
large,0.4765625298,0.3686114848
large,0.8712832332,0.8533143997
large,0.8118060827,0.789286077
large,0.4154916108,0.4451949298
large,0.4371299744,0.3686114848
large,0.8808694482,0.8787813783
large,0.8210757971,0.789286077
large,0.8893710375,0.8787813783
large,0.7515735626,0.789286077
large,0.4228546321,0.5
large,0.8994918466,0.8717971444
large,0.7816110849,0.7821026444
large,0.5515074134,0.4451949298
large,0.8874436617,0.8717971444
large,0.7557610869,0.7821026444
large,0.5771732926,0.5
large,0.88796103,0.8235710263
large,0.7261550426,0.7228156328
large,0.6251713634,0.6545230746
large,0.8586663604,0.8316619992
large,0.853433013,0.8316619992
large,0.6057685018,0.579200089
large,0.8763328195,0.8533143997
large,0.8411836624,0.8316619992
large,0.6418164968,0.6083088517
large,0.8874951601,0.8717971444
large,0.858970046,0.8316619992
large,0.7128636837,0.6593308449
large,0.8798282146,0.8717971444
large,0.8275201917,0.7821026444
large,0.7057733536,0.6593308449
large,0.8832393289,0.8316619992
large,0.8219262958,0.7228156328
large,0.5976390839,0.579200089
large,0.8872455955,0.8717971444
large,0.794868052,0.7228156328
large,0.6576331258,0.579200089
large,0.8923844099,0.8717971444
large,0.7137675881,0.6545230746
large,0.5909606218,0.579200089
large,0.8992420435,0.8717971444
large,0.7244765759,0.6545230746
large,0.6213684082,0.5
large,0.903691709,0.8717971444
large,0.6827156544,0.7228156328
large,0.3611202836,0.5
large,0.8910711408,0.8717971444
large,0.7518172264,0.7228156328
large,0.5831085443,0.3454769254
large,0.8974303603,0.8717971444
large,0.7806379795,0.7821026444
large,0.6736215949,0.3916911483
large,0.4957326949,0.4207999408
large,0.8829877377,0.8316619992
large,0.7378528714,0.7228156328
large,0.7247097492,0.4451949298
large,0.6154899001,0.5
large,0.886628449,0.8717971444
large,0.8123216629,0.7821026444
large,0.6319601536,0.579200089
large,0.8989383578,0.8717971444
large,0.8476219773,0.8316619992
large,0.7774794102,0.7821026444
large,0.6907387972,0.3916911483
large,0.8949074149,0.8717971444
large,0.8088594675,0.7821026444
large,0.7875221372,0.7228156328
large,0.7422478795,0.3916911483
large,0.881903708,0.8717971444
large,0.8638438582,0.7821026444
large,0.8477610946,0.8316619992
large,0.6957988739,0.5
large,0.8962839246,0.8717971444
large,0.8465035558,0.8316619992
large,0.8359882832,0.7821026444
large,0.9013741612,0.8717971444
large,0.8940091729,0.8717971444
large,0.8411422968,0.8316619992
large,0.6434942484,0.4451949298
large,0.9007363319,0.8717971444
large,0.8860776424,0.8717971444
large,0.6970136762,0.4207999408
large,0.5914322138,0.5
large,0.9103050232,0.9034739137
large,0.8901255131,0.8717971444
large,0.7743970752,0.6593308449
large,0.558144033,0.6545230746
large,0.918756187,0.8717971444
large,0.9028791785,0.8717971444
large,0.7739174366,0.4451949298
large,0.7612808943,0.7069088221
large,0.6227018237,0.7228156328
large,0.9094902873,0.9034739137
large,0.9046865106,0.8717971444
large,0.7275805473,0.4451949298
large,0.7118213177,0.7821026444
large,0.6909835935,0.6593308449
large,0.8994302154,0.8717971444
large,0.8946129084,0.9034739137
large,0.7240926027,0.6593308449
large,0.7143292427,0.4451949298
large,0.7052304149,0.7821026444
large,0.9158101082,0.9034739137
large,0.8810575604,0.8717971444
large,0.7534717917,0.6593308449
large,0.742254436,0.4207999408
large,0.6152325869,0.5
large,0.9220647812,0.8717971444
large,0.9151399136,0.9034739137
large,0.7780758142,0.6593308449
large,0.5831618309,0.3406691849
large,0.919319272,0.9034739137
large,0.9059490561,0.8359487057
large,0.7754849195,0.7228156328
large,0.535588026,0.3916911483
large,0.9120203257,0.9034739137
large,0.9058871865,0.8359487057
large,0.7836216092,0.7821026444
large,0.6535552144,0.4207999408
large,0.6095779538,0.3916911483
large,0.9127179384,0.9034739137
large,0.8895620108,0.8359487057
large,0.7176065445,0.7228156328
large,0.7120961547,0.579200089
large,0.5737581253,0.4451949298
large,0.9203188419,0.9034739137
large,0.8825048804,0.8654152155
large,0.7961992025,0.7821026444
large,0.7465279102,0.5
large,0.5372834802,0.579200089
large,0.9186505675,0.9034739137
large,0.8789909482,0.8654152155
large,0.8378619552,0.7821026444
large,0.7324464321,0.6545230746
large,0.656611383,0.6083088517
large,0.9233323336,0.8717971444
large,0.8704112172,0.7619017959
large,0.8460502028,0.7821026444
large,0.6062883735,0.4451949298
large,0.5600266457,0.579200089
large,0.9183703661,0.8717971444
large,0.8920723796,0.7619017959
large,0.801445961,0.7503580451
large,0.7400391698,0.6593308449
large,0.695689857,0.6545230746
large,0.9059850574,0.8717971444
large,0.7827031612,0.6593308449
large,0.75663203,0.6677176952
large,0.6905020475,0.6545230746
large,0.683858633,0.6545230746
large,0.9146562815,0.9034739137
large,0.8865367174,0.7171781659
large,0.79857409,0.7069088221
large,0.7591000199,0.6545230746
large,0.5481496453,0.7821026444
large,0.9068992734,0.9034739137
large,0.898788631,0.6677176952
large,0.7689856887,0.6593308449
large,0.7231745124,0.6545230746
large,0.7171304822,0.7228156328
large,0.9043739438,0.8717971444
large,0.8983142972,0.8015103936
large,0.8367583752,0.8316619992
large,0.7598872185,0.7228156328
large,0.7270781994,0.7069088221
large,0.8974454999,0.8717971444
large,0.8835189939,0.8359487057
large,0.8451843262,0.7821026444
large,0.8269724846,0.6545230746
large,0.7886124849,0.7228156328
large,0.8936692476,0.8717971444
large,0.8744990826,0.6677176952
large,0.8435431123,0.7821026444
large,0.8056183457,0.7228156328
large,0.6853289008,0.579200089
large,0.923548758,0.8359487057
large,0.8904186487,0.8316619992
large,0.8445264101,0.7821026444
large,0.7730119228,0.6545230746
large,0.6485747695,0.5548050404
large,0.9133440852,0.8359487057
large,0.8604388237,0.4207999408
large,0.8319478035,0.7228156328
large,0.7996488214,0.7228156328
large,0.6504921913,0.5
large,0.854090631,0.6545230746
large,0.8535075784,0.6142597795
large,0.8523873091,0.8316619992
large,0.8338779807,0.7821026444
large,0.7811928988,0.7228156328
large,0.8496105075,0.3857402205
large,0.8347396255,0.6545230746
large,0.8195773959,0.7228156328
large,0.7966789603,0.6545230746
large,0.7757858634,0.5578958392
large,0.8179278374,0.6545230746
large,0.8021451235,0.7228156328
large,0.7955121398,0.7619017959
large,0.773537755,0.5578958392
large,0.7617954612,0.4207999408
large,0.8496878743,0.6545230746
large,0.8108982444,0.7228156328
large,0.7561036944,0.6545230746
large,0.7203989625,0.5
large,0.8488219976,0.7228156328
large,0.8216409087,0.7821026444
large,0.745249927,0.6677176952
large,0.6535778642,0.6545230746
large,0.8381180763,0.6677176952
large,0.8206302524,0.5
large,0.8188005686,0.7821026444
large,0.7473143935,0.7228156328
large,0.905186832,0.7619017959
large,0.8391467929,0.579200089
large,0.8365775347,0.7821026444
large,0.7166674733,0.6677176952
large,0.8436943293,0.7821026444
large,0.829772234,0.8316619992
large,0.824129343,0.7228156328
large,0.7456985116,0.7503580451
large,0.6810236573,0.6677176952
large,0.8648098707,0.7821026444
large,0.7724155188,0.7503580451
large,0.7342029214,0.7821026444
large,0.6636912823,0.7228156328
large,0.5804386735,0.6677176952
large,0.849334538,0.7821026444
large,0.8380465508,0.7821026444
large,0.7893998027,0.7503580451
large,0.6493463516,0.6677176952
large,0.348441571,0.3454769254
large,0.8591278195,0.8316619992
large,0.8195685148,0.6677176952
large,0.8134580255,0.8316619992
large,0.7445116043,0.7503580451
large,0.8610879183,0.7821026444
large,0.7927830815,0.7069088221
large,0.7872917652,0.7821026444
large,0.743437171,0.6545230746
large,0.8456808925,0.7821026444
large,0.8429842591,0.8316619992
large,0.7853175998,0.7821026444
large,0.7661383152,0.7503580451
large,0.8894121647,0.7821026444
large,0.8530781269,0.8717971444
large,0.8086822629,0.7821026444
large,0.7325114608,0.7228156328
large,0.931337297,0.8717971444
large,0.8740342259,0.8316619992
large,0.7812879086,0.789286077
large,0.5628775358,0.579200089
large,0.891869247,0.8717971444
large,0.882266283,0.8717971444
large,0.8211610913,0.8235710263
large,0.5675310493,0.579200089
large,0.9389560223,0.8717971444
large,0.8855913281,0.8717971444
large,0.8353892565,0.789286077
large,0.8049720526,0.7821026444
large,0.9027294517,0.8316619992
large,0.8928467631,0.8316619992
large,0.867675364,0.8316619992
large,0.7874987125,0.4207999408
large,0.9303549528,0.8654152155
large,0.8985019922,0.8717971444
large,0.8582698107,0.8533143997
large,0.9065598845,0.9034739137
large,0.8991200924,0.8654152155
large,0.8083093762,0.789286077
large,0.9143813848,0.9034739137
large,0.9022339582,0.8654152155
large,0.8535299897,0.8316619992
large,0.6288511157,0.6593308449
large,0.9203364253,0.8902837038
large,0.9175333381,0.8717971444
large,0.8699227571,0.8316619992
large,0.6733704209,0.6083088517
large,0.9135982394,0.8717971444
large,0.9117718935,0.8654152155
large,0.8782721162,0.8316619992
large,0.6132366061,0.5548050404
large,0.9067212939,0.8654152155
large,0.9055370092,0.8717971444
large,0.8552253842,0.8316619992
large,0.6770579815,0.7069088221
large,0.6664527059,0.6593308449
large,0.9140616655,0.8717971444
large,0.9048203826,0.8902837038
large,0.8464664817,0.8316619992
large,0.6587548256,0.7503580451
large,0.652700305,0.6593308449
large,0.9144062996,0.8902837038
large,0.9062629342,0.9034739137
large,0.8502895236,0.8316619992
large,0.6474456191,0.6593308449
large,0.5980036259,0.5548050404
large,0.9115546346,0.8717971444
large,0.9018951654,0.8654152155
large,0.8729481101,0.8316619992
large,0.6654425859,0.579200089
large,0.6439678073,0.5548050404
large,0.9270762801,0.9034739137
large,0.9185445309,0.8902837038
large,0.8358768225,0.8316619992
large,0.668802321,0.7069088221
large,0.6317908764,0.6083088517
large,0.9106209278,0.9110293388
large,0.9101493359,0.8717971444
large,0.867865026,0.8533143997
large,0.7156774998,0.7503580451
large,0.6026943326,0.6083088517
large,0.9149099588,0.9110293388
large,0.8979067802,0.8717971444
large,0.8810209036,0.8717971444
large,0.6631346345,0.6593308449
large,0.6019155979,0.6083088517
large,0.9147686958,0.9110293388
large,0.8790344596,0.8717971444
large,0.8623947501,0.8717971444
large,0.7326495647,0.7069088221
large,0.5802981853,0.579200089
large,0.9373742342,0.9110293388
large,0.8870419264,0.8316619992
large,0.8772383928,0.8316619992
large,0.7096292973,0.6545230746
large,0.4742136002,0.4207999408
large,0.9112323523,0.8902837038
large,0.8866249919,0.8316619992
large,0.8644370437,0.8316619992
large,0.6613891125,0.6593308449
large,0.4747838378,0.4451949298
large,0.9101732373,0.8654152155
large,0.876767695,0.7228156328
large,0.8665946722,0.8316619992
large,0.661442101,0.6593308449
large,0.3917449117,0.3916911483
large,0.8881976008,0.8359487057
